dates,satname,nzd0492-0000,nzd0492-0001,nzd0492-0002,nzd0492-0003,nzd0492-0004,nzd0492-0005,nzd0492-0006,nzd0492-0007,nzd0492-0008,nzd0492-0009,nzd0492-0010,nzd0492-0011,nzd0492-0012,nzd0492-0013,nzd0492-0014,nzd0492-0015,nzd0492-0016,nzd0492-0017,nzd0492-0018,nzd0492-0019,nzd0492-0020
1999-08-26 22:07:32+00:00,L7,313.90,334.80,346.72,341.78,336.77,323.33,323.07,325.40,318.82,323.75,323.00,326.31,350.96,347.91,336.41,352.20,356.91,354.87,341.18,339.48,339.57
1999-11-30 22:07:23+00:00,L7,317.59,329.00,329.22,323.84,318.44,310.63,309.69,310.39,304.66,309.06,310.40,314.27,345.05,334.60,328.40,329.14,329.99,332.83,328.26,338.40,329.93
1999-12-16 22:07:33+00:00,L7,,,,,,,,,,,,,116.79,336.66,331.89,330.85,332.04,,,,
2000-02-02 22:07:23+00:00,L7,,,,336.47,328.20,316.96,314.62,316.71,314.18,324.13,318.07,326.88,360.83,348.77,339.29,342.15,331.53,332.98,327.64,325.30,327.31
2000-03-21 22:07:12+00:00,L7,341.74,352.58,350.80,355.38,343.65,333.76,330.91,,,,316.10,,,350.34,348.01,341.52,,,350.67,346.93,344.40
2000-05-08 22:06:44+00:00,L7,326.60,359.93,352.78,348.86,325.76,309.90,326.46,322.08,312.14,318.41,323.38,319.90,,349.57,345.84,345.73,338.19,339.04,322.67,329.45,340.82
2000-05-31 22:12:42+00:00,L7,,,,,,,,,,,134.87,313.66,,316.49,330.35,332.93,337.37,341.78,,348.56,345.61
2000-06-25 22:06:19+00:00,L7,310.79,335.53,339.24,331.68,323.08,305.52,312.11,321.07,311.16,307.96,308.69,323.38,,313.45,344.37,350.70,349.24,353.49,344.61,341.19,347.76
2000-07-11 22:06:05+00:00,L7,310.59,321.35,326.04,327.90,325.50,323.41,316.83,318.73,306.31,310.77,,,,,,,,,,350.27,347.99
2000-07-27 22:05:48+00:00,L7,310.11,318.08,327.51,327.40,328.61,321.15,332.65,335.87,329.75,323.35,325.77,329.26,215.52,340.22,345.77,347.11,353.10,356.58,360.02,363.23,365.54
2000-08-03 22:11:55+00:00,L7,320.06,336.04,337.82,332.92,328.55,319.89,323.52,326.68,318.68,328.25,327.77,327.14,219.20,349.04,348.99,351.73,356.89,362.03,360.63,351.17,343.28
2000-09-20 22:11:14+00:00,L7,310.79,314.61,319.05,325.52,328.76,319.48,313.36,325.83,320.07,323.57,319.59,323.82,341.16,336.69,338.87,346.21,353.58,357.35,360.10,357.75,344.23
2000-12-18 22:05:01+00:00,L7,323.29,331.99,326.29,317.42,319.63,312.89,307.49,315.85,314.75,320.82,307.07,325.43,345.95,340.59,335.13,337.03,332.07,335.84,326.73,341.29,344.32
2001-02-20 22:05:00+00:00,L7,,,,,,331.96,330.42,337.25,338.48,334.46,334.43,347.68,365.45,353.87,348.32,344.96,346.45,345.75,346.00,342.56,342.09
2001-03-08 22:04:56+00:00,L7,364.45,366.88,365.34,365.85,355.15,347.69,344.91,342.52,338.98,340.25,342.10,349.71,371.62,360.64,361.25,362.79,361.28,363.21,364.79,359.65,351.83
2001-03-31 22:10:55+00:00,L7,,,,,,,,,,,,,,,,,,,,,
2001-04-09 22:04:41+00:00,L7,339.91,354.05,353.55,355.01,343.75,331.60,332.27,335.08,333.99,339.80,341.60,343.76,362.12,358.97,361.50,361.83,360.50,357.65,355.21,346.71,343.33
2001-06-28 22:03:56+00:00,L7,276.68,345.84,347.81,324.21,314.31,313.19,312.78,309.85,311.21,297.53,312.65,315.05,337.33,337.24,330.82,334.03,340.01,343.53,319.03,338.93,
2001-07-14 22:03:57+00:00,L7,314.49,345.71,343.34,330.59,319.86,303.31,309.43,318.15,306.14,310.08,306.84,317.95,,315.29,334.27,332.61,334.10,338.42,,324.73,340.79
2001-08-15 22:03:26+00:00,L7,323.96,338.30,345.41,338.03,323.20,310.24,309.92,317.99,311.64,316.36,308.53,322.44,257.81,329.23,326.05,335.73,336.77,335.60,320.10,325.54,321.77
2002-02-23 22:03:31+00:00,L7,321.29,326.31,330.46,332.46,329.99,321.53,329.01,325.88,325.69,325.66,321.19,323.92,341.89,340.20,342.46,346.82,351.78,352.80,358.87,356.62,351.26
2002-03-11 22:03:31+00:00,L7,341.24,349.38,346.45,348.30,340.92,332.76,336.27,330.71,330.24,333.31,333.37,334.98,358.79,354.05,361.10,360.77,360.83,357.87,365.06,358.89,347.23
2002-04-12 22:03:25+00:00,L7,339.78,358.15,353.52,354.19,336.31,323.18,328.36,332.35,325.28,328.83,322.82,330.22,349.86,350.82,356.71,358.52,359.55,365.75,361.35,351.61,344.68
2002-05-14 22:03:19+00:00,L7,344.46,358.16,360.17,351.48,329.70,317.94,315.13,332.94,323.49,333.55,339.17,335.67,,360.16,367.83,367.25,360.28,359.34,342.00,342.52,345.43
2002-05-30 22:03:13+00:00,L7,308.83,330.19,331.45,330.83,325.52,307.69,314.41,328.59,313.44,315.07,316.78,321.93,,337.41,346.52,349.94,345.77,345.40,323.10,332.26,347.78
2002-06-15 22:03:07+00:00,L7,318.54,350.91,343.39,338.95,325.12,301.12,308.77,328.77,313.29,310.26,319.71,322.55,,312.42,352.45,346.43,344.69,343.28,,334.48,353.17
2002-08-18 22:02:45+00:00,L7,318.97,321.66,322.06,324.88,320.71,312.70,313.19,317.67,312.90,316.18,313.69,317.33,316.86,331.06,338.50,340.56,337.45,344.18,340.92,343.20,333.36
2002-11-22 22:02:45+00:00,L7,336.66,344.19,347.30,347.03,330.28,319.71,317.31,320.42,323.43,327.41,325.52,331.47,347.96,350.16,350.71,349.77,347.42,344.59,345.63,343.83,338.51
2002-12-24 22:02:57+00:00,L7,323.10,334.15,332.73,325.55,322.72,317.82,314.73,314.66,314.08,319.57,313.55,326.59,342.47,335.77,339.08,341.12,341.74,344.81,339.12,344.66,336.64
2003-02-26 22:03:16+00:00,L7,,,,,,331.24,334.43,328.03,323.79,325.06,326.43,329.77,359.08,349.45,108.13,104.95,,,,,
2003-08-05 22:02:59+00:00,L7,314.78,324.29,324.95,,,,308.97,325.15,313.05,318.01,311.99,323.21,175.01,337.34,341.38,345.36,347.61,349.47,339.19,,
2003-08-13 21:51:32+00:00,L5,321.45,350.13,353.52,355.51,351.13,359.39,354.72,350.59,347.90,342.64,346.33,349.63,202.42,352.51,357.61,365.87,370.95,370.92,378.75,385.34,380.60
2003-10-16 21:52:31+00:00,L5,322.51,329.50,332.55,331.83,338.28,331.87,328.14,335.73,330.33,336.58,331.35,338.93,349.31,338.66,341.82,346.54,354.44,360.59,369.22,367.86,366.58
2003-11-17 21:52:57+00:00,L5,317.23,320.71,322.10,320.86,315.91,310.53,304.14,309.67,327.01,332.51,326.54,332.52,357.24,353.86,352.24,359.85,347.50,356.45,360.44,353.69,341.89
2003-12-11 22:03:21+00:00,L7,338.89,342.92,337.72,335.07,324.97,,,317.96,317.80,327.49,326.19,331.89,358.44,355.23,364.59,365.74,366.04,365.08,367.10,348.74,
2004-01-12 22:03:31+00:00,L7,338.56,344.74,345.26,342.33,334.87,327.57,327.15,326.76,322.52,328.20,326.38,337.86,369.15,359.49,143.94,,362.35,356.85,366.38,369.23,367.98
2004-02-05 21:53:28+00:00,L5,349.59,357.36,350.21,345.50,338.28,338.21,337.70,337.93,336.47,338.85,339.44,346.14,374.47,366.84,373.76,372.10,384.01,384.84,381.21,383.99,370.33
2004-02-29 22:03:45+00:00,L7,320.59,327.67,325.74,325.83,326.11,318.93,307.82,318.02,315.03,319.68,316.92,324.69,347.82,152.95,,353.55,355.09,362.14,359.66,360.40,343.95
2004-04-01 22:03:52+00:00,L7,323.77,333.01,332.78,329.47,327.15,317.01,,,317.09,326.16,323.34,325.07,346.15,346.07,354.20,358.64,355.82,361.78,363.04,354.32,339.18
2004-04-25 21:54:35+00:00,L5,430.54,442.26,154.20,,,604.91,621.49,,,232.27,274.81,411.79,472.86,475.83,451.79,327.99,360.19,,,,
2004-05-03 22:03:47+00:00,L7,314.42,338.48,349.20,352.86,339.30,315.30,318.60,329.63,321.13,,,,,355.30,358.57,363.15,360.91,363.63,360.39,357.23,350.02
2004-06-12 21:55:59+00:00,L5,323.21,350.17,345.39,343.93,323.67,308.03,307.03,327.30,,,,,,,,,,,,357.67,355.79
2004-06-28 21:56:28+00:00,L5,308.92,319.87,324.80,327.69,328.97,310.89,317.77,325.53,314.11,315.03,316.91,312.30,,242.71,345.52,346.56,351.75,362.11,359.70,353.26,364.72
2004-07-06 22:03:36+00:00,L7,308.64,336.08,340.84,335.29,326.25,318.83,311.55,329.27,307.93,313.41,315.05,324.00,,,353.44,361.05,358.84,359.86,362.80,358.57,351.98
2004-07-14 21:56:54+00:00,L5,309.10,326.17,335.25,367.20,328.08,293.32,313.21,303.50,306.95,300.86,326.61,335.97,351.18,344.72,328.06,348.80,349.47,358.33,345.73,358.10,341.08
2004-07-30 21:57:15+00:00,L5,318.85,343.45,351.75,353.97,343.95,337.20,338.14,337.90,335.57,339.29,336.15,334.24,,349.99,356.88,365.88,365.53,366.84,374.38,362.59,364.71
2004-08-15 21:57:37+00:00,L5,314.07,324.14,334.82,332.17,332.42,324.43,320.50,331.34,324.26,326.82,325.17,331.27,225.66,350.11,355.27,359.98,364.57,371.09,369.53,358.25,348.99
2004-08-31 21:58:03+00:00,L5,318.78,332.77,337.06,336.91,331.75,324.91,321.06,324.22,324.37,331.00,331.03,335.79,349.01,349.75,360.37,362.58,357.50,361.79,369.17,359.92,351.93
2004-09-08 22:03:17+00:00,L7,311.34,318.97,324.51,324.06,321.62,310.19,313.82,321.94,313.81,323.48,,,335.48,347.30,354.54,354.89,345.10,346.45,358.52,356.63,347.84
2004-09-24 22:03:12+00:00,L7,317.98,319.49,329.36,330.86,,,,314.31,315.91,320.85,311.45,323.01,344.92,345.44,343.55,344.58,343.80,349.43,344.46,342.91,
2004-10-10 22:03:07+00:00,L7,321.96,337.26,336.34,333.93,324.60,317.85,306.53,,317.90,323.51,314.17,317.77,356.66,349.13,351.95,346.89,350.01,350.79,348.80,341.02,333.24
2004-10-18 21:59:11+00:00,L5,344.76,357.22,355.90,349.80,341.62,336.78,328.11,337.31,331.04,332.49,331.53,328.66,355.07,359.12,361.68,363.82,366.18,372.84,365.36,359.69,349.96
2004-11-19 21:59:42+00:00,L5,,,,,,,,,,,,,,,,,,,,,
2004-11-27 22:03:41+00:00,L7,,,,332.65,332.67,326.91,322.57,328.62,328.26,334.96,333.25,339.17,366.78,358.02,357.48,361.23,,,,,
2004-12-29 22:03:56+00:00,L7,336.95,349.38,348.35,350.08,336.62,324.95,318.39,327.41,,,,334.91,359.47,358.52,357.34,356.79,357.00,352.09,354.30,345.53,340.39
2005-01-13 22:06:52+00:00,L5,,,,,,,,,,,,570.54,535.86,477.58,191.86,137.94,,,,,
2005-01-29 22:06:41+00:00,L5,,,,,,,,,,,275.38,179.66,103.50,,,,,,,,
