dates,nzd0492-0000,nzd0492-0001,nzd0492-0002,nzd0492-0003,nzd0492-0004,nzd0492-0005,nzd0492-0006,nzd0492-0007,nzd0492-0008,nzd0492-0009,nzd0492-0010,nzd0492-0011,nzd0492-0012,nzd0492-0013,nzd0492-0014,nzd0492-0015,nzd0492-0016,nzd0492-0017,nzd0492-0018,nzd0492-0019,nzd0492-0020,satname
1999-08-26 22:07:32+00:00,309.71,327.75,336.41,331.47,328.89,319.98,319.72,317.02,310.94,315.38,318.04,322.96,347.61,344.56,325.24,345.15,351.08,346.99,332.25,329.91,333.99,L7
1999-11-30 22:07:23+00:00,322.78,337.74,341.99,336.61,328.20,314.78,313.84,320.76,314.42,319.44,316.55,318.42,349.20,338.75,342.23,337.88,337.21,342.59,339.33,350.26,336.85,L7
1999-12-16 22:07:33+00:00,,,,,,,,,,,,,,340.11,343.39,338.11,338.04,,,,,L7
2000-02-02 22:07:23+00:00,,,,332.32,325.02,315.61,313.27,313.33,311.00,320.75,316.07,325.53,359.48,347.42,334.79,339.31,329.18,329.80,324.04,321.44,325.06,L7
2000-03-21 22:07:12+00:00,336.43,343.63,337.72,342.30,333.65,329.51,326.66,,,,309.80,,,346.09,333.84,332.57,,,339.34,334.79,337.32,L7
2000-05-08 22:06:44+00:00,327.16,360.88,354.16,350.24,326.82,310.35,326.91,323.20,313.20,319.54,324.05,320.35,,350.02,347.34,346.68,338.97,340.10,323.87,330.74,341.57,L7
2000-05-31 22:12:42+00:00,,,,,,,,,,,,312.16,,314.99,325.35,329.77,334.76,338.25,,344.27,343.11,L7
2000-06-25 22:06:19+00:00,314.48,341.74,348.32,340.76,330.02,308.47,315.06,328.44,318.10,315.33,313.06,326.33,,316.40,354.20,356.91,354.37,360.43,352.48,349.62,352.68,L7
2000-07-11 22:06:05+00:00,312.65,324.82,331.12,332.98,329.38,325.06,318.48,322.86,310.19,314.89,,,,,,,,,,354.98,350.74,L7
2000-07-27 22:05:48+00:00,312.74,322.50,333.97,333.86,333.55,323.25,334.75,341.12,334.69,328.60,328.88,331.36,,342.32,352.77,351.53,356.75,361.52,365.62,369.23,369.04,L7
2000-08-03 22:11:55+00:00,317.87,332.36,332.44,327.54,324.43,318.14,321.77,322.31,314.56,323.88,325.18,325.39,,347.29,343.16,348.05,353.85,357.91,355.96,346.17,340.36,L7
