dates,nzd0050-0000,nzd0050-0001,nzd0050-0002,satname
1999-08-17 22:10:26+00:00,375.16,377.42,440.82,L7
1999-08-26 22:04:21+00:00,377.82,375.98,443.41,L7
1999-09-27 22:04:25+00:00,380.35,377.61,446.50,L7
1999-11-14 22:04:18+00:00,379.99,379.38,445.81,L7
2000-02-09 22:10:19+00:00,380.78,379.95,444.52,L7
2000-04-13 22:09:54+00:00,379.33,378.92,438.56,L7
2000-04-29 22:09:53+00:00,379.57,378.92,438.56,L7
2000-05-15 22:09:42+00:00,379.80,376.01,433.79,L7
2000-05-24 22:03:22+00:00,380.97,380.49,436.83,L7
2000-08-03 22:08:44+00:00,380.34,380.02,439.07,L7
2000-08-12 22:02:30+00:00,379.92,380.74,439.40,L7
2000-08-19 22:08:38+00:00,379.30,379.97,438.75,L7
2000-09-04 22:08:22+00:00,377.88,378.64,437.03,L7
2000-11-07 22:07:53+00:00,376.88,372.73,437.77,L7
2001-01-03 22:01:48+00:00,376.02,371.35,439.25,L7
2001-01-26 22:08:07+00:00,377.49,373.31,441.10,L7
2001-03-08 22:01:45+00:00,376.93,368.24,439.64,L7
2001-03-24 22:01:35+00:00,376.60,369.32,441.00,L7
2001-06-03 22:07:16+00:00,378.07,378.15,441.60,L7
2001-06-19 22:07:05+00:00,378.07,377.73,441.62,L7
2001-08-15 22:00:14+00:00,377.31,376.22,438.47,L7
2001-08-31 22:00:05+00:00,377.02,375.71,437.95,L7
2001-11-19 21:59:56+00:00,380.01,376.80,440.26,L7
2001-12-05 21:59:55+00:00,378.27,375.13,438.65,L7
2001-12-21 22:00:05+00:00,378.16,374.64,439.24,L7
2002-01-22 22:00:16+00:00,378.46,375.79,440.57,L7
2002-02-23 22:00:19+00:00,377.61,376.05,441.83,L7
2002-03-27 22:00:13+00:00,377.15,375.44,441.73,L7
2002-06-15 21:59:55+00:00,377.55,370.68,443.06,L7
2002-07-01 21:59:51+00:00,376.86,370.07,442.51,L7
2002-07-08 22:06:00+00:00,377.72,372.69,442.40,L7
