dates,satname,nzd0050-0000,nzd0050-0001,nzd0050-0002
1999-08-17 22:10:26+00:00,L7,371.59,373.85,436.65
1999-08-26 22:04:21+00:00,L7,378.47,372.54,443.67
1999-09-27 22:04:25+00:00,L7,371.28,366.72,436.18
1999-11-14 22:04:18+00:00,L7,374.46,380.29,438.56
2000-02-09 22:10:19+00:00,L7,371.09,369.35,424.36
2000-04-13 22:09:54+00:00,L7,384.73,379.39,443.75
2000-04-29 22:09:53+00:00,L7,388.73,,
2000-05-15 22:09:42+00:00,L7,,,437.42
2000-05-24 22:03:22+00:00,L7,381.89,386.87,442.97
2000-08-03 22:08:44+00:00,L7,364.53,365.31,432.53
2000-08-12 22:02:30+00:00,L7,387.56,390.81,447.67
2000-08-19 22:08:38+00:00,L7,366.18,366.87,423.83
2000-09-04 22:08:22+00:00,L7,366.37,369.04,423.18
2000-11-07 22:07:53+00:00,L7,380.19,342.89,246.66
2001-01-03 22:01:48+00:00,L7,382.83,384.74,449.22
2001-01-26 22:08:07+00:00,L7,373.91,372.61,435.84
2001-03-08 22:01:45+00:00,L7,368.79,370.70,421.53
2001-03-24 22:01:35+00:00,L7,369.00,367.38,437.76
2001-06-03 22:07:16+00:00,L7,387.10,386.59,453.48
2001-06-19 22:07:05+00:00,L7,,383.06,450.43
2001-08-15 22:00:14+00:00,L7,396.79,393.22,452.34
2001-08-31 22:00:05+00:00,L7,380.41,377.76,440.68
2001-11-19 21:59:56+00:00,L7,369.33,364.35,428.85
2001-12-05 21:59:55+00:00,L7,361.55,359.71,423.76
2001-12-21 22:00:05+00:00,L7,375.43,370.85,442.07
2002-01-22 22:00:16+00:00,L7,383.51,385.10,451.37
2002-02-23 22:00:19+00:00,L7,386.69,389.81,454.11
2002-03-27 22:00:13+00:00,L7,372.42,368.82,433.87
2002-06-15 21:59:55+00:00,L7,,338.83,290.35
2002-07-01 21:59:51+00:00,L7,375.38,,443.05
2002-07-08 22:06:00+00:00,L7,387.31,389.34,449.11
2002-07-17 21:59:44+00:00,L7,,383.87,453.84
2002-09-19 21:59:11+00:00,L7,375.16,377.26,442.21
2002-10-12 22:05:14+00:00,L7,380.75,377.68,446.79
2002-10-28 22:05:22+00:00,L7,384.91,382.52,448.73
2002-11-22 21:59:33+00:00,L7,371.69,374.04,441.41
2003-02-01 22:06:10+00:00,L7,359.94,359.98,415.36
2003-03-30 22:00:07+00:00,L7,369.03,371.18,425.23
2003-04-06 22:06:21+00:00,L7,365.75,370.66,425.06
2003-04-22 22:06:19+00:00,L7,382.93,381.49,442.39
2003-05-08 22:06:20+00:00,L7,,,435.06
2003-05-24 22:06:17+00:00,L7,383.58,381.50,444.71
2003-07-28 21:48:04+00:00,L5,357.11,353.80,401.09
2003-08-29 21:48:38+00:00,L5,369.27,369.68,430.53
2003-10-24 21:59:46+00:00,L7,,298.96,410.61
2003-11-09 21:59:54+00:00,L7,374.30,374.31,442.94
2003-11-16 22:06:11+00:00,L7,,,
2003-12-19 21:50:03+00:00,L5,391.66,393.29,465.81
2004-01-19 22:06:35+00:00,L7,,,
2004-03-07 22:06:48+00:00,L7,360.59,363.94,417.69
2004-03-23 22:06:52+00:00,L7,366.94,370.74,435.26
2004-04-01 22:00:40+00:00,L7,384.95,387.90,449.40
2004-04-16 21:57:19+00:00,L5,388.44,383.96,360.68
2004-04-17 22:00:33+00:00,L7,,,
2004-05-03 22:00:35+00:00,L7,383.06,380.54,441.95
2004-05-18 21:58:14+00:00,L5,375.52,371.21,440.42
2004-05-26 22:06:45+00:00,L7,384.25,,
2004-06-11 22:06:38+00:00,L7,,392.50,463.03
2004-06-12 21:52:47+00:00,L5,385.94,389.08,440.13
2004-06-20 22:00:26+00:00,L7,366.80,363.15,425.20
2004-07-21 22:00:04+00:00,L5,371.77,369.00,434.40
2004-07-22 22:00:20+00:00,L7,379.94,,
2004-07-30 21:54:04+00:00,L5,387.62,384.85,453.74
2004-08-07 22:00:13+00:00,L7,381.43,381.57,444.62
2004-10-18 21:55:59+00:00,L5,381.12,383.03,422.25
2004-12-13 22:00:36+00:00,L7,,,
2005-01-13 22:03:41+00:00,L5,367.92,363.49,423.00
2005-01-14 22:00:49+00:00,L7,,,
2005-01-21 22:06:59+00:00,L7,373.93,374.83,438.46
2005-02-06 22:07:07+00:00,L7,363.72,365.79,424.62
2005-02-14 22:04:09+00:00,L5,,,
2005-02-15 22:01:01+00:00,L7,379.97,385.10,447.86
2005-02-22 22:07:14+00:00,L7,356.69,356.14,418.59
2005-02-23 21:58:07+00:00,L5,370.80,373.87,437.35
2005-03-02 22:04:24+00:00,L5,365.37,362.84,430.45
2005-03-03 22:01:06+00:00,L7,381.93,381.08,443.55
2005-03-19 22:01:06+00:00,L7,385.26,383.75,448.48
2005-03-27 21:58:27+00:00,L5,371.45,375.18,436.14
2005-04-03 22:04:40+00:00,L5,393.63,392.57,458.48
2005-04-11 22:07:11+00:00,L7,341.28,344.92,414.66
2005-04-12 21:58:31+00:00,L5,366.38,367.20,433.06
2005-05-06 22:01:01+00:00,L7,371.24,374.91,438.96
2005-05-22 22:01:00+00:00,L7,,,
2005-05-29 22:07:09+00:00,L7,378.32,379.32,437.13
2005-05-30 21:58:51+00:00,L5,381.49,380.37,426.70
2005-06-06 22:05:05+00:00,L5,374.79,391.47,429.02
2005-06-14 22:07:02+00:00,L7,,367.42,432.22
2005-06-30 22:06:59+00:00,L7,,,
2005-07-08 22:05:15+00:00,L5,362.60,364.77,431.35
2005-07-09 22:00:50+00:00,L7,,,
2005-08-10 22:00:46+00:00,L7,,,
2005-08-25 22:05:41+00:00,L5,368.10,367.93,435.05
2005-08-26 22:00:39+00:00,L7,377.29,378.27,445.86
2005-09-02 22:06:46+00:00,L7,380.98,369.54,438.38
2005-09-18 22:06:39+00:00,L7,367.46,,
2005-09-26 22:05:42+00:00,L5,387.34,389.94,455.51
2005-10-05 21:59:29+00:00,L5,377.83,373.76,439.39
2005-11-13 22:05:57+00:00,L5,385.74,367.73,447.45
2005-11-14 22:00:54+00:00,L7,380.20,377.57,446.10
2005-11-21 22:07:07+00:00,L7,,,
2005-11-30 22:01:00+00:00,L7,380.37,374.67,444.87
2005-12-16 22:01:02+00:00,L7,,355.49,415.92
2005-12-23 22:07:15+00:00,L7,380.91,379.65,438.75
2006-01-01 22:01:10+00:00,L7,372.94,373.75,441.08
2006-02-10 22:01:51+00:00,L5,385.68,380.27,451.84
2006-03-14 22:02:31+00:00,L5,358.24,356.39,420.85
2006-03-22 22:01:30+00:00,L7,,,
2006-04-06 22:09:08+00:00,L5,385.77,,
2006-04-14 22:07:36+00:00,L7,,,
2006-05-09 22:01:28+00:00,L7,391.90,387.84,447.86
2006-05-16 22:07:40+00:00,L7,,,438.03
2006-05-17 22:03:33+00:00,L5,382.16,386.16,438.09
