,dates,nzd0494-0000,nzd0494-0001,nzd0494-0002,nzd0494-0003,nzd0494-0004,nzd0494-0005,nzd0494-0006,nzd0494-0007,nzd0494-0008,nzd0494-0009,nzd0494-0010
0,1999-08-26 22:07:32+00:00,143.37644448353961,155.32524450929765,152.9307172057746,157.09725912894984,154.71243732547168,147.32275933767647,153.62334570862495,153.15431869155898,149.2502130405528,169.13729526538623,165.81736815314537
1,1999-09-27 22:07:36+00:00,115.02727443311932,122.78686125243411,129.631418996124,135.7068293469527,131.9458123581688,121.42739216715286,114.84212916326695,127.07298352287582,137.50328215324134,145.2415839338937,143.19254015541114
2,1999-10-13 22:07:36+00:00,146.58202274416783,151.72875837131036,145.12436520745263,150.08226441489992,141.74171353578316,132.8380347251817,131.89634315077652,135.5575709853635,148.16444346544392,155.62759980779728,147.59642422471535
3,1999-11-05 22:13:40+00:00,,,,,,,,,,,
4,1999-12-16 22:07:33+00:00,129.28865169176768,130.3804929578105,134.27874541434528,136.39735794790326,133.20520923229748,126.96574232555281,134.0105979945593,138.37635718356694,146.30174215911006,140.80551837955758,127.63013200252709
5,2000-02-18 22:07:16+00:00,145.13489922593942,152.68939361978454,159.66334081369223,162.7090173780714,165.15715532071792,156.66712724693184,158.59251121775196,163.81259468936,162.29772987123462,167.26990925139617,187.98665253291472
6,2000-02-25 22:13:25+00:00,110.1559137698935,113.78606607357256,116.20736752010981,120.13649105808304,,122.88013503778458,137.22600216347112,137.78194844594447,140.56950768907544,149.0320862740612,150.29799016072403
7,2000-03-21 22:07:12+00:00,,144.7547696202552,149.85669211012146,159.1866480485927,161.6431282694439,146.9677114509002,149.69138039186302,152.72812940072896,159.1180506752419,170.03330333944174,196.8413236704251
8,2000-03-28 22:13:18+00:00,108.87485442468798,112.84572466727744,115.12198021247548,122.25891700359334,112.8396257392719,109.57388248869444,110.28966821636834,112.16630594587424,114.20449215742302,,
9,2000-05-08 22:06:44+00:00,135.47096624339056,151.73451678676366,148.22507013074357,144.46516149534162,142.55763914018664,140.6863161692562,145.35179864171772,145.44211040312047,151.77000351965714,153.95013644613687,157.41745130712582
10,2000-05-31 22:12:42+00:00,108.12473718523235,148.3885306438634,145.65034910958548,137.71031829758292,144.0625920132689,145.98516639043683,144.09722012658838,138.9397286913336,146.5563471389928,146.37156259257523,150.40763575679222
11,2000-06-25 22:06:19+00:00,,145.16035874218983,146.94450827409057,148.12625302586463,144.06952496593547,145.61091327254655,140.19245677258135,138.34790200842986,153.95044221314834,160.79952110528808,160.1794548395759
12,2000-07-11 22:06:05+00:00,,,,,,,,,,,
13,2000-08-03 22:11:55+00:00,119.62651080186501,131.45585535276481,139.99863374697122,148.86499347352816,137.36785619154506,141.0092191797747,141.72498362078494,144.1489332310215,151.46459908825628,153.7635824677937,163.06589231382944
14,2000-09-20 22:11:14+00:00,117.7737669816136,124.07768160039797,133.3921756542679,129.48945469599076,133.55911605294085,140.59352671373253,138.11884113859065,135.5683787072215,141.08624098369847,155.30092831959118,161.55155084547272
15,2000-10-31 22:04:58+00:00,141.22935384001664,,,,,,,,,,
16,2000-11-16 22:04:56+00:00,117.72316303105845,121.75745414534752,134.59074054508983,135.72612434053724,124.85497393835668,130.94334588889714,127.04787170650633,142.8464741100213,147.2093487018539,157.69905703803664,159.8810116962581
17,2000-12-18 22:05:01+00:00,127.00746017069766,132.77845332556706,132.3055312957903,135.24279946397832,134.1239447799899,133.8037612645732,131.0160734680995,133.54981791646847,145.55911338601038,147.4916775391639,146.41704042999808
18,2000-12-25 22:11:14+00:00,,,,,,,,,,,
19,2001-01-03 22:05:00+00:00,135.6315430219056,140.27013873923408,144.8209935925099,150.6700341612954,149.57800989668686,145.74933838838248,142.94714178105835,150.50164454098112,150.56866294933693,153.42117847967725,161.05152191887458
20,2001-02-20 22:05:00+00:00,160.77504046884903,167.2992975658825,171.02996847579197,176.19291003928896,169.15034686348235,169.84585862055337,166.90199867336233,170.58911618434524,182.63303801857256,177.2414224904007,192.6027593231768
21,2001-03-08 22:04:56+00:00,,,,,,,170.88811243271647,176.16166864489418,177.39533996961586,182.08443152257834,221.91032868565304
22,2001-03-31 22:10:31+00:00,136.94391438313085,144.4610122251333,150.3824716602153,156.59809275671728,153.83961376709044,152.83404146947555,154.21991942422153,161.75431392544948,181.44625889720692,183.27925315469471,184.5342642313043
23,2001-04-09 22:04:41+00:00,145.80022202103788,153.9740649003831,161.26834966407262,164.38531424848495,162.28674051990905,155.7343977222543,158.38707448072176,167.58726755166344,182.40758518274248,184.2680513852746,178.162440797276
24,2001-05-11 22:04:33+00:00,151.87503204324258,158.14737957232757,165.18141050554726,177.76341752220196,167.02371499280005,155.9252111088016,159.55439311460293,168.14027303962368,174.26974213669973,168.89455010303675,164.91438539527226
25,2001-06-19 22:09:53+00:00,139.72505556689632,156.51079401388225,148.615994162422,162.2537901910648,160.78113467464362,151.82715447760165,147.13252101525526,164.31597245872916,173.67907609175285,164.8379549776248,161.52330043295518
26,2001-06-28 22:03:56+00:00,124.48124869577097,139.25309446590768,140.02049717696983,142.8544663645823,142.84999996755886,141.6473654111691,146.3052156373264,155.6629875520345,161.1035809804987,155.61323442057554,148.08023515802572
27,2001-07-05 22:10:09+00:00,153.36527456953436,158.64210024359016,171.33176770215854,172.5494836333138,170.7307368869772,167.7704625391814,163.7575656836866,179.31276253156113,,,
28,2001-07-14 22:03:57+00:00,120.72470244840724,133.0214411616026,134.50723292134433,139.53379995713908,138.63108117207378,144.95359613276946,142.4622916465545,153.11757050353566,158.14781470007074,158.01061276042782,154.15631239932551
29,2001-08-15 22:03:26+00:00,149.11606070724582,149.38185560062183,143.29406376832335,144.92633587953745,142.1163809870915,137.70635544809045,124.76934861223168,138.97184667984635,137.6855130017756,137.8426497263878,150.19094438725645
30,2001-10-02 22:02:52+00:00,140.1575400166043,153.3214715221099,155.18918749147298,159.3663823674159,153.87129436598644,144.43457095650493,141.48326560047693,153.2682355860668,155.92587902027714,160.12550874867844,160.83975932574572
31,2001-11-03 22:02:58+00:00,152.67430185195778,151.48428193118065,157.69260744379284,159.88191436883614,160.8888563081342,151.22184766446384,146.6429365911795,151.8731498953726,161.49706704599618,168.82897297542152,182.07340864329836
