dates,nzd0113-0000,nzd0113-0001,nzd0113-0002,nzd0113-0003,nzd0113-0004,nzd0113-0005,nzd0113-0006,nzd0113-0007,nzd0113-0008,nzd0113-0009,nzd0113-0010,nzd0113-0011,nzd0113-0012,nzd0113-0013,nzd0113-0014,nzd0113-0015,nzd0113-0016,nzd0113-0017,nzd0113-0018,nzd0113-0019,nzd0113-0020,nzd0113-0021,nzd0113-0022,nzd0113-0023,nzd0113-0024,nzd0113-0025,nzd0113-0026,nzd0113-0027,nzd0113-0028,nzd0113-0029,nzd0113-0030,nzd0113-0031,nzd0113-0032,nzd0113-0033,nzd0113-0034,nzd0113-0035,nzd0113-0036,nzd0113-0037,nzd0113-0038,nzd0113-0039,nzd0113-0040,nzd0113-0041,nzd0113-0042,nzd0113-0043,nzd0113-0044,nzd0113-0045,nzd0113-0046,nzd0113-0047,nzd0113-0048,nzd0113-0049,nzd0113-0050,nzd0113-0051,nzd0113-0052,nzd0113-0053,nzd0113-0054,nzd0113-0055,nzd0113-0056,nzd0113-0057,nzd0113-0058,nzd0113-0059,nzd0113-0060,nzd0113-0061,nzd0113-0062,nzd0113-0063,nzd0113-0064,nzd0113-0065,nzd0113-0066,nzd0113-0067,nzd0113-0068,nzd0113-0069,nzd0113-0070,nzd0113-0071,nzd0113-0072,nzd0113-0073,nzd0113-0074,nzd0113-0075,nzd0113-0076,nzd0113-0077,nzd0113-0078,nzd0113-0079,nzd0113-0080,nzd0113-0081,nzd0113-0082,nzd0113-0083,nzd0113-0084,nzd0113-0085,nzd0113-0086,nzd0113-0087,nzd0113-0088,nzd0113-0089,nzd0113-0090,nzd0113-0091,nzd0113-0092,nzd0113-0093,nzd0113-0094,nzd0113-0095,nzd0113-0096,nzd0113-0097,nzd0113-0098,nzd0113-0099,nzd0113-0100,nzd0113-0101,nzd0113-0102,nzd0113-0103,nzd0113-0104,nzd0113-0105,nzd0113-0106,nzd0113-0107,nzd0113-0108,nzd0113-0109,nzd0113-0110,nzd0113-0111,nzd0113-0112,nzd0113-0113,nzd0113-0114,nzd0113-0115,nzd0113-0116,nzd0113-0117,nzd0113-0118,satname
2001-07-14 22:01:09+00:00,278.47,282.14,290.63,300.16,287.05,268.41,,226.69,252.49,253.18,267.78,278.87,282.39,283.59,287.63,284.77,294.53,303.50,317.86,314.88,308.35,311.13,314.83,319.66,317.03,310.56,312.15,307.59,304.62,302.32,296.72,289.76,299.35,294.96,302.54,300.56,297.79,301.18,303.85,299.99,302.39,301.48,299.50,296.75,289.25,285.59,289.18,294.05,310.08,322.82,314.11,328.27,343.44,343.92,349.45,353.71,354.33,356.48,350.63,352.52,352.13,346.74,343.33,345.76,343.58,343.84,341.60,347.81,349.84,349.98,350.44,340.58,341.74,346.85,340.25,338.60,342.65,339.30,341.28,345.83,343.31,343.34,337.02,328.66,327.57,320.19,326.64,330.01,331.26,329.77,338.73,342.12,348.55,352.02,356.97,361.75,354.61,353.67,335.79,345.75,336.26,345.64,343.01,337.82,338.28,329.32,331.88,326.26,327.59,331.16,331.36,333.62,335.72,338.37,331.78,332.48,332.64,330.73,330.55,L7
2001-08-08 21:54:37+00:00,278.41,284.38,290.63,300.16,287.05,268.41,,226.69,252.49,253.18,267.78,278.87,282.39,283.59,287.63,284.77,294.53,303.50,317.86,314.88,308.35,311.13,314.83,319.66,317.03,310.56,312.15,307.59,304.62,302.32,296.72,289.76,299.35,294.96,302.54,300.56,297.79,301.18,303.85,299.99,302.39,299.77,294.76,293.09,286.71,283.63,288.67,294.79,308.92,319.09,314.74,325.52,340.54,344.17,348.88,349.74,349.81,353.40,350.63,352.52,352.13,346.74,343.33,345.76,343.58,343.84,341.60,347.00,349.42,349.98,350.44,341.96,339.68,342.73,338.46,337.21,340.18,341.54,342.93,347.26,344.66,342.97,337.50,329.86,328.81,321.37,325.33,327.03,327.40,328.26,334.38,342.12,348.55,352.02,356.97,361.75,354.61,353.67,335.79,345.75,336.26,345.64,343.01,337.82,338.28,329.32,331.88,326.26,326.48,329.50,330.98,330.73,335.72,338.37,331.78,332.48,330.56,327.70,328.42,L7
2001-09-09 21:54:12+00:00,282.27,290.68,303.48,302.94,287.08,269.47,258.94,243.50,250.00,248.80,258.49,274.91,283.02,283.71,286.35,285.37,296.44,308.14,319.27,313.63,305.76,305.00,302.45,306.27,309.51,306.67,302.56,297.97,296.46,296.06,298.50,295.20,302.43,299.91,304.30,302.58,303.27,295.77,294.09,287.78,289.80,292.71,288.25,287.70,284.83,281.81,288.59,296.47,308.35,317.72,314.62,328.25,340.42,342.25,346.20,347.67,347.39,352.76,355.03,352.18,356.30,352.82,351.71,352.68,345.51,349.34,349.68,349.92,347.51,346.30,348.20,341.71,337.13,338.99,336.04,335.85,340.77,340.80,341.94,348.37,346.55,345.60,339.88,332.27,327.40,320.48,325.00,325.95,326.89,326.85,333.38,338.84,351.64,356.52,361.32,363.87,352.06,339.72,323.31,347.55,336.00,343.63,340.17,338.71,335.70,330.43,330.65,325.12,328.74,333.51,332.70,332.05,332.87,334.67,329.37,329.47,327.46,323.31,326.46,L7
2001-09-25 21:54:04+00:00,287.42,293.65,299.63,302.08,287.08,269.47,258.94,243.50,251.63,253.32,259.70,276.62,285.21,285.12,291.21,290.72,300.84,311.18,319.53,313.15,305.28,307.22,304.35,311.63,317.93,311.13,303.57,302.11,299.69,302.94,307.54,304.06,307.96,309.25,310.24,307.94,306.75,300.96,297.58,291.43,294.48,294.81,291.69,286.41,289.28,288.91,291.03,296.95,309.31,321.44,318.65,330.19,341.73,345.46,347.56,348.83,351.63,354.05,355.25,355.19,355.65,350.66,350.36,351.38,346.16,352.51,353.19,352.36,347.66,351.03,349.90,342.89,339.27,339.75,336.87,337.34,342.39,341.66,340.20,348.00,347.44,346.76,339.88,332.27,327.40,320.48,325.00,325.95,326.89,326.85,333.38,338.84,351.64,356.52,361.32,363.87,352.06,339.72,323.31,347.55,336.00,343.63,340.17,338.71,335.70,330.43,330.65,325.12,328.74,333.51,332.70,332.05,332.87,334.67,329.37,329.47,327.46,323.31,326.46,L7
2001-12-05 22:00:18+00:00,290.15,292.20,298.10,300.87,284.31,268.39,267.15,250.49,250.35,254.50,258.26,271.89,284.91,289.81,295.79,296.83,298.66,306.58,314.23,309.80,305.50,305.18,303.05,311.35,315.72,309.17,302.74,299.80,298.71,301.25,305.06,303.76,308.46,308.81,308.67,307.89,304.39,300.06,298.95,293.18,295.88,295.08,292.30,286.65,287.27,285.67,289.28,295.51,307.06,317.61,322.09,328.86,339.14,347.74,347.46,347.80,349.91,352.83,352.56,352.54,351.29,345.95,345.98,346.05,342.44,346.24,347.21,349.41,346.03,348.46,345.38,340.40,337.33,338.02,336.10,335.61,340.75,342.46,341.51,347.15,346.62,343.98,337.87,333.08,329.04,323.22,320.92,323.37,325.93,329.64,332.24,337.44,347.24,353.59,359.36,365.17,354.60,340.95,323.31,347.55,347.16,347.85,342.73,340.01,338.77,333.01,328.90,330.25,327.11,327.37,331.74,329.95,329.83,330.18,323.50,322.92,323.57,320.36,325.72,L7
2002-01-15 21:54:23+00:00,291.05,290.83,300.01,306.43,292.57,283.75,273.40,264.61,258.74,262.61,265.69,276.89,290.71,296.57,303.25,305.05,304.50,307.33,311.74,311.97,311.27,309.65,307.02,316.58,322.05,313.67,305.82,306.01,304.26,308.01,313.98,314.83,316.98,317.93,316.23,317.01,308.90,305.16,307.15,303.80,306.75,301.74,295.75,290.48,291.39,289.50,291.74,297.81,306.89,315.91,322.10,328.30,339.12,348.08,350.33,350.19,352.72,354.58,356.73,354.80,353.52,349.59,347.35,347.12,344.14,347.65,348.49,349.15,346.44,350.00,349.04,344.53,339.53,339.88,339.35,337.76,343.06,344.11,341.45,348.36,347.14,344.79,337.74,333.54,330.23,324.73,323.08,323.44,327.11,330.79,336.70,343.89,351.61,357.50,362.06,373.72,364.63,346.78,328.88,351.46,350.74,348.43,343.77,342.06,346.29,340.64,333.58,336.20,330.17,326.41,326.31,328.32,330.16,332.75,327.94,325.49,319.96,318.65,326.73,L7
2002-01-22 22:00:40+00:00,291.05,290.83,300.01,313.86,292.57,283.75,273.40,276.07,266.97,268.55,271.41,281.40,295.66,301.46,306.48,309.03,308.42,313.43,316.10,319.40,318.97,315.20,310.86,319.39,326.01,317.63,307.88,307.16,306.03,309.71,315.93,317.35,319.68,320.47,319.33,319.12,309.76,307.61,311.62,308.87,311.11,304.48,297.62,294.83,295.24,293.46,294.72,301.52,310.21,318.30,322.83,330.79,341.36,350.73,352.62,351.95,355.23,356.57,358.45,356.91,356.10,352.58,349.88,349.78,347.05,350.09,351.30,349.84,348.25,351.59,350.41,345.84,341.45,342.42,342.27,341.29,344.75,346.16,344.35,349.88,348.92,345.88,340.16,335.10,332.79,327.63,325.81,326.14,329.71,332.86,339.58,346.64,352.87,357.04,361.66,373.31,365.94,353.97,328.88,359.63,356.05,350.30,344.75,342.43,347.23,341.49,335.94,337.46,331.99,329.70,328.38,330.17,332.78,334.47,332.10,329.40,324.65,325.32,333.06,L7
2002-03-27 22:00:37+00:00,291.43,286.70,296.62,312.88,289.29,286.63,280.63,282.54,274.45,272.01,274.94,279.80,295.00,303.67,303.53,304.76,304.99,308.50,313.47,322.18,323.19,314.95,311.95,318.78,323.44,315.04,305.58,304.87,305.87,307.13,312.30,313.67,317.50,317.08,316.36,315.19,305.92,307.00,312.42,312.21,311.84,306.45,299.82,299.26,294.62,290.92,293.63,301.95,309.06,314.35,319.92,330.21,339.33,347.52,350.51,352.14,354.61,355.66,357.12,353.26,351.96,350.01,346.08,344.08,344.33,345.32,346.35,344.44,346.59,348.08,346.73,343.18,340.90,343.02,343.05,341.76,342.28,342.60,344.34,347.02,343.63,340.41,336.20,331.88,330.62,324.83,323.31,324.20,329.00,334.22,340.56,344.76,348.42,352.76,357.05,368.72,361.35,360.95,330.91,365.67,357.45,348.60,342.26,338.30,345.27,339.71,333.91,336.84,332.82,327.04,325.12,328.94,330.68,332.64,331.31,329.56,325.09,328.90,336.30,L7
2002-04-28 22:00:38+00:00,291.38,287.63,295.99,309.72,289.44,287.37,277.36,280.84,274.66,271.34,274.92,278.61,290.80,301.26,299.78,304.76,304.99,308.50,313.47,322.18,323.19,314.95,311.95,318.78,323.44,315.04,305.58,304.87,305.87,307.13,312.30,313.67,317.50,317.08,316.36,315.19,305.92,307.00,312.42,312.21,311.84,306.45,299.82,299.26,294.62,290.92,291.29,299.63,307.57,312.48,319.22,329.57,337.61,346.38,349.91,350.82,353.15,353.52,354.41,351.28,350.74,348.89,345.01,342.82,342.30,344.18,345.08,343.22,345.09,346.24,345.90,342.78,339.81,341.73,341.76,339.90,341.38,341.68,343.44,345.67,342.25,339.38,335.88,331.07,329.70,323.35,321.83,322.64,327.30,332.14,338.55,343.43,348.52,352.76,357.05,368.72,361.35,356.31,330.91,365.67,357.45,347.87,342.39,338.36,343.04,337.41,333.61,335.90,331.88,326.90,325.72,328.48,329.86,330.49,329.85,329.01,325.79,328.33,332.22,L7
2002-06-15 22:00:19+00:00,291.03,289.78,296.88,311.00,288.49,288.56,278.03,284.93,279.84,276.19,280.16,283.25,293.89,303.75,301.69,309.59,309.29,313.74,318.52,329.66,328.87,320.26,316.22,321.53,328.23,318.95,309.50,311.60,311.92,312.37,319.01,319.85,320.53,320.82,320.75,317.24,312.16,312.33,316.77,317.47,315.82,310.75,302.70,303.29,299.58,296.06,294.63,303.71,311.40,316.61,322.25,331.87,340.10,350.73,355.07,354.04,356.91,357.23,356.22,352.28,352.78,351.98,346.96,344.68,344.12,346.81,347.54,344.62,346.49,346.97,348.28,346.87,342.30,344.77,344.40,341.57,344.41,343.43,346.15,348.03,345.17,340.92,337.75,332.74,331.52,325.25,325.12,325.95,328.37,333.54,340.98,345.63,351.04,355.29,357.58,369.03,361.92,360.60,337.81,364.15,362.41,349.02,344.38,341.07,343.33,339.24,336.38,337.28,333.89,331.33,326.75,329.69,331.39,331.69,333.10,333.06,328.97,331.75,334.20,L7
2002-07-17 22:00:08+00:00,289.23,291.99,292.44,309.52,284.54,284.86,274.09,285.65,280.15,274.78,277.67,278.96,288.49,299.45,295.92,305.21,307.47,314.71,319.99,330.91,328.76,320.50,315.95,320.25,326.89,314.77,307.41,309.65,311.27,311.32,318.46,319.67,320.15,320.57,319.15,314.36,312.79,312.89,315.47,315.67,312.84,307.43,300.67,301.01,296.65,294.31,293.78,303.40,311.02,317.02,322.51,331.46,339.25,353.41,356.79,351.26,354.63,355.55,351.89,349.19,350.30,349.14,345.46,342.81,342.42,345.12,345.95,343.42,345.22,344.41,344.38,348.30,341.72,342.44,342.39,341.24,342.61,341.70,343.80,345.91,344.26,339.40,337.37,332.54,329.74,323.37,322.91,324.55,325.98,331.68,338.07,344.57,349.13,352.86,356.28,363.50,355.66,358.95,344.71,360.89,359.57,350.28,344.64,338.74,337.49,338.42,335.59,334.83,334.31,334.33,331.05,330.90,330.53,329.62,331.86,331.43,334.63,331.23,334.22,L7
2002-08-02 22:00:01+00:00,296.13,298.99,300.63,299.12,289.63,280.33,274.09,273.25,270.27,266.03,269.37,274.37,279.70,288.91,286.08,285.49,290.84,291.58,306.41,312.74,309.72,306.48,307.40,309.89,311.96,296.04,303.05,308.60,310.35,308.73,315.84,315.80,314.97,315.53,312.86,304.14,305.62,307.64,304.35,303.54,299.26,297.11,294.55,290.18,287.60,285.80,288.06,296.42,304.26,313.41,321.53,329.53,338.02,351.55,353.47,348.27,350.24,352.73,347.44,346.04,347.47,343.70,337.41,337.99,334.28,337.75,341.05,341.44,341.41,340.94,344.87,347.25,339.27,339.81,338.73,336.90,340.53,339.57,342.25,343.23,341.32,338.32,334.36,330.72,327.38,319.94,319.15,322.51,323.57,328.06,333.32,343.86,348.91,353.21,356.75,355.56,345.00,338.34,345.38,350.21,354.11,350.45,347.10,340.10,337.19,340.36,338.26,336.58,336.60,333.61,331.80,331.82,330.19,328.51,326.55,329.36,334.54,328.75,331.15,L7
2002-08-18 21:59:57+00:00,301.22,298.99,300.63,299.12,289.63,280.33,274.09,273.25,270.27,266.03,269.37,274.37,279.70,288.91,286.08,285.49,290.84,291.58,306.41,312.74,309.72,306.48,307.40,309.89,311.96,296.04,303.05,308.60,310.35,308.73,315.84,315.80,314.97,315.53,312.86,304.14,305.62,307.64,304.35,303.54,299.26,297.11,294.55,290.18,287.60,285.80,288.06,296.42,304.26,313.41,321.53,329.53,338.02,350.81,351.54,347.60,350.11,352.32,347.40,348.77,347.90,342.46,339.58,339.00,334.32,338.11,342.43,342.19,342.10,342.49,343.99,344.62,338.47,339.81,337.47,336.01,342.09,341.95,346.19,341.56,340.70,339.42,334.02,330.13,328.62,318.11,317.34,321.08,323.09,331.13,337.76,348.73,353.52,356.05,356.55,350.05,344.08,331.53,345.59,345.88,348.69,347.80,348.69,340.23,336.21,342.74,341.89,335.84,338.80,332.05,330.47,332.63,328.97,327.95,326.24,329.59,334.02,327.56,330.05,L7
2002-08-27 21:53:36+00:00,303.60,303.37,306.16,299.12,289.63,280.33,273.66,277.39,270.27,266.03,269.37,274.37,279.70,288.91,286.08,285.49,290.84,291.58,306.41,312.74,309.72,306.48,307.40,309.89,311.96,296.04,303.05,313.23,310.35,308.73,315.84,315.80,314.97,315.53,312.86,304.14,305.62,310.33,307.15,305.64,301.92,300.07,295.68,292.22,289.32,287.61,289.28,297.79,305.69,314.29,322.95,331.29,341.32,352.24,352.64,349.92,353.34,354.62,350.99,351.78,349.13,345.19,342.94,342.34,337.88,341.29,344.68,345.55,346.78,347.54,348.02,346.27,340.93,342.62,339.87,338.31,344.24,343.88,347.98,343.68,341.69,341.30,334.63,332.86,331.93,320.99,320.02,323.32,326.59,334.14,342.60,351.78,354.31,356.68,358.44,354.49,351.07,333.64,345.28,345.86,350.71,349.54,351.24,342.73,338.21,345.29,344.29,338.14,340.53,332.74,332.29,334.43,330.74,330.52,329.07,332.37,335.42,329.98,334.24,L7
