dates,nzd0113-0000,nzd0113-0001,nzd0113-0002,nzd0113-0003,nzd0113-0004,nzd0113-0005,nzd0113-0006,nzd0113-0007,nzd0113-0008,nzd0113-0009,nzd0113-0010,nzd0113-0011,nzd0113-0012,nzd0113-0013,nzd0113-0014,nzd0113-0015,nzd0113-0016,nzd0113-0017,nzd0113-0018,nzd0113-0019,nzd0113-0020,nzd0113-0021,nzd0113-0022,nzd0113-0023,nzd0113-0024,nzd0113-0025,nzd0113-0026,nzd0113-0027,nzd0113-0028,nzd0113-0029,nzd0113-0030,nzd0113-0031,nzd0113-0032,nzd0113-0033,nzd0113-0034,nzd0113-0035,nzd0113-0036,nzd0113-0037,nzd0113-0038,nzd0113-0039,nzd0113-0040,nzd0113-0041,nzd0113-0042,nzd0113-0043,nzd0113-0044,nzd0113-0045,nzd0113-0046,nzd0113-0047,nzd0113-0048,nzd0113-0049,nzd0113-0050,nzd0113-0051,nzd0113-0052,nzd0113-0053,nzd0113-0054,nzd0113-0055,nzd0113-0056,nzd0113-0057,nzd0113-0058,nzd0113-0059,nzd0113-0060,nzd0113-0061,nzd0113-0062,nzd0113-0063,nzd0113-0064,nzd0113-0065,nzd0113-0066,nzd0113-0067,nzd0113-0068,nzd0113-0069,nzd0113-0070,nzd0113-0071,nzd0113-0072,nzd0113-0073,nzd0113-0074,nzd0113-0075,nzd0113-0076,nzd0113-0077,nzd0113-0078,nzd0113-0079,nzd0113-0080,nzd0113-0081,nzd0113-0082,nzd0113-0083,nzd0113-0084,nzd0113-0085,nzd0113-0086,nzd0113-0087,nzd0113-0088,nzd0113-0089,nzd0113-0090,nzd0113-0091,nzd0113-0092,nzd0113-0093,nzd0113-0094,nzd0113-0095,nzd0113-0096,nzd0113-0097,nzd0113-0098,nzd0113-0099,nzd0113-0100,nzd0113-0101,nzd0113-0102,nzd0113-0103,nzd0113-0104,nzd0113-0105,nzd0113-0106,nzd0113-0107,nzd0113-0108,nzd0113-0109,nzd0113-0110,nzd0113-0111,nzd0113-0112,nzd0113-0113,nzd0113-0114,nzd0113-0115,nzd0113-0116,nzd0113-0117,nzd0113-0118,satname
1999-08-26 22:04:44+00:00,278.33,280.18,292.99,294.83,282.72,261.32,254.85,274.20,,253.37,247.28,267.61,265.23,283.46,294.01,294.16,300.74,303.63,303.07,308.17,308.93,310.00,312.56,320.16,328.41,326.61,341.59,345.73,314.37,331.67,329.80,336.22,332.08,335.77,339.38,339.18,343.34,322.33,334.21,341.42,346.14,322.36,320.05,320.49,318.76,322.30,322.57,333.44,341.23,350.00,351.23,356.94,363.48,370.29,380.89,382.12,377.26,376.03,377.33,372.83,371.49,369.43,368.05,365.71,365.26,364.01,364.24,362.73,364.45,368.89,366.74,364.29,367.98,366.73,360.70,360.08,362.54,364.20,357.59,359.86,360.05,351.34,347.12,345.55,343.24,338.96,337.38,342.96,349.83,348.84,353.12,357.13,361.62,372.28,373.13,375.15,376.07,371.05,357.91,354.83,359.40,358.77,359.98,359.43,357.47,356.70,350.49,352.72,349.97,356.05,354.05,353.06,354.28,353.11,351.74,353.98,356.95,346.30,345.47,L7
1999-09-27 22:04:48+00:00,285.11,283.75,293.01,300.41,291.32,271.53,262.68,274.20,,238.39,248.76,267.58,268.41,282.28,294.72,296.96,300.73,302.01,306.65,307.99,308.43,308.28,310.02,316.20,320.79,321.79,330.93,334.62,319.21,325.07,322.77,327.36,326.12,328.49,328.79,331.78,334.52,319.86,327.25,331.76,334.06,321.39,315.44,316.40,313.91,312.22,311.40,323.73,333.28,337.91,343.85,348.74,358.06,365.44,374.23,374.43,372.28,370.86,373.48,370.68,370.61,365.99,366.55,364.86,366.70,362.09,362.30,359.01,360.32,362.03,364.03,365.36,369.25,362.18,355.57,352.98,357.31,359.86,359.02,360.60,357.78,350.44,347.12,345.33,341.83,341.39,342.20,345.57,349.58,350.41,355.50,356.66,360.36,371.13,378.57,385.27,382.46,379.00,362.59,354.83,359.40,360.98,365.42,363.16,359.27,354.98,353.65,352.44,349.23,350.40,351.70,355.65,357.62,357.29,357.74,362.03,359.96,351.26,354.93,L7
1999-11-14 22:04:42+00:00,283.94,286.41,300.81,307.35,292.34,274.16,262.63,255.93,209.07,234.70,246.46,268.11,271.43,281.51,293.05,297.47,301.28,304.76,309.02,310.40,310.09,310.39,312.28,317.03,320.82,320.70,327.42,329.90,319.76,321.54,318.75,322.95,324.99,326.53,327.55,329.34,328.06,318.01,327.00,330.23,329.95,321.66,315.91,315.87,311.91,308.78,306.53,317.01,326.55,331.22,340.17,344.85,353.65,361.74,370.75,369.36,366.90,366.85,369.31,365.23,365.57,360.46,358.94,359.66,362.04,357.96,359.44,358.11,358.79,358.65,359.15,359.89,362.78,358.96,353.55,351.73,355.67,358.10,359.54,361.68,358.43,350.97,343.30,341.86,337.70,337.83,339.45,342.07,346.35,349.65,353.56,359.68,363.09,371.47,374.79,381.81,379.85,377.37,358.36,355.73,355.92,359.39,363.78,363.10,360.33,354.45,353.55,350.87,347.82,350.63,350.09,352.05,357.03,352.78,356.67,358.13,358.01,350.52,353.02,L7
2000-03-30 21:58:09+00:00,281.61,291.73,331.34,328.00,313.13,279.41,262.55,237.65,209.07,227.32,241.85,282.46,295.23,279.96,289.72,298.49,302.39,310.26,313.75,315.22,313.41,314.59,316.79,318.69,320.90,318.53,320.39,320.47,320.86,314.48,310.70,314.14,322.75,322.63,325.08,324.46,315.12,314.31,326.48,335.51,328.80,321.62,317.94,318.11,316.00,312.61,307.35,314.85,328.62,332.61,340.44,343.77,347.78,363.45,368.41,368.08,364.28,363.36,368.00,366.96,364.98,360.30,354.17,354.22,363.50,366.38,363.94,365.31,363.91,360.89,358.56,355.48,357.00,358.35,359.56,355.13,357.92,360.69,359.44,362.47,356.66,354.67,347.37,344.75,339.51,333.79,332.41,340.17,345.28,352.57,355.25,362.01,363.10,369.57,367.92,369.77,367.87,373.93,360.16,365.59,356.87,360.80,368.85,369.30,367.15,359.69,357.95,358.84,353.94,356.16,354.96,352.53,355.81,347.06,349.63,351.71,352.78,343.25,347.48,L7
2000-06-02 21:57:31+00:00,,,346.26,334.79,331.89,,,,,,,295.73,312.98,,,,,,,,,,,,,,,,,,,,,,,,,,,343.86,335.90,321.03,319.05,305.19,304.47,302.24,296.57,309.37,317.18,327.44,330.56,336.01,337.41,352.68,357.18,360.64,361.01,354.45,362.06,362.35,374.46,371.18,364.61,359.16,374.26,383.05,374.16,374.34,362.22,357.00,356.13,349.76,358.12,352.23,355.22,348.25,350.87,353.86,354.21,351.97,348.18,349.22,347.21,335.38,342.96,334.31,326.26,334.57,350.68,357.00,356.43,360.32,361.74,356.80,361.42,365.54,357.74,373.75,370.43,374.55,351.02,357.90,367.27,363.35,361.89,357.61,356.08,356.91,350.90,350.75,353.02,350.44,345.10,346.15,341.27,344.72,341.72,337.46,345.74,L7
2000-07-11 22:03:17+00:00,,,312.81,303.34,331.89,,,,,,,295.73,312.98,,,,,,272.44,274.96,275.80,,272.13,,,,258.93,,,263.98,272.23,276.67,274.96,274.02,272.06,259.46,252.45,260.07,,343.86,335.90,321.03,319.05,305.19,304.47,287.06,283.59,293.42,303.84,315.80,318.45,326.23,332.45,343.51,345.16,348.06,347.33,344.85,362.06,362.35,374.46,371.18,364.61,359.16,374.26,383.05,374.16,374.34,362.22,357.00,356.13,349.76,358.12,352.23,341.80,338.86,340.78,342.22,343.60,343.20,338.93,338.80,336.43,335.38,331.44,323.20,317.48,323.78,328.97,337.81,344.70,347.98,350.25,349.84,353.15,365.54,344.05,342.86,370.43,374.55,337.58,342.79,350.19,346.79,346.02,357.61,356.08,356.91,350.90,350.75,353.02,350.44,345.10,346.15,341.27,344.72,335.15,325.83,328.81,L7
2000-07-20 21:56:59+00:00,,,300.36,296.09,300.22,257.77,,,173.14,204.73,215.57,295.73,312.98,241.73,254.02,,260.19,,276.06,276.27,277.10,282.43,278.84,285.65,,,264.94,,,263.53,272.14,279.69,278.29,280.53,274.18,270.81,256.82,263.37,,343.86,335.90,292.33,291.05,290.41,289.83,281.20,279.65,289.73,300.02,310.90,316.14,323.74,330.72,339.60,343.40,346.15,344.25,341.21,362.06,362.35,374.46,371.18,364.61,359.16,374.26,383.05,374.16,374.34,362.22,357.00,356.13,349.76,358.12,352.23,341.80,332.87,336.49,337.93,338.79,338.80,336.25,336.62,332.31,330.09,327.69,321.92,313.32,318.23,322.72,332.59,338.78,342.74,347.33,347.02,349.26,365.54,343.56,340.09,370.43,374.55,330.99,336.55,343.21,340.44,339.55,343.97,342.71,344.38,337.81,350.75,353.02,350.44,345.10,346.15,341.27,344.72,332.32,323.62,325.53,L7
2001-01-03 22:02:12+00:00,,,277.40,276.74,268.54,257.77,,,173.14,204.73,215.57,,,241.73,254.02,,260.19,311.33,288.08,289.66,289.42,302.70,294.15,307.52,326.13,314.09,280.26,325.03,310.62,276.32,280.20,285.91,285.29,289.33,283.43,281.18,271.46,276.99,312.35,313.61,313.28,280.33,276.96,279.69,274.99,271.83,271.40,277.46,290.13,302.34,310.15,315.89,328.91,335.27,339.00,339.08,334.27,336.97,343.31,352.68,357.05,347.45,339.17,348.29,348.11,343.17,316.93,342.32,347.73,352.08,340.47,335.50,344.32,345.91,328.72,324.84,327.95,330.43,332.90,331.85,327.55,329.28,321.82,326.49,317.84,316.18,308.68,308.92,312.95,325.48,328.74,331.62,336.23,342.54,343.13,359.99,338.17,332.92,347.83,349.48,323.68,327.31,328.33,326.03,324.93,329.63,328.68,325.49,316.68,331.99,322.80,331.30,332.19,334.05,339.73,339.24,330.66,324.77,323.40,L7
2001-03-01 21:55:57+00:00,275.45,277.29,283.36,297.83,288.97,268.31,,212.97,253.05,264.37,277.65,281.51,280.64,288.63,299.90,303.02,299.49,304.76,311.14,313.87,312.39,321.69,326.78,332.77,327.31,312.94,315.88,323.78,314.10,309.02,302.39,300.89,305.17,305.86,305.84,306.83,302.04,308.16,316.08,316.62,318.40,306.26,299.18,300.51,290.07,292.09,290.67,293.44,305.52,320.25,325.62,323.58,340.72,354.63,360.52,355.37,352.30,356.38,346.97,352.60,354.59,347.10,341.25,347.02,345.85,343.50,329.26,344.19,349.57,351.03,345.46,340.92,344.81,348.31,344.65,340.30,344.84,348.09,349.12,346.75,340.27,339.88,332.02,332.09,332.02,329.79,326.39,326.28,326.55,337.53,344.76,346.77,346.35,354.64,356.75,364.53,360.32,356.57,349.82,347.62,350.88,354.10,349.27,343.45,343.94,339.99,339.96,332.04,324.66,331.58,326.62,331.04,335.32,336.21,337.36,336.99,342.04,338.56,336.89,L7
2001-05-11 22:01:45+00:00,278.47,282.14,290.63,303.63,294.80,277.69,,212.97,256.06,255.76,277.65,280.25,280.14,280.57,286.84,284.41,299.49,304.76,311.14,313.87,312.39,321.69,326.78,332.77,327.31,312.94,315.88,323.78,314.10,309.02,302.39,300.89,305.17,305.86,305.84,306.83,302.04,308.16,316.08,316.62,318.40,306.26,299.18,300.51,290.07,292.09,290.67,293.44,305.52,320.25,316.07,323.58,340.72,344.11,351.75,355.37,352.30,356.38,346.97,352.60,354.59,347.10,341.25,347.02,345.85,343.50,329.26,344.19,349.57,351.03,345.46,340.92,344.81,348.31,344.65,340.30,343.19,342.28,341.35,344.51,339.46,342.34,333.50,328.45,326.63,321.47,326.39,326.28,326.55,330.15,344.76,346.77,346.35,354.64,356.75,364.53,360.32,356.57,349.82,347.62,337.21,346.26,341.76,336.84,338.96,334.11,335.92,328.06,324.66,331.58,326.23,331.04,335.32,336.21,334.43,335.47,339.32,335.87,336.11,L7
