dates,satname,nzd0113-0000,nzd0113-0001,nzd0113-0002,nzd0113-0003,nzd0113-0004,nzd0113-0005,nzd0113-0006,nzd0113-0007,nzd0113-0008,nzd0113-0009,nzd0113-0010,nzd0113-0011,nzd0113-0012,nzd0113-0013,nzd0113-0014,nzd0113-0015,nzd0113-0016,nzd0113-0017,nzd0113-0018,nzd0113-0019,nzd0113-0020,nzd0113-0021,nzd0113-0022,nzd0113-0023,nzd0113-0024,nzd0113-0025,nzd0113-0026,nzd0113-0027,nzd0113-0028,nzd0113-0029,nzd0113-0030,nzd0113-0031,nzd0113-0032,nzd0113-0033,nzd0113-0034,nzd0113-0035,nzd0113-0036,nzd0113-0037,nzd0113-0038,nzd0113-0039,nzd0113-0040,nzd0113-0041,nzd0113-0042,nzd0113-0043,nzd0113-0044,nzd0113-0045,nzd0113-0046,nzd0113-0047,nzd0113-0048,nzd0113-0049,nzd0113-0050,nzd0113-0051,nzd0113-0052,nzd0113-0053,nzd0113-0054,nzd0113-0055,nzd0113-0056,nzd0113-0057,nzd0113-0058,nzd0113-0059,nzd0113-0060,nzd0113-0061,nzd0113-0062,nzd0113-0063,nzd0113-0064,nzd0113-0065,nzd0113-0066,nzd0113-0067,nzd0113-0068,nzd0113-0069,nzd0113-0070,nzd0113-0071,nzd0113-0072,nzd0113-0073,nzd0113-0074,nzd0113-0075,nzd0113-0076,nzd0113-0077,nzd0113-0078,nzd0113-0079,nzd0113-0080,nzd0113-0081,nzd0113-0082,nzd0113-0083,nzd0113-0084,nzd0113-0085,nzd0113-0086,nzd0113-0087,nzd0113-0088,nzd0113-0089,nzd0113-0090,nzd0113-0091,nzd0113-0092,nzd0113-0093,nzd0113-0094,nzd0113-0095,nzd0113-0096,nzd0113-0097,nzd0113-0098,nzd0113-0099,nzd0113-0100,nzd0113-0101,nzd0113-0102,nzd0113-0103,nzd0113-0104,nzd0113-0105,nzd0113-0106,nzd0113-0107,nzd0113-0108,nzd0113-0109,nzd0113-0110,nzd0113-0111,nzd0113-0112,nzd0113-0113,nzd0113-0114,nzd0113-0115,nzd0113-0116,nzd0113-0117,nzd0113-0118
2009-03-23 21:55:51+00:00,L7,,,,369.24,349.50,325.83,315.13,307.38,300.07,301.06,302.94,,,,,,,,330.60,335.37,336.73,341.52,347.11,344.62,330.75,332.67,,,,,,,330.96,335.92,326.57,322.17,322.36,325.54,335.76,340.64,346.21,,,,,,,320.09,334.44,333.69,348.59,363.37,375.29,373.33,374.59,375.55,,,,,,,,359.36,359.94,359.90,361.33,362.77,367.45,363.38,359.81,358.74,,,,,,,350.57,359.29,351.91,352.12,344.56,345.55,344.31,338.03,341.41,,,,,,,,389.10,380.41,374.46,373.68,368.00,367.46,363.67,357.67,354.07,356.79,,,,,,,,345.18,345.98,343.01,349.53,347.37,352.74,343.85,338.70
2009-06-02 22:02:15+00:00,L7,,,479.80,474.27,438.13,401.90,368.12,,,,,356.47,354.81,357.90,342.79,340.73,362.94,379.78,393.40,,406.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.74,360.73,357.88,,,,,,,,,,409.29,411.89,414.75,405.42,392.37,382.08,,,,,,,393.04,387.76,,350.38,357.32,382.19,400.77,379.97,388.83,,,,,,382.65,379.89,381.94,387.83,371.67,374.13,410.86,415.59,407.23,405.53,410.53,404.19,,,,,366.84,374.61,367.94,,,,,375.45,374.37,372.95,367.02,359.38,,,,,
2009-06-18 22:02:13+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.36,423.35,,,,412.47,409.67,413.76,404.05,399.18,400.18,,,,,415.37,396.30,405.01,398.82,,353.79,392.76,396.79,400.04,399.60,392.48,384.12,,,,,382.30,378.67,375.78,386.95,393.15,398.06,404.38,414.37,413.43,420.44,418.21,,,,,,,,,,,,,,,377.95,365.11,363.86,,,,,
2009-07-13 21:55:57+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.84,,,,,,,,,,,,,,,,,,330.90,336.49,339.22,337.73,341.63,342.96,339.36,330.95,326.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.75,321.08,,
2009-07-20 22:02:06+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.45,374.08,369.86,,,,,,,,,,359.34,360.85,,,350.34,346.92,,,,345.33,,,,,,,,354.99,361.28,349.56,355.57,346.88,,111.41,,,,,,,,,,,,,,,,,,,,,,,,,150.57,,336.37,324.04,325.47
2009-08-05 22:02:01+00:00,L7,307.28,325.50,339.01,340.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.34,,,345.64,,,352.68,340.64,,,,346.67,354.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.42,323.41,,,137.98,,331.46,320.64,324.83
2009-08-21 22:01:59+00:00,L7,277.71,292.13,310.15,310.40,296.40,279.25,271.96,272.52,261.42,256.27,257.95,257.29,,,,274.37,276.18,284.97,287.70,282.91,277.83,276.97,277.90,277.53,277.29,278.78,,,,,271.93,288.33,286.02,288.56,282.91,267.63,279.97,275.54,268.59,269.44,275.92,,,,263.60,263.22,271.04,282.38,291.73,301.55,311.26,316.84,328.15,335.18,339.20,343.23,,,,,338.83,338.88,330.80,328.60,335.32,335.57,330.63,328.72,329.89,330.96,327.60,,,,,324.44,324.58,333.74,333.79,336.10,329.59,325.46,325.91,323.21,318.96,314.09,311.32,,,,,334.50,336.89,335.91,334.58,336.53,325.75,,296.79,312.88,317.45,321.19,319.65,,,,,315.13,312.99,316.64,316.16,314.61,317.64,309.21,312.18,312.35,316.97,306.03,302.44
2009-08-30 21:55:48+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.43,303.47,308.02,312.77,304.79,301.23,305.12,,,,,,,298.90,310.06,290.08,277.50,298.40,309.41,304.35,305.56,316.55,,,,,,,,353.79,352.29,359.23,360.37,354.89,341.43,336.39,343.30,,,,,,,,,337.46,333.89,327.58,338.32,346.14,346.93,342.37,342.19,,,,,,,,336.30,339.16,337.03,342.09,348.54,355.22,353.07,352.75,351.28,,,,,,,,330.29,334.36,333.63,334.16,323.48,334.52,329.30,334.19,333.87,323.30,,,,,
2009-09-06 22:01:59+00:00,L7,272.96,294.77,308.36,306.03,296.62,,,,263.46,251.11,253.38,255.24,256.10,256.99,265.73,274.74,271.80,285.39,288.66,,,,,279.40,282.37,282.67,276.36,272.91,274.92,276.02,280.49,289.83,284.20,290.88,,,,277.79,269.02,272.55,276.13,272.47,273.58,261.08,260.76,262.53,272.36,285.64,,,,,329.96,336.81,346.31,347.47,345.47,337.36,342.58,345.75,348.72,340.11,334.80,331.55,,,,329.03,328.43,331.10,331.29,331.93,330.33,331.22,329.99,326.68,329.73,334.28,335.56,,,,,321.62,317.84,309.41,311.02,318.53,323.58,326.06,329.07,335.71,337.91,335.50,337.25,,,,298.89,313.73,316.41,319.77,319.37,318.50,322.27,323.04,321.14,321.35,317.91,320.14,317.32,,,,,315.82,312.75,302.83,299.66
2009-11-25 22:02:33+00:00,L7,,,,,,,,,,,,,,,324.33,313.66,316.00,332.00,339.48,336.69,335.34,321.90,317.17,327.96,,,,322.91,325.83,318.55,316.72,320.35,322.54,315.91,322.01,327.92,329.41,325.22,,,,309.78,314.37,305.04,302.21,310.90,313.96,318.27,323.73,327.64,329.97,341.66,352.24,,,,,356.58,357.20,359.33,354.39,357.27,345.68,344.39,350.36,350.32,351.91,353.13,,,,,348.84,347.24,347.37,345.73,346.31,354.94,355.98,357.64,356.21,352.05,350.94,346.95,,,,,351.13,358.99,360.31,362.36,363.83,370.45,373.31,379.69,378.06,375.97,375.00,371.36,,,,,361.44,354.02,352.04,347.18,345.45,343.22,340.44,336.95,338.05,339.59,341.43,335.10,,,
2010-01-05 21:57:00+00:00,L7,,,,,,330.86,318.36,309.31,302.53,295.12,295.56,294.89,299.34,309.52,,,,,,,321.49,318.99,314.51,319.35,331.13,328.61,324.57,325.83,,,,,,,322.27,320.94,323.91,323.98,326.43,327.87,322.12,316.59,319.06,,,,,,,344.75,336.98,346.13,352.21,362.84,372.99,371.44,369.32,370.53,,,,,,,,368.70,355.00,353.50,352.93,352.22,357.71,355.32,357.54,354.38,,,,,,,,367.00,365.69,361.26,359.04,358.33,356.64,356.92,361.05,365.45,,,,,,,,,,374.03,368.68,363.04,370.22,368.83,368.39,365.16,367.65,,,,,,,356.82,348.33,349.29,348.52,335.97,344.88
2010-01-20 22:02:37+00:00,L5,334.19,332.10,335.95,342.16,330.60,322.04,311.71,304.18,294.33,283.11,287.18,292.03,297.72,300.68,303.69,305.76,306.89,314.98,321.37,323.52,323.77,321.08,321.19,319.88,321.74,321.94,314.75,315.11,310.45,301.82,310.46,304.95,310.22,305.11,307.18,316.47,327.09,323.48,319.36,315.83,309.02,302.62,304.53,300.71,289.78,295.36,296.60,303.09,312.62,319.05,325.12,335.63,338.50,349.02,358.94,356.85,358.92,358.12,355.11,352.20,353.47,346.97,339.54,343.63,346.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.74,357.34,354.18,351.10,343.97,342.39,341.57,337.98,330.92,337.88,338.04,333.44,332.52,330.20,326.73,327.50,323.78,327.38,322.39,323.56
2010-01-28 22:03:31+00:00,L7,,,,,,,,,,305.21,305.91,311.13,318.20,320.84,325.35,325.40,327.18,333.60,335.12,337.62,,,,339.11,337.25,333.26,335.50,334.59,319.25,319.61,325.59,319.72,323.26,,,,,,,,,,,,,,,,,,,,,360.94,369.94,368.39,370.67,367.90,368.42,367.13,368.69,364.27,358.82,356.62,,,,,363.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29 21:56:29+00:00,L5,,,,,,,,,,289.00,293.51,299.03,307.64,311.30,314.78,315.01,316.52,320.27,330.08,332.28,326.81,322.20,323.31,324.44,326.87,324.21,,,309.80,310.96,317.83,312.47,317.53,316.86,320.12,321.43,323.53,323.82,321.19,315.85,313.42,311.98,315.54,298.72,296.71,301.35,306.64,309.40,319.50,325.82,330.61,341.41,348.81,357.39,363.69,363.09,361.54,360.29,362.62,357.66,355.63,352.25,350.32,353.96,353.42,353.48,354.68,351.24,350.65,352.69,354.40,349.86,350.31,349.99,346.29,348.87,349.17,355.18,357.11,359.54,359.04,350.94,348.56,345.45,338.59,335.34,337.09,339.76,345.42,350.63,355.25,357.81,361.13,369.99,373.44,374.92,371.95,367.55,,359.29,354.59,353.75,349.43,347.84,348.61,345.47,341.95,337.92,340.63,342.15,337.47,340.61,340.74,336.31,332.88,335.81,337.93,328.51,334.76
2010-02-05 22:02:41+00:00,L5,334.16,342.17,346.77,343.02,338.59,323.41,314.14,307.49,302.10,290.69,294.43,298.75,306.41,312.78,312.49,317.48,321.41,326.81,329.44,327.93,324.23,327.23,328.06,326.59,324.52,325.03,325.86,322.98,314.42,313.73,317.82,315.07,310.21,312.93,319.18,319.11,321.45,322.38,318.29,310.80,308.41,313.63,312.08,297.49,299.26,304.16,301.36,306.31,313.13,320.17,335.81,341.68,347.84,351.52,359.41,362.73,362.65,361.64,361.59,,,,,,,,,,,347.71,348.27,349.79,349.35,348.99,346.55,343.97,353.45,354.93,351.28,354.43,356.32,349.39,345.72,342.67,338.05,333.29,330.55,335.87,340.16,346.13,349.13,352.57,359.83,360.87,361.54,369.99,369.19,357.46,336.76,349.07,349.00,349.03,347.35,345.58,345.15,343.53,338.16,340.62,343.53,341.64,336.04,333.30,334.06,339.97,341.92,337.56,338.19,331.65,330.44
2010-02-21 22:02:44+00:00,L5,359.66,348.45,356.07,352.02,349.98,326.53,318.79,314.81,306.00,296.48,294.51,301.58,317.65,322.97,325.90,330.54,333.75,335.28,339.67,329.28,323.03,322.99,324.87,324.06,325.71,321.07,330.17,335.30,329.41,323.39,325.40,325.03,321.93,322.09,319.70,319.99,324.17,318.96,317.35,311.97,314.28,322.66,321.17,311.15,304.62,307.40,308.56,315.47,320.01,322.87,329.81,339.68,345.29,357.85,362.27,360.60,371.80,370.47,369.47,368.96,367.81,363.56,357.81,358.22,351.52,351.46,354.62,346.68,344.88,350.44,350.19,359.51,357.49,354.25,350.79,354.49,358.58,363.06,360.14,359.69,356.11,352.49,350.17,345.41,343.12,337.31,336.91,349.57,357.93,358.00,356.60,364.82,371.94,369.82,371.78,380.00,376.50,367.20,358.40,358.66,356.84,351.50,348.90,360.78,360.10,356.55,351.12,355.14,352.10,348.93,339.16,333.53,335.90,337.31,344.62,341.23,339.19,324.70,330.53
2010-03-17 22:03:57+00:00,L7,303.81,310.17,,,,,302.51,296.43,290.53,272.61,280.00,276.99,286.56,286.14,293.51,298.56,,,,,297.51,299.73,303.33,303.49,300.59,302.61,310.15,309.83,305.07,303.90,300.88,,,,,301.86,303.65,305.35,304.05,300.04,301.70,304.87,301.89,280.91,284.45,,,,,312.28,317.23,322.25,331.60,339.25,344.61,351.80,351.25,347.09,349.53,349.23,,,,,,333.61,337.55,333.85,330.18,331.06,336.21,337.02,333.69,330.50,332.50,331.02,,,,,334.57,332.24,325.88,325.57,320.64,316.16,323.11,328.45,333.27,335.58,342.73,347.04,,,,,354.96,343.24,324.46,335.70,338.07,335.08,333.79,329.35,328.31,325.12,327.45,326.30,,,,,323.01,321.69,321.33,321.22,325.64,311.14,319.43
2010-05-13 21:57:45+00:00,L7,304.93,324.97,345.13,352.68,342.16,331.55,317.27,304.66,293.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.20,291.97,288.36,294.88,303.40,321.87,328.85,335.70,340.28,,,,,,,,347.48,346.64,346.02,340.07,342.62,346.72,346.82,345.30,,,,,,,,342.99,344.42,345.03,346.50,344.33,345.67,339.92,339.31,333.89,,,,,,,,,,,,,,,,,,,,,,106.95,92.90,,338.81,324.42,318.23,322.16,328.79,331.10,328.87,329.50,329.57,,
2010-05-29 21:57:45+00:00,L7,288.25,321.44,344.15,354.32,349.87,332.36,318.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.12,291.63,288.06,302.17,314.08,323.23,334.30,,,,,,,,,,349.05,347.04,352.66,352.04,347.60,349.81,348.69,,,,,,,341.85,337.16,338.55,345.21,349.61,357.77,351.50,349.69,347.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.27,329.02,332.51,331.19,,,,
2010-06-21 22:03:58+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,343.28,338.00,348.26,352.59,345.23,322.50,318.86,321.46,326.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.90,,,,,,,,,,,,,,,358.31,364.83,,,79.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.25,335.91,333.37
2010-06-30 21:57:49+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.91,353.31,350.08,,,,,,,,,,,,,339.11,339.62,340.61,,,,,101.01,,,341.90,329.32,323.88,324.93,,,337.71,345.85,354.15,,,,,,,,,,,,,,342.34,342.16,335.57,,,,,,120.67,124.23,,334.26,328.59,321.83
2010-07-07 22:04:01+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.60,323.81,321.40,330.85,339.33,345.57,352.41,,,369.00,361.41,,,,,,,362.87,365.56,,,355.97,361.49,,,374.82,379.77,,,,349.02,350.23,,,,,,358.76,360.66,344.31,355.59,336.69,,,,,,,,,,,,,,,,,,,,102.33,,,,,337.93,,,,,338.79,331.29,330.29
2010-07-16 21:57:51+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.64,121.44,349.38,,,335.22,,,345.97,344.00,346.38,,,,,,,335.05,335.58,337.26,336.17,338.05,,340.38,337.86,334.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.79,323.34,322.80,,
2010-07-23 22:04:02+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.63,374.10,,,,,360.77,,,372.30,371.05,,,359.49,,,374.45,,,,,365.18,,,,365.31,359.77,351.44,350.32,347.96,352.22,356.24,,,,,,,,,,,,,,,,,,,,,90.94,,342.91,342.60,347.63,341.80,338.18,341.87,332.40,330.74
2010-08-17 21:57:52+00:00,L7,308.00,336.09,359.19,384.30,361.59,333.39,,,,,,,297.76,305.89,304.66,275.40,276.51,300.54,,325.14,,,,,,,,323.35,318.65,312.07,313.96,321.08,316.93,316.19,329.18,,,,,,,302.29,301.47,,,,,,,,,,,,,,,351.82,349.78,358.45,355.92,356.19,349.90,344.81,346.98,,,,,,,,343.52,,,335.72,346.69,348.32,349.14,354.62,349.91,,,,,,,,334.47,341.02,344.08,339.00,321.78,324.59,312.47,310.59,,,,,,,,,342.31,345.68,345.40,339.35,,,,,,,,,,,
2010-10-04 21:57:53+00:00,L7,,,,421.89,355.90,387.25,337.84,345.69,334.73,321.64,311.04,,,,,,,332.92,332.35,338.95,334.74,327.84,344.82,337.46,337.02,,,,,,,318.33,320.42,321.54,322.42,319.48,333.69,319.33,317.90,320.24,,,,,,,304.61,319.25,318.69,322.33,327.38,346.51,351.94,361.22,369.38,,,,,,,,343.81,344.31,344.48,343.76,343.37,350.99,349.58,349.95,352.99,,,,,,,361.95,350.83,350.71,349.20,342.33,347.91,341.96,340.58,336.10,333.49,,,,,,,368.88,364.97,370.27,372.16,365.36,365.56,366.68,359.33,354.84,359.47,,,,,,,,339.41,341.79,342.90,346.61,342.36,351.01,348.69,,348.57
2010-10-27 22:04:18+00:00,L7,263.65,301.49,324.24,329.75,,,,304.18,282.49,269.53,263.17,262.07,266.62,268.54,275.36,283.00,287.40,291.35,,,,,294.24,291.64,295.53,295.59,299.16,296.11,289.42,286.36,287.61,291.04,,,,,300.31,294.35,292.81,289.48,292.76,283.47,279.42,276.82,275.55,275.29,280.49,,,,,320.99,332.64,336.42,343.00,347.87,346.05,348.53,351.98,348.98,344.85,339.20,339.82,,,,337.14,340.09,340.24,336.85,334.41,333.53,331.87,333.41,333.04,331.71,331.60,332.34,,,,,331.65,326.74,319.96,317.42,318.50,317.61,324.76,327.82,331.91,338.06,342.28,343.36,,,,,338.77,,317.67,329.47,330.28,329.36,330.01,328.10,325.71,325.38,321.81,320.77,,,,,333.84,326.04,328.70,319.50,318.62
2010-12-31 21:55:32+00:00,L5,,,,,,,,,,348.94,349.51,341.89,337.73,349.46,346.22,350.48,358.25,363.94,366.27,360.33,357.07,363.48,365.76,368.53,367.12,359.53,363.62,368.43,372.12,369.13,360.96,351.20,352.90,351.86,354.10,353.10,345.95,347.02,357.78,363.10,364.71,361.07,357.15,347.55,345.93,351.55,353.65,357.73,364.59,369.06,370.70,375.59,376.74,385.67,396.43,396.66,390.67,392.10,389.73,392.83,392.64,389.93,384.94,381.88,386.80,384.52,384.66,386.24,390.06,392.22,387.01,382.96,383.76,385.98,386.55,381.88,381.58,381.77,381.09,381.49,378.63,373.45,367.60,364.59,364.21,357.45,357.19,359.52,367.60,371.97,374.19,380.14,383.04,388.25,391.99,395.85,392.34,388.48,388.32,380.81,377.09,384.58,377.41,370.29,370.14,371.59,371.04,371.64,373.33,369.03,368.91,366.98,369.93,371.27,370.83,374.37,382.64,378.13,378.78
2011-01-07 22:01:44+00:00,L5,294.98,332.21,354.64,364.63,350.89,332.39,316.89,308.37,303.49,288.62,284.48,281.78,282.15,286.31,293.67,301.73,310.86,315.81,316.17,318.97,317.01,319.55,323.04,319.17,321.17,322.37,319.97,316.26,311.42,311.83,318.08,319.19,316.66,321.65,321.23,322.56,319.52,327.34,323.26,320.14,324.31,322.78,308.89,302.07,302.23,314.87,320.56,324.25,328.79,334.13,338.99,342.11,345.69,350.48,362.60,367.59,365.57,364.80,364.26,366.39,369.28,365.98,361.06,362.71,362.42,358.91,362.21,370.25,366.18,362.81,359.77,358.93,360.47,358.64,360.23,353.69,358.90,359.13,355.31,361.86,361.39,354.74,351.44,341.25,339.99,331.48,327.13,336.28,338.13,343.18,350.12,362.96,368.10,370.91,368.52,374.57,371.95,363.06,359.02,344.96,335.86,352.68,357.94,353.15,347.96,343.54,345.90,350.16,346.23,344.17,347.71,349.64,353.04,346.72,349.15,343.93,338.37,324.90,332.23
2011-03-13 21:59:11+00:00,L7,323.61,,378.56,,,,,,,313.56,290.78,295.73,295.32,309.88,312.15,304.68,289.41,,,,,,,,347.29,353.43,345.12,338.30,,213.28,326.17,336.77,,,,,,,342.99,340.35,349.11,346.77,331.77,324.40,316.11,317.57,,,,,,,,367.56,376.04,383.47,381.07,380.32,386.95,381.54,382.56,379.05,,,,,,,,,,,,,,,,,,,,,,,,,,346.96,352.98,360.22,,,,365.93,,,,,,,,370.34,367.48,369.37,360.38,357.05,364.71,361.58,360.31,362.10,,,,,,,,,347.76
2011-04-13 22:01:34+00:00,L5,,343.81,352.54,383.92,374.22,360.97,339.19,332.29,325.99,319.57,316.58,308.15,312.05,316.98,332.55,341.50,334.18,342.94,341.37,341.26,343.02,345.14,345.68,345.93,354.46,352.61,348.76,348.00,347.99,353.64,337.74,340.49,343.12,335.05,326.67,326.15,333.08,336.07,337.99,340.21,348.67,344.48,332.72,328.27,320.85,313.14,323.14,337.15,348.62,346.12,341.69,348.92,359.68,370.36,384.95,386.76,386.57,386.24,376.77,368.92,375.34,374.03,377.84,361.73,353.19,359.85,361.57,379.31,380.40,373.90,368.22,368.60,352.41,348.27,357.66,366.44,367.22,361.43,356.78,354.80,354.25,358.07,359.56,360.83,354.16,342.57,340.95,349.12,355.41,354.95,363.41,366.41,364.06,366.86,370.00,376.04,377.97,374.91,352.24,357.68,373.80,370.28,362.91,359.79,356.90,356.89,355.24,351.71,347.59,349.66,350.89,346.20,343.97,344.14,348.22,358.57,360.19,347.30,344.41
2011-05-07 22:05:25+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.82,340.79,,,,,340.87,335.94,,,337.38,337.43,340.74,339.13,340.22,337.61,332.73,,,,,332.51,,,,,327.43,323.37,317.78,310.99,310.98,315.38,,,,,,,,,,,,,,,322.88,322.94,325.35,,,,,325.24,319.44,320.04,319.91,319.87,319.79,317.06,320.76,310.61,309.64
2011-05-23 22:05:23+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.74,297.17,296.59,302.05,307.21,314.90,323.17,331.66,341.68,347.32,353.65,364.59,,105.67,,,,,,,353.86,,,354.42,,,355.18,,,,,359.10,349.22,,,,,,351.51,347.90,342.77,332.97,333.33,,,,,,353.61,356.56,,,,,,334.57,350.53,346.22,346.19,,,,,,,,,,332.80,333.76,,,335.10,339.37,332.20,335.71
2011-07-10 22:05:20+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.56,,,,,,,,,367.82,366.97,,,,,,,,,,,,,,347.76,348.52,,,176.47,,,,,,,,,,,,349.50,,,,,,,,,,,,,,,,367.48,366.19,,108.38,119.63,123.95,,,,,341.60,328.77,328.27
2011-07-26 22:05:18+00:00,L7,,,,423.87,396.89,390.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.45,,,,358.56,396.93,,,,,,360.43,364.83,407.86,410.50,,393.54,351.22,349.03,375.75,381.82,384.37,,,,339.53,374.03,388.02,374.90,349.88,375.60,375.64,385.57,406.44,399.16,416.80,,,,,,369.31,359.68,397.02,388.13,,,,,376.00,384.44,387.21,378.67,351.13,,,,,
2011-08-20 21:59:02+00:00,L7,,292.75,,,,,,,,,,,,,,,,,,,,,,320.94,315.91,,,,,,,313.76,310.95,311.08,320.12,317.88,311.23,309.96,313.68,,,,,,,,306.05,308.47,321.02,326.05,338.85,341.89,350.29,363.52,369.60,,,,,,,360.99,351.98,347.33,353.04,352.62,357.87,358.24,359.10,356.65,,,,,,,,340.71,338.75,347.15,352.33,347.48,347.56,342.05,336.76,335.93,,,,,,,,364.75,370.66,364.51,346.86,,349.52,346.92,341.43,338.77,,,,,,,,,345.31,342.80,341.66,337.02,336.23,331.96,332.89,324.69,331.79
2011-08-27 22:05:11+00:00,L7,,,341.05,356.71,362.98,362.78,,,,,,,323.96,324.47,333.79,347.93,341.62,343.64,343.95,342.23,,,,,349.02,343.47,359.96,365.06,358.66,343.90,333.95,330.69,327.96,329.49,,,,,339.30,345.58,329.43,337.95,334.59,316.91,324.84,318.94,330.45,329.39,337.79,,,,,374.44,381.86,376.43,366.71,376.31,379.85,382.04,367.76,362.72,362.06,374.03,,,,,376.89,366.39,356.98,348.28,356.35,371.75,378.69,367.86,365.45,355.73,348.59,,,,,357.75,347.08,341.34,350.33,352.20,350.07,347.17,358.54,375.96,383.73,384.09,388.88,,,,,381.03,375.97,351.92,372.52,371.37,368.90,369.06,365.79,370.78,364.84,367.81,369.43,365.98,,,,341.85,343.38,338.59,348.44
2011-09-05 21:58:58+00:00,L7,,,,,,,,312.79,315.73,319.43,324.08,331.99,327.32,330.36,341.45,,,,,,,361.44,351.99,354.22,348.24,347.94,367.91,370.86,359.16,,,,,,,,323.69,319.02,336.91,317.61,326.59,,325.15,318.19,,,,,,,,349.77,355.09,369.46,372.92,374.18,368.57,373.09,384.58,386.73,,,,,,,376.10,381.36,384.04,369.35,362.07,356.41,371.62,384.46,383.86,,,,,,,,357.06,356.85,342.94,343.38,353.32,351.97,355.40,347.57,357.16,,,,,,,,394.33,382.28,376.66,351.32,369.33,367.54,363.06,360.80,359.44,360.82,,,,,,,,343.67,346.96,342.42,347.28
2012-04-07 22:05:52+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.11,280.60,288.98,268.15,272.22,,,,,282.71,297.16,311.69,316.24,321.68,335.32,343.08,348.56,350.65,349.74,347.06,,,,,334.97,332.92,333.23,328.89,328.30,336.63,348.65,351.26,348.21,338.70,334.93,331.74,,,,330.33,335.42,335.85,332.32,329.08,322.95,322.78,316.10,306.20,303.08,314.92,320.68,,,,,332.06,325.82,317.10,282.72,305.96,309.81,322.10,323.57,330.18,333.41,334.41,328.35,,,,,312.72,315.81,323.16,323.43,320.89,318.47,316.95,321.09,309.61,311.12
2012-05-02 22:00:07+00:00,L7,,391.03,,,,,,,,,,,,348.02,343.67,340.57,350.17,,,,,,330.52,344.72,341.91,379.60,335.48,335.99,337.86,368.50,330.40,,,,,,,372.08,,312.66,,365.62,322.09,348.04,315.03,342.51,,,,,,,,366.82,381.42,394.49,399.94,376.90,378.80,369.80,376.77,366.79,,,,,,,379.22,379.50,375.82,391.93,,350.53,364.93,349.98,349.56,,,,,,,341.20,335.95,337.42,324.42,337.52,343.48,365.47,361.86,371.61,366.39,,,,,,,,385.88,384.54,388.82,368.91,369.98,359.02,358.29,344.70,340.95,340.30,,,,,,,342.26,331.12,338.87
2012-06-19 22:00:05+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.98,321.52,338.41,341.66,345.57,360.19,357.73,358.66,359.07,,,,,,,,340.80,343.83,344.65,,348.19,351.32,346.95,345.37,343.16,,,,,,,,,332.95,325.52,,,,327.11,329.67,333.77,,,,,,,,,,,,,,,,,,,,,,,,350.15,326.65,325.14,327.55,315.80,322.80
