,dates,per0190-0000,per0190-0001,per0190-0002,per0190-0003,per0190-0004,per0190-0005,per0190-0006,per0190-0007,per0190-0008,per0190-0009,per0190-0010,per0190-0011,per0190-0012,per0190-0013
0,1985-01-26 14:42:08+00:00,240.23108679585175,,,,,219.1138530069709,214.28658027880908,217.34245062329413,216.73799623958527,213.56406539278618,222.8644108569197,222.11026381279845,223.14404782061575,217.5336390431998
1,1986-04-19 14:37:04+00:00,240.73480814461956,217.2542270298799,219.719597001774,215.2201531774033,225.18887958040054,226.93015429335287,220.80232934842354,217.8239782637036,204.03098181390035,192.02480859626888,193.78701079861827,219.29170563421792,218.97469201297056,211.5080102099198
2,1986-05-05 14:36:40+00:00,247.54285251379355,213.55105335149952,222.79079563047367,195.70283675080572,201.8379456893517,192.66519930150085,181.39556050408916,194.21607082845406,177.34060713707615,166.55696211766562,175.47889642573674,207.6184615586546,208.34183399247885,202.09231378604593
3,1986-12-15 14:30:32+00:00,236.45702360712843,,,,215.20675438370426,216.79807069749202,215.71878611649896,220.37898432828587,211.66903073985725,210.03529408896316,,225.44556569654281,221.62714878707183,219.87906723669096
4,1987-04-06 14:34:23+00:00,246.71127844305448,213.94403816708723,222.03182871492135,210.90772839723576,216.6239038806436,219.7485467240708,215.75121338653744,216.65163423612796,209.28193644993962,191.2000772626086,,215.85282654750884,214.1683973640661,208.13103237539605
5,1987-05-24 14:35:48+00:00,250.35009079511553,213.1031736226054,221.70468771667316,198.95169495558076,207.43749203216515,203.35398900457596,194.15251994675032,200.35224947081056,,165.23552141022037,174.06692379933048,210.0265473893191,213.240154756172,
6,1987-10-31 14:39:29+00:00,239.58314728736428,208.14740025422972,,,,,,,,,223.18421103479028,216.7001256477618,212.94343433481063,215.37471533226932
7,1987-11-16 14:39:51+00:00,237.25283739659014,199.0186814021075,214.37047451895336,203.59835149755034,210.86391325403412,210.8536207308881,204.3232647112177,208.92637342097925,213.8951452711526,215.71218164865041,223.01045232719827,217.75489618713834,211.87562643934734,207.241455735542
8,1987-12-18 14:40:20+00:00,237.9178521434657,182.20376400075736,219.1244613030654,213.02196065240554,223.85850852112415,227.1884304931674,216.76503830330614,212.99469417583956,220.23109680923739,219.49419410124528,228.1539543760304,224.3819055123924,212.85723181225765,213.17834226679093
9,1988-03-07 14:41:36+00:00,236.30195216340823,188.38952270958163,,,204.56644839448768,203.73902923035467,203.58005453327223,218.27927374192242,217.38163064751805,217.4721960368979,228.04544363186116,219.40179398816412,218.9919989234869,216.1290648235059
10,1988-03-23 14:41:44+00:00,,,,,,,,,,,,,,
11,1988-04-08 14:41:50+00:00,249.29826819531007,203.98821538071607,,,,,,,,,211.50856912228497,210.42219828121648,217.54203314323814,215.61332683447108
12,1988-06-04 14:36:05+00:00,,,,,,,,,,,,,,
13,1988-06-20 14:36:10+00:00,,,,,,,,,,,,,,
14,1988-06-27 14:42:23+00:00,,,,,,,,,,,,,,
15,1988-08-14 14:42:27+00:00,244.20190846555155,200.02204487541837,204.59029334144503,189.23288352781168,191.77484598003082,179.44858825059782,174.891323924831,194.0919495569066,176.6258255648738,,177.30947806830613,194.4859527977844,197.03910351974145,191.03650330555075
16,1988-11-02 14:42:21+00:00,247.09042894201656,213.1856039411041,221.85209886237274,204.4507461149448,213.90392189598077,206.60028460978612,202.67487339075484,206.83097223786672,213.60088597717828,213.47719572844818,222.9800994981161,220.6011599634558,212.9496968608285,221.48175350680154
17,1988-12-04 14:42:16+00:00,250.37143744891608,209.8550508844002,223.84201327037516,213.75830295393814,212.0876884955744,207.53089000790175,206.08581127795392,210.15245612887088,213.75348403618767,217.3864103346516,231.04739712461904,225.00023185446452,218.47152485446708,218.31519207317308
18,1988-12-20 14:42:04+00:00,238.20550885515874,,219.658596816851,204.84491274836122,207.79537939491394,211.41875355943313,211.87944352831389,211.88389298402723,216.63606365790923,219.10752675168317,226.98021461565915,225.29168546954924,223.71969153825304,219.6487321436244
19,1989-04-27 14:40:32+00:00,248.86394655582032,206.3321686544528,213.47822062519828,197.19098721659594,203.0283579650566,191.62159469099802,180.6068296396705,202.9243130600818,186.8076993022697,178.70447305389385,193.20966328871833,212.3855599766748,204.71883087213376,198.33427181214506
