dates,nzd0238-0000,nzd0238-0001,nzd0238-0002,nzd0238-0003,nzd0238-0004,nzd0238-0005,nzd0238-0006,nzd0238-0007,nzd0238-0008,nzd0238-0009,nzd0238-0010,nzd0238-0011,nzd0238-0012,nzd0238-0013,nzd0238-0014,nzd0238-0015,nzd0238-0016,nzd0238-0017,nzd0238-0018,nzd0238-0019,nzd0238-0020,nzd0238-0021,nzd0238-0022,nzd0238-0023,nzd0238-0024,nzd0238-0025,nzd0238-0026,nzd0238-0027,nzd0238-0028,nzd0238-0029,nzd0238-0030,nzd0238-0031,nzd0238-0032,nzd0238-0033,nzd0238-0034,nzd0238-0035,nzd0238-0036,nzd0238-0037,nzd0238-0038,nzd0238-0039,nzd0238-0040,nzd0238-0041,nzd0238-0042,nzd0238-0043,nzd0238-0044,nzd0238-0045,nzd0238-0046,nzd0238-0047,nzd0238-0048,nzd0238-0049,nzd0238-0050,nzd0238-0051,nzd0238-0052,nzd0238-0053,nzd0238-0054,nzd0238-0055,nzd0238-0056,nzd0238-0057,nzd0238-0058,nzd0238-0059,satname
2000-03-16 21:46:15+00:00,367.24,365.52,360.55,365.01,369.47,373.69,368.82,374.76,381.57,386.63,389.22,398.37,404.14,404.50,408.83,404.19,401.08,396.80,395.67,397.22,395.81,396.44,395.33,393.74,397.02,402.95,403.58,403.56,401.42,402.95,404.51,402.19,399.06,395.69,390.04,390.96,386.82,383.24,379.26,378.93,371.87,368.44,366.44,367.93,369.77,385.50,396.58,383.81,381.33,379.32,382.08,387.39,374.92,369.88,365.76,365.60,367.17,373.56,368.55,367.46,L7
2000-05-03 21:45:55+00:00,369.65,366.02,363.09,366.33,372.01,375.32,373.03,380.58,383.30,387.87,386.25,393.16,398.10,402.80,402.85,402.38,398.27,393.64,393.37,395.61,392.02,395.70,397.96,396.95,396.13,399.98,398.25,403.00,401.18,402.64,402.72,400.98,398.72,396.70,392.11,386.68,383.76,384.77,381.34,380.56,375.00,370.02,360.76,360.50,360.40,378.75,402.53,388.38,378.54,378.14,381.14,383.78,374.35,364.04,359.96,363.15,361.54,370.69,368.23,363.07,L7
2000-05-26 21:51:48+00:00,,379.59,375.87,374.72,379.68,385.66,384.12,382.66,390.06,395.93,401.43,405.41,407.19,414.91,413.91,406.06,405.38,405.76,409.03,398.53,396.82,399.72,398.90,398.65,402.66,401.68,404.62,408.75,407.26,410.14,414.06,408.69,403.55,401.52,396.52,393.50,,,,,,,,,,,,,,,,,377.64,,,,362.85,373.45,370.46,364.51,L7
2000-07-06 21:45:15+00:00,,378.61,367.04,367.40,371.58,373.98,382.81,387.65,380.15,370.91,372.33,,366.86,,384.79,387.08,394.31,402.22,400.93,394.81,388.43,393.44,387.52,391.23,392.44,399.59,396.31,387.88,394.41,396.77,395.67,390.15,381.83,375.69,368.20,367.92,370.50,365.96,369.32,374.74,352.58,342.27,349.19,354.03,358.53,366.46,388.73,376.88,370.96,373.72,382.88,391.76,374.80,370.81,361.80,364.14,375.61,378.99,367.66,370.89,L7
2000-07-13 21:51:19+00:00,,374.77,376.51,371.10,373.69,378.35,377.15,378.61,385.42,390.48,394.46,401.00,406.50,411.63,410.96,404.21,402.08,403.35,400.81,397.80,397.09,395.83,396.17,395.86,398.59,402.05,403.83,402.41,400.46,399.45,396.63,396.04,396.19,394.04,389.05,386.84,386.88,386.65,377.34,378.14,370.61,360.31,361.87,359.66,360.83,369.30,384.93,379.26,378.73,375.48,388.28,390.89,378.32,371.66,364.24,359.73,366.33,369.76,364.87,359.99,L7
2000-08-07 21:44:45+00:00,,,,,,369.72,373.57,378.08,388.53,391.98,397.57,400.47,405.65,413.92,413.19,408.21,401.23,401.51,403.17,399.71,401.03,400.72,401.90,402.96,404.73,405.25,409.70,,,,,,,400.22,396.14,416.79,393.91,389.76,382.72,381.79,377.17,376.46,367.16,362.27,370.18,381.10,391.94,388.25,382.57,385.24,389.41,390.66,382.67,375.57,,,374.07,375.67,369.31,391.02,L7
2000-08-14 21:50:56+00:00,390.17,380.92,380.68,381.15,381.89,384.32,384.71,388.80,395.07,397.98,399.30,404.75,408.60,416.46,416.12,411.04,408.72,404.26,399.64,400.70,400.39,406.68,405.83,402.17,406.10,405.38,407.05,407.99,409.16,413.33,415.05,407.08,406.33,399.52,398.13,395.80,395.35,391.74,388.71,386.03,376.47,373.28,371.64,370.95,376.82,381.83,392.80,381.17,376.62,381.40,382.90,392.21,379.53,374.22,,368.33,366.83,379.27,371.27,393.81,L7
2000-09-15 21:50:25+00:00,383.70,384.77,375.13,376.33,383.56,381.19,387.50,387.98,393.51,398.32,397.51,404.44,411.02,413.29,409.61,408.71,409.74,407.20,404.37,401.51,400.06,400.68,401.55,400.09,403.50,404.81,406.30,405.62,407.78,406.82,412.67,408.11,402.87,398.66,396.78,392.22,388.69,385.98,383.58,383.84,375.15,371.01,369.17,364.11,368.76,376.62,390.22,378.81,373.78,373.85,386.23,389.13,379.51,369.84,373.57,372.43,358.36,378.67,383.48,400.72,L7
2000-11-02 21:50:13+00:00,,,,,,,,,,,,388.20,389.45,400.75,398.79,390.90,387.98,385.23,385.73,387.47,385.86,383.81,387.28,384.28,385.62,391.74,393.32,392.45,391.24,396.12,402.66,398.65,390.99,388.56,383.56,380.12,383.20,383.64,380.46,373.45,373.72,371.98,353.76,363.43,365.36,373.48,384.83,376.14,369.30,373.25,383.80,387.99,375.98,364.34,370.33,368.22,375.32,389.60,389.99,400.32,L7
2000-11-11 21:44:00+00:00,359.85,356.79,357.98,363.48,364.63,369.60,371.70,366.96,377.89,380.57,388.56,387.21,393.60,403.55,402.36,398.89,397.12,396.64,394.23,390.24,388.45,389.05,387.90,389.10,389.73,390.08,388.05,388.12,393.33,398.42,402.43,400.80,395.05,390.74,388.34,384.85,380.85,381.68,379.23,377.01,374.30,370.41,366.80,368.51,370.11,372.13,385.57,380.09,373.48,379.06,393.11,417.67,381.28,372.22,369.08,369.32,377.16,392.64,394.72,403.77,L7
2000-12-04 21:50:10+00:00,358.03,354.06,358.82,362.45,363.22,367.97,373.08,379.95,385.05,388.40,384.96,396.01,401.36,405.69,398.70,394.74,392.56,394.38,389.72,390.12,390.50,390.65,390.60,392.92,391.21,393.98,391.82,395.13,395.18,398.07,401.32,397.22,393.79,388.56,382.58,383.41,380.54,383.17,376.51,375.32,372.32,365.47,367.25,363.76,371.41,377.61,389.48,377.94,373.88,377.91,385.06,392.76,381.19,373.06,374.47,369.96,379.40,393.64,398.59,406.06,L7
2000-12-20 21:50:16+00:00,,,,,,,,360.35,358.70,360.66,367.82,375.41,370.09,379.92,377.65,376.28,377.89,372.08,372.82,367.95,364.32,361.74,367.70,368.51,375.33,373.20,378.97,376.79,375.87,378.35,385.80,381.21,378.66,372.29,368.89,364.53,365.60,363.81,356.19,355.00,354.24,340.97,336.67,350.54,353.39,362.89,369.82,360.84,360.57,364.40,370.08,378.17,364.74,364.47,357.47,362.45,367.65,385.31,389.06,395.59,L7
2001-01-05 21:50:16+00:00,356.50,351.40,355.95,354.12,350.69,358.74,369.85,377.38,382.53,385.48,385.13,389.89,392.25,401.55,403.17,402.75,396.05,393.47,392.20,395.47,392.94,391.07,391.84,391.51,393.53,394.23,392.12,400.21,402.07,406.57,410.15,401.98,396.12,393.43,386.50,383.77,378.61,376.47,375.60,375.93,370.69,364.08,360.16,366.29,366.82,372.09,385.29,375.54,375.34,374.52,379.19,387.63,377.46,371.91,368.96,369.82,375.25,391.29,389.25,399.44,L7
2001-03-03 21:44:00+00:00,344.48,349.83,349.62,351.96,,,,,,378.18,383.53,381.84,392.08,400.13,393.36,390.95,387.02,387.13,386.46,386.67,382.99,386.11,383.69,386.54,387.03,387.51,390.31,384.62,389.33,387.48,391.07,389.97,388.56,386.51,378.09,376.80,378.08,371.25,370.92,370.55,365.41,350.03,331.60,347.05,353.76,362.55,375.47,364.76,365.20,368.82,376.40,388.31,376.59,363.99,367.48,364.47,376.21,389.03,388.04,393.65,L7
2001-03-10 21:50:10+00:00,368.93,369.21,361.00,,,,,,,,,,406.77,411.13,403.35,402.73,400.52,399.33,398.64,392.12,388.26,394.30,395.66,395.76,398.57,398.89,398.23,400.02,404.05,404.26,405.27,404.11,398.56,395.92,393.20,391.23,388.85,383.85,394.13,410.24,,360.86,357.19,365.73,372.36,379.21,390.22,377.91,374.80,374.92,381.35,391.32,380.20,377.75,373.59,372.09,382.97,396.30,397.35,394.74,L7
2001-04-04 21:43:43+00:00,376.66,372.20,367.42,366.84,370.66,376.07,379.13,382.01,388.94,391.99,398.16,398.53,401.50,407.42,405.89,403.29,405.22,399.10,396.96,396.35,395.39,396.82,394.99,393.99,393.70,395.57,401.13,397.62,400.02,400.50,403.91,401.72,398.69,392.53,390.40,383.91,378.91,379.70,379.67,383.32,378.14,367.83,362.36,363.84,368.35,374.18,388.68,373.84,372.00,373.69,379.07,385.30,375.96,368.82,367.96,367.49,374.42,389.05,390.04,383.63,L7
2001-04-20 21:43:46+00:00,374.85,365.72,361.87,363.85,363.84,362.48,363.50,374.90,373.23,386.12,386.85,386.66,395.31,400.69,398.12,395.82,396.02,388.78,386.55,389.86,384.93,383.84,382.54,384.01,386.79,391.48,386.68,390.37,394.85,398.53,398.46,394.29,395.50,389.39,384.57,381.10,382.04,383.48,377.06,378.30,369.18,358.61,359.81,359.83,364.91,371.10,379.40,373.55,367.10,371.77,378.95,386.17,377.06,369.28,369.25,366.45,372.58,388.38,385.37,387.59,L7
2001-06-30 21:49:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.65,407.41,402.80,401.24,401.71,,,,,,,,,,,,,,,,381.86,371.47,,,,370.36,384.86,377.06,386.89,L7
2001-07-25 21:42:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.02,368.91,,,376.17,394.37,388.68,399.98,L7
2001-08-10 21:42:36+00:00,372.24,378.05,366.92,365.80,371.10,372.02,378.05,386.61,385.05,383.28,382.97,396.00,404.87,408.10,398.60,397.49,391.01,394.50,392.55,393.08,392.68,391.03,399.55,391.16,387.73,390.53,390.71,394.02,386.29,391.29,,,401.30,393.41,393.07,389.26,376.47,378.19,376.68,374.01,371.98,369.62,342.97,359.95,364.06,370.05,382.55,369.22,360.88,366.37,376.49,380.46,363.87,,,,,,,,L7
2001-08-26 21:42:25+00:00,371.76,374.60,366.06,372.25,376.07,377.74,378.17,382.31,384.34,388.83,390.51,395.28,400.65,405.37,411.93,400.64,397.41,398.45,394.36,391.58,394.44,393.67,390.66,394.00,395.55,397.28,398.11,398.59,401.25,404.91,407.48,406.44,397.26,393.38,392.00,388.38,383.98,380.73,380.31,375.27,370.63,367.00,365.36,365.82,374.89,376.54,389.05,372.49,372.91,375.22,380.72,385.90,374.45,370.34,370.98,369.74,375.95,393.56,391.64,403.25,L7
2001-09-18 21:48:17+00:00,387.16,382.42,366.00,371.46,374.97,371.74,377.87,379.36,381.13,387.43,393.70,399.69,407.32,408.52,406.92,402.55,394.87,399.56,397.50,393.00,394.11,392.11,393.31,392.60,391.96,396.69,397.83,399.38,399.43,399.57,403.73,394.98,394.79,394.55,393.19,387.59,385.90,382.86,384.63,378.03,367.78,363.06,363.62,356.86,366.38,376.96,389.08,378.70,,,,,,,,,,,,,L7
2001-09-27 21:42:05+00:00,380.81,370.81,371.27,368.35,371.57,374.30,374.48,375.78,379.32,388.39,393.22,394.22,401.45,408.12,403.76,398.09,399.52,395.15,395.72,390.97,391.81,390.84,386.91,388.63,394.60,390.86,396.16,399.42,401.99,401.22,404.99,400.42,396.37,394.97,388.70,384.24,381.75,381.75,380.76,376.07,372.18,364.69,364.40,357.64,367.45,380.13,390.23,375.32,371.51,375.22,381.25,389.60,377.23,370.39,369.51,369.31,378.81,400.23,403.22,417.60,L7
2001-10-13 21:41:51+00:00,382.71,370.68,369.06,368.97,371.22,377.77,382.50,378.82,388.33,397.44,394.06,395.13,400.56,402.88,406.36,400.53,400.15,391.50,391.16,392.38,389.32,391.44,394.01,394.16,396.60,399.45,399.91,402.72,402.21,404.50,406.15,401.91,394.26,389.14,390.31,384.97,383.37,381.65,379.25,375.22,369.01,365.18,365.44,356.99,370.45,377.89,385.83,372.23,369.78,372.17,377.92,386.89,376.04,372.11,369.09,369.78,378.68,399.56,402.29,415.46,L7
2001-10-20 21:48:09+00:00,367.94,368.02,362.51,366.65,359.84,362.12,363.12,371.18,376.07,371.32,383.83,381.04,386.46,394.11,400.57,395.80,385.25,379.06,383.61,381.51,389.84,382.26,383.51,385.76,390.00,390.55,390.74,390.25,394.01,394.19,401.61,392.43,389.78,392.51,389.73,386.60,383.98,382.77,379.80,364.74,364.32,362.38,320.20,344.75,353.33,369.66,376.51,377.48,365.86,368.61,381.11,388.91,372.32,369.16,366.89,372.26,381.61,400.79,403.86,412.73,L7
2002-01-24 21:48:42+00:00,366.25,356.75,357.83,364.09,369.31,373.90,376.69,378.68,384.53,388.69,389.44,393.00,399.97,407.00,401.35,400.56,393.91,393.08,392.24,394.81,394.26,393.51,391.07,392.17,395.60,395.76,398.97,398.14,397.47,394.62,397.68,396.33,391.09,389.59,388.90,381.73,381.08,375.62,371.42,366.79,365.61,362.34,354.78,356.16,360.46,379.70,396.16,382.66,377.65,375.59,383.69,387.25,378.38,369.36,368.84,370.96,381.91,415.37,408.44,404.28,L7
2002-02-09 21:48:45+00:00,364.18,355.89,353.96,359.12,363.64,365.57,370.96,371.80,379.39,383.79,384.23,389.73,393.09,399.88,394.97,388.72,390.26,390.87,385.05,388.28,384.37,386.58,383.87,386.22,388.04,390.72,390.28,393.32,389.69,393.64,396.59,391.88,387.08,387.50,387.42,384.42,380.49,375.45,369.89,365.75,365.17,361.27,356.95,354.49,364.34,371.82,385.41,372.87,370.92,373.60,379.52,386.46,374.07,367.64,368.27,368.31,382.59,404.08,405.63,402.70,L7
2002-02-18 21:42:30+00:00,367.55,371.19,363.83,369.04,366.79,369.47,377.38,378.83,380.35,382.09,388.56,392.32,392.42,399.73,399.71,398.57,394.56,392.97,387.91,385.55,384.57,386.21,389.70,391.09,391.32,390.55,396.39,392.63,393.36,395.04,396.68,395.88,390.18,388.79,386.69,381.10,381.06,378.64,376.83,368.72,365.81,360.56,359.68,361.65,365.70,370.76,393.27,385.20,376.45,378.83,386.71,397.27,374.04,369.99,378.77,376.86,394.14,421.71,415.04,411.43,L7
2002-02-25 21:48:47+00:00,365.40,359.28,360.48,364.43,364.50,363.84,367.57,372.43,383.57,388.94,387.90,391.80,390.25,398.79,403.64,401.43,397.90,394.54,394.50,391.23,388.49,393.65,384.63,385.95,392.98,394.87,399.09,395.57,396.37,396.83,399.55,398.70,399.01,393.27,388.99,383.30,378.53,376.61,372.27,373.14,364.87,360.99,361.63,357.57,360.98,377.65,389.38,378.36,376.07,375.93,382.03,388.03,373.63,369.95,368.69,371.03,379.85,404.13,405.67,404.19,L7
2002-03-22 21:42:28+00:00,371.85,370.45,365.17,370.85,376.89,375.18,379.83,383.19,389.11,388.82,393.74,395.83,404.76,408.50,406.47,406.20,396.43,399.89,395.63,395.26,391.16,393.27,393.13,393.86,397.34,393.72,398.09,402.62,404.95,407.67,408.43,399.14,398.27,393.69,389.12,389.78,386.23,383.74,380.54,369.69,369.93,372.97,367.40,363.68,370.33,379.03,398.72,388.84,381.75,383.58,390.30,393.49,381.41,369.72,372.49,371.10,385.14,413.35,406.45,406.17,L7
2002-04-07 21:42:28+00:00,366.94,361.26,359.07,359.86,366.45,371.14,372.00,375.51,377.53,380.23,382.01,385.50,392.53,398.99,395.71,391.61,391.21,389.11,396.27,393.61,384.88,383.40,382.84,385.62,388.25,392.77,396.64,393.92,394.69,398.33,397.18,392.93,393.31,389.79,384.95,381.50,379.28,376.07,375.29,367.01,362.46,359.75,357.69,350.75,362.53,368.01,385.68,374.42,370.42,373.00,378.21,384.72,375.27,364.20,365.12,366.78,376.10,399.98,399.47,395.30,L7
2002-04-14 21:48:38+00:00,371.82,370.20,365.80,370.77,372.30,371.64,378.79,383.07,379.88,386.56,393.56,397.58,393.31,404.53,401.33,400.12,395.75,393.20,395.96,391.25,391.87,393.36,392.14,395.03,397.37,394.56,394.91,397.34,398.93,402.39,404.38,399.28,396.59,392.75,389.54,387.31,380.95,377.58,377.47,378.33,370.48,358.31,357.81,347.95,364.44,373.20,388.33,382.97,376.65,377.61,386.46,391.83,375.45,367.90,375.04,371.10,387.44,405.10,407.47,407.94,L7
2002-05-16 21:48:34+00:00,,388.42,376.72,380.42,383.26,381.27,385.05,389.91,393.93,395.86,399.21,404.93,410.58,417.73,415.94,409.97,406.26,404.65,403.27,402.18,400.91,397.62,400.10,402.17,403.34,405.90,408.49,407.87,411.54,413.63,413.13,409.87,406.08,402.30,399.51,398.75,392.80,394.00,389.48,386.04,379.71,367.74,364.33,358.87,364.40,378.11,394.76,386.20,385.07,386.21,389.38,396.36,384.46,380.11,,,387.71,407.95,408.50,408.30,L7
2002-06-01 21:48:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.04,383.96,376.35,,375.62,383.44,399.71,400.79,405.54,L7
2002-07-19 21:48:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,394.38,396.29,401.27,402.70,402.19,395.02,390.19,384.28,384.16,381.07,,,,,,,,,,,,,,,,,,,,369.44,376.44,399.17,399.05,396.99,L7
2002-08-20 21:47:58+00:00,367.62,358.01,360.67,366.22,369.60,376.35,379.33,379.86,386.69,393.84,397.09,398.67,407.58,412.44,408.99,408.20,405.65,402.11,403.66,401.74,400.21,399.24,398.11,399.30,397.81,399.58,401.49,404.09,404.37,406.21,410.97,403.59,399.22,394.85,393.54,389.26,387.21,389.60,385.83,381.92,379.41,375.69,374.74,371.88,375.29,379.95,392.12,383.79,382.72,381.38,394.30,396.33,382.34,374.87,372.42,378.03,381.01,405.80,403.81,397.52,L7
2002-08-29 21:41:39+00:00,364.15,356.89,355.43,364.84,367.80,373.33,378.62,384.83,390.21,395.34,402.84,403.21,411.78,418.46,417.25,414.19,411.46,407.19,406.20,403.86,406.48,405.08,405.72,407.00,408.37,410.09,408.18,409.98,412.97,414.42,413.65,410.63,408.26,402.24,402.20,401.99,400.03,398.44,393.37,395.75,389.97,384.49,380.55,380.15,383.17,389.20,400.08,390.74,387.83,390.81,401.54,406.48,389.39,383.91,380.12,377.98,393.10,411.24,410.52,408.21,L7
2002-09-14 21:41:31+00:00,363.64,354.60,355.35,364.78,368.92,372.49,377.79,379.99,388.91,391.28,398.87,403.58,402.68,411.80,410.59,404.59,401.07,401.28,398.20,398.16,397.93,392.74,392.70,388.79,387.12,387.41,391.79,392.71,399.63,400.17,400.36,403.57,420.77,416.33,,,406.77,414.24,,,,,,,,,408.84,415.95,,,,,,,,,,,,,L7
2002-10-23 21:47:39+00:00,340.10,340.82,333.84,345.00,354.45,357.94,366.52,368.26,377.18,377.91,382.23,385.34,394.51,399.41,404.98,403.11,403.03,402.27,398.07,395.30,392.83,391.55,392.14,393.66,394.70,395.64,395.84,392.42,395.26,399.62,404.13,399.51,402.74,393.50,393.43,390.71,384.79,386.72,385.75,383.26,380.17,379.23,377.50,375.99,383.27,389.74,401.10,389.59,383.33,383.66,389.95,399.49,387.18,378.92,382.24,384.16,395.34,419.49,415.04,412.44,L7
2002-11-08 21:47:44+00:00,334.75,335.50,328.56,340.42,347.89,348.92,357.36,361.31,369.57,372.99,374.99,385.00,390.98,395.17,400.91,396.79,391.71,390.49,389.28,387.45,390.00,389.06,386.58,389.25,392.08,392.33,395.29,392.36,394.41,400.69,396.56,390.03,390.62,389.91,388.85,388.37,386.49,381.98,382.50,378.74,369.95,371.25,371.42,369.02,379.54,384.08,396.56,388.44,379.59,384.22,395.45,399.26,389.12,,,385.84,395.21,421.53,417.57,414.48,L7
2002-11-17 21:41:42+00:00,334.10,317.55,322.48,335.15,339.54,346.77,346.59,357.78,364.43,366.28,376.10,380.98,385.87,397.69,389.53,388.44,386.13,392.03,390.45,385.05,379.96,381.55,387.76,381.51,380.51,388.42,389.57,389.30,388.46,381.53,390.13,399.82,401.01,396.53,382.53,381.56,377.43,380.87,376.57,371.90,365.19,359.80,361.46,363.24,370.95,376.03,389.66,381.13,377.37,380.34,389.71,393.26,382.43,375.51,375.60,378.06,384.78,412.39,408.92,405.52,L7
2003-01-11 21:48:14+00:00,332.22,330.69,326.35,331.48,338.36,341.37,348.80,352.94,365.28,369.67,376.61,378.08,382.69,391.51,393.51,391.71,381.89,381.57,383.23,379.67,377.40,379.88,379.65,380.86,382.41,378.39,383.00,386.21,389.43,385.21,390.15,385.80,381.72,383.18,380.10,375.90,375.81,373.03,376.11,369.37,365.86,361.71,357.13,360.29,365.31,372.07,390.53,382.83,377.27,377.78,388.46,393.96,383.46,376.55,375.61,386.26,395.06,417.84,410.56,407.34,L7
2003-02-12 21:48:32+00:00,328.69,326.06,325.75,333.67,338.56,344.62,346.17,348.73,358.75,364.77,372.73,375.39,372.25,382.42,386.07,379.17,379.74,381.01,376.38,376.00,366.29,365.44,371.94,376.51,383.69,369.91,381.03,383.72,378.66,383.20,383.28,376.70,373.09,374.37,377.31,370.91,364.21,349.50,342.48,346.01,328.08,,,,,,,,,,,,,,,,,,,397.68,L7
2003-02-21 21:42:20+00:00,349.02,346.16,336.22,342.86,348.66,357.03,363.50,365.35,372.14,378.23,384.07,387.82,396.44,400.47,401.51,402.24,399.39,395.94,392.90,394.24,391.62,391.71,389.91,394.36,395.83,393.25,398.84,400.79,402.25,402.06,396.63,391.98,401.07,398.08,394.38,384.56,385.59,386.99,390.27,387.96,378.18,377.61,372.23,369.17,376.76,385.09,394.57,390.37,383.14,386.32,400.21,402.00,389.27,380.94,383.81,386.99,400.81,422.63,416.13,411.54,L7
