dates,satname,nzd0238-0000,nzd0238-0001,nzd0238-0002,nzd0238-0003,nzd0238-0004,nzd0238-0005,nzd0238-0006,nzd0238-0007,nzd0238-0008,nzd0238-0009,nzd0238-0010,nzd0238-0011,nzd0238-0012,nzd0238-0013,nzd0238-0014,nzd0238-0015,nzd0238-0016,nzd0238-0017,nzd0238-0018,nzd0238-0019,nzd0238-0020,nzd0238-0021,nzd0238-0022,nzd0238-0023,nzd0238-0024,nzd0238-0025,nzd0238-0026,nzd0238-0027,nzd0238-0028,nzd0238-0029,nzd0238-0030,nzd0238-0031,nzd0238-0032,nzd0238-0033,nzd0238-0034,nzd0238-0035,nzd0238-0036,nzd0238-0037,nzd0238-0038,nzd0238-0039,nzd0238-0040,nzd0238-0041,nzd0238-0042,nzd0238-0043,nzd0238-0044,nzd0238-0045,nzd0238-0046,nzd0238-0047,nzd0238-0048,nzd0238-0049,nzd0238-0050,nzd0238-0051,nzd0238-0052,nzd0238-0053,nzd0238-0054,nzd0238-0055,nzd0238-0056,nzd0238-0057,nzd0238-0058,nzd0238-0059
2000-03-16 21:46:15+00:00,L7,370.87,372.78,365.31,369.61,375.47,378.80,375.39,381.33,386.50,391.74,394.74,403.89,411.04,411.07,415.73,411.09,407.65,402.80,401.42,402.74,402.08,402.19,401.33,400.01,403.59,409.52,409.58,409.83,407.42,408.95,410.78,408.19,405.96,402.95,396.94,398.63,393.72,390.14,386.93,386.19,378.44,375.34,371.75,373.45,376.34,392.07,403.48,390.71,386.85,385.32,388.98,393.96,380.67,375.88,372.03,370.53,373.44,379.31,374.55,374.36
2000-05-03 21:45:55+00:00,L7,370.65,368.02,364.40,367.60,373.66,376.73,374.84,382.39,384.66,389.28,387.77,394.68,400.00,404.61,404.75,404.28,400.08,395.29,394.95,397.13,393.75,397.28,399.61,398.68,397.94,401.79,399.90,404.73,402.83,404.29,404.45,402.63,400.62,398.70,394.01,388.79,385.66,386.67,383.45,382.56,376.81,371.92,362.22,362.02,362.21,380.56,404.43,390.28,380.06,379.79,383.04,385.59,375.93,365.69,361.69,364.51,363.27,372.27,369.88,364.97
2000-05-26 21:51:48+00:00,L7,,380.64,376.56,375.39,380.55,386.40,385.07,383.61,390.77,396.67,402.23,406.21,408.19,415.86,414.91,407.06,406.33,406.63,409.86,399.33,397.73,400.55,399.77,399.56,403.61,402.63,405.49,409.66,408.13,411.01,414.97,409.56,404.55,402.57,397.52,394.61,,,,,,,,,,,,,,,,,378.47,,,,363.76,374.28,371.33,365.51
2000-07-06 21:45:15+00:00,L7,,371.87,362.63,363.13,366.01,369.24,376.71,381.55,375.58,366.17,367.21,334.43,360.46,361.05,378.39,380.68,388.21,396.65,395.60,389.69,382.61,388.11,381.95,385.41,386.34,393.49,390.74,382.06,388.84,391.20,389.85,384.58,375.43,368.95,361.80,360.81,364.10,359.56,362.21,368.00,346.48,335.87,344.27,348.91,352.43,360.36,382.33,370.48,365.84,368.15,376.48,385.66,369.47,365.24,355.98,359.57,369.79,373.66,362.09,364.49
2000-07-13 21:51:19+00:00,L7,,381.09,380.65,375.10,378.91,382.79,382.86,384.32,389.71,394.92,399.26,405.80,412.50,417.34,416.96,410.21,407.79,408.57,405.81,402.60,402.54,400.83,401.39,401.31,404.30,407.76,409.05,407.86,405.68,404.67,402.08,401.26,402.19,400.36,395.05,393.51,392.88,392.65,384.01,384.46,376.32,366.31,366.49,364.46,366.54,375.01,390.93,385.26,383.53,380.70,394.28,396.60,383.32,376.88,369.69,364.02,371.78,374.76,370.09,365.99
2000-08-07 21:44:45+00:00,L7,,,,,,371.28,375.57,380.08,390.03,393.54,399.25,402.15,407.75,415.92,415.29,410.31,403.23,403.34,404.92,401.39,402.94,402.47,403.73,404.87,406.73,407.25,411.53,,,,,,,402.43,398.24,419.12,396.01,391.86,385.05,384.00,379.17,378.56,368.78,363.95,372.18,383.10,394.04,390.35,384.25,387.07,391.51,392.66,384.42,377.40,,,375.98,377.42,371.14,393.12
2000-08-14 21:50:56+00:00,L7,390.85,382.29,381.58,382.02,383.02,385.28,385.95,390.04,396.00,398.94,400.34,405.79,409.90,417.70,417.42,412.34,409.96,405.39,400.72,401.74,401.57,407.76,406.96,403.35,407.34,406.62,408.18,409.17,410.29,414.46,416.23,408.21,407.63,400.89,399.43,397.24,396.65,393.04,390.15,387.40,377.71,374.58,372.64,371.99,378.06,383.07,394.10,382.47,377.66,382.53,384.20,393.45,380.61,375.35,,369.26,368.01,380.35,372.40,395.11
2000-09-15 21:50:25+00:00,L7,381.23,379.82,371.89,373.20,379.47,377.71,383.02,383.50,390.15,394.84,393.75,400.68,406.32,408.81,404.91,404.01,405.26,403.11,400.45,397.75,395.79,396.76,397.46,395.82,399.02,400.33,402.21,401.35,403.69,402.73,408.40,404.02,398.17,393.71,392.08,387.00,383.99,381.28,378.36,378.89,370.67,366.31,365.55,360.35,364.28,372.14,385.52,374.11,370.02,369.76,381.53,384.65,375.59,365.75,369.30,369.07,354.09,374.75,379.39,396.02
2000-11-02 21:50:13+00:00,L7,,,,,,,,,,,,384.44,384.75,396.27,394.09,386.20,383.50,381.14,381.81,383.71,381.59,379.89,383.19,380.01,381.14,387.26,389.23,388.18,387.15,392.03,398.39,394.56,386.29,383.61,378.86,374.90,378.50,378.94,375.24,368.50,369.24,367.28,350.14,359.67,360.88,369.00,380.13,371.44,365.54,369.16,379.10,383.51,372.06,360.25,366.06,364.86,371.05,385.68,385.90,395.62
2000-11-11 21:44:00+00:00,L7,359.85,356.79,357.98,363.48,364.63,369.60,371.70,366.96,377.89,380.57,388.56,387.21,393.60,403.55,402.36,398.89,397.12,396.64,394.23,390.24,388.45,389.05,387.90,389.10,389.73,390.08,388.05,388.12,393.33,398.42,402.43,400.80,395.05,390.74,388.34,384.85,380.85,381.68,379.23,377.01,374.30,370.41,366.80,368.51,370.11,372.13,385.57,380.09,373.48,379.06,393.11,417.67,381.28,372.22,369.08,369.32,377.16,392.64,394.72,403.77
2000-12-04 21:50:10+00:00,L7,358.08,354.17,358.89,362.52,363.31,368.04,373.18,380.05,385.12,388.47,385.04,396.09,401.46,405.79,398.80,394.84,392.66,394.47,389.80,390.20,390.59,390.73,390.69,393.01,391.31,394.08,391.91,395.22,395.27,398.16,401.41,397.31,393.89,388.67,382.68,383.52,380.64,383.27,376.62,375.43,372.42,365.57,367.33,363.84,371.51,377.71,389.58,378.04,373.96,378.00,385.16,392.86,381.27,373.15,374.56,370.03,379.49,393.72,398.68,406.16
2000-12-20 21:50:16+00:00,L7,,,,,,,,365.59,362.63,364.73,372.22,379.81,375.59,385.16,383.15,381.78,383.13,376.86,377.40,372.35,369.32,366.32,372.48,373.51,380.57,378.44,383.75,381.79,380.65,383.13,390.80,385.99,384.16,378.08,374.39,370.64,371.10,369.31,362.30,360.79,359.48,346.47,340.90,354.94,358.63,368.13,375.32,366.34,364.97,369.18,375.58,383.41,369.32,369.25,362.47,366.38,372.65,389.89,393.84,401.09
2001-01-05 21:50:16+00:00,L7,359.08,356.56,359.33,357.39,354.95,362.37,374.52,382.05,386.03,389.11,389.05,393.81,397.15,406.22,408.07,407.65,400.72,397.73,396.28,399.39,397.39,395.15,396.10,395.96,398.20,398.90,396.38,404.66,406.33,410.83,414.60,406.24,401.02,398.59,391.40,389.21,383.51,381.37,381.04,381.09,375.36,368.98,363.93,370.21,371.49,376.76,390.19,380.44,379.26,378.78,384.09,392.30,381.54,376.17,373.41,373.32,379.70,395.37,393.51,404.34
2001-03-03 21:44:00+00:00,L7,345.01,350.88,350.31,352.63,,,,,,378.92,384.33,382.64,393.08,401.08,394.36,391.95,387.97,388.00,387.29,387.47,383.90,386.94,384.56,387.45,387.98,388.46,391.18,385.53,390.20,388.35,391.98,390.84,389.56,387.56,379.09,377.91,379.08,372.25,372.03,371.60,366.36,351.03,332.37,347.85,354.71,363.50,376.47,365.76,366.00,369.69,377.40,389.26,377.42,364.86,368.39,365.18,377.12,389.86,388.91,394.65
2001-03-10 21:50:10+00:00,L7,366.09,363.53,357.28,,,,,,,,,,401.37,405.99,397.95,397.33,395.38,394.63,394.14,387.80,383.35,389.80,390.96,390.85,393.43,393.75,393.53,395.11,399.35,399.56,400.36,399.41,393.16,390.24,387.80,385.23,383.45,378.45,388.13,404.56,,355.46,353.04,361.41,367.22,374.07,384.82,372.51,370.48,370.22,375.95,386.18,375.70,373.05,368.68,368.23,378.06,391.80,392.65,389.34
2001-04-04 21:43:43+00:00,L7,380.50,379.88,372.45,371.71,377.01,381.48,386.08,388.96,394.15,397.40,404.00,404.37,408.80,414.37,413.19,410.59,412.17,405.45,403.04,402.19,402.03,402.90,401.34,400.63,400.65,402.52,407.48,404.26,406.37,406.85,410.55,408.07,405.99,400.21,397.70,392.02,386.21,387.00,387.78,391.00,385.09,375.13,367.98,369.68,375.30,381.13,395.98,381.14,377.84,380.04,386.37,392.25,382.04,375.17,374.60,372.70,381.06,395.13,396.39,390.93
2001-04-20 21:43:46+00:00,L7,377.17,370.35,364.90,366.78,367.67,365.74,367.69,379.09,376.37,389.38,390.37,390.18,399.71,404.88,402.52,400.22,400.21,392.61,390.22,393.38,388.93,387.51,386.37,388.01,390.98,395.67,390.51,394.37,398.68,402.36,402.46,398.12,399.90,394.02,388.97,385.99,386.44,387.88,381.95,382.93,373.37,363.01,363.19,363.35,369.10,375.29,383.80,377.95,370.62,375.60,383.35,390.36,380.73,373.11,373.25,369.59,376.58,392.05,389.20,391.99
2001-06-30 21:49:12+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.82,414.51,410.27,408.34,409.60,,,,,,,,,,,,,,,,388.62,377.39,,,,376.81,390.78,383.23,393.99
2001-07-25 21:42:54+00:00,L7,98.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.69,363.34,,,370.35,389.04,383.11,393.58
2001-08-10 21:42:36+00:00,L7,370.50,374.58,364.64,363.60,368.23,369.58,374.91,383.47,382.69,380.84,380.33,393.36,401.57,404.96,395.30,394.19,387.87,391.63,389.80,390.44,389.68,388.28,396.68,388.16,384.59,387.39,387.84,391.02,383.42,388.42,,,398.00,389.94,389.77,385.59,373.17,374.89,373.01,370.54,368.84,366.32,340.43,357.31,360.92,366.91,379.25,365.92,358.24,363.50,373.19,377.32,361.12,,,189.37,,,,
2001-08-26 21:42:25+00:00,L7,372.97,377.02,367.65,373.78,378.07,379.44,380.36,384.50,385.98,390.53,392.35,397.12,402.95,407.56,414.23,402.94,399.60,400.45,396.28,393.42,396.53,395.59,392.66,396.09,397.74,399.47,400.11,400.68,403.25,406.91,409.57,408.44,399.56,395.80,394.30,390.94,386.28,383.03,382.87,377.69,372.82,369.30,367.13,367.66,377.08,378.73,391.35,374.79,374.75,377.22,383.02,388.09,376.37,372.34,373.07,371.38,378.04,395.48,393.64,405.55
2001-09-18 21:48:17+00:00,L7,384.95,378.00,363.10,368.66,371.32,368.63,373.87,375.36,378.13,384.32,390.34,396.33,403.12,404.52,402.72,398.35,390.87,395.91,394.00,389.64,390.29,388.61,389.66,388.78,387.96,392.69,394.18,395.56,395.78,395.92,399.91,391.33,390.59,390.13,388.99,382.92,381.70,378.66,379.96,373.61,363.78,358.86,360.39,353.50,362.38,372.96,384.88,374.50,,,,,,,,,,,,
2001-09-27 21:42:05+00:00,L7,383.76,376.70,375.13,372.08,376.44,378.45,379.81,381.11,383.32,392.54,397.70,398.70,407.05,413.45,409.36,403.69,404.85,400.02,400.39,395.45,396.90,395.51,391.78,393.72,399.93,396.19,401.03,404.51,406.86,406.09,410.08,405.29,401.97,400.86,394.30,390.46,387.35,387.35,386.98,381.96,377.51,370.29,368.71,362.12,372.78,385.46,395.83,380.92,375.99,380.09,386.85,394.93,381.90,375.26,374.60,373.31,383.90,404.90,408.09,423.20
2001-10-13 21:41:51+00:00,L7,386.87,379.00,374.51,374.24,378.09,383.62,390.02,386.34,393.97,403.29,400.38,401.45,408.46,410.40,414.26,408.43,407.67,398.37,397.74,398.70,396.50,398.02,400.88,401.34,404.12,406.97,406.78,409.90,409.08,411.37,413.33,408.78,402.16,397.46,398.21,393.75,391.27,389.55,388.03,383.54,376.53,373.08,371.52,363.31,377.97,385.41,393.73,380.13,376.10,379.04,385.82,394.41,382.62,378.98,376.27,375.42,385.86,406.14,409.16,423.36
2001-10-20 21:48:09+00:00,L7,363.10,358.34,356.17,360.52,351.84,355.31,354.36,362.42,369.50,364.51,376.47,373.68,377.26,385.35,391.37,386.60,376.49,371.06,375.94,374.15,381.48,374.59,375.51,377.40,381.24,381.79,382.74,381.89,386.01,386.19,393.25,384.43,380.58,382.83,380.53,376.38,374.78,373.57,369.58,355.06,355.56,353.18,313.12,337.39,344.57,360.90,367.31,368.28,358.50,360.61,371.91,380.15,364.65,361.16,358.53,365.69,373.25,393.12,395.86,403.53
2002-01-24 21:48:42+00:00,L7,368.51,361.28,360.80,366.96,373.05,377.09,380.79,382.78,387.60,391.88,392.88,396.44,404.27,411.10,405.65,404.86,398.01,396.82,395.82,398.25,398.17,397.09,394.81,396.08,399.70,399.86,402.71,402.05,401.21,398.36,401.59,400.07,395.39,394.12,393.20,386.51,385.38,379.92,376.20,371.32,369.71,366.64,358.09,359.60,364.56,383.80,400.46,386.96,381.09,379.33,387.99,391.35,381.96,373.10,372.75,374.03,385.82,418.95,412.18,408.58
2002-02-09 21:48:45+00:00,L7,366.07,359.68,356.44,361.52,366.77,368.24,374.39,375.23,381.96,386.46,387.11,392.61,396.69,403.31,398.57,392.32,393.69,394.00,388.05,391.16,387.64,389.58,387.00,389.49,391.47,394.15,393.41,396.59,392.82,396.77,399.86,395.01,390.68,391.29,391.02,388.42,384.09,379.05,373.89,369.54,368.60,364.87,359.72,357.37,367.77,375.25,389.01,376.47,373.80,376.73,383.12,389.89,377.07,370.77,371.54,370.88,385.86,407.08,408.76,406.30
2002-02-18 21:42:30+00:00,L7,365.23,366.56,360.80,366.11,362.96,366.21,373.19,374.64,377.21,378.83,385.04,388.80,388.02,395.54,395.31,394.17,390.37,389.14,384.24,382.03,380.57,382.54,385.87,387.09,387.13,386.36,392.56,388.63,389.53,391.21,392.68,392.05,385.78,384.16,382.29,376.21,376.66,374.24,371.94,364.09,361.62,356.16,356.30,358.13,361.51,366.57,388.87,380.80,372.93,375.00,382.31,393.08,370.37,366.16,374.77,373.72,390.14,418.04,411.21,407.03
2002-02-25 21:48:47+00:00,L7,367.77,364.02,363.58,367.43,368.41,367.17,371.86,376.72,386.78,392.27,391.50,395.40,394.75,403.08,408.14,405.93,402.19,398.45,398.25,394.83,392.58,397.40,388.54,390.04,397.27,399.16,403.00,399.66,400.28,400.74,403.64,402.61,403.51,398.01,393.49,388.30,383.03,381.11,377.27,377.88,369.16,365.49,365.09,361.17,365.27,381.94,393.88,382.86,379.67,379.84,386.53,392.32,377.38,373.86,372.78,374.24,383.94,407.88,409.58,408.69
2002-03-22 21:42:28+00:00,L7,372.43,371.61,365.93,371.58,377.85,375.99,380.88,384.24,389.90,389.63,394.62,396.71,405.86,409.55,407.57,407.30,397.48,400.85,396.55,396.14,392.16,394.19,394.09,394.86,398.39,394.77,399.05,403.62,405.91,408.63,409.43,400.10,399.37,394.85,390.22,391.00,387.33,384.84,381.76,370.85,370.98,374.07,368.25,364.56,371.38,380.08,399.82,389.94,382.63,384.54,391.40,394.54,382.33,370.68,373.49,371.89,386.14,414.27,407.41,407.27
2002-04-07 21:42:28+00:00,L7,369.62,366.63,362.59,363.26,370.88,374.92,376.86,380.37,381.17,384.01,386.09,389.58,397.63,403.85,400.81,396.71,396.07,393.54,400.52,397.69,389.52,387.65,387.27,390.26,393.11,397.63,401.07,398.56,399.12,402.76,401.82,397.36,398.41,395.16,390.05,387.17,384.38,381.17,380.96,372.38,367.32,364.85,361.61,354.83,367.39,372.87,390.78,379.52,374.50,377.43,383.31,389.58,379.52,368.63,369.76,370.42,380.74,404.23,403.90,400.40
2002-04-14 21:48:38+00:00,L7,369.14,364.83,362.28,367.37,367.87,367.86,373.93,378.21,376.24,382.78,389.48,393.50,388.21,399.67,396.23,395.02,390.89,388.77,391.71,387.17,387.23,389.11,387.71,390.39,392.51,389.70,390.48,392.70,394.50,397.96,399.74,394.85,391.49,387.38,384.44,381.64,375.85,372.48,371.80,372.96,365.62,353.21,353.89,343.87,359.58,368.34,383.23,377.87,372.57,373.18,381.36,386.97,371.20,363.47,370.40,367.46,382.80,400.85,403.04,402.84
2002-05-16 21:48:34+00:00,L7,,381.89,372.44,376.29,377.87,376.68,379.15,384.01,389.50,391.27,394.25,399.97,404.38,411.83,409.74,403.77,400.36,399.26,398.10,397.22,395.27,392.45,394.71,396.53,397.44,400.00,403.10,402.23,406.15,408.24,407.49,404.48,399.88,395.77,393.31,391.86,386.60,387.80,382.59,379.51,373.81,361.54,359.56,353.91,358.50,372.21,388.56,380.00,380.11,380.82,383.18,390.46,379.29,374.72,,,382.07,402.78,403.11,402.10
2002-06-01 21:48:28+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.66,381.88,374.18,,373.83,381.17,397.63,398.62,403.04
2002-07-19 21:48:09+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,400.55,402.74,407.44,408.87,408.64,401.19,397.29,391.75,391.26,388.96,,,,,,,,,,,,,,,,,,143.60,,374.51,382.89,405.09,405.22,404.09
2002-08-20 21:47:58+00:00,L7,370.67,364.12,364.67,370.09,374.64,380.65,384.85,385.38,390.83,398.14,401.73,403.31,413.38,417.96,414.79,414.00,411.17,407.15,408.49,406.38,405.48,404.07,403.15,404.57,403.33,405.10,406.53,409.36,409.41,411.25,416.24,408.63,405.02,400.96,399.34,395.70,393.01,395.40,392.27,388.03,384.93,381.49,379.20,376.52,380.81,385.47,397.92,389.59,387.36,386.42,400.10,401.85,387.17,379.91,377.69,382.17,386.28,410.63,408.85,403.32
2002-08-29 21:41:39+00:00,L7,362.62,353.84,353.43,362.91,365.28,371.18,375.86,382.07,388.14,393.19,400.52,400.89,408.88,415.70,414.35,411.29,408.70,404.67,403.78,401.54,403.84,402.66,403.20,404.36,405.61,407.33,405.66,407.34,410.45,411.90,411.01,408.11,405.36,399.19,399.30,398.77,397.13,395.54,390.15,392.70,387.21,381.59,378.32,377.83,380.41,386.44,397.18,387.84,385.51,388.29,398.64,403.72,386.97,381.39,377.48,375.91,390.46,408.82,408.00,405.31
2002-09-14 21:41:31+00:00,L7,364.80,356.92,356.87,366.25,370.83,374.12,379.89,382.09,390.48,392.91,400.63,405.34,404.88,413.90,412.79,406.79,403.17,403.19,400.03,399.92,399.93,394.57,394.61,390.79,389.22,389.51,393.70,394.71,401.54,402.08,402.36,405.48,422.97,418.65,,,408.97,416.44,436.21,491.25,,638.06,,,,,411.04,418.15,,,,,,,,,,,590.44,
2002-10-23 21:47:39+00:00,L7,337.05,334.71,329.84,341.13,349.41,353.64,361.00,362.74,373.04,373.61,377.59,380.70,388.71,393.89,399.18,397.31,397.51,397.23,393.24,390.66,387.56,386.72,387.10,388.39,389.18,390.12,390.80,387.15,390.22,394.58,398.86,394.47,396.94,387.39,387.63,384.27,378.99,380.92,379.31,377.15,374.65,373.43,373.04,371.35,377.75,384.22,395.30,383.79,378.69,378.62,384.15,393.97,382.35,373.88,376.97,380.02,390.07,414.66,410.00,406.64
2002-11-08 21:47:44+00:00,L7,329.54,325.08,321.73,333.82,339.28,341.59,347.93,351.88,362.50,365.66,367.07,377.08,381.08,385.74,391.01,386.89,382.28,381.88,381.03,379.53,381.00,380.81,377.97,380.25,382.65,382.90,386.68,383.36,385.80,392.08,387.56,381.42,380.72,379.49,378.95,377.37,376.59,372.08,371.50,368.32,360.52,361.35,363.80,361.10,370.11,374.65,386.66,378.54,371.67,375.61,385.55,389.83,380.87,,,378.77,386.21,413.28,408.96,404.58
2002-11-17 21:41:42+00:00,L7,335.78,320.92,324.69,337.28,342.32,349.14,349.64,360.83,366.72,368.65,378.66,383.54,389.07,400.74,392.73,391.64,389.18,394.81,393.12,387.61,382.87,384.22,390.54,384.42,383.56,391.47,392.35,392.21,391.24,384.31,393.04,402.60,404.21,399.90,385.73,385.12,380.63,384.07,380.13,375.27,368.24,363.00,363.92,365.80,374.00,379.08,392.86,384.33,379.93,383.12,392.91,396.31,385.10,378.29,378.51,380.35,387.69,415.06,411.70,408.72
2003-01-11 21:48:14+00:00,L7,332.96,332.16,327.32,332.41,339.58,342.41,350.13,354.27,366.28,370.71,377.73,379.20,384.09,392.84,394.91,393.11,383.22,382.79,384.40,380.79,378.67,381.05,380.87,382.13,383.74,379.72,384.22,387.48,390.65,386.43,391.42,387.02,383.12,384.65,381.50,377.46,377.21,374.43,377.67,370.84,367.19,363.11,358.21,361.41,366.64,373.40,391.93,384.23,378.39,379.00,389.86,395.29,384.63,377.77,376.88,387.26,396.33,419.01,411.78,408.74
2003-02-12 21:48:32+00:00,L7,330.80,330.27,328.51,336.34,342.04,347.58,349.98,352.54,361.61,367.73,375.93,378.59,376.25,386.23,390.07,383.17,383.55,384.49,379.71,379.20,369.93,368.77,375.42,380.15,387.50,373.72,384.51,387.36,382.14,386.68,386.92,380.18,377.09,378.58,381.31,375.35,368.21,353.50,346.92,350.22,331.89,319.96,262.64,295.85,,265.39,,,,,,,,,,,,,,401.68
2003-02-21 21:42:20+00:00,L7,344.70,337.53,330.56,337.39,341.53,350.96,355.69,357.54,366.28,372.16,377.51,381.26,388.24,392.66,393.31,394.04,391.58,388.81,386.07,387.68,384.17,384.88,382.78,386.91,388.02,385.44,391.71,393.34,395.12,394.93,389.18,384.85,392.87,389.45,386.18,375.45,377.39,378.79,381.16,379.33,370.37,369.41,365.92,362.61,368.95,377.28,386.37,382.17,376.58,379.19,392.01,394.19,382.44,373.81,376.36,381.13,393.36,415.80,409.00,403.34
