dates,nzd0506-0000,nzd0506-0001,nzd0506-0002,nzd0506-0003,nzd0506-0004,nzd0506-0005,nzd0506-0006,nzd0506-0007,nzd0506-0008,nzd0506-0009,nzd0506-0010,nzd0506-0011,nzd0506-0012,nzd0506-0013,nzd0506-0014,nzd0506-0015,nzd0506-0016,nzd0506-0017,nzd0506-0018,nzd0506-0019,nzd0506-0020,nzd0506-0021,nzd0506-0022,nzd0506-0023,nzd0506-0024,nzd0506-0025,nzd0506-0026,nzd0506-0027,nzd0506-0028,nzd0506-0029,nzd0506-0030,nzd0506-0031,nzd0506-0032,nzd0506-0033,nzd0506-0034,nzd0506-0035,nzd0506-0036,nzd0506-0037,nzd0506-0038,nzd0506-0039,nzd0506-0040,nzd0506-0041,nzd0506-0042,nzd0506-0043,nzd0506-0044,nzd0506-0045,nzd0506-0046,satname
2004-07-06 22:03:36+00:00,,301.20,291.06,315.43,341.82,316.42,327.03,331.43,335.82,339.33,339.61,333.24,332.01,333.71,331.33,331.81,333.83,332.60,336.07,333.46,337.59,340.85,340.17,344.51,342.01,344.56,345.74,345.76,351.42,350.38,350.65,354.86,363.18,361.53,355.20,360.81,358.92,360.24,358.09,355.93,354.78,355.47,354.85,360.73,362.79,359.64,364.14,L7
2004-08-15 21:57:37+00:00,,304.62,295.68,314.93,331.74,314.37,320.81,322.19,328.23,332.05,333.59,330.35,330.42,331.24,330.15,329.66,331.27,330.41,330.65,330.27,330.51,334.81,336.34,343.13,339.92,342.78,342.22,342.88,347.88,346.54,347.34,353.22,359.04,357.17,352.50,357.93,356.18,359.45,355.87,354.52,353.13,351.50,350.13,356.28,361.50,357.34,361.01,L5
2004-09-08 22:03:17+00:00,300.36,310.07,299.43,312.91,331.74,314.37,315.47,317.95,324.26,329.94,331.26,328.98,329.33,329.87,329.21,328.23,330.14,329.33,330.65,330.27,330.70,334.11,336.25,341.64,338.63,342.79,342.64,343.79,348.95,347.68,348.31,352.17,359.04,357.17,355.01,356.30,355.88,358.74,356.13,354.22,351.00,351.38,351.72,357.62,362.30,362.46,370.45,L7
2004-09-24 22:03:12+00:00,300.36,310.15,300.34,310.45,325.29,311.59,312.28,314.79,321.45,326.49,328.85,325.48,326.55,329.87,329.21,326.48,327.44,327.69,326.42,328.13,327.68,331.92,335.30,339.92,337.63,341.21,341.54,342.21,348.95,347.91,348.30,351.42,355.69,354.22,352.96,352.65,355.04,357.12,356.43,353.51,349.55,351.08,352.78,357.62,364.00,364.75,375.94,L7
2004-10-10 22:03:07+00:00,305.40,310.15,300.34,309.72,322.28,310.44,311.22,313.27,320.29,325.08,326.95,323.80,324.87,327.90,327.13,325.29,327.44,326.52,324.99,326.51,326.69,330.70,334.64,339.03,337.05,340.16,340.64,341.84,348.31,347.91,348.30,349.89,353.30,351.21,350.81,349.18,353.33,355.05,355.90,352.28,348.86,351.21,354.66,360.10,365.99,364.75,378.32,L7
2004-10-18 21:59:11+00:00,311.63,313.71,304.15,311.44,321.86,312.06,312.95,314.94,321.30,325.04,326.69,323.60,324.52,327.05,326.78,325.62,329.14,328.38,327.12,328.10,327.87,332.13,335.41,339.11,337.48,340.33,341.07,342.38,348.75,348.62,349.63,350.79,353.80,351.37,350.95,348.68,352.52,354.42,356.16,352.50,349.68,352.43,356.42,362.36,368.22,369.37,381.83,L5
2005-01-14 22:04:00+00:00,313.32,316.87,313.51,309.23,306.92,308.66,307.32,308.34,312.60,316.88,319.53,318.20,319.80,322.45,323.08,321.53,324.23,324.07,320.51,321.51,323.98,328.64,330.82,335.33,334.53,337.83,337.53,340.08,345.46,346.41,346.39,346.25,346.21,343.87,346.18,343.83,347.04,349.07,353.12,349.21,346.78,350.37,357.11,362.82,370.00,373.66,390.14,L7
2005-01-22 22:00:50+00:00,313.32,323.16,319.59,314.33,314.06,316.18,314.86,316.03,318.52,323.08,325.41,323.79,325.54,328.51,327.37,323.71,328.17,327.42,326.61,327.66,328.59,333.29,335.31,339.97,334.53,337.83,337.53,340.08,345.46,346.41,346.39,346.25,346.21,343.87,346.18,343.83,347.04,349.07,353.12,349.21,346.78,350.37,357.11,362.82,370.00,373.66,390.14,L5
2005-02-07 22:01:03+00:00,320.14,322.58,320.57,316.36,315.42,317.88,317.75,320.33,322.35,327.18,329.27,327.22,327.76,329.63,325.93,323.02,327.86,326.42,325.93,326.45,328.37,334.86,336.53,341.36,337.12,340.06,339.50,341.14,343.16,343.14,343.31,344.05,345.52,342.59,345.73,347.81,349.41,351.93,354.84,351.19,346.78,350.37,357.11,362.82,370.00,373.66,390.14,L5
2005-03-03 22:04:17+00:00,317.76,324.35,322.56,316.79,317.75,319.58,318.89,323.12,325.49,330.35,331.40,328.71,328.65,329.87,325.02,322.12,326.06,326.79,326.94,326.24,329.41,335.43,337.87,340.31,337.26,340.07,340.98,342.34,345.01,345.47,345.51,343.61,344.47,342.02,345.90,345.08,349.75,350.61,355.84,351.73,348.12,354.43,364.56,370.25,372.84,380.81,400.31,L7
2005-04-04 22:04:14+00:00,319.35,328.20,327.38,322.28,321.44,321.64,326.64,330.89,329.09,333.25,333.49,332.16,330.94,330.21,324.98,322.73,327.47,327.36,328.72,326.18,331.81,338.56,338.47,342.04,338.59,340.31,341.20,343.45,344.71,344.26,344.31,341.97,344.93,343.59,345.93,345.26,350.35,350.91,356.40,352.96,353.17,358.74,369.17,373.28,376.47,384.50,401.93,L7
2005-04-20 22:04:08+00:00,320.39,326.82,325.13,322.94,321.87,321.10,326.37,330.57,328.12,333.45,334.41,337.84,335.94,330.06,324.38,320.59,323.66,323.49,326.42,323.94,330.69,335.88,336.43,341.12,337.35,341.62,341.99,341.95,341.96,340.54,340.54,338.42,342.82,343.76,346.15,348.51,351.39,353.04,359.50,356.71,355.22,360.26,370.02,370.84,372.88,378.64,402.93,L7
2005-05-14 22:01:54+00:00,320.39,323.42,323.61,320.33,319.20,318.28,321.45,326.28,325.42,332.04,331.64,335.71,334.16,329.68,323.19,319.75,322.75,322.61,324.90,323.07,328.48,333.52,335.08,340.13,335.81,340.15,341.50,341.93,340.90,341.62,340.77,339.44,344.39,343.67,347.19,349.44,351.87,352.92,359.38,356.71,355.22,360.26,370.02,370.84,372.88,378.64,402.93,L5
2005-06-07 22:04:06+00:00,320.39,323.42,323.09,321.66,319.01,318.14,321.34,325.55,325.58,331.83,331.64,335.71,333.10,328.79,323.63,320.65,324.40,324.45,326.22,324.12,328.22,332.69,335.36,341.15,335.81,340.15,344.27,344.43,343.14,343.16,341.04,343.66,350.27,347.49,348.68,352.70,352.93,354.40,358.33,356.71,357.10,359.50,365.32,366.53,371.00,374.86,402.93,L7
2005-07-09 22:04:02+00:00,320.39,323.42,321.62,321.66,319.01,318.59,321.90,325.26,325.99,332.03,332.34,335.38,332.71,328.16,323.84,321.62,324.79,324.45,326.22,326.56,330.24,333.66,336.79,341.69,337.18,343.29,347.06,346.82,345.94,345.56,343.11,343.66,352.29,349.21,349.11,353.17,352.82,354.98,357.82,355.87,356.37,358.22,362.32,363.38,369.69,374.08,402.93,L7
2005-07-25 22:04:01+00:00,323.13,319.08,318.28,318.05,312.32,315.05,316.78,316.07,321.92,326.71,327.34,331.15,327.80,322.16,319.33,317.86,320.75,319.89,320.51,324.20,326.68,328.64,333.83,339.16,336.28,342.82,348.71,347.23,346.79,346.59,344.76,346.87,355.78,351.35,351.11,352.79,354.25,357.15,359.83,356.95,355.63,359.38,363.61,363.79,368.26,376.53,406.31,L7
2005-08-26 22:03:51+00:00,315.04,318.61,317.12,312.74,309.14,310.14,308.97,308.37,315.94,320.18,320.63,324.21,323.47,319.56,318.08,317.29,319.99,319.98,319.54,324.33,325.65,325.75,332.47,336.63,333.89,340.41,348.02,346.70,349.59,350.93,347.16,349.54,357.77,353.97,352.96,348.97,352.87,353.66,356.58,352.40,352.59,356.49,361.06,361.23,364.62,376.53,406.31,L7
2005-10-05 22:02:41+00:00,325.59,314.61,313.61,311.91,305.48,305.89,305.87,304.78,311.44,314.86,315.18,318.68,317.82,314.43,314.54,315.05,319.70,317.53,317.26,324.56,324.72,325.17,331.04,336.27,333.67,341.28,348.33,346.75,348.44,349.96,345.87,352.69,359.02,354.86,352.23,352.02,351.84,354.01,354.32,348.07,346.27,345.72,345.55,348.47,355.34,363.22,396.62,L5
2006-01-01 22:04:22+00:00,336.62,319.38,314.92,313.54,303.80,307.34,303.71,301.00,309.96,310.95,314.94,315.55,312.43,308.67,311.67,313.06,316.12,312.70,314.50,327.86,327.69,326.88,334.77,339.27,337.60,343.22,346.44,347.05,350.29,350.75,346.61,353.77,359.48,355.96,352.71,351.04,351.14,353.78,348.77,343.89,341.99,342.84,337.43,344.05,349.38,360.90,392.14,L7
2006-03-14 22:05:42+00:00,343.00,323.97,322.07,325.22,309.24,310.96,312.29,320.32,320.57,321.70,318.31,319.01,313.04,307.95,314.65,314.54,319.96,320.56,321.68,325.16,326.51,331.64,340.61,346.44,344.91,346.98,345.25,349.42,348.83,343.05,343.33,354.85,362.94,357.99,357.01,368.63,362.97,362.66,354.17,347.74,347.43,340.74,334.37,337.46,346.73,336.84,,L5
2006-04-15 22:06:18+00:00,353.02,334.99,333.44,336.14,320.85,323.69,334.73,345.44,339.35,340.43,333.54,329.86,323.43,317.79,324.67,324.33,330.84,331.33,333.02,335.29,336.63,348.19,351.37,356.98,353.27,356.23,356.00,357.70,357.09,350.76,350.20,360.63,371.22,369.45,366.88,386.30,378.46,371.77,360.32,356.65,362.13,365.00,355.45,353.12,355.28,338.42,356.26,L5
2006-06-26 22:04:32+00:00,353.02,334.99,333.44,332.05,320.85,323.69,329.01,335.17,332.50,334.94,329.16,328.68,322.93,318.70,325.68,326.44,333.07,331.66,333.02,335.29,333.06,340.88,346.74,352.43,349.93,354.10,354.64,357.53,357.63,351.06,351.94,362.97,373.16,369.45,368.26,385.71,378.56,374.66,366.13,363.15,367.05,364.27,353.78,353.12,355.28,338.42,356.26,L7
2006-07-12 22:04:25+00:00,350.19,338.90,337.40,324.10,324.59,328.46,329.01,325.47,328.81,332.50,326.43,326.56,321.43,319.42,325.75,326.39,333.33,329.94,329.43,338.01,334.29,333.46,340.94,347.66,346.60,352.22,353.97,356.85,356.10,349.15,352.87,363.51,372.67,375.73,373.54,382.58,375.76,379.11,371.38,368.75,371.69,359.56,348.56,347.82,356.43,339.39,340.01,L7
2006-08-05 22:07:55+00:00,350.19,338.90,337.40,324.10,324.59,328.46,329.01,325.47,328.81,332.50,326.43,326.56,321.43,319.42,325.75,326.39,333.33,329.94,329.43,338.01,334.29,323.35,340.94,347.66,346.60,352.22,353.97,356.85,356.10,349.15,352.87,363.51,372.67,375.73,373.54,382.58,375.76,379.11,371.38,368.75,371.69,359.56,348.56,347.82,356.43,339.39,340.01,L5
2006-08-21 22:08:07+00:00,350.19,347.10,336.94,324.10,324.59,328.46,329.01,325.47,328.81,332.50,326.43,326.56,321.43,319.42,325.75,326.39,332.13,329.94,329.43,338.01,336.75,326.12,340.94,347.66,346.60,352.22,353.97,356.85,356.10,349.15,352.87,363.51,364.79,367.12,375.14,379.75,375.45,379.11,375.20,364.36,367.90,361.15,350.53,352.64,362.80,339.39,340.01,L5
2006-11-25 22:09:07+00:00,,340.26,326.79,311.08,317.91,317.02,317.30,308.42,305.27,309.86,307.88,311.95,310.15,312.52,319.42,326.03,331.03,329.29,327.02,346.95,337.60,321.64,329.42,336.27,337.16,342.35,343.97,347.57,348.08,347.29,352.35,360.31,357.92,354.51,368.71,375.39,373.44,380.08,381.58,365.26,364.81,358.58,347.25,352.16,370.31,341.35,323.77,L5
2007-05-12 22:04:59+00:00,,332.54,339.67,331.80,337.31,328.55,325.32,323.79,319.94,319.79,319.01,309.73,318.79,319.11,322.55,329.59,335.12,336.77,338.05,336.12,339.49,340.40,338.62,340.11,342.21,342.85,346.68,348.50,355.63,362.38,361.50,358.18,359.52,354.62,355.24,349.89,353.50,352.09,362.79,,,365.98,373.15,377.18,380.39,,,L7
2007-07-15 22:04:48+00:00,,344.33,363.36,355.88,349.94,337.44,335.53,336.00,332.53,330.75,325.72,314.99,317.82,326.14,320.66,317.70,324.96,319.02,323.88,318.66,324.63,326.08,331.65,335.06,335.49,318.41,337.09,352.68,346.72,342.70,341.98,344.88,352.90,345.75,346.36,350.40,351.16,353.40,354.77,348.11,350.42,365.98,373.15,362.11,372.97,,,L7
2007-09-01 22:04:31+00:00,,344.33,352.98,349.49,345.84,335.78,333.86,332.98,328.68,327.40,321.80,311.19,311.40,313.57,320.66,317.70,316.27,311.27,315.84,312.24,316.23,318.52,322.17,326.33,327.39,315.85,327.80,332.64,346.72,342.70,335.09,338.98,345.90,340.47,340.65,343.77,345.84,346.63,346.01,338.39,337.96,347.13,349.65,362.11,366.53,372.81,394.60,L7
2007-09-16 22:13:52+00:00,,344.33,352.98,349.49,345.84,335.78,333.86,332.98,324.23,322.31,318.94,305.54,306.97,304.14,309.19,317.70,316.27,311.27,315.84,312.24,316.23,318.52,313.96,317.18,319.65,310.37,320.28,321.75,333.80,342.70,335.09,338.98,345.90,340.47,340.65,343.77,336.04,336.53,337.71,328.31,327.73,332.51,336.15,350.59,366.53,372.81,394.60,L5
2007-11-04 22:04:37+00:00,338.60,349.73,354.77,349.19,345.89,336.29,332.65,331.49,325.17,323.30,320.70,309.33,310.24,307.71,310.82,315.77,314.09,311.13,313.32,311.11,313.40,314.30,312.66,315.37,318.66,310.98,318.66,318.84,328.46,332.99,330.52,334.20,339.04,338.14,335.19,335.06,332.87,332.82,334.75,325.16,325.26,331.00,337.68,351.32,364.89,373.88,394.84,L7
2008-04-12 22:04:44+00:00,338.60,351.93,355.61,340.75,340.21,331.69,328.66,327.24,330.49,330.16,329.97,324.43,324.96,318.42,315.70,318.13,314.19,318.51,313.24,316.53,312.51,311.97,316.45,314.84,322.84,319.88,319.26,310.11,312.44,328.01,329.85,326.19,320.92,332.19,328.86,320.81,330.10,330.36,334.69,331.19,326.34,329.53,342.26,353.52,368.38,384.63,402.28,L7
2008-05-14 22:04:36+00:00,,360.25,358.92,333.19,334.36,339.25,333.90,331.41,334.38,334.67,335.91,330.76,326.60,,,324.36,320.81,326.30,320.71,325.33,312.90,314.99,316.74,318.65,331.01,326.95,326.35,,,342.46,342.88,332.50,323.36,333.26,340.38,332.68,340.03,342.71,344.88,340.98,334.83,337.93,352.26,347.30,362.17,381.22,401.79,L7
2008-06-15 22:04:20+00:00,,360.25,358.92,333.19,334.36,339.25,333.90,331.41,334.38,334.67,335.91,330.76,326.60,,,324.36,320.81,326.30,332.64,325.33,312.90,325.78,316.74,327.10,331.01,323.73,311.67,,,342.46,342.88,350.34,343.71,344.94,343.72,332.68,340.03,342.71,344.88,340.98,334.83,337.93,352.26,347.30,362.17,376.30,410.67,L7
2008-08-18 22:03:44+00:00,,347.32,350.05,332.32,324.80,329.34,326.14,322.44,323.71,322.57,323.55,317.56,326.60,295.15,308.84,314.35,318.89,321.48,328.45,323.60,315.08,324.85,317.56,326.15,324.87,323.73,311.67,327.16,325.24,328.67,328.72,342.72,339.78,339.60,338.74,336.22,334.32,334.35,335.86,334.15,334.83,337.93,352.26,330.58,356.78,367.72,410.67,L7
2009-01-17 21:59:44+00:00,,321.44,332.30,331.46,315.23,309.51,310.63,304.48,302.35,298.36,298.81,291.16,,295.15,308.84,314.17,319.85,318.77,322.31,324.33,325.80,325.02,325.85,329.30,328.24,336.10,335.61,331.07,333.18,329.88,326.44,329.26,333.77,330.90,326.97,329.56,328.19,331.35,330.24,330.37,,,,313.85,345.98,341.99,,L5
2009-03-30 22:04:52+00:00,334.02,328.22,,329.50,329.99,331.17,333.69,333.83,332.97,336.69,333.53,329.58,325.40,323.04,323.19,322.93,322.73,320.90,329.20,332.74,336.63,334.52,338.37,339.26,339.58,338.62,335.34,336.90,340.53,339.78,338.33,331.04,341.43,339.85,339.01,333.61,336.74,341.06,344.69,340.69,347.81,344.74,,,,,,L7
2009-05-01 22:05:01+00:00,334.02,329.92,335.97,326.61,331.44,329.67,329.12,330.49,332.82,333.43,332.50,327.42,326.17,323.37,320.01,322.31,320.56,323.10,326.21,329.52,333.49,333.41,337.08,336.83,336.46,335.18,332.10,335.20,339.38,342.14,346.47,340.62,343.86,342.87,342.01,334.13,340.96,342.08,344.81,340.33,343.13,343.46,352.09,354.98,343.25,362.82,388.75,L7
2009-08-05 22:04:48+00:00,334.02,330.58,339.64,332.86,331.44,329.67,327.76,327.09,325.75,326.36,326.54,322.63,320.72,320.72,320.50,323.34,323.90,325.95,327.02,330.89,331.51,333.84,336.09,336.42,330.60,328.51,326.87,332.06,333.90,333.07,339.30,345.06,347.98,344.25,345.22,344.38,346.61,344.48,345.17,340.43,343.92,343.29,348.89,357.18,349.44,362.82,388.75,L7
2010-02-13 22:06:30+00:00,,,,,353.00,341.82,331.01,337.83,331.69,334.39,338.39,340.50,329.37,321.09,326.45,327.61,330.03,331.29,337.18,336.42,340.95,341.86,350.45,356.85,348.91,347.27,343.95,338.28,334.04,327.46,331.90,343.12,356.08,348.07,340.99,349.38,342.21,345.73,336.58,330.11,329.82,322.73,319.89,322.71,339.30,355.71,,L7
2010-03-01 22:06:39+00:00,352.50,333.96,333.20,342.83,335.57,328.94,324.12,327.61,322.90,326.44,333.36,337.81,326.42,317.25,324.03,325.46,331.42,334.37,336.57,333.74,340.45,339.18,352.58,352.07,344.37,347.26,350.65,343.11,343.46,338.47,337.99,346.88,356.62,344.87,337.52,351.89,347.38,348.23,334.05,328.35,329.64,318.95,311.27,329.65,345.62,369.19,415.87,L7
2010-05-04 22:06:46+00:00,352.50,338.83,339.86,334.75,335.57,328.94,322.80,325.56,323.10,326.82,332.87,336.65,329.79,323.26,325.86,326.53,330.65,331.55,336.57,333.36,339.07,340.83,350.33,350.85,347.03,348.24,351.60,346.36,350.01,347.81,348.07,352.78,356.62,344.87,342.73,351.09,346.76,345.96,336.22,333.41,332.65,327.65,321.89,336.39,346.47,367.90,404.50,L7
