dates,satname,nzd0506-0000,nzd0506-0001,nzd0506-0002,nzd0506-0003,nzd0506-0004,nzd0506-0005,nzd0506-0006,nzd0506-0007,nzd0506-0008,nzd0506-0009,nzd0506-0010,nzd0506-0011,nzd0506-0012,nzd0506-0013,nzd0506-0014,nzd0506-0015,nzd0506-0016,nzd0506-0017,nzd0506-0018,nzd0506-0019,nzd0506-0020,nzd0506-0021,nzd0506-0022,nzd0506-0023,nzd0506-0024,nzd0506-0025,nzd0506-0026,nzd0506-0027,nzd0506-0028,nzd0506-0029,nzd0506-0030,nzd0506-0031,nzd0506-0032,nzd0506-0033,nzd0506-0034,nzd0506-0035,nzd0506-0036,nzd0506-0037,nzd0506-0038,nzd0506-0039,nzd0506-0040,nzd0506-0041,nzd0506-0042,nzd0506-0043,nzd0506-0044,nzd0506-0045,nzd0506-0046
2001-08-15 22:03:26+00:00,L7,199.88,324.00,324.32,317.18,308.26,299.85,295.89,291.49,291.74,290.28,297.70,295.68,291.41,294.74,292.10,295.17,297.42,300.95,297.65,305.68,304.39,310.53,312.56,313.76,319.34,323.02,318.04,318.46,319.95,322.82,325.17,328.75,333.62,332.81,329.91,326.45,333.10,334.43,333.85,338.18,336.46,336.61,332.16,337.67,345.41,357.27,383.20
2002-04-12 22:03:25+00:00,L7,268.35,307.27,302.43,302.76,306.29,302.86,305.90,310.44,314.65,317.44,324.27,323.67,319.68,322.69,324.70,332.76,333.33,337.91,336.41,342.19,345.94,351.15,354.82,354.16,352.08,352.41,352.28,357.80,359.13,356.80,355.72,352.91,355.18,350.74,352.19,355.35,359.33,369.99,365.85,360.39,359.94,364.30,365.58,375.72,387.23,399.38,552.65
2002-05-30 22:03:13+00:00,L7,152.84,,276.69,295.05,281.97,,282.33,282.64,286.92,284.39,286.07,285.23,288.65,291.64,293.42,301.96,301.85,303.59,301.39,306.27,311.42,310.87,313.23,317.77,318.63,327.07,327.86,320.93,326.42,327.78,335.51,337.51,345.82,345.48,339.23,347.45,346.43,346.53,343.62,344.51,353.83,350.12,358.51,368.27,379.26,389.68,421.24
2002-06-15 22:03:07+00:00,L7,183.06,,268.37,299.90,300.73,296.88,293.17,293.52,289.60,293.60,291.93,296.91,295.31,296.29,298.03,304.91,304.86,311.41,302.71,312.19,306.93,310.55,310.23,316.18,315.46,315.04,308.94,313.98,321.10,329.34,329.40,334.75,337.87,340.33,334.96,335.85,335.67,336.36,332.83,336.49,334.35,340.22,347.99,359.44,365.21,377.78,395.13
2002-08-18 22:02:45+00:00,L7,232.42,285.70,292.02,289.09,293.30,283.45,280.50,281.17,288.38,288.27,290.70,289.62,286.07,290.56,288.22,288.38,287.67,290.24,294.80,297.67,299.08,302.10,307.05,312.13,311.34,301.58,303.10,304.71,312.83,312.63,320.00,320.21,316.63,319.33,312.31,313.27,308.50,311.43,315.07,314.48,317.90,323.18,330.65,337.14,349.12,360.12,381.99
2003-03-14 22:03:20+00:00,L7,297.68,299.68,303.38,294.33,299.57,287.98,290.16,287.45,288.30,285.57,287.30,288.99,285.07,286.55,288.60,277.72,289.66,284.20,298.67,306.53,306.13,317.84,327.00,327.77,325.42,328.15,334.71,339.61,335.86,343.48,338.84,344.77,341.45,344.56,347.39,338.83,341.18,340.31,340.91,343.48,336.08,340.64,333.90,336.88,334.10,349.00,378.10
2003-08-05 22:02:59+00:00,L7,,,,,,,,,,,,497.64,,,,,,,,,,311.72,,,,,,,,364.33,351.26,295.75,515.42,561.14,581.27,575.83,310.93,372.48,349.00,331.29,331.00,,,,,,
2003-09-30 21:52:18+00:00,L5,,,289.13,283.36,280.99,280.02,277.99,280.86,286.54,291.82,300.56,300.39,300.98,299.21,305.36,301.53,301.71,298.58,301.34,307.03,309.89,310.63,314.52,317.49,315.65,319.08,322.68,324.07,326.97,321.27,320.52,319.36,329.57,329.20,329.73,329.93,333.17,335.07,329.89,323.95,319.86,312.70,315.81,306.83,307.40,314.78,344.01
2003-12-11 22:03:21+00:00,L7,,321.50,306.93,306.80,306.15,310.72,307.16,314.30,321.37,327.21,336.64,343.54,348.95,352.96,,,352.73,347.46,341.02,344.33,340.20,347.41,353.68,358.73,362.43,359.92,359.24,358.17,,,361.45,364.73,372.46,367.36,363.94,358.93,360.48,366.62,362.89,358.16,357.55,349.37,345.94,,,369.20,369.03
2004-04-25 21:54:35+00:00,L5,,,,625.28,370.35,370.67,,,,,,,,,,,,,,,,498.56,,,,,,,,466.76,559.74,623.47,,,,,,,449.62,634.85,526.12,597.37,,,,603.82,463.08
2004-05-03 22:03:47+00:00,L7,200.02,316.20,319.70,312.32,,318.74,328.96,330.73,339.68,344.95,339.69,331.84,333.19,336.54,329.33,328.51,334.11,340.70,,345.15,343.84,347.47,347.51,348.31,356.98,360.08,356.68,350.17,352.85,354.97,355.67,362.94,,,363.98,362.11,360.87,365.90,361.11,365.03,365.96,369.45,366.54,367.30,371.33,373.20,375.48
2004-06-12 21:55:59+00:00,L5,,,269.33,326.70,329.31,325.09,328.57,336.12,337.43,342.89,347.37,340.43,347.04,341.19,344.57,343.48,342.00,339.59,342.99,332.27,336.54,339.99,344.65,348.60,342.74,346.09,354.74,355.04,368.36,360.24,360.50,361.38,369.22,365.01,359.82,361.44,363.59,363.22,361.54,357.90,360.95,360.60,358.41,366.30,366.42,363.54,372.99
2004-07-06 22:03:36+00:00,L7,,,290.13,309.98,313.35,310.33,,,335.74,336.15,338.51,332.84,321.80,330.15,325.01,328.85,329.23,322.42,323.65,327.87,,,333.76,341.12,332.29,333.50,331.78,338.06,340.77,346.73,346.58,347.98,350.54,349.81,348.56,168.69,357.22,355.44,357.61,350.27,341.59,343.12,350.40,359.38,358.33,355.69,361.96
2004-08-15 21:57:37+00:00,L5,,323.78,323.53,319.70,315.48,319.67,316.76,313.41,318.07,324.20,331.28,334.28,339.62,339.59,338.05,335.80,332.60,335.29,330.32,332.14,328.96,336.75,337.44,349.51,347.66,351.44,345.66,348.25,355.26,360.21,362.59,366.31,363.37,364.19,360.16,356.84,359.41,366.10,363.20,362.89,357.85,355.31,361.18,368.13,375.63,381.91,393.60
2004-09-08 22:03:17+00:00,L7,297.83,308.97,303.80,300.05,,,293.06,297.85,298.79,310.84,309.93,313.89,314.33,312.39,316.71,312.90,318.73,316.30,,,321.66,321.31,326.31,327.64,322.81,332.18,333.64,336.76,339.53,333.03,333.01,334.27,,,353.01,347.82,345.94,349.03,346.52,343.40,335.09,338.90,338.88,343.81,351.82,358.97,376.20
2004-09-24 22:03:12+00:00,L7,,299.91,295.57,293.94,290.18,292.84,293.93,295.71,299.00,299.91,306.32,299.60,303.28,,,309.35,307.98,311.85,306.71,311.92,307.18,313.86,322.12,324.33,323.30,323.99,326.75,324.97,,332.27,331.47,335.64,337.21,334.86,332.25,334.95,343.18,343.01,348.59,341.56,335.84,339.09,341.25,,360.46,355.18,375.40
2004-10-10 22:03:07+00:00,L7,309.71,,,303.95,304.14,302.13,304.07,303.48,310.53,313.52,312.03,310.89,311.72,314.57,314.17,315.37,,316.92,316.93,315.88,318.98,321.46,327.87,331.40,330.42,330.74,332.14,336.49,341.09,,,336.74,340.94,335.70,334.38,330.77,340.52,340.66,349.60,342.12,342.62,348.51,360.38,366.85,373.98,106.13,383.31
2004-10-18 21:59:11+00:00,L5,323.67,325.95,325.22,322.66,317.56,320.33,322.24,323.72,326.79,322.96,322.85,320.62,320.28,319.90,323.25,326.27,338.17,339.94,336.46,336.20,333.33,338.95,339.22,338.29,338.75,339.72,342.26,344.43,349.13,349.71,354.38,354.78,354.70,350.12,349.91,345.15,345.44,348.82,356.18,352.47,354.18,358.92,365.53,372.73,381.53,393.10,401.05
2004-11-19 21:59:42+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-14 22:04:00+00:00,L7,317.96,314.99,309.86,309.38,305.26,306.68,,,311.05,317.15,320.49,318.54,316.91,322.07,320.50,318.07,317.53,313.76,310.63,309.79,,,320.59,331.31,331.55,336.22,332.08,336.90,338.00,339.61,333.31,333.45,333.04,332.23,333.11,,337.36,338.64,341.97,341.41,346.33,347.26,352.65,356.56,360.32,357.64,373.32
2005-01-22 22:00:50+00:00,L5,367.61,362.63,357.11,348.15,356.85,359.63,356.85,359.37,360.38,367.40,368.73,363.74,367.08,366.77,354.61,343.21,352.43,353.33,362.44,364.20,358.01,363.63,368.65,373.15,,,,,,,,,,,,,,,,,,,,,,,
2005-02-07 22:01:03+00:00,L5,350.93,335.85,341.34,337.28,338.49,340.27,344.02,356.48,362.60,370.79,373.02,364.63,358.18,353.13,329.46,331.61,335.57,331.63,333.00,331.38,340.48,359.18,358.41,362.28,367.59,368.34,366.19,362.38,350.83,353.61,354.72,349.99,355.45,352.93,359.77,372.66,375.81,378.66,380.04,376.49,,,,,,,
2005-03-03 22:04:17+00:00,L7,303.22,307.66,312.12,,,310.84,309.49,315.39,320.36,324.20,319.82,323.35,321.43,312.78,310.98,305.79,303.75,,,309.94,313.46,315.38,325.36,322.06,323.32,326.16,330.70,331.31,333.77,328.59,330.19,330.65,,332.27,332.84,332.02,341.09,340.57,344.86,343.89,348.37,351.13,360.26,359.72,360.05,360.67,378.57
2005-04-04 22:04:14+00:00,L7,308.36,322.90,319.27,316.28,315.20,309.58,,,309.74,314.26,314.73,321.14,318.54,319.48,319.91,316.58,317.78,315.87,319.54,313.87,,,326.97,334.00,330.34,331.11,334.31,339.63,343.17,338.17,337.34,333.93,342.13,347.53,354.79,,354.07,351.96,356.19,352.77,357.43,360.40,363.04,366.55,375.01,378.59,400.09
2005-04-20 22:04:08+00:00,L7,200.94,320.38,314.23,310.09,308.00,302.15,301.91,298.88,307.42,310.01,313.15,,,309.65,313.35,311.05,316.88,314.70,317.35,317.03,321.03,316.65,321.39,326.28,329.97,,,335.53,338.88,335.53,339.94,338.93,347.25,349.32,345.74,342.25,345.38,352.78,370.43,365.38,,,370.13,366.54,371.84,375.17,403.09
2005-05-14 22:01:54+00:00,L5,,295.81,308.01,304.41,299.44,296.10,297.92,304.65,303.38,317.16,307.82,319.28,318.80,320.15,310.83,308.92,313.16,312.94,312.47,312.55,313.83,317.66,321.21,329.32,321.69,327.82,333.11,335.40,327.32,335.38,330.34,336.24,344.88,335.97,345.14,350.08,348.99,348.22,352.33,,,,,,,,
2005-06-07 22:04:06+00:00,L7,184.53,,335.47,336.81,333.85,330.27,330.41,332.98,341.15,346.32,,,342.77,340.56,339.82,341.35,346.28,348.60,346.13,344.61,341.32,344.57,351.70,360.30,,,374.12,375.43,377.14,381.21,371.44,389.58,394.09,388.40,375.60,371.05,372.35,373.54,368.03,183.27,373.80,375.22,375.30,378.10,384.08,395.71,533.24
2005-07-09 22:04:02+00:00,L7,184.13,,318.93,,,329.58,330.67,329.85,337.44,342.76,347.49,341.60,339.13,333.38,332.96,337.56,333.77,,,353.49,350.54,348.57,356.41,352.85,354.47,368.08,372.94,372.63,377.28,378.80,374.01,,372.59,371.51,362.37,358.56,359.49,364.93,363.41,359.85,359.77,363.34,363.72,364.02,374.85,390.69,64.47
2005-07-25 22:04:01+00:00,L7,329.48,322.87,314.03,312.15,298.28,,,290.57,308.69,305.28,316.61,317.31,312.19,307.43,311.37,305.40,309.78,311.46,309.10,,,322.03,324.60,339.05,327.70,335.88,346.07,342.65,347.89,352.24,350.87,359.07,359.69,,,350.78,350.87,529.62,526.44,350.14,344.30,355.82,542.59,363.42,354.85,377.82,394.14
2005-08-26 22:03:51+00:00,L7,252.81,300.06,,292.17,290.08,281.95,279.55,282.28,288.35,289.22,293.06,296.56,298.58,299.26,295.43,300.68,,,305.16,308.25,307.90,309.66,321.10,320.02,321.53,324.52,332.00,328.82,335.55,335.53,,,342.99,338.29,339.73,336.11,340.74,335.33,327.94,322.76,327.39,325.76,322.33,319.85,324.22,,
2005-10-05 22:02:41+00:00,L5,325.12,327.43,324.76,320.44,313.48,310.58,305.98,307.61,311.08,312.62,316.67,321.05,314.12,312.35,313.83,317.76,320.09,320.14,321.03,326.73,330.53,336.38,338.25,340.56,349.98,352.77,350.41,356.15,359.85,365.83,369.42,371.32,369.04,366.65,365.82,361.77,360.91,361.24,362.48,351.01,343.47,336.69,341.45,345.32,355.32,367.19,387.11
2006-01-01 22:04:22+00:00,L7,363.14,348.42,344.40,337.91,332.26,329.59,,,329.46,332.89,332.37,326.44,326.15,322.43,327.68,329.11,328.13,333.78,336.88,345.31,346.37,,358.69,364.87,362.34,362.88,358.77,363.00,366.88,371.76,368.55,373.77,378.27,378.12,373.69,,,371.18,368.58,360.91,354.39,,,,,,
2006-03-14 22:05:42+00:00,L5,352.09,350.06,345.06,338.92,329.97,331.99,336.07,353.19,364.36,367.60,359.88,352.74,346.86,343.08,341.71,339.96,342.52,347.02,343.13,342.71,345.83,356.01,368.08,369.88,370.41,373.30,374.58,377.11,381.46,377.95,378.41,381.16,384.70,383.20,385.53,385.19,388.84,386.41,379.46,374.51,377.66,377.54,379.68,382.00,375.56,371.98,482.62
2006-04-15 22:06:18+00:00,L5,355.19,360.48,358.85,353.19,348.31,348.76,350.85,357.86,367.44,368.79,362.36,353.59,345.28,341.87,343.89,347.13,352.72,352.46,355.06,357.13,360.89,369.47,370.53,372.19,375.05,380.50,382.66,380.98,384.63,388.98,390.04,388.66,393.88,401.02,395.42,397.12,391.89,388.58,380.91,377.72,387.57,385.22,383.63,376.64,372.42,370.35,397.59
2006-06-26 22:04:32+00:00,L7,183.89,,278.86,327.46,89.18,,327.86,326.46,327.33,335.59,335.28,340.53,338.52,340.69,342.69,348.17,350.78,346.65,,,337.74,343.39,348.24,351.61,357.04,364.84,367.67,374.15,381.27,382.75,387.94,391.98,394.38,136.12,391.67,390.21,392.77,394.32,400.67,398.06,393.66,382.04,381.22,436.84,472.80,575.52,627.06
2006-07-12 22:04:25+00:00,L7,184.65,,301.57,306.63,304.82,,,310.23,315.72,324.23,322.68,319.00,321.28,326.54,328.90,329.89,329.87,327.82,326.92,,,331.18,336.53,346.61,350.13,356.47,357.18,361.36,362.18,366.12,374.28,377.38,377.34,,106.79,379.88,383.71,389.70,390.70,384.29,373.74,367.92,368.93,373.23,384.45,386.35,383.77
2006-08-05 22:07:55+00:00,L5,432.46,579.66,495.28,603.28,613.39,,,,,,,,,,,,,,,,,274.04,,463.22,,,,,,600.53,604.58,599.56,590.13,,,,,,,,,,,,,,
2006-08-21 22:08:07+00:00,L5,546.44,370.27,342.02,590.00,616.49,,,495.34,,,,,,523.89,498.47,,331.19,,,,349.53,345.93,,250.16,,,,,,644.54,527.54,417.83,338.64,356.63,386.68,370.44,379.12,424.49,396.49,352.22,356.89,374.29,369.20,377.90,389.59,397.14,407.84
2006-11-25 22:09:07+00:00,L5,300.14,317.00,317.56,315.84,317.91,317.02,317.02,314.28,306.15,306.88,307.44,309.73,307.75,312.07,317.03,333.44,340.02,343.76,342.13,346.95,346.34,347.90,336.88,338.41,341.41,342.85,344.16,344.32,348.51,359.80,361.63,359.28,360.11,359.14,353.77,,,,,,,,,,,,
2007-05-12 22:04:59+00:00,L7,232.94,335.84,350.89,342.87,345.82,331.17,327.10,325.76,323.94,321.82,318.34,,318.94,313.89,319.17,315.93,323.23,320.87,325.80,316.37,322.83,322.02,330.56,333.63,332.12,,338.31,341.79,348.76,345.35,341.76,343.09,349.13,337.85,344.46,346.26,344.59,345.09,351.90,,,353.73,353.55,357.58,366.39,393.74,414.82
2007-07-15 22:04:48+00:00,L7,,362.08,384.04,372.59,362.28,350.44,348.90,351.94,348.52,347.89,342.35,332.19,324.93,,328.88,326.87,331.97,323.90,328.12,327.69,333.83,338.36,340.15,342.65,347.08,337.52,344.08,,355.25,354.85,357.00,357.24,364.07,362.91,357.50,357.28,364.47,367.01,365.87,365.31,363.65,,144.62,381.44,390.12,511.01,565.05
2007-09-01 22:04:31+00:00,L7,248.08,,334.68,337.80,340.07,334.47,331.99,328.61,323.19,323.15,316.70,309.60,301.00,303.75,,,300.46,297.78,301.58,301.38,301.63,305.84,305.40,310.69,313.64,315.72,311.67,315.04,,,325.72,330.33,334.10,332.66,331.99,331.32,337.20,334.65,330.93,330.88,327.19,331.04,330.55,,356.80,378.31,401.93
2007-09-16 22:13:52+00:00,L5,,,,,,,,,311.27,307.49,310.87,294.64,294.10,285.79,286.62,,,,,,,,289.74,290.05,296.88,299.85,298.17,300.41,308.52,,,,,,,,307.01,306.52,313.25,308.53,307.57,303.77,309.96,328.34,,,
2007-11-04 22:04:37+00:00,L7,336.07,348.51,349.48,343.52,335.39,329.08,322.63,319.66,319.35,316.57,315.75,311.09,312.65,306.42,306.97,302.30,300.70,301.99,297.76,299.00,295.32,290.96,297.86,300.16,304.00,302.13,301.51,299.44,298.73,294.37,297.62,306.16,308.87,319.13,306.83,305.38,311.43,311.14,312.24,306.13,310.47,314.44,323.06,334.32,346.27,350.95,363.08
2008-04-12 22:04:44+00:00,L7,,328.35,337.73,327.19,321.03,314.65,320.30,318.21,320.02,319.75,317.18,316.17,313.27,,,312.36,312.24,315.39,310.71,314.42,308.10,308.97,313.44,311.51,317.68,313.62,313.02,,,318.46,318.88,315.36,311.36,318.26,323.89,328.24,329.12,334.14,333.14,334.65,325.60,317.63,,60.34,359.64,364.31,369.48
2008-05-14 22:04:36+00:00,L7,265.52,367.41,358.11,395.89,392.06,345.86,334.30,329.39,328.95,327.60,329.90,325.55,,,,,,,,,297.91,299.00,300.23,309.29,,,,,,502.05,225.35,229.81,407.58,633.56,332.13,525.61,567.92,564.56,334.61,327.51,,333.47,336.66,331.70,336.43,348.62,368.10
2008-06-15 22:04:20+00:00,L7,,,,,,,,,,,492.19,,,,,,,,346.91,,,350.48,,346.34,,323.62,300.10,,,448.15,449.78,372.18,366.85,360.11,353.90,632.83,581.85,622.41,632.33,411.02,457.94,460.88,591.04,625.44,593.81,373.47,437.77
2008-08-18 22:03:44+00:00,L7,168.56,340.44,349.19,339.06,332.12,323.33,320.76,316.17,317.55,315.25,317.81,306.36,,314.15,322.66,319.54,327.83,330.47,332.73,335.69,334.62,338.96,334.40,335.97,335.61,,,344.05,346.95,345.29,344.95,349.20,347.13,347.92,342.77,345.38,342.43,336.85,334.71,335.69,,,337.90,344.25,367.69,379.99,396.56
2009-01-17 21:59:44+00:00,L5,,,,,,,,,,,,,,,,312.40,314.44,310.35,314.90,316.24,320.58,315.09,320.89,325.63,324.86,323.21,322.72,322.08,324.55,321.68,315.13,314.47,324.02,318.39,315.66,315.08,317.21,328.42,329.76,328.65,,,,,,,
2009-03-30 22:04:52+00:00,L7,335.28,334.22,,331.90,335.32,335.53,336.89,337.52,337.77,342.02,339.53,334.38,330.73,329.04,327.55,326.66,,,337.84,343.05,345.88,346.40,349.04,347.22,346.74,346.46,340.39,344.16,346.80,344.28,,,352.03,352.81,353.87,349.62,350.07,348.85,352.05,345.94,351.50,350.74,,,,,
2009-05-01 22:05:01+00:00,L7,204.81,316.36,322.41,317.61,319.33,317.07,316.41,317.76,320.46,316.60,316.22,313.07,313.38,308.45,305.75,308.88,309.68,314.21,310.04,312.00,315.00,317.61,322.30,321.79,316.67,314.76,312.06,318.23,319.64,322.45,330.21,332.76,336.53,333.67,332.74,330.66,338.33,335.39,331.51,327.41,329.07,326.92,327.69,330.58,325.82,332.32,348.08
2009-08-05 22:04:48+00:00,L7,186.01,347.65,357.32,351.66,,,333.46,329.98,324.22,326.24,330.36,325.63,323.81,331.16,332.92,339.67,338.41,338.05,,,338.86,343.27,342.13,344.59,334.17,330.07,333.94,339.57,342.70,342.88,349.19,357.92,,352.76,355.55,354.80,356.16,352.92,357.71,353.15,355.20,358.70,370.89,384.57,373.63,341.67,380.46
2010-02-13 22:06:30+00:00,L7,461.54,472.47,587.88,398.37,368.11,354.18,340.08,348.29,345.29,349.50,355.39,354.10,344.48,338.09,338.81,341.21,339.74,343.65,348.51,348.78,354.55,356.97,364.05,368.18,364.02,362.38,359.06,353.39,353.47,354.66,359.10,362.55,369.68,365.07,357.99,354.42,354.57,355.44,351.69,343.71,340.28,339.73,347.09,349.91,358.73,389.71,503.92
2010-03-01 22:06:39+00:00,L7,358.13,360.71,356.98,353.53,341.93,335.51,331.50,333.84,335.52,342.27,355.08,356.52,347.25,340.15,341.07,344.70,348.11,356.89,353.79,350.50,361.36,360.27,376.11,365.12,363.61,371.04,381.13,371.72,383.44,392.28,386.87,381.22,378.55,368.42,360.80,362.33,372.00,366.01,355.30,347.98,345.92,341.92,345.46,379.39,382.52,436.16,487.20
2010-05-04 22:06:46+00:00,L7,231.79,335.96,339.63,323.57,,,316.04,316.69,317.30,320.70,324.13,328.14,329.65,327.55,323.87,322.47,324.67,320.27,,326.96,330.10,337.26,339.62,343.25,345.47,343.29,346.62,345.97,354.26,354.09,355.85,355.72,,,345.41,347.19,339.89,337.01,333.68,337.35,333.90,337.29,330.71,337.48,339.29,349.82,372.46
2010-07-23 22:06:50+00:00,L7,374.69,359.99,327.52,322.04,320.89,,,325.49,322.52,328.51,319.10,323.38,,,323.19,,,,309.75,320.55,328.89,334.20,333.01,346.91,349.92,350.60,,,349.15,353.94,361.50,368.23,368.19,367.97,361.30,359.62,372.22,370.06,363.84,365.43,358.92,,348.89,349.78,348.50,344.65,358.18
2010-08-24 22:06:52+00:00,L7,,551.61,528.97,506.35,476.17,433.77,416.15,373.70,348.06,339.07,319.08,303.11,,,313.78,314.80,321.32,322.69,332.15,337.21,337.13,345.56,353.78,354.08,353.92,356.66,,,362.02,368.48,363.15,366.57,369.19,370.57,370.80,374.47,376.79,376.64,375.86,368.17,360.15,,,560.18,589.64,439.99,626.25
2010-09-25 22:06:53+00:00,L7,307.44,308.44,310.04,,313.52,310.83,307.33,312.18,311.81,319.35,323.70,318.58,315.46,313.60,313.27,311.72,312.00,,312.43,316.85,321.24,322.63,327.91,333.16,335.24,331.94,334.92,338.49,343.60,341.57,349.17,,356.87,354.24,350.09,350.50,349.14,350.72,350.63,343.40,342.71,339.71,334.35,324.87,321.72,318.75,
2011-01-31 22:08:00+00:00,L7,319.28,320.09,322.02,314.06,,309.42,307.84,311.25,313.01,314.55,312.14,308.03,308.35,308.98,303.84,309.26,307.41,313.69,,317.77,322.17,322.28,328.32,330.70,327.56,331.69,335.91,339.83,347.35,345.85,352.15,,,363.47,358.61,358.05,363.01,364.53,359.06,,,,,,,,
2011-03-12 22:04:31+00:00,L5,327.18,326.86,322.17,311.54,307.65,305.28,306.25,307.52,311.48,316.36,322.54,321.82,323.65,322.08,318.96,314.06,317.51,318.16,323.33,323.00,325.36,327.72,333.72,338.16,341.29,339.63,341.50,345.43,353.34,359.35,364.09,366.98,368.91,364.44,362.42,363.17,365.19,367.03,366.74,365.18,355.58,354.20,344.88,339.15,334.51,320.29,323.76
