dates,nzd0506-0000,nzd0506-0001,nzd0506-0002,nzd0506-0003,nzd0506-0004,nzd0506-0005,nzd0506-0006,nzd0506-0007,nzd0506-0008,nzd0506-0009,nzd0506-0010,nzd0506-0011,nzd0506-0012,nzd0506-0013,nzd0506-0014,nzd0506-0015,nzd0506-0016,nzd0506-0017,nzd0506-0018,nzd0506-0019,nzd0506-0020,nzd0506-0021,nzd0506-0022,nzd0506-0023,nzd0506-0024,nzd0506-0025,nzd0506-0026,nzd0506-0027,nzd0506-0028,nzd0506-0029,nzd0506-0030,nzd0506-0031,nzd0506-0032,nzd0506-0033,nzd0506-0034,nzd0506-0035,nzd0506-0036,nzd0506-0037,nzd0506-0038,nzd0506-0039,nzd0506-0040,nzd0506-0041,nzd0506-0042,nzd0506-0043,nzd0506-0044,nzd0506-0045,nzd0506-0046
1999-08-26 22:07:32+00:00,,103.43308129662033,102.07656570808737,99.47059372702223,88.0547090573292,81.53788292628164,73.27386282312166,72.3614975631691,74.72664966992703,78.63092418877147,88.06862013368196,84.7273678115906,83.20997578778336,86.69969218230612,90.11769472276005,88.62519982788368,97.4610933792681,86.87456835600781,87.79236631256856,88.20910160725684,96.73027608596766,111.45263287114564,119.82041437069662,130.25859443007488,129.9663674654462,127.54177843907718,128.58032706533507,135.3022703577757,140.85125765013788,144.85189797285398,147.42027470104014,152.68796786718846,159.1281399172682,157.27875086858177,152.57470223798074,148.64256413210512,155.2849151543421,156.65572484372004,155.8776475445124,154.0186079558443,151.53259175404528,154.62794714994698,164.61818131585375,160.6774785363425,181.91577171261093,194.54374147537249,
2000-02-18 22:07:16+00:00,148.49569038267774,122.06855491238953,114.19735222493667,111.52978668595195,112.63296128875216,119.29405331840965,130.19428087403887,121.23484003183178,124.83439270823614,141.35812888891286,177.5806596206033,164.87155268786,127.40378582455705,114.32750007760559,105.43839339793675,96.4436412574154,104.07672958680656,100.53645645743948,98.49001534596036,108.55237647619175,125.62246447959565,127.68132464855083,128.56789339631632,136.44339914535067,140.43512761419868,142.54490416111832,141.1558545909004,145.5177370073625,144.31257688916423,144.51087695957133,149.07336354631107,155.44913489586082,160.41201895279434,162.6568101640184,160.79478361237557,158.50773588060844,157.47875908160873,155.47689595092018,152.8714941824102,149.30644791172284,158.05702548582784,,,,,,
2000-03-21 22:07:12+00:00,151.97524359941315,131.84757030763794,130.95257342957294,118.56644316384788,113.30312011776226,110.17743194208506,115.48653698401134,110.19105924601533,130.43544565749195,137.32839036836037,132.92009532939295,124.45098252751629,122.45682492158093,116.64904714146738,115.98718504171993,105.83341766978492,110.91606773238308,103.05797910264974,105.97527681357181,103.56815027237917,114.89663988362307,116.9717617477678,129.73636184017073,132.40754681647624,135.9803529097833,126.7334641184775,134.78002667664862,136.58752193041573,145.46734131104247,142.83774564340303,140.21592560073765,147.18274933753145,155.168874668386,154.60441109459077,148.73999767897692,138.02453564921169,142.80019985131628,144.5716596450279,147.66778279211655,140.75487078104737,151.42167234100572,155.88072339059028,163.96523760420504,157.5439012677616,172.0677997821962,185.3509339527458,
2000-05-08 22:06:44+00:00,,105.45002895271813,117.3551360784436,115.88443197022036,115.09053252001401,115.29829976717151,117.97862272973688,120.35234040533693,124.93882599071175,127.0077169696099,125.70598713701864,123.38937306968265,115.71987794710525,111.81588081724429,104.57448143146563,110.80589439792078,105.85587628467944,106.38566805602845,104.45689556607084,106.3883756667322,105.68745001629516,113.25516101740465,122.68759175030728,133.94314181838058,128.32514806971892,132.76065363924448,135.20313708144437,138.4506343782581,141.05444230364537,147.58002137742477,143.9512463171466,142.0361083867131,151.16282921100995,148.7498921515571,152.4588409966673,148.20134158731904,147.2684446902774,154.601389132373,157.58278865144877,158.07098194800216,158.2349532633236,157.59908065040236,158.28575360065662,168.1733060554368,178.53289893405196,183.3712765082937,208.3130023096346
2000-06-25 22:06:19+00:00,,,,106.47431689591359,108.46564875526407,102.2226693952803,100.38332338393172,98.70782766511368,96.83263236216763,102.51015510160808,103.37046934864549,101.0293752495573,102.33758992498888,103.42704905597788,105.85189502043343,104.098693957971,105.1592108543311,102.37592327666596,108.48215236027976,103.71895440053535,107.50600086909915,109.861455008427,115.49179650046116,116.6610363881141,116.98369687551455,125.67620941954783,126.12864672323016,131.43335401067046,143.98225531121636,141.66860112031588,154.22111157561847,148.51722094642292,155.2381508157656,148.45187510101707,155.71515253463792,160.0037343930513,155.20433515894157,157.64495832390546,159.72029429821583,159.11903679776552,157.30005291541337,157.97764451969002,163.74180035805946,173.34356096133243,167.86941592058466,182.19345793060663,198.08958755649107
2000-07-11 22:06:05+00:00,,,,102.34783040173902,94.0148846835497,97.33000833866838,88.55587436632358,87.21358607014155,87.21781907793374,95.18272321099329,92.32121628210642,95.77479603700507,92.35473637280839,87.73323975637089,95.69708345569481,95.89842302687757,96.40509572264605,97.46902905235311,96.57604957536394,95.2643450068595,103.5748159261939,107.1802106603471,112.38200430538572,114.15575034181887,116.15255412533236,107.8619542038055,116.03735029598542,118.13692750387139,131.99913950680622,136.7798431797783,147.55329926403047,145.92135058902176,153.32240319394498,148.68089654105623,146.71764715366655,149.59497348282213,150.12008926554384,148.05566611941916,150.8046301794565,153.94045253207483,147.49463177593444,,,,,,
2001-03-08 22:04:56+00:00,140.33865130516128,136.9192016661643,142.11452349862648,,,,,,,,,,,,,,,142.98643018610468,144.87939266169414,137.12089310075277,139.18427744943344,137.70036356673276,149.3236298005201,159.14790945592512,160.4519306500694,163.90070892879905,159.26179682032478,159.31722190061762,154.34332914011452,151.91414547998176,149.019294673695,150.9063873768425,155.02183845380705,155.46368716447924,151.62710783330547,147.588352801877,155.05507631436348,156.94814565700617,165.60269146951467,157.90955981219898,163.81857714829476,157.8902328388411,162.6985116401268,153.2158743829997,176.30675440273268,201.83470363771812,
2001-04-09 22:04:41+00:00,121.5345035764993,120.7160910370336,115.18152578054435,110.45128051248591,106.15051916428567,103.53870792846148,104.36184659221098,106.85470579825106,119.6933525887012,124.22506444830557,132.84290355545158,126.95861345512556,119.31959004084042,114.21774930127168,116.69316700811936,110.43711770542343,121.09424564995918,114.93058339397558,116.3987917740471,119.55541726262574,124.35375786327099,128.18180646890812,134.24749846321643,137.7213421873014,144.55874219048542,145.96456227230917,145.17702844599083,138.69664316452634,146.7138211514722,145.44873203108205,140.98847494989715,144.6866248983933,149.05244693043727,146.52127486650042,141.068240723017,139.0209279128124,144.5435242867157,151.060000074954,155.67092936701553,151.84032737730269,153.77048992076422,,,,,,
2001-06-28 22:03:56+00:00,,,,108.89686939113727,108.58046348803308,110.50705779221984,112.81513335272402,116.73083177328785,126.36111531406664,126.7250906367136,118.95082998177539,115.66602072018632,115.13471415511509,117.01850752655136,115.20680427480464,117.29434420060348,107.42821224448019,108.30570247751824,113.6474970436282,122.39922268763712,115.04365634590164,122.6774686062987,128.4513402332468,,,138.72794202684304,142.50746645985188,136.78895346341406,142.83334152833777,143.6041643911605,146.74296178366603,153.42919250087755,156.129568797968,158.85735054223062,153.28617244808058,160.2556650293393,159.59478535316114,166.07603251415833,162.2496869514114,162.76295667874666,152.8598854133525,154.2099859817617,155.45636320825167,167.54360865753156,163.83208539065507,163.31884119705302,196.5296518661961
2001-07-14 22:03:57+00:00,,,74.90218868786467,99.60651248755298,114.25121211989196,112.04828450102043,113.75320139974733,113.01792311074989,107.89843057396848,122.34805088937134,115.40077181741914,108.38533911353063,111.60544284840499,116.37386373450984,110.82820746387826,120.92053883497574,110.1526196708955,109.23486019760692,108.94939170829883,116.28669310469304,111.42065643762807,116.41663427634958,126.81135441358514,128.33870037082283,127.65666126573753,129.67073705222495,128.80538928423977,127.219998552877,133.55063050431295,135.24325652518593,140.90829836176465,143.58650287824616,146.31632938467772,143.0503900978016,138.5898840091124,149.27567485675164,148.77546005738867,150.23373961510578,147.57892358425275,153.99410221151214,142.20202389059764,149.98396560565044,142.97526521772795,157.3854056984786,156.387655361993,174.21626699030668,213.70367606663442
