dates,satname,sar2312-0000,sar2312-0001,sar2312-0002,sar2312-0003,sar2312-0004,sar2312-0005,sar2312-0006
1984-04-13 09:27:07+00:00,L5,210.22,185.34,195.84,194.54,194.14,204.15,188.23
1984-05-06 09:33:03+00:00,L5,211.85,179.84,191.40,191.38,190.63,196.28,180.37
1984-05-31 09:27:59+00:00,L5,,,,,,,
1984-06-07 09:33:54+00:00,L5,,,,,144.29,165.15,151.13
1984-07-18 09:28:22+00:00,L5,213.78,185.10,188.19,192.85,188.93,209.13,184.67
1984-08-03 09:29:20+00:00,L5,206.87,186.49,197.06,201.20,190.94,200.62,194.06
1984-08-19 09:29:27+00:00,L5,213.51,180.03,191.94,190.09,189.41,200.76,185.62
1984-08-26 09:35:45+00:00,L5,214.70,189.13,196.45,190.37,195.00,197.76,181.49
1984-09-04 09:29:37+00:00,L5,204.92,178.89,191.04,192.79,184.42,196.58,185.88
1984-09-11 09:35:50+00:00,L5,213.74,179.62,189.91,191.38,186.51,199.67,184.90
1984-09-20 09:30:04+00:00,L5,207.24,186.60,191.51,194.51,191.83,200.60,193.58
1984-10-22 09:29:36+00:00,L5,,184.15,199.24,194.58,194.48,203.72,191.72
1984-11-07 09:29:29+00:00,L5,214.07,183.83,196.64,188.63,184.58,209.42,194.42
1984-12-09 09:29:58+00:00,L5,213.56,190.63,198.95,199.81,186.76,204.26,190.51
1985-01-17 09:36:05+00:00,L5,214.31,181.35,189.42,189.50,184.15,204.71,183.35
1985-02-02 09:36:09+00:00,L5,208.77,180.05,185.53,188.19,183.82,202.14,183.72
1985-04-23 09:35:59+00:00,L5,203.55,177.35,183.69,182.51,180.69,197.92,179.86
1985-05-02 09:30:07+00:00,L5,213.85,185.13,192.81,194.08,188.19,200.84,187.12
1985-05-18 09:29:40+00:00,L5,214.51,189.41,199.88,199.18,190.16,203.19,184.53
1985-06-03 09:30:04+00:00,L5,213.40,188.94,194.27,197.27,185.59,202.16,194.45
1985-06-26 09:35:47+00:00,L5,204.99,183.18,183.32,183.39,181.31,199.83,181.36
1985-07-05 09:29:57+00:00,L5,212.37,185.93,197.43,196.48,190.11,211.06,196.13
1985-07-12 09:35:41+00:00,L5,199.69,177.59,181.51,187.53,181.51,192.57,181.04
1985-08-13 09:35:25+00:00,L5,198.40,173.91,180.57,185.32,177.44,191.80,171.93
1985-08-22 09:29:32+00:00,L5,216.36,189.17,189.70,189.00,190.29,202.15,184.47
1985-10-09 09:28:59+00:00,L5,218.50,190.77,200.15,197.73,192.48,210.22,195.64
1985-11-10 09:28:33+00:00,L5,198.58,188.42,189.09,192.36,191.79,210.81,197.29
1985-11-26 09:28:17+00:00,L5,194.47,,,,,,
1985-12-03 09:33:55+00:00,L5,215.38,191.73,195.22,191.91,192.30,208.37,189.87
1986-01-04 09:33:20+00:00,L5,212.57,187.67,192.27,191.09,192.27,202.75,183.57
1986-01-13 09:27:22+00:00,L5,214.40,192.48,202.56,195.45,186.57,212.78,195.10
1986-03-18 09:25:58+00:00,L5,216.40,187.83,191.79,189.78,186.78,198.25,185.85
1986-03-25 09:31:37+00:00,L5,209.38,183.22,187.22,194.55,186.65,212.04,184.43
1986-04-10 09:31:17+00:00,L5,,154.77,171.26,161.69,162.23,174.58,174.84
