,dates,chi0469-0000,chi0469-0001,chi0469-0002,chi0469-0003,chi0469-0004,chi0469-0005,chi0469-0006,chi0469-0007,chi0469-0008,chi0469-0009,chi0469-0010,chi0469-0011,chi0469-0012,chi0469-0013,chi0469-0014,chi0469-0015,chi0469-0016,chi0469-0017,chi0469-0018,chi0469-0019,chi0469-0020,chi0469-0021,chi0469-0022,chi0469-0023,chi0469-0024,chi0469-0025,chi0469-0026,chi0469-0027,chi0469-0028,chi0469-0029,chi0469-0030,chi0469-0031,chi0469-0032,chi0469-0033,chi0469-0034,chi0469-0035,chi0469-0036,chi0469-0037,chi0469-0038,chi0469-0039,chi0469-0040,chi0469-0041,chi0469-0042,chi0469-0043,chi0469-0044,chi0469-0045,chi0469-0046,chi0469-0047,chi0469-0048,chi0469-0049,chi0469-0050,chi0469-0051,chi0469-0052,chi0469-0053,chi0469-0054,chi0469-0055,chi0469-0056,chi0469-0057,chi0469-0058,chi0469-0059,chi0469-0060,chi0469-0061,chi0469-0062,chi0469-0063,chi0469-0064,chi0469-0065,chi0469-0066,chi0469-0067,chi0469-0068,chi0469-0069,chi0469-0070,chi0469-0071,chi0469-0072,chi0469-0073,chi0469-0074,chi0469-0075,chi0469-0076,chi0469-0077,chi0469-0078,chi0469-0079,chi0469-0080,chi0469-0081,chi0469-0082,chi0469-0083,chi0469-0084,chi0469-0085,chi0469-0086,chi0469-0087,chi0469-0088,chi0469-0089,chi0469-0090,chi0469-0091,chi0469-0092,chi0469-0093,chi0469-0094,chi0469-0095,chi0469-0096,chi0469-0097,chi0469-0098,chi0469-0099,chi0469-0100,chi0469-0101,chi0469-0102,chi0469-0103,chi0469-0104,chi0469-0105,chi0469-0106,chi0469-0107,chi0469-0108,chi0469-0109,chi0469-0110,chi0469-0111,chi0469-0112,chi0469-0113,chi0469-0114,chi0469-0115,chi0469-0116,chi0469-0117,chi0469-0118,chi0469-0119,chi0469-0120,chi0469-0121,chi0469-0122,chi0469-0123,chi0469-0124,chi0469-0125,chi0469-0126,chi0469-0127,chi0469-0128,chi0469-0129,chi0469-0130,chi0469-0131,chi0469-0132
0,1986-08-15 14:03:05+00:00,,,,,,,,,,,,,,72.23799161125548,86.13371035108986,93.39120038299393,92.28947220707335,106.68867646603776,106.97126063605869,112.39877338357242,125.0128841574785,134.978981300567,138.73993342816806,137.08640131710624,119.87893688473694,109.67251466325315,116.80901496558529,133.84452562102646,141.99330863930658,,136.97195570919408,141.39117088490053,143.87135086089822,130.86822256275084,128.5068837583622,147.128544683332,152.96010672796476,153.83247882884785,159.8451276887724,164.78630614124205,151.3037760232822,154.29750326646615,153.70416823439973,156.8866242153492,160.62490783314223,155.44138268733667,166.09413403512332,166.54599149830543,160.51496791131356,149.7255716670321,149.30332699766177,,145.4793167072968,175.4546902716999,179.52704138370157,179.63410772536312,186.0511456579412,189.3189938193366,190.49331869104282,205.31559478025432,221.64160471354108,205.23848558958053,209.2729826697739,202.91093538904624,210.86586087681056,231.7349083965287,223.07989300970036,221.65893353574057,221.88410191076585,215.51462427088435,217.8379293273952,204.8193703514463,202.7701021337885,206.20976623606953,214.43702096414188,223.28836393791556,227.99823001535077,226.6864806779259,229.00331538102532,218.11269650645337,231.65094141454978,234.37706861892383,233.36174276171755,225.56113619332586,225.56102095435105,213.9082235164148,215.0705149641395,219.47823662261686,221.54124966570362,231.14560482445754,233.3862434423293,239.21504729047706,234.5123742770604,234.2694750937891,233.66461389444612,213.05666003486843,207.19682325628102,214.8599495293726,216.75392812962835,221.58089042115952,220.4907341125981,223.03185836362496,211.95088832716007,216.83143277019454,228.93457554720436,244.4157812931053,245.7600633066026,255.3572291619783,250.88872751696047,260.7631803078207,259.1081578123099,242.1477378637671,234.62282083328387,227.3137983526914,242.58542071798527,262.0337020174574,246.09783405077897,199.19613299455204,186.45069315941933,203.47256449765248,173.87170472525716,194.24554535098918,210.95008650937666,215.7243589685645,218.0164977222397,225.08897441530243,224.56773893106094,231.8796594711745,237.8846098412421,237.55009373985936,240.44590850121878,236.41918801948543,222.50246245854854
1,1986-08-24 13:56:34+00:00,,,142.00723966346166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1986-09-25 13:55:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-10-18 14:00:56+00:00,,,,,,,,,,,,,54.58415332695611,65.09805364752722,75.61028917133436,78.62795506371651,106.86436122921029,108.94560852273422,114.41868304658921,112.16130381325863,115.52069101698073,118.80039953195299,121.96620568954337,121.85675031198252,114.14484615658971,117.47878903259753,129.2075367287013,134.30174700018893,119.06441223615745,99.81057461485838,115.40319714261807,137.81384874132482,146.87898225209972,151.2729372048642,144.8523159001484,146.01110091231425,133.6967283417334,128.15198645246977,135.5635649026158,163.31104559844806,155.2826830593224,149.77752152836754,154.01905648586126,146.29652234454375,160.54457541961528,166.78470315753177,146.17095188631916,132.58079048649,148.085554029225,149.91333881190909,165.79913989596224,153.6458310310977,160.5845425405844,164.45478489550086,174.08919043683522,184.04940293001158,186.14663533711735,189.243649215483,185.77547577519093,193.68441655323903,205.12875868939628,190.36728897178875,185.48741239710816,187.1034502705591,198.22689126743867,219.53018470157173,218.22846718340116,217.96546358974194,210.93810373765555,208.32506613810602,221.6604930436445,220.20836355332716,207.1309899296616,193.05424074383822,206.19500014039227,218.7443101100514,221.3716200274491,222.66445108358306,222.2470121177456,215.7509099932092,215.75248540587745,208.67992901352076,212.87156932985926,227.33060049468065,217.75855603803015,209.4843900625206,208.99285892129222,217.18277093914003,219.55617092599385,214.80737815830537,219.83919564225798,219.68353263671807,220.0124872800069,221.10170203950165,233.2703032343282,224.8397687431385,195.74612306736776,187.44518376373543,204.790702051806,209.07847064126125,208.59553985546742,226.8751560049301,217.17248729029743,223.26317874580803,224.70270032785135,233.95302382311849,240.012387055207,235.04280890370336,245.4246150399756,246.769634228328,248.20660912334066,244.3769589916384,240.13090577621446,232.13911527731355,237.93166547308363,237.34352619193572,234.38479828175392,227.1343254621163,221.04925702005454,209.77048329582732,181.38262048014798,193.5460595449922,217.53121101718955,224.7530673393031,226.29494011629956,225.61657153789855,221.50682712925914,213.59805076079553,217.89505202929456,230.94704716566952,240.06144447765394,243.4189737056371,224.41001034473044
4,1986-10-27 13:54:26+00:00,,,,,,,,,,,,,41.49077793001831,63.46386526931655,67.71336994441852,79.3400402845109,99.71903370935519,110.29797959842647,104.00667167537152,103.13798805675124,99.22160056769643,99.1809070821866,123.00798026466586,115.14642057905478,109.55815311769337,114.14095610325357,123.98193674978107,134.73756660949874,99.40854267187666,95.71816315150474,112.0309832859105,142.0207566860656,137.26359030910913,140.47757207120245,150.29627856516979,145.03256770904883,138.34581350543937,133.63437346923556,133.27214541986385,152.84808581199084,150.1150738603774,149.74394156540566,148.52813353623915,136.6787217117804,145.5652713084949,153.6457136837947,159.5238652024788,141.8728675489091,151.681058606158,159.55106585538107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-11-12 13:53:50+00:00,,,,,,,,,,,,19.180952279097742,36.33312766697775,70.00706751003027,96.64701222692133,106.17395259066487,113.19834226057704,114.08834175946969,113.97230469175761,109.4990585317221,115.46972683971332,120.87620840979439,117.28735680030277,123.97105378994564,123.78685959415301,128.63093129040902,123.925737272067,124.14784725047713,116.67148815224654,112.02250349068744,133.73825655209717,151.5091437135651,145.25445436477895,141.4015592832748,138.66819171257058,148.07048423788953,145.34473730167932,139.5004376119885,137.97213980924857,151.4641426801264,153.62767064690172,150.68178491828758,148.08574738422948,144.1618254964947,148.61950624518698,144.9184912012996,152.88320303490573,158.0576742417395,160.83357598062284,162.42850536626545,181.52054379061335,165.8431248228218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1986-12-21 14:00:25+00:00,,,,,,,,,,,,-8.872666288442154,37.769842007771594,98.70653768082198,127.02105899163553,115.38010629928617,106.55576478943537,115.56317869973277,153.54572799612055,125.5329535460924,104.41142368497827,114.31134439330265,140.26142269440135,111.24694951931801,113.08524670445344,122.74623787874077,137.41366812826044,121.79196705919537,125.74583409202924,125.69533353083213,131.75201751374706,142.16973023642294,142.51265300711862,149.23028044439943,152.6024724187019,142.38539925869543,143.33288118418872,142.9694467022571,136.11493737720315,137.89713669531494,136.4417870126458,149.9633200839673,159.37509026166072,158.46289450339822,157.96107135222258,163.70956468217977,161.85204320533083,148.98827524610442,146.01214854499005,146.33357009133326,159.77031374048363,150.91836726957024,157.63200320057177,168.88455940580891,171.81432350787105,184.1085646167186,205.81766938370262,198.89579157360023,204.20961361267499,193.30924284319178,194.6416972645295,198.57978528948402,193.07508605497074,191.9116988446162,193.46105876441328,199.64939122879136,217.8091593545048,226.29777884009448,223.3806081979067,212.12510893015977,207.11279503228656,196.46547688547267,203.32054952774837,219.0468022795988,224.37726975885928,229.1273410907877,216.24674750328833,221.69665629621448,231.5643929596026,234.45662013803866,230.39514459967302,226.86826030598635,215.59571931206273,227.43427731262432,219.46811426958465,223.75910491303165,219.80511463022145,225.197792406719,224.9419739654407,225.4365646207201,213.34577077588963,211.79451887630873,226.38138852382605,238.3434174166124,232.88527055411458,218.8834994013448,220.5064153957475,225.22184207070717,230.11217758412886,210.48662790973654,207.80915655355955,221.93578447922908,226.83604215399762,233.1136332393178,236.42772328493197,229.98295445710178,226.79642186803875,229.9575639018791,245.4870033022353,254.36169382133704,258.57674866057954,251.2777300477611,246.2499462273352,240.39333488651712,234.05252655855642,220.94346664961188,211.47153852268025,214.4560125577657,219.05885068244606,208.66703006888577,209.98433059574762,212.37378460559307,216.85850945791083,224.10270284096754,230.8649702889872,233.35691170835776,227.49495479742708,223.16807092953962,227.43113942423494,237.78810868354034,248.66985584810757,249.1428219278481,241.4921631844798
7,1986-12-30 13:54:30+00:00,,,,,,,,,,,,,43.06639400919129,97.75933520417935,140.34327770258352,131.51347755169735,121.53798067796174,134.7630018738867,159.55188116549556,140.2734378470809,110.64365699178072,121.71080229410806,151.6587281496138,114.02013483937534,101.59192457865976,118.80583633870145,135.75892551790233,124.38385386079725,133.0855523537908,144.37647274706646,139.31822943492563,142.41948086836507,142.13693657470915,153.8191237771558,160.5617770876697,161.0677237458484,150.03292105299312,148.87302673228962,138.31265221619657,141.42094067889826,136.55304538917284,156.42054860756707,172.40535707117695,165.2884758306375,167.97538948763565,164.54538351020298,176.25814781861942,163.77137308277452,154.61958756480144,150.67658982958596,172.11264998488687,148.1533136575384,150.1713508971212,169.2209921591447,191.837070134757,198.4671685221268,201.08216015846773,211.13758225750345,209.37075872456205,202.18763240943423,202.89640293320141,196.8510562768254,198.15772760879048,197.15655780690003,199.8738200572519,221.63714430979567,232.4524774557701,239.72915505059314,226.61839850868697,222.64482827902265,215.42180882023465,207.9469441592305,218.0583390029258,217.07477219786207,223.36465694705564,225.58099365165657,223.48865318190772,235.80396936549795,236.0520500874288,240.91032836190092,236.99633792771942,231.35327877452445,230.5134414738555,231.5967697966456,228.33666447705062,219.12669165480304,219.246213961902,217.82142756420413,219.99241437170136,227.2704692191618,224.98000258880023,224.9059435453831,227.93870378226958,243.6686080129736,239.81517256103146,226.21925750061402,222.9369674527732,224.40917960894316,219.73539194217963,215.08783388921296,212.5074368787664,232.52834155693733,230.96222770778314,238.77410013922758,239.1716506908852,238.568590997321,237.9236735551144,239.863064491412,241.08831609644926,248.24566514895804,254.28117034589908,252.558508073857,247.79153682468825,245.86629840057842,238.97375073462334,230.7752645340908,222.69705791283417,217.3355195547016,225.02698196877787,223.9502185812305,211.15975139146818,207.72157763637736,218.5228087591612,229.28697219689585,234.0079418747392,227.59159709373577,225.55143785571514,236.57252328184728,230.5291988840735,240.494289713894,255.97613973600193,255.14835652979664,233.48588593016092
8,1987-01-06 14:00:54+00:00,,,,,,,,,,,,-10.631899433713333,,102.34716936458092,131.48247798321285,118.37052749288107,106.1696047070329,118.17060899640938,137.41309170080348,132.02417212382102,104.99742326319692,106.44590415683406,128.33165043493628,114.44557254741045,96.2093287422979,118.42401673071406,138.74631214410488,132.5907769864495,132.01676137522438,133.85967105322183,133.0225846134246,131.32537763437358,128.6341997719153,127.74265214353726,146.7547599273306,145.40044303075805,150.0083449526117,147.88414803519436,141.2361327292529,139.55375715533722,135.84597214054824,143.46667525146748,161.9347189526263,162.4795942962288,149.783480108682,148.69778378706886,156.2134606631956,152.62030518732996,150.0658759929425,143.1383673871178,149.5098383580622,140.85798515167014,144.37218445297216,156.87043405574263,172.10642811764507,195.71474189658727,201.32030424875376,197.79279543836608,195.27943371294253,191.892597027228,192.9130255009135,185.56690954495878,191.19984292118755,196.19691847948394,205.12164060189363,202.5323878468087,202.4797163528669,219.11069861998246,220.08906324255094,223.83880687781277,207.26327594308475,202.6135155237338,201.36053099758357,195.87576003122877,207.487557094944,213.85944737477234,213.84445725247403,225.5104964493277,231.03249711281146,213.3374910665637,228.4832132113717,224.9308515683377,221.5124112806777,219.75137800702026,216.01259825351474,215.07253874648157,209.9310414772453,219.58046459285708,214.61276606196745,214.33715130888416,213.35164141760475,208.66636842076036,218.29534342264634,222.5764684262703,230.45090049846561,224.299538829448,207.7149908000992,214.6843866553898,223.25154585633868,211.5920357712279,221.62206419956448,234.27747117760782,220.56097454844223,229.25077719257567,232.3860814587851,225.7283301144659,212.3231401874488,231.06987203279314,234.36149380329243,245.28417571611044,258.7501483691299,247.3559814760039,242.99726056078617,241.42771946160465,225.98713521184249,226.59177661876578,217.56523008588744,208.11517209435667,217.34418378296664,227.55895895540976,213.04113034286115,205.81434769714414,208.18419572704676,226.6120443272265,236.83855490824934,226.1666482596607,219.47109856817056,227.0473614494225,229.26514187431695,234.55304336733542,240.22639931608566,244.73864973974526,232.01740152514287
9,1987-01-15 13:54:59+00:00,,,157.50578504991483,,,,,,,,,,,,,,,,,,,,,,,,,,108.05550101498321,,,,,,,,,,,,,,,,,,,,,116.1642470654305,,,,,,,,,,,,,,,,,189.78744446301195,,195.20899194636877,,,,,,,183.52507324144057,187.36662461460458,196.12494729267578,,,,,,,192.48014089877162,,,,186.57883668300263,193.7805052873676,184.67752416812013,196.1751514193138,191.9745462205022,,,207.31507960331828,190.2987389563432,,,,,203.54404917548885,,,,,,210.56736988465013,236.61088300704148,235.83989837076425,239.70577536173013,,,,214.5964406220046,209.09994391553104,205.83887874902203,190.6425629648942,186.4297921406631,195.06376358181728,,191.71875843873318,205.83692375168795,217.11966372902842,220.452519967161,225.87237846003632,211.39403400435233,211.62259045189407,216.9480135527038,220.41526676361391,228.68763002167526,234.79992957292816,220.4615059667899
