dates,nzd0062-0000,nzd0062-0001,nzd0062-0002,nzd0062-0003,nzd0062-0004,nzd0062-0005,nzd0062-0006,nzd0062-0007,nzd0062-0008,nzd0062-0009,nzd0062-0010,nzd0062-0011,nzd0062-0012,nzd0062-0013,nzd0062-0014,nzd0062-0015,nzd0062-0016,nzd0062-0017,nzd0062-0018,nzd0062-0019,nzd0062-0020,nzd0062-0021,nzd0062-0022,nzd0062-0023,nzd0062-0024,nzd0062-0025,nzd0062-0026,nzd0062-0027,nzd0062-0028,nzd0062-0029,nzd0062-0030,nzd0062-0031,nzd0062-0032,nzd0062-0033,nzd0062-0034,nzd0062-0035,nzd0062-0036,nzd0062-0037,nzd0062-0038,nzd0062-0039,nzd0062-0040,nzd0062-0041,nzd0062-0042,nzd0062-0043,nzd0062-0044,nzd0062-0045,nzd0062-0046,nzd0062-0047,nzd0062-0048,nzd0062-0049,nzd0062-0050,nzd0062-0051,nzd0062-0052,nzd0062-0053,nzd0062-0054,nzd0062-0055,nzd0062-0056,nzd0062-0057,nzd0062-0058,nzd0062-0059,nzd0062-0060,nzd0062-0061,nzd0062-0062,nzd0062-0063,nzd0062-0064,nzd0062-0065,nzd0062-0066,nzd0062-0067,nzd0062-0068,nzd0062-0069,nzd0062-0070,nzd0062-0071,satname
2006-09-13 22:11:23+00:00,380.47,381.48,386.69,396.36,396.19,387.20,388.68,387.58,390.85,381.81,366.13,368.35,372.02,376.33,377.92,377.15,375.47,371.34,371.48,374.00,381.96,387.02,389.47,383.59,369.54,374.24,378.06,374.17,370.53,377.30,378.82,378.83,383.09,387.56,391.89,398.56,409.33,412.80,391.44,397.84,409.53,410.54,408.24,397.41,395.17,381.39,380.55,385.10,379.11,368.42,363.44,368.08,377.43,373.69,362.75,366.53,371.79,366.98,348.55,349.88,359.26,368.51,378.29,394.34,373.16,358.89,359.39,359.53,369.82,362.23,372.62,328.04,L5
2006-09-29 22:11:34+00:00,380.54,380.64,384.74,394.70,396.19,387.20,388.68,387.58,390.85,381.81,366.13,368.35,372.02,376.33,377.92,377.15,375.47,371.34,371.48,374.00,381.96,387.02,389.47,383.59,369.54,374.24,378.06,375.64,372.41,378.53,379.91,378.03,384.77,388.72,391.17,396.95,408.33,411.72,392.71,398.55,409.40,411.41,408.75,399.96,395.49,382.38,381.49,387.02,382.19,372.21,366.12,370.48,379.78,376.17,364.90,366.83,370.96,367.01,349.70,350.70,359.12,369.47,380.79,400.96,375.91,358.89,364.56,363.39,373.26,366.55,375.45,333.19,L5
2006-11-08 22:07:27+00:00,376.38,372.18,372.38,387.96,389.29,381.15,384.28,384.97,386.65,378.52,361.62,354.48,366.06,369.74,371.01,367.64,370.45,368.69,370.98,375.05,377.60,377.48,381.43,378.15,365.94,375.85,376.88,373.35,369.68,375.93,373.81,372.99,383.75,385.66,386.59,390.40,405.11,407.70,388.70,393.78,409.31,410.91,406.75,396.88,392.44,377.22,380.29,387.12,382.97,372.89,362.67,368.14,375.12,372.90,362.58,363.78,367.54,364.47,347.88,348.34,356.88,367.20,378.33,398.64,372.14,354.46,364.06,365.99,374.87,365.81,373.34,328.40,L7
2006-11-24 22:07:37+00:00,376.32,371.72,373.12,389.69,391.75,386.04,388.93,389.10,388.83,381.74,363.74,354.48,366.06,369.74,371.01,370.29,372.33,371.12,374.46,377.93,379.57,378.84,380.03,375.51,368.36,379.69,381.01,376.55,372.89,379.66,378.54,372.99,383.75,385.66,385.30,390.83,406.47,408.46,389.77,395.30,410.96,413.23,408.71,398.94,395.28,379.22,382.14,389.28,384.95,374.83,362.67,368.14,375.12,372.88,364.13,366.95,369.17,364.98,349.01,349.89,358.14,368.17,379.54,401.66,374.73,359.12,367.44,369.10,378.45,367.09,373.34,328.40,L7
2006-12-10 22:07:44+00:00,376.27,371.42,373.60,386.35,390.94,384.29,389.82,389.19,386.35,377.94,362.34,353.34,365.60,367.64,370.95,369.96,370.74,371.48,375.81,379.37,380.27,379.11,377.01,373.92,369.61,379.94,378.91,373.59,372.32,379.24,377.51,372.45,381.77,382.21,380.47,387.58,405.65,407.53,388.47,395.10,412.50,414.05,407.34,396.27,393.23,376.89,380.08,390.38,385.07,372.51,361.75,368.65,373.81,370.70,365.39,369.71,369.62,365.23,349.66,350.67,356.87,366.55,376.80,404.50,374.73,359.12,367.44,369.70,379.03,367.34,374.77,328.40,L7
2007-02-04 22:12:33+00:00,377.39,372.06,373.00,388.17,391.38,386.23,395.87,394.29,389.75,378.51,362.62,359.63,371.06,373.82,377.71,374.48,372.55,372.98,378.00,381.01,380.00,377.13,374.69,374.36,375.25,385.52,381.62,376.03,374.46,383.40,381.43,378.72,385.62,385.74,383.20,389.03,405.13,406.57,388.60,396.13,414.25,416.06,408.40,396.87,394.45,379.64,381.47,390.46,388.03,375.12,362.71,370.78,376.04,372.32,367.51,372.92,371.53,367.75,350.12,351.65,356.51,366.27,378.48,406.42,375.45,363.10,371.20,372.75,382.55,369.75,376.88,330.01,L5
2007-02-28 22:08:05+00:00,376.62,370.98,372.60,388.70,392.93,388.34,398.35,394.41,385.86,375.56,360.28,361.16,375.13,377.00,379.59,374.09,371.81,372.56,378.04,381.03,378.38,375.09,372.74,373.12,377.99,386.98,383.61,376.41,374.69,384.83,384.55,378.75,385.59,388.44,384.83,390.50,404.25,403.37,388.03,394.75,413.89,415.18,407.08,395.51,393.91,378.37,381.20,389.22,388.32,377.46,363.94,370.95,375.49,372.53,368.63,372.90,370.02,367.35,350.46,353.32,357.15,366.24,378.96,406.00,375.68,360.00,371.82,371.91,383.47,369.96,377.76,329.18,L7
2007-05-03 22:08:02+00:00,379.10,374.13,376.36,397.10,399.48,400.65,406.98,403.99,398.61,396.12,375.18,375.68,389.40,390.94,392.65,385.82,379.20,381.21,387.33,390.09,384.90,378.06,372.08,372.48,383.97,393.51,391.01,395.71,391.70,400.27,400.05,391.45,397.28,396.20,390.42,398.97,413.28,410.25,393.12,396.74,420.46,419.93,410.81,399.55,399.24,377.70,387.80,394.21,393.00,381.59,366.51,375.28,378.13,371.68,371.04,379.51,376.33,370.48,354.16,357.69,361.08,369.79,378.93,407.74,374.83,363.31,368.65,375.32,386.54,373.30,382.97,335.41,L7
2007-07-22 22:07:45+00:00,381.35,379.34,385.31,393.82,399.35,403.15,410.12,404.79,401.31,405.00,380.85,384.69,392.51,392.13,393.58,391.14,382.97,384.46,389.25,392.96,390.18,384.91,384.56,387.47,389.36,390.09,387.47,395.69,393.95,403.05,407.40,402.11,406.59,409.51,406.37,409.01,415.01,413.62,403.41,401.54,421.05,413.78,405.77,394.93,396.86,382.38,385.06,387.59,385.01,377.73,369.27,378.63,383.22,376.70,371.32,376.95,372.65,373.31,355.50,359.31,363.45,371.97,386.71,399.43,378.11,362.67,371.90,371.64,383.64,374.72,388.95,341.39,L7
2007-11-27 22:07:48+00:00,363.43,372.29,384.28,374.95,396.99,403.33,398.22,393.02,378.74,,,377.06,367.19,361.60,358.72,365.69,372.79,376.01,377.07,382.53,389.40,387.51,387.68,390.08,385.35,380.23,380.25,377.98,373.72,371.52,386.09,377.69,389.92,402.87,400.03,402.34,394.04,395.24,394.90,401.44,416.81,406.81,388.29,374.75,380.63,367.03,382.80,402.17,380.10,370.61,359.10,368.51,372.60,371.90,362.74,361.09,344.89,360.40,343.21,351.76,359.89,370.10,385.82,390.29,384.93,370.67,376.19,370.84,373.12,366.02,380.85,357.97,L7
2007-12-29 22:07:56+00:00,363.43,372.29,384.28,374.95,396.99,403.33,398.22,393.02,378.74,,,377.06,367.19,361.60,358.72,365.69,375.20,377.28,380.90,383.77,389.14,387.51,387.68,390.08,385.35,387.75,385.25,384.88,379.68,376.47,381.85,378.63,389.54,401.47,403.42,408.42,403.60,407.25,408.39,404.83,416.81,406.81,388.29,380.18,386.21,383.91,394.23,413.24,391.53,376.11,365.88,369.79,375.84,373.72,367.32,373.37,363.85,365.20,348.69,351.76,359.89,370.10,385.82,390.29,395.55,376.61,380.56,372.49,371.61,367.61,386.29,368.79,L7
2008-04-03 22:07:44+00:00,,385.31,390.21,392.12,402.15,404.75,404.45,402.76,392.61,405.28,384.83,385.75,377.33,370.16,369.86,368.53,377.60,378.56,384.73,386.58,388.11,384.54,381.82,389.88,396.96,400.75,396.90,387.64,381.91,380.58,379.93,371.20,388.39,401.93,407.36,414.50,413.16,422.38,418.70,412.68,430.21,421.55,402.68,388.67,392.90,387.29,396.57,409.48,398.71,379.28,369.38,368.62,372.46,375.54,371.90,385.64,382.80,376.22,357.23,367.63,370.31,377.71,391.73,406.64,393.51,375.66,377.50,377.21,380.05,372.38,387.92,368.79,L7
2008-08-09 22:06:47+00:00,,388.53,388.61,383.72,395.62,394.28,392.29,391.85,388.09,405.28,374.83,381.07,369.64,367.77,367.42,369.23,,,,381.07,381.09,378.27,373.67,374.28,397.88,402.15,387.56,379.09,376.09,375.14,376.27,370.55,385.28,392.86,399.77,,,425.51,379.54,410.89,402.62,401.03,409.85,378.35,378.71,370.14,375.41,383.63,382.14,371.89,358.63,361.22,358.07,340.35,,,,368.61,347.60,351.91,362.09,366.80,370.12,407.50,365.19,362.51,366.39,386.65,389.83,367.93,379.71,,L7
2008-09-26 22:06:23+00:00,398.30,386.83,387.08,383.74,395.62,394.28,392.29,386.22,380.69,405.28,368.36,373.64,366.22,360.71,358.80,359.60,353.90,358.37,361.45,375.72,381.48,379.74,374.91,374.28,397.88,384.62,380.49,372.76,371.65,374.49,373.86,373.12,382.29,389.07,393.30,389.10,400.27,410.18,376.03,397.15,398.90,401.03,409.85,378.35,373.58,368.31,369.73,376.72,377.30,368.16,356.27,360.01,359.17,354.60,374.41,368.75,353.90,360.66,341.59,350.54,362.09,366.80,370.12,407.50,365.34,360.04,365.22,386.65,389.83,367.93,379.71,,L7
2008-11-13 22:06:43+00:00,392.74,380.85,384.39,377.05,388.06,382.65,375.91,382.76,368.02,,360.13,362.98,362.45,354.70,345.10,347.02,351.42,357.99,368.68,372.69,381.18,374.74,371.35,361.33,363.81,366.36,368.56,365.71,365.97,372.60,374.20,369.29,380.82,385.36,382.96,385.81,399.46,395.59,361.34,383.42,383.57,381.09,,371.19,365.93,357.37,360.18,369.88,373.88,362.61,350.04,355.01,358.92,357.95,365.47,366.14,358.88,351.25,332.20,339.42,345.05,349.44,347.42,399.41,359.06,356.88,364.72,366.45,381.20,360.81,373.08,355.12,L7
2008-11-21 22:01:05+00:00,392.39,383.83,384.99,380.09,391.11,391.94,392.61,391.43,384.08,,360.13,374.68,366.18,360.59,350.31,347.49,350.29,359.10,372.54,380.50,395.98,374.74,386.22,362.92,349.47,357.13,368.62,374.03,378.82,383.89,374.20,374.53,395.57,397.44,384.81,382.05,388.24,391.18,365.41,405.28,391.09,388.35,423.55,393.05,379.14,364.94,371.60,382.77,386.61,372.71,351.36,355.24,361.09,360.26,362.13,364.39,361.68,354.02,335.03,342.48,357.65,367.41,366.89,412.17,359.06,364.01,374.34,386.94,387.55,365.02,376.48,344.89,L5
2008-11-29 22:06:55+00:00,393.59,385.68,388.83,383.86,394.23,395.48,397.01,395.23,386.85,,360.13,374.68,369.50,361.63,351.14,347.43,350.04,360.42,372.92,382.69,397.93,382.94,388.24,366.77,352.15,357.94,370.36,374.03,378.82,383.89,374.20,379.81,400.10,399.84,386.54,383.28,389.81,394.38,373.05,411.20,399.98,399.24,420.66,395.98,381.13,366.05,371.60,382.77,386.61,372.71,353.50,356.41,362.72,361.71,362.09,365.10,363.13,356.71,339.24,346.79,364.86,373.91,374.95,408.72,363.84,365.70,374.68,386.94,387.55,368.88,379.81,347.21,L7
2008-12-31 22:07:13+00:00,396.08,386.76,391.18,385.95,394.50,396.28,399.16,396.81,389.48,395.40,361.23,375.23,369.50,361.63,351.14,346.77,349.02,359.37,373.45,384.00,398.72,387.73,390.24,368.70,352.97,358.14,369.76,375.32,380.51,387.22,382.89,379.81,400.10,399.84,388.70,384.21,389.28,394.04,376.17,411.93,403.14,402.06,417.05,394.77,380.49,366.62,372.04,383.80,388.30,374.59,353.50,356.41,363.00,362.26,362.03,364.08,363.31,358.26,341.20,348.78,366.27,375.33,378.10,404.67,364.37,364.79,373.21,381.39,387.62,368.88,379.81,347.21,L7
2009-02-25 22:03:43+00:00,399.84,391.27,393.76,392.89,396.31,402.67,410.71,404.08,395.90,396.65,366.05,377.11,372.64,363.24,350.32,343.88,349.02,359.37,373.45,385.83,403.78,391.88,396.48,362.44,353.74,357.97,369.50,379.01,385.70,394.53,396.94,380.91,404.30,403.79,391.83,386.55,391.36,395.04,384.72,411.05,409.97,409.65,417.29,402.34,385.26,370.51,376.93,387.61,390.85,376.47,354.80,356.19,364.20,364.17,360.46,363.08,362.98,359.87,344.20,352.87,369.98,380.18,386.21,404.13,370.46,367.13,374.24,378.89,387.19,373.19,382.82,345.79,L5
2009-03-21 22:07:47+00:00,403.86,396.03,395.14,392.64,395.90,403.29,412.47,407.82,399.62,396.65,366.05,378.14,373.89,364.32,355.21,349.42,353.04,359.57,372.63,386.95,405.16,396.71,396.82,364.47,355.04,358.21,369.50,379.01,385.70,394.53,399.96,385.71,406.09,405.29,394.60,389.23,392.46,395.42,385.52,409.60,410.19,410.30,417.12,405.01,388.51,374.70,376.93,387.61,393.04,378.20,357.17,358.54,365.10,365.48,361.62,363.13,363.56,361.81,347.24,353.49,368.85,381.23,386.29,404.13,373.08,367.13,374.24,378.89,391.04,375.18,384.63,345.79,L7
2009-05-24 22:08:02+00:00,412.46,405.92,404.31,396.47,396.34,403.80,413.26,416.34,408.17,396.65,371.37,380.51,379.32,367.56,364.58,355.91,355.79,360.05,372.72,388.37,405.20,405.85,396.91,364.45,357.82,359.02,371.07,381.96,389.50,399.29,412.17,386.12,401.50,402.69,401.41,396.79,399.14,399.69,389.97,406.60,414.10,412.01,413.65,397.92,387.28,375.36,373.54,378.34,394.16,381.36,361.89,364.70,367.15,362.46,357.11,362.18,364.97,367.05,354.70,357.06,368.50,372.23,379.49,393.01,367.62,360.17,364.41,370.84,391.75,378.26,387.31,334.02,L7
2009-09-13 22:07:45+00:00,427.97,422.10,408.86,395.77,386.60,400.09,401.66,410.67,421.94,396.73,369.89,377.35,370.67,368.47,378.94,387.59,373.16,360.61,370.11,381.14,413.44,409.66,396.40,380.54,373.84,375.30,387.94,377.78,366.54,367.93,384.23,383.64,393.71,396.94,406.62,405.38,406.13,402.15,379.92,391.63,401.96,405.58,407.72,394.77,386.17,382.40,373.83,371.33,390.94,378.42,367.13,370.94,373.06,363.97,354.58,363.39,367.59,367.77,359.90,357.25,363.58,364.12,369.50,385.90,364.37,360.34,368.36,383.81,402.30,378.20,385.31,308.72,L7
2009-09-29 22:07:43+00:00,,419.58,414.32,400.17,378.92,394.42,383.82,391.04,,396.73,369.89,371.40,361.20,367.22,383.14,398.09,,,371.67,368.61,,398.43,394.60,388.53,386.13,390.96,387.94,377.78,366.54,367.93,356.40,370.58,383.04,389.02,402.05,405.45,402.94,400.31,372.11,383.74,393.69,401.92,403.37,376.33,369.88,370.44,367.89,368.18,370.33,360.77,351.82,368.53,373.00,359.53,350.99,361.79,360.35,356.81,343.43,351.17,362.79,353.47,352.38,378.46,355.26,356.70,364.69,372.27,380.69,367.07,375.84,319.11,L7
2010-02-20 22:09:33+00:00,,419.58,414.32,400.17,401.65,400.98,392.98,397.28,409.81,402.76,376.67,380.97,377.69,381.91,383.84,390.00,385.57,390.90,371.67,368.61,,398.43,408.48,397.86,390.81,391.61,390.87,386.86,376.93,376.07,355.57,371.84,382.49,393.15,413.49,419.51,401.70,398.45,373.52,382.63,399.54,409.92,403.97,382.09,375.25,380.01,375.98,381.13,377.50,367.66,361.00,370.44,374.90,373.97,372.88,371.96,360.35,356.81,343.43,363.46,373.56,376.28,393.83,399.53,375.09,373.18,379.82,378.11,384.00,371.44,382.65,338.44,L7
2010-03-08 22:09:41+00:00,,419.58,424.49,422.26,412.38,405.14,397.36,401.26,415.96,407.00,378.42,380.97,377.69,392.69,396.84,390.00,385.57,390.90,371.67,368.61,414.29,415.06,414.31,402.13,396.74,395.98,396.38,394.75,384.09,380.25,358.65,373.13,383.43,394.60,405.35,419.51,401.70,398.45,390.31,397.27,407.01,413.53,405.48,387.05,382.23,386.58,381.76,386.68,380.80,366.00,365.51,374.41,375.22,373.49,372.88,371.96,360.35,361.22,356.08,371.62,379.04,380.24,393.83,410.51,375.09,387.19,387.44,378.11,384.00,373.95,386.03,356.15,L7
2010-03-24 22:09:46+00:00,405.09,405.93,425.74,428.81,426.41,411.85,406.22,400.74,408.05,401.45,380.78,390.54,394.18,405.43,403.69,362.69,366.20,373.90,368.83,369.35,396.33,405.84,410.63,400.56,399.56,394.02,395.94,396.96,390.29,386.41,359.78,370.67,381.91,398.80,405.35,405.26,400.70,398.11,396.86,400.23,411.05,415.61,404.51,389.05,388.08,390.34,386.96,391.07,386.09,364.68,365.59,375.86,376.47,375.27,375.69,377.87,367.38,368.35,363.91,377.09,384.81,387.89,400.12,417.75,392.17,391.73,389.84,376.64,376.91,374.17,388.46,356.15,L7
2010-07-30 22:09:48+00:00,410.80,411.88,425.74,428.81,422.62,411.82,406.40,403.38,406.88,401.70,385.73,395.67,388.82,404.10,404.41,374.71,374.28,378.40,373.28,375.90,396.33,405.84,405.50,398.31,397.50,394.63,396.59,395.61,390.53,388.59,368.78,383.21,389.59,398.40,402.61,405.95,407.30,406.96,411.83,411.01,419.25,411.63,403.05,395.04,392.34,396.70,391.71,395.38,389.74,368.93,374.27,381.05,379.52,377.81,379.08,382.79,377.23,376.76,379.61,387.77,384.81,385.19,393.85,426.82,399.91,396.80,394.55,384.59,386.28,378.95,394.57,369.48,L7
2010-10-02 22:09:49+00:00,417.69,420.66,,411.81,411.22,411.73,406.95,395.50,396.12,389.81,386.08,392.77,389.49,401.46,391.00,405.16,394.27,391.05,378.65,385.37,385.20,389.38,390.09,391.54,391.30,396.46,398.53,391.55,391.24,392.93,386.78,408.30,404.95,397.59,397.14,407.32,412.48,409.90,,,,399.67,398.64,386.97,376.21,389.45,375.00,379.08,377.32,364.32,364.42,378.65,382.43,374.62,371.55,376.55,372.21,,,,,377.12,381.31,399.88,382.06,365.97,373.60,378.02,388.09,369.51,384.44,,L7
2010-11-27 22:07:24+00:00,412.69,414.16,415.51,421.48,424.88,418.19,408.88,396.14,397.52,389.07,380.97,388.06,387.41,401.46,390.40,409.83,403.71,397.18,385.99,389.19,395.94,398.22,389.38,387.71,387.25,389.26,398.25,395.83,381.12,380.64,374.57,399.53,404.40,400.29,401.66,407.24,409.99,410.83,401.13,390.89,397.60,394.27,396.30,395.13,389.52,386.06,372.52,376.85,381.57,381.75,364.42,392.90,387.95,372.56,372.45,377.57,370.49,356.23,351.10,362.93,375.46,379.62,381.31,414.70,382.68,365.37,368.73,376.08,389.37,376.96,389.01,384.00,L5
2011-02-07 22:11:00+00:00,410.77,407.08,418.34,423.93,437.04,426.61,410.81,388.56,394.59,382.37,371.17,381.69,389.39,,382.67,415.37,410.36,402.07,390.12,392.55,395.94,398.22,388.67,383.88,383.21,382.07,397.96,399.05,386.81,383.69,362.37,390.77,403.95,405.14,405.84,409.15,412.42,416.42,405.75,405.35,404.46,388.88,393.96,403.30,402.84,382.67,370.04,374.62,385.82,399.18,,407.16,393.47,370.50,373.35,369.36,360.09,356.09,347.65,359.73,373.12,376.59,379.17,422.74,381.51,364.07,367.62,377.09,393.09,377.85,387.88,368.01,L7
2011-04-12 22:11:12+00:00,402.69,398.87,411.14,416.65,426.82,419.02,405.15,399.36,399.24,380.38,362.94,379.66,379.33,370.76,379.85,404.08,409.62,409.43,400.67,396.82,402.05,402.84,393.02,387.40,384.16,383.84,393.62,394.25,383.45,384.90,374.12,388.65,401.24,402.36,403.77,409.15,412.42,416.42,393.02,391.07,400.41,392.40,388.84,390.14,390.41,383.93,369.89,378.50,384.02,386.80,370.15,396.14,389.57,374.38,373.35,369.36,360.09,358.78,347.25,353.15,366.59,372.24,380.29,419.04,380.65,365.86,365.43,373.94,382.96,385.03,393.95,368.01,L7
2011-07-01 22:11:06+00:00,392.27,389.11,400.05,399.42,420.97,407.81,399.49,401.29,380.19,373.16,355.13,376.14,377.86,364.10,358.89,373.47,383.79,375.70,381.75,372.23,385.53,384.14,383.25,385.62,385.11,385.60,389.29,384.20,385.31,384.13,368.11,377.72,395.18,398.89,401.77,410.26,417.92,411.61,387.19,391.16,401.81,395.93,383.72,376.98,377.99,385.18,369.74,382.38,382.23,374.42,370.15,385.13,385.67,378.27,,360.13,351.41,360.05,345.32,348.26,362.16,367.29,380.29,413.79,379.33,366.71,368.66,373.84,373.98,378.20,389.77,352.02,L7
2011-07-17 22:11:06+00:00,389.19,387.82,400.05,399.42,420.97,406.49,400.64,400.82,380.07,376.06,360.73,376.35,380.10,367.80,363.18,373.57,380.63,375.41,378.57,370.23,385.53,384.14,383.25,388.59,389.31,389.64,389.40,380.25,382.68,372.32,368.09,376.39,389.53,397.21,403.48,412.72,419.04,412.03,387.19,391.16,401.81,395.93,394.90,384.39,379.31,382.40,373.06,382.99,381.88,370.87,365.74,378.84,379.98,368.47,356.81,363.72,358.17,359.96,345.32,348.26,362.16,367.29,380.29,413.79,379.33,366.71,368.66,373.84,373.98,378.20,389.77,352.02,L7
2011-09-19 22:10:52+00:00,382.84,379.12,385.64,384.72,408.87,399.44,396.39,394.98,381.44,375.31,360.73,375.71,375.59,367.57,366.59,373.57,380.63,375.41,377.59,376.04,385.99,384.06,381.57,386.36,386.84,387.95,387.29,373.01,374.11,360.10,366.40,374.13,382.11,391.17,402.81,413.50,413.87,404.68,373.61,368.03,392.53,391.69,388.51,377.99,371.34,376.47,367.84,380.57,380.23,368.05,361.96,376.82,375.19,368.47,356.81,363.85,366.25,364.79,342.94,341.40,352.04,357.77,375.24,398.27,378.66,370.58,366.30,368.41,371.98,374.36,385.66,,L7
2011-11-22 22:11:15+00:00,381.19,377.31,380.87,379.47,411.35,400.36,394.86,388.07,375.88,376.38,366.32,376.24,374.91,366.54,367.35,373.00,376.16,376.16,380.10,380.24,381.08,376.95,374.07,382.28,385.78,389.84,389.86,369.13,373.23,350.62,361.83,367.70,377.93,389.46,403.01,411.65,411.28,401.20,376.84,375.38,392.94,389.50,389.15,381.72,373.58,372.12,366.89,379.66,374.90,363.04,357.80,371.51,373.59,369.77,364.60,365.12,368.27,368.82,348.74,345.72,355.12,356.56,377.52,399.72,384.18,373.58,368.15,369.34,373.33,372.50,382.93,342.92,L7
2012-01-25 22:11:35+00:00,373.19,370.03,380.54,405.51,415.77,405.47,396.86,389.86,386.10,375.26,396.65,384.84,376.75,373.27,376.93,378.98,375.50,377.66,381.62,388.63,385.15,377.94,372.92,374.52,385.30,393.55,396.08,385.45,382.39,360.89,370.90,364.08,385.18,389.45,400.12,407.93,402.67,394.90,381.57,377.66,397.10,392.29,388.34,385.37,374.69,373.68,366.51,378.11,368.13,359.48,358.07,372.13,377.38,380.10,372.38,364.03,369.94,373.50,351.14,347.82,356.74,358.36,380.12,403.94,384.46,376.22,375.19,376.38,381.59,377.97,384.31,351.88,L7
2012-03-29 22:11:42+00:00,376.23,369.80,381.85,400.54,425.06,416.56,410.47,398.21,386.62,376.73,396.65,391.76,387.14,381.44,379.93,384.55,384.20,386.52,387.61,389.11,384.27,382.94,377.17,378.98,389.26,396.81,397.92,389.96,391.55,375.90,380.93,360.83,400.84,403.81,406.92,408.59,403.51,390.77,387.54,379.72,398.12,395.56,394.74,395.47,390.46,390.52,389.64,388.22,373.42,365.37,360.84,370.99,377.71,377.93,374.16,367.99,372.31,375.05,356.98,346.15,358.89,355.74,376.67,413.45,379.08,375.13,376.02,380.45,384.14,376.86,379.56,351.88,L7
2012-06-01 22:11:59+00:00,341.19,350.69,364.69,386.96,425.06,421.07,418.25,402.54,386.62,376.73,396.65,386.61,380.88,375.54,368.48,383.20,384.67,375.60,363.52,379.87,381.14,381.38,378.32,381.15,392.93,388.28,387.47,377.33,378.93,380.47,377.10,352.65,396.33,401.78,402.39,397.81,381.02,380.88,375.83,364.71,400.62,397.55,399.29,399.12,393.32,382.60,376.34,383.74,376.98,367.14,354.76,369.27,372.20,372.01,367.74,361.50,349.32,356.89,355.93,344.90,358.50,353.05,372.01,412.39,373.63,375.13,376.02,390.48,387.87,378.04,377.19,360.85,L7
2012-11-08 22:13:27+00:00,364.26,360.15,379.46,383.86,420.23,410.68,389.07,388.18,403.81,391.27,387.83,379.88,378.17,348.90,339.21,406.90,389.38,373.00,375.65,376.68,375.81,381.16,422.04,427.31,420.73,390.23,381.96,373.94,384.56,363.10,378.47,352.65,365.59,384.97,386.97,386.19,392.36,393.56,363.67,359.32,397.03,407.78,418.15,391.42,386.88,374.35,368.59,387.39,387.72,364.70,339.42,364.07,376.86,373.10,361.63,356.78,352.32,355.62,,,392.26,366.61,,435.29,,379.01,377.64,389.95,397.55,,,,L7
2013-05-11 22:19:31+00:00,392.10,404.01,407.83,391.11,408.03,399.25,394.74,368.43,362.88,395.79,384.50,383.45,395.64,372.88,374.98,370.47,371.38,377.84,374.54,375.66,393.21,391.10,395.61,398.23,401.15,396.01,394.01,372.33,378.26,378.00,390.36,362.42,391.98,397.63,,,,,,,,,,,,,,381.75,384.69,376.16,367.65,373.20,378.90,372.07,370.06,370.03,367.08,371.40,351.14,356.68,364.96,359.63,370.18,402.81,379.64,369.62,368.18,380.01,390.75,388.17,393.80,360.56,L8
2013-05-19 22:13:27+00:00,388.37,392.18,397.25,387.12,403.37,397.58,391.51,368.43,370.12,395.79,384.50,383.45,395.64,379.52,377.97,373.98,370.91,371.80,371.30,375.20,388.34,391.22,392.93,392.76,391.90,383.52,382.20,372.33,378.26,378.00,394.15,357.16,393.00,393.38,385.15,383.03,389.77,387.95,374.84,359.91,383.60,393.56,379.51,373.10,360.69,361.26,,381.75,384.69,377.01,370.46,379.14,379.87,371.88,368.25,369.02,368.10,367.42,348.06,351.05,360.55,354.35,368.62,402.98,383.27,361.78,368.18,380.01,390.75,394.47,400.77,360.56,L7
2013-06-28 22:19:33+00:00,384.31,387.22,393.83,379.29,399.67,393.32,386.35,368.43,382.50,388.93,381.15,380.82,382.66,381.97,379.90,375.24,369.91,372.15,376.27,381.91,390.51,389.76,383.39,384.37,387.88,385.33,382.68,374.70,376.40,379.02,388.09,355.86,391.50,389.50,380.85,368.70,376.31,381.76,374.01,359.29,381.22,387.23,375.94,375.83,360.69,361.23,354.47,380.19,381.38,373.48,368.20,379.08,379.26,369.31,367.61,372.62,370.93,364.48,348.06,351.05,360.55,354.35,368.62,414.14,383.27,361.78,368.18,380.01,390.75,394.47,400.77,360.56,L8
2013-07-06 22:13:02+00:00,383.39,385.69,391.88,379.29,399.67,391.55,385.31,368.43,383.41,389.39,381.86,380.82,382.66,381.97,379.90,375.24,369.91,372.15,376.27,381.91,390.51,389.76,383.39,384.37,387.88,385.33,382.68,374.70,376.40,379.02,388.09,355.86,391.50,389.50,380.85,366.98,373.85,383.52,374.01,359.29,381.22,387.23,379.48,370.38,360.69,363.84,356.15,379.07,379.66,372.34,368.14,379.78,378.47,368.89,367.66,372.62,370.93,364.48,348.06,351.05,360.55,354.35,368.62,414.14,383.27,361.78,368.18,380.01,390.75,394.47,400.77,360.56,L7
