dates,nzd0062-0000,nzd0062-0001,nzd0062-0002,nzd0062-0003,nzd0062-0004,nzd0062-0005,nzd0062-0006,nzd0062-0007,nzd0062-0008,nzd0062-0009,nzd0062-0010,nzd0062-0011,nzd0062-0012,nzd0062-0013,nzd0062-0014,nzd0062-0015,nzd0062-0016,nzd0062-0017,nzd0062-0018,nzd0062-0019,nzd0062-0020,nzd0062-0021,nzd0062-0022,nzd0062-0023,nzd0062-0024,nzd0062-0025,nzd0062-0026,nzd0062-0027,nzd0062-0028,nzd0062-0029,nzd0062-0030,nzd0062-0031,nzd0062-0032,nzd0062-0033,nzd0062-0034,nzd0062-0035,nzd0062-0036,nzd0062-0037,nzd0062-0038,nzd0062-0039,nzd0062-0040,nzd0062-0041,nzd0062-0042,nzd0062-0043,nzd0062-0044,nzd0062-0045,nzd0062-0046,nzd0062-0047,nzd0062-0048,nzd0062-0049,nzd0062-0050,nzd0062-0051,nzd0062-0052,nzd0062-0053,nzd0062-0054,nzd0062-0055,nzd0062-0056,nzd0062-0057,nzd0062-0058,nzd0062-0059,nzd0062-0060,nzd0062-0061,nzd0062-0062,nzd0062-0063,nzd0062-0064,nzd0062-0065,nzd0062-0066,nzd0062-0067,nzd0062-0068,nzd0062-0069,nzd0062-0070,nzd0062-0071,satname
2007-02-04 22:12:33+00:00,394.97,392.25,392.20,414.98,399.87,399.31,419.97,421.99,408.99,393.91,379.69,393.59,412.91,414.19,415.70,404.39,387.87,392.03,397.93,399.25,389.08,378.63,378.14,384.85,392.70,395.54,394.36,396.88,395.14,413.90,419.14,413.28,413.64,409.49,402.63,407.45,424.71,422.77,402.69,414.88,437.57,429.48,421.30,408.44,408.12,388.01,387.33,386.63,401.87,389.61,376.22,387.51,390.48,380.00,372.16,388.52,390.36,388.16,363.27,365.32,368.18,374.04,395.33,419.50,380.56,371.93,374.42,378.60,396.59,383.93,394.92,354.23,L5
2007-02-28 22:08:05+00:00,382.92,378.04,389.61,403.71,405.33,405.85,409.10,390.72,,,,380.66,400.97,398.70,401.62,392.47,379.65,378.88,387.29,388.66,383.57,380.95,381.80,390.02,391.66,394.86,382.45,,,,404.29,389.83,393.57,405.63,399.95,402.35,404.54,404.56,403.64,402.41,422.82,420.37,414.98,398.45,394.31,374.52,,,,380.50,370.74,377.31,383.23,372.98,370.37,376.51,374.52,380.06,361.95,364.26,363.89,368.94,384.36,403.08,379.24,349.60,,,,368.16,384.87,325.05,L7
2007-05-03 22:08:02+00:00,384.08,382.82,,,,404.35,415.21,418.53,418.20,416.09,382.00,391.13,396.50,396.37,398.83,396.13,391.58,390.91,394.72,396.99,391.42,,,387.36,398.43,406.83,403.59,394.50,392.76,392.20,407.20,407.19,417.27,415.58,417.25,423.89,436.76,431.90,412.41,,,,405.74,402.92,404.88,384.62,382.79,388.54,381.13,372.24,371.47,379.85,386.06,381.92,380.00,381.70,380.83,372.45,,,,375.94,386.12,400.32,374.53,366.49,369.37,364.67,370.70,372.07,387.05,344.90,L7
2007-07-22 22:07:45+00:00,363.43,364.27,374.11,362.78,392.85,403.08,396.20,387.92,376.74,,,373.37,359.64,359.27,358.16,371.59,372.79,376.01,377.07,386.94,396.66,395.16,393.75,387.64,374.65,363.14,369.46,,,,398.99,398.14,401.90,407.33,405.65,402.34,394.04,395.24,394.90,387.32,402.75,391.50,381.07,369.91,380.11,,,,372.02,368.55,358.65,369.87,373.12,371.90,362.74,361.09,344.89,352.55,341.29,348.36,358.27,368.94,381.02,374.80,,,,,,,,,L7
2007-11-27 22:07:48+00:00,,380.31,394.46,387.13,401.12,403.58,400.24,398.13,380.74,,,380.74,374.73,363.93,359.27,359.79,,,,378.13,382.14,379.86,381.60,392.52,396.04,397.32,391.04,377.98,373.72,371.52,373.19,357.25,377.94,398.40,394.42,,,,,415.56,430.86,422.12,395.51,379.58,381.15,367.03,382.80,402.17,388.18,372.67,359.55,367.15,372.07,,,,,368.26,345.13,355.17,361.51,371.26,390.62,405.78,384.93,370.67,376.19,370.84,373.12,366.02,380.85,357.97,L7
2007-12-29 22:07:56+00:00,,,,,,,,,,,,,,,,,377.60,378.56,384.73,386.25,388.62,,,,,402.78,395.26,391.78,385.63,381.42,373.37,380.49,388.79,398.67,410.19,414.50,413.16,419.25,421.88,411.60,,,,391.04,397.36,400.80,405.66,424.30,414.38,387.10,379.44,372.35,382.33,375.54,371.90,385.64,382.80,374.78,359.64,,,,,,406.16,382.54,384.94,374.14,370.09,369.19,391.72,379.61,L7
2008-04-03 22:07:44+00:00,,390.30,385.96,397.12,403.19,405.91,408.66,407.39,404.48,405.28,384.83,390.77,379.93,376.39,380.45,377.27,,,,395.35,393.57,389.22,382.04,387.24,397.88,402.15,404.39,393.16,386.37,388.80,393.24,375.86,398.44,408.72,417.47,,,425.51,415.53,410.89,429.55,420.97,409.85,395.38,400.19,394.03,401.25,401.98,393.57,378.07,369.16,366.35,362.97,,,,,385.63,366.91,380.09,379.12,384.16,392.83,407.50,389.45,373.78,371.36,386.65,396.93,381.94,391.18,,L7
2008-08-09 22:06:47+00:00,,386.77,391.25,370.32,388.06,382.65,375.91,376.30,371.70,,364.84,371.37,359.36,359.15,354.39,361.19,,,,366.79,368.60,367.33,365.29,361.33,,,370.73,365.02,365.81,361.49,359.30,365.24,372.13,377.00,382.08,,,,343.56,,375.70,381.09,,361.31,357.23,346.26,349.57,365.28,370.71,365.71,348.11,356.09,353.17,340.35,,,,351.58,328.29,323.73,345.05,349.44,347.42,,340.93,351.25,361.42,,382.72,353.92,368.23,,L7
2008-09-26 22:06:23+00:00,398.30,383.43,384.02,383.77,,,,374.97,365.90,,355.42,358.77,359.36,346.59,341.57,340.35,353.90,358.37,361.45,365.02,382.27,382.66,377.41,,,367.10,366.36,360.10,362.76,373.19,369.04,378.26,376.31,381.48,380.35,389.10,400.27,394.85,369.00,383.42,391.44,,,,363.31,364.65,358.36,362.91,367.61,360.69,351.53,357.58,361.36,368.84,374.41,368.75,353.90,344.78,329.58,347.79,,,,,365.63,355.10,362.87,,,,,,L7
2008-11-13 22:06:43+00:00,387.17,372.35,377.90,,,,,397.01,366.45,,,358.80,368.64,358.35,339.33,339.51,348.94,357.61,375.91,386.25,392.68,374.22,,,363.81,365.62,368.60,372.02,369.35,383.12,394.25,364.38,394.01,397.61,386.46,382.52,398.65,396.33,371.45,,,,,381.07,377.25,361.19,372.60,381.44,383.32,361.42,350.49,351.36,362.24,364.66,356.52,363.53,363.87,357.39,338.72,346.75,,,,399.41,370.61,364.28,369.87,366.45,379.67,367.70,377.93,355.12,L7
2008-11-21 22:01:05+00:00,391.70,392.75,386.79,386.17,394.16,401.24,409.31,417.44,432.29,,,409.78,377.37,378.28,365.96,348.90,348.04,361.31,380.26,403.93,440.35,,415.97,364.52,335.13,338.68,368.81,399.00,417.37,417.76,,390.23,439.84,433.69,390.34,374.52,365.80,382.35,377.63,427.14,406.12,395.60,423.55,436.76,418.77,387.66,405.88,421.45,424.79,403.03,355.32,355.94,367.58,367.18,355.45,360.90,367.27,362.32,343.55,351.64,370.25,385.38,386.37,424.92,,385.42,403.21,407.42,400.27,373.44,383.29,334.67,L5
2008-11-29 22:06:55+00:00,397.17,393.11,404.17,395.19,400.46,402.54,405.82,410.41,397.89,,,,382.78,365.77,354.44,347.20,349.29,364.40,374.04,391.47,405.76,407.55,394.28,374.46,357.51,360.37,377.30,,,,,400.93,418.22,409.40,393.49,386.99,394.51,403.97,403.63,423.05,426.66,421.04,417.77,404.79,389.08,370.51,,,,,362.04,361.08,369.23,367.53,361.99,367.21,367.50,367.49,356.06,364.05,379.29,386.90,391.05,401.82,378.18,372.47,376.04,,,380.44,389.81,351.85,L7
2008-12-31 22:07:13+00:00,406.06,392.15,402.95,394.32,395.33,398.69,405.61,404.74,402.68,395.40,363.43,377.44,,,,343.45,344.93,355.15,375.59,390.53,402.65,406.87,398.25,374.51,355.43,358.94,366.76,380.46,387.24,400.54,408.98,,,,399.50,387.93,387.17,392.72,391.75,414.12,415.76,410.52,409.82,389.90,377.28,369.47,373.77,387.91,395.07,382.09,,,364.44,365.01,361.77,360.01,363.99,366.01,350.98,358.72,370.50,379.62,387.55,392.51,366.50,360.19,365.87,370.29,387.84,,,,L7
2009-02-25 22:03:43+00:00,418.64,413.81,406.75,405.01,395.28,408.23,422.10,419.90,410.17,397.90,379.31,380.78,375.04,367.20,,,,,,377.79,398.94,388.09,,336.28,356.81,357.14,369.15,383.45,391.76,398.04,415.48,370.73,393.13,396.77,400.83,398.24,401.77,400.04,394.87,407.53,409.86,411.42,418.03,399.20,385.87,369.57,374.05,384.34,383.48,375.11,354.64,355.00,360.38,351.80,352.63,358.10,361.36,361.24,346.30,348.25,359.86,368.81,379.86,402.01,371.36,365.35,367.56,371.40,380.99,371.20,380.24,341.50,L5
2009-03-21 22:07:47+00:00,427.97,424.61,403.39,391.37,394.28,405.75,419.51,430.29,421.94,,,383.30,380.15,369.72,374.73,377.09,373.16,360.61,368.54,393.68,413.44,420.89,398.20,372.56,361.55,359.65,,,,,412.06,409.76,415.04,412.76,411.20,405.32,399.06,397.70,390.32,402.36,411.27,412.92,416.41,418.32,408.04,399.87,,,403.94,386.89,368.99,370.30,370.44,373.36,368.56,363.39,367.01,373.45,365.46,357.20,364.37,385.43,386.62,,386.19,,,,406.41,383.13,391.88,,L7
2009-05-24 22:08:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.08,379.60,391.85,402.05,405.45,413.20,404.03,369.30,385.95,406.95,404.13,406.23,377.41,376.11,367.37,372.81,362.77,,,,372.44,371.28,354.59,340.59,,,,,,,340.38,352.38,375.69,335.86,342.67,348.16,,,,,308.72,L7
2009-09-13 22:07:45+00:00,,419.58,414.32,400.17,378.92,394.42,383.82,391.04,,396.73,369.89,371.40,361.20,367.22,383.14,398.09,,,371.67,368.61,,398.43,394.60,388.53,386.13,390.96,387.94,377.78,366.54,367.93,356.40,378.07,386.48,386.20,,,,404.72,380.13,386.59,387.67,399.70,400.51,388.57,374.37,379.96,374.85,379.89,377.93,369.96,365.28,370.07,377.47,,,,368.17,362.10,354.35,357.29,362.79,366.56,,396.12,371.06,378.00,388.55,383.81,398.18,373.28,378.74,,L7
2009-09-29 22:07:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.68,392.18,366.91,378.67,386.46,,,363.01,359.15,364.00,356.00,361.87,362.73,351.59,338.37,363.07,370.24,364.48,361.39,361.79,352.52,351.53,332.50,345.04,,,,363.58,358.85,349.42,357.36,360.74,363.20,360.86,372.94,329.49,L7
2010-02-20 22:09:33+00:00,,,,,424.39,407.54,402.13,403.53,409.81,408.80,383.45,390.54,394.18,396.60,384.54,381.92,385.57,390.90,,,,,422.36,407.19,395.49,392.25,393.80,395.94,387.32,384.21,354.74,365.60,378.49,400.11,413.49,419.51,410.72,,,,424.48,420.15,407.42,394.70,392.23,396.06,397.08,401.62,391.83,381.42,379.35,378.19,376.98,383.46,384.38,382.13,,,,388.04,384.32,386.00,393.83,438.89,395.37,392.11,393.55,389.78,390.63,380.18,396.28,347.40,L7
2010-03-08 22:09:41+00:00,,,434.66,444.36,433.82,413.45,406.13,409.21,422.10,415.48,381.93,,,414.25,422.84,,,,,,414.29,431.70,425.96,410.67,408.59,404.74,407.41,410.53,398.41,388.62,364.81,375.73,385.33,397.49,397.21,,,,423.90,426.56,429.44,420.75,408.52,401.92,403.17,406.30,399.11,403.32,390.72,361.04,379.05,386.31,376.20,372.52,,,,370.04,381.39,396.10,390.02,388.15,,443.47,,429.25,410.31,,,381.48,396.16,391.55,L7
2010-03-24 22:09:46+00:00,405.09,405.93,416.81,413.27,421.03,414.57,410.40,389.48,392.24,380.06,376.97,,,,,343.45,346.84,356.91,368.83,369.35,378.37,379.97,383.58,383.82,394.61,385.06,386.62,384.42,385.15,,,,,,,391.01,398.71,404.03,399.76,395.46,403.82,405.94,397.60,396.58,397.76,394.99,395.64,397.48,399.09,,,,382.46,380.63,381.31,389.70,382.24,383.49,377.83,379.17,380.09,389.51,406.42,425.04,422.29,396.13,398.13,379.40,,,,,L7
2010-07-30 22:09:48+00:00,416.51,417.82,,,411.22,411.73,406.95,411.32,403.38,402.47,400.56,400.80,383.46,401.46,405.86,398.77,390.42,387.39,377.73,382.46,,,390.09,391.54,391.30,396.46,398.53,391.55,391.24,392.93,386.78,408.30,404.95,397.59,397.14,407.32,412.48,409.90,,,,399.67,398.64,386.97,376.21,389.45,375.00,379.08,377.32,364.32,364.42,378.65,382.43,374.62,371.55,376.55,372.21,,,,,377.12,381.31,399.88,382.06,369.72,376.20,,381.94,375.18,391.27,,L7
2010-10-02 22:09:49+00:00,418.86,423.50,,411.81,,,,379.68,388.85,377.14,371.60,384.75,395.51,,376.14,411.56,398.12,394.71,379.57,388.28,385.20,389.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.22,371.00,378.02,394.24,363.84,377.62,,L7
2010-11-27 22:07:24+00:00,402.69,401.16,415.51,431.14,438.53,424.64,410.81,397.43,400.34,387.60,370.74,378.62,383.27,,389.19,419.17,422.60,409.43,400.67,396.82,406.69,407.05,388.67,383.88,383.21,382.07,397.96,400.10,371.01,368.35,362.37,390.77,403.86,403.00,406.19,407.16,407.50,411.77,401.13,390.89,397.60,388.88,393.96,403.30,402.84,382.67,370.04,374.62,385.82,399.18,,407.16,393.47,370.50,373.35,378.59,368.77,356.23,351.10,362.93,375.46,382.13,,429.52,383.29,364.17,358.98,374.14,391.93,391.86,398.13,384.00,L5
2011-02-07 22:11:00+00:00,,396.58,421.17,428.83,435.55,428.57,,,,,,,,,,,,,,,,,,,,,,397.99,402.60,399.02,,,404.04,407.29,405.49,411.15,417.34,421.07,410.38,419.80,411.32,,,,,,,,,,,,,,,360.13,351.41,355.94,344.21,356.52,370.79,371.04,379.17,415.96,379.73,365.83,372.87,379.11,,,,352.02,L7
2011-04-12 22:11:12+00:00,,,396.75,389.97,406.38,403.84,399.49,401.29,398.14,373.16,355.13,380.71,375.39,370.76,370.50,388.98,396.63,,,,397.41,398.63,397.38,390.93,385.11,385.60,389.29,384.66,376.74,387.34,385.86,386.54,395.83,396.78,399.63,,,,367.56,362.52,392.31,395.93,383.72,376.98,377.99,385.18,369.74,382.38,382.23,374.42,370.15,385.13,385.67,378.27,,,,364.16,346.43,340.01,353.53,363.54,381.41,411.63,378.93,367.59,364.45,368.58,373.98,378.20,389.77,,L7
2011-07-01 22:11:06+00:00,392.27,381.64,382.24,379.47,,391.03,,,362.24,,,371.58,380.33,357.44,347.29,357.96,370.96,375.70,381.75,372.23,373.65,369.65,369.11,380.31,,,,369.94,376.58,366.04,350.35,368.90,385.68,392.59,400.19,409.38,418.51,402.15,383.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2011-07-17 22:11:06+00:00,386.11,385.23,,,,402.53,401.80,400.35,379.82,378.96,366.32,376.75,384.59,375.21,371.76,373.77,374.29,375.13,375.39,368.22,,,,394.54,393.50,393.68,389.51,368.40,374.81,336.90,368.05,373.73,372.58,392.17,408.61,417.63,421.27,412.86,,,,,406.09,391.81,380.62,379.63,376.39,383.59,381.52,367.32,361.33,372.54,374.28,358.67,356.81,367.31,364.92,359.79,,,,,,,,,,,,,,,L7
2011-09-19 22:10:52+00:00,370.15,370.49,377.92,,411.35,400.34,387.87,383.31,385.57,373.80,,373.80,362.05,366.89,376.81,,,,375.63,387.66,386.92,383.90,378.22,379.66,381.91,384.58,383.06,369.06,368.30,350.11,361.33,367.34,374.33,383.12,,,401.83,399.03,369.64,373.54,392.75,387.44,375.71,365.19,355.40,364.61,357.40,375.73,376.94,362.42,354.40,372.78,365.62,,,360.39,367.58,370.41,339.45,342.80,350.56,352.00,369.06,384.92,378.39,373.58,368.15,368.25,369.98,370.52,381.55,,L7
2011-11-22 22:11:15+00:00,376.23,371.89,382.44,,,407.54,394.91,380.56,,,,382.84,372.68,366.61,373.54,387.26,383.24,377.66,387.61,392.83,382.67,377.29,374.87,374.62,381.94,391.27,397.02,,,349.41,367.59,360.83,379.12,389.95,400.23,407.93,403.51,390.77,377.24,377.21,393.13,391.57,385.65,388.16,384.72,,,,366.24,359.38,357.66,369.22,380.86,380.88,372.38,367.66,372.31,376.26,358.03,348.64,359.69,361.12,385.98,414.51,389.97,,,370.42,376.67,374.49,384.30,342.92,L7
2012-01-25 22:11:35+00:00,,367.72,381.26,405.51,420.20,408.53,407.79,405.72,386.62,376.73,396.65,397.89,395.51,386.32,380.45,370.69,367.77,,,385.39,385.87,372.64,365.66,369.28,392.04,404.81,408.15,401.84,396.48,383.16,383.78,,402.10,395.27,400.00,,,,397.83,382.23,405.42,397.85,403.65,402.76,383.95,382.75,375.62,380.48,361.21,356.64,362.14,374.39,385.67,379.31,,,,373.84,355.93,352.01,359.97,361.96,385.32,412.39,385.01,378.86,382.24,390.48,398.12,388.89,387.09,360.85,L7
2012-03-29 22:11:42+00:00,,,,395.57,429.91,433.61,428.71,408.34,,,,394.54,393.24,391.39,385.79,395.70,401.58,395.38,,,,398.88,390.99,393.03,393.81,394.36,388.59,378.09,386.62,395.14,391.42,,421.31,426.22,420.54,409.24,,,,,395.82,397.26,394.92,395.48,402.70,398.30,403.66,395.96,392.81,380.09,362.72,369.35,366.60,373.59,375.95,368.31,,,,337.80,357.02,344.13,358.70,,362.26,371.41,369.80,,377.62,367.20,367.30,,L7
2012-06-01 22:11:59+00:00,341.19,333.65,348.12,359.79,,,,393.57,,,,367.39,353.90,348.90,339.21,,,355.81,363.52,374.35,376.42,372.62,,,,365.68,365.67,352.06,353.70,363.10,356.11,352.65,365.59,383.85,386.62,386.38,381.02,380.88,353.83,347.19,,,,,,366.75,349.74,374.78,376.92,364.70,339.42,364.07,364.33,363.13,359.53,354.69,349.32,339.94,,,,,,,,,,,,,,,L7
2012-11-08 22:13:27+00:00,387.34,386.66,410.79,407.92,420.23,410.68,389.07,382.79,403.81,391.27,387.83,392.37,402.44,,,406.90,389.38,390.18,387.79,379.00,375.19,389.70,422.04,427.31,420.73,414.78,398.25,395.82,415.41,,400.83,,,386.08,387.32,386.00,403.69,406.23,373.51,371.46,397.03,407.78,418.15,391.42,386.88,381.94,387.44,400.00,398.51,,,,389.39,383.07,363.73,358.87,355.33,371.29,,,392.26,366.61,,435.29,,379.01,377.64,389.95,397.55,,,,L7
2013-05-11 22:19:31+00:00,392.10,404.01,407.83,391.11,408.03,399.25,394.74,368.43,362.88,395.79,384.50,383.45,395.64,372.88,374.98,370.47,371.38,377.84,374.54,375.66,393.21,391.10,395.61,398.23,401.15,396.01,394.01,372.33,378.26,378.00,390.36,362.42,391.98,397.63,,,,,,,,,,,,,,381.75,384.69,376.16,367.65,373.20,378.90,372.07,370.06,370.03,367.08,371.40,351.14,356.68,364.96,359.63,370.18,402.81,379.64,369.62,368.18,380.01,390.75,388.17,393.80,360.56,L8
2013-05-19 22:13:27+00:00,384.64,380.35,386.66,383.12,398.71,395.91,388.28,,377.36,,,,,386.16,380.95,377.48,370.45,365.77,368.06,374.73,383.47,391.34,390.24,387.30,382.65,371.03,370.40,,,,397.95,351.90,394.03,389.13,385.15,383.03,389.77,387.95,374.84,359.91,383.60,393.56,379.51,373.10,360.69,361.26,,,,377.87,373.27,385.08,380.84,371.68,366.43,368.02,369.11,363.45,344.97,345.42,356.14,349.06,367.07,403.15,386.91,353.95,,,,400.76,407.74,,L7
2013-06-28 22:19:33+00:00,376.18,377.30,387.00,363.65,392.26,384.79,376.02,,407.27,382.06,377.80,378.19,369.68,386.87,383.77,377.78,367.89,372.85,386.21,395.33,394.86,386.83,364.31,367.57,379.85,388.94,383.64,377.07,374.55,380.04,375.95,353.25,388.50,381.75,376.55,354.38,362.86,375.58,373.18,358.67,378.84,380.90,372.37,378.56,,361.19,354.47,378.64,378.06,366.40,363.69,378.96,378.04,364.17,366.34,379.80,376.60,358.59,,,,,,436.46,,,,,,,,,L8
2013-07-06 22:13:02+00:00,380.65,381.09,386.01,,,386.24,382.18,,386.12,390.32,383.28,,,,,,,,,,,,,,,,,,,,,,,,,363.53,368.93,387.04,,,,,386.56,359.49,,369.08,357.84,376.81,376.22,368.94,367.95,381.90,376.11,367.66,367.80,,,,,,,,,,,,,,,,,,L7
2013-08-23 22:12:58+00:00,384.70,377.18,379.40,395.08,394.02,395.98,400.04,390.62,398.05,400.68,391.35,384.35,,,,383.99,386.13,380.11,376.87,381.77,392.92,391.45,391.11,388.16,396.24,396.43,390.77,389.01,383.15,381.53,,,,379.42,372.81,380.64,397.14,404.26,393.19,,404.03,405.24,402.78,382.44,374.32,377.53,378.20,384.97,385.37,,,,384.00,381.07,377.44,381.12,377.33,370.60,358.55,353.64,352.91,361.95,369.35,410.46,381.73,369.21,368.30,375.88,382.94,,,,L7
2013-08-31 22:19:38+00:00,377.16,374.53,379.79,384.87,394.90,396.64,391.27,377.95,389.52,379.20,374.90,372.71,377.58,379.85,380.31,382.01,382.32,378.79,373.52,387.21,398.23,390.91,390.99,391.39,383.65,378.52,378.32,375.85,375.62,375.30,369.93,363.81,381.07,379.36,369.15,392.47,395.70,408.92,403.25,380.58,394.57,402.11,390.71,374.24,382.47,387.05,376.99,383.23,385.79,380.65,373.50,379.97,385.52,385.33,379.60,378.43,375.12,371.13,352.57,353.07,356.19,354.21,370.82,,384.37,367.99,369.04,380.39,389.95,388.53,395.08,369.99,L8
2013-10-02 22:19:28+00:00,361.75,364.17,362.31,,366.48,,,,,341.74,348.65,344.44,351.84,,,342.73,354.39,356.62,358.78,369.30,382.87,380.16,380.91,378.85,376.05,368.15,365.66,356.09,361.86,335.90,349.09,325.16,,368.38,374.39,380.73,375.13,386.44,359.17,,,384.55,356.53,,,,,360.38,370.83,355.68,347.98,,,,,,,,,,,,,,,,,,,,,340.49,L8
2013-11-03 22:19:20+00:00,380.86,386.37,395.02,394.87,401.06,398.70,391.34,416.85,423.43,408.29,394.02,377.99,389.45,390.18,380.85,380.36,385.83,388.22,389.97,400.55,404.51,403.05,397.39,394.79,397.53,400.95,401.10,388.57,392.68,377.31,407.08,372.23,369.02,392.68,405.23,417.74,419.52,423.86,398.29,381.53,419.28,422.01,406.24,384.63,377.90,386.24,386.75,387.97,385.29,380.18,372.66,379.55,387.41,389.96,,,,,,,,360.75,374.58,412.04,386.82,383.06,384.19,390.02,386.50,375.40,388.85,382.65,L8
2014-02-07 22:18:33+00:00,387.86,393.57,410.33,405.61,410.20,414.45,395.62,427.20,398.19,373.91,380.22,412.77,410.10,415.33,,408.30,403.32,422.84,412.63,403.80,399.46,390.78,392.25,398.35,392.96,397.44,413.20,412.90,399.23,401.41,382.39,396.27,392.97,400.60,392.08,405.69,412.54,402.71,394.42,418.15,415.71,396.23,382.33,402.59,412.46,391.06,408.41,404.93,393.41,399.00,421.79,396.35,378.15,376.11,381.93,387.63,383.02,371.13,384.59,373.64,376.22,373.81,,445.72,,380.73,380.87,401.54,414.85,401.52,407.25,395.69,L8
2014-02-23 22:18:20+00:00,376.96,376.88,389.60,386.96,394.44,398.80,393.73,399.86,388.45,364.07,359.28,371.01,369.79,368.32,378.46,381.26,372.81,377.73,385.23,391.53,392.48,381.47,379.62,379.54,377.32,376.45,386.08,380.88,370.03,365.58,355.85,377.63,382.28,389.93,381.98,390.73,388.67,390.72,377.89,391.38,393.08,382.47,369.61,356.44,364.69,375.82,380.47,379.22,380.89,379.41,389.46,387.63,379.06,367.51,364.89,369.48,369.67,365.80,355.57,356.68,366.17,359.31,388.31,427.84,404.06,369.84,374.76,385.10,388.21,386.35,396.06,371.03,L8
2014-03-27 22:17:50+00:00,,,,,,,,,,,,,,353.02,348.41,359.44,378.89,389.24,391.16,383.40,384.77,389.48,398.39,389.00,372.18,370.51,370.00,363.84,366.69,365.12,370.11,356.81,377.44,392.59,394.33,393.89,391.07,398.19,373.68,388.40,405.21,396.89,370.94,337.86,346.16,374.03,370.72,383.90,386.71,381.43,375.52,385.61,385.97,384.23,372.94,358.19,364.37,367.38,350.83,352.71,366.25,359.00,386.01,408.00,387.96,372.12,372.29,377.22,381.97,383.47,392.27,363.74,L8
2014-04-12 22:17:37+00:00,402.15,398.22,402.80,403.03,425.00,424.32,426.32,437.96,433.89,,407.16,396.13,398.70,388.62,380.70,388.24,397.34,410.13,413.49,411.84,390.95,398.76,413.73,414.32,394.03,381.35,389.02,401.23,406.17,395.11,398.18,388.72,397.90,406.20,411.28,410.49,409.05,415.13,403.14,409.61,423.05,417.00,399.86,375.53,384.65,389.53,379.15,393.19,399.58,399.46,390.83,400.66,405.73,399.36,383.15,365.56,372.11,380.62,363.30,363.50,376.87,375.12,398.12,422.06,398.56,385.55,383.85,389.17,389.70,394.04,407.45,387.30,L8
2014-05-14 22:17:08+00:00,384.78,379.50,387.20,370.88,398.33,396.12,,410.72,411.16,,,368.87,,364.14,352.10,361.31,367.01,373.53,381.14,378.33,381.47,379.32,386.32,380.10,379.53,381.37,375.99,372.00,366.77,357.79,386.43,363.50,363.12,375.26,382.67,386.79,391.88,387.66,369.27,358.30,390.36,392.32,368.33,339.31,,353.85,346.90,373.37,373.71,365.76,361.09,372.98,373.62,369.48,356.09,357.66,359.55,351.65,335.83,340.97,354.74,351.68,376.67,394.96,375.18,358.99,355.88,360.72,372.06,371.83,375.45,351.29,L8
2014-07-17 22:17:28+00:00,375.54,375.33,378.87,370.23,,368.38,372.04,391.16,387.53,366.97,,,,339.06,332.04,,,361.59,358.99,350.13,358.04,376.30,392.24,388.00,378.47,369.49,359.15,348.18,351.81,364.01,,371.44,373.74,372.34,372.62,376.92,382.33,391.44,,382.20,382.42,374.28,,,,334.08,321.32,356.44,369.35,361.89,346.06,371.57,372.65,360.47,357.49,348.10,345.27,341.43,314.03,,,,,,,,,,,,,,L8
2014-09-19 22:18:06+00:00,396.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-11-06 22:17:49+00:00,377.61,378.19,385.38,385.75,398.29,407.98,400.12,393.97,399.41,407.90,383.17,390.55,401.30,,,382.49,388.98,394.83,404.10,401.19,399.46,385.62,381.73,391.01,392.91,385.30,373.60,366.89,373.38,373.33,372.58,392.15,402.27,408.10,411.06,407.42,411.21,409.18,380.65,379.86,390.57,390.33,394.17,356.82,362.33,,,382.54,377.74,374.78,368.29,369.34,378.51,383.38,384.03,,388.59,382.53,,361.12,374.66,359.22,369.50,409.40,394.72,395.16,390.13,386.82,386.85,386.95,394.15,389.51,L8
2015-02-26 22:17:23+00:00,380.18,384.71,394.62,383.75,383.90,383.91,387.62,390.66,390.54,378.01,375.14,391.34,386.77,,,409.29,409.83,400.43,391.41,395.04,390.35,386.30,390.89,381.19,370.79,365.20,380.30,389.76,379.21,385.47,373.83,402.04,399.73,404.61,415.26,421.33,403.50,385.29,368.94,379.40,387.99,394.63,391.01,,,,,373.13,363.86,369.95,369.72,382.99,385.12,386.87,387.40,,388.28,380.56,,361.38,366.68,366.34,388.77,426.11,393.20,387.20,388.52,393.01,404.71,401.24,398.07,374.06,L8
2015-07-20 22:17:10+00:00,354.25,340.86,338.96,329.82,368.45,376.26,377.10,361.37,361.70,349.32,,305.25,321.89,338.66,336.20,357.40,366.66,374.04,378.25,370.35,359.75,359.28,359.72,364.62,367.02,361.42,358.04,353.91,364.51,348.02,,,,,,,,,,,,,,,,,330.69,357.41,375.04,368.66,364.47,358.41,348.02,341.00,343.19,355.43,363.19,355.27,327.28,325.56,343.26,339.04,354.38,,,,,,,,,,L8
