dates,satname,nzd0062-0000,nzd0062-0001,nzd0062-0002,nzd0062-0003,nzd0062-0004,nzd0062-0005,nzd0062-0006,nzd0062-0007,nzd0062-0008,nzd0062-0009,nzd0062-0010,nzd0062-0011,nzd0062-0012,nzd0062-0013,nzd0062-0014,nzd0062-0015,nzd0062-0016,nzd0062-0017,nzd0062-0018,nzd0062-0019,nzd0062-0020,nzd0062-0021,nzd0062-0022,nzd0062-0023,nzd0062-0024,nzd0062-0025,nzd0062-0026,nzd0062-0027,nzd0062-0028,nzd0062-0029,nzd0062-0030,nzd0062-0031,nzd0062-0032,nzd0062-0033,nzd0062-0034,nzd0062-0035,nzd0062-0036,nzd0062-0037,nzd0062-0038,nzd0062-0039,nzd0062-0040,nzd0062-0041,nzd0062-0042,nzd0062-0043,nzd0062-0044,nzd0062-0045,nzd0062-0046,nzd0062-0047,nzd0062-0048,nzd0062-0049,nzd0062-0050,nzd0062-0051,nzd0062-0052,nzd0062-0053,nzd0062-0054,nzd0062-0055,nzd0062-0056,nzd0062-0057,nzd0062-0058,nzd0062-0059,nzd0062-0060,nzd0062-0061,nzd0062-0062,nzd0062-0063,nzd0062-0064,nzd0062-0065,nzd0062-0066,nzd0062-0067,nzd0062-0068,nzd0062-0069,nzd0062-0070,nzd0062-0071
2006-12-11 22:06:28+00:00,L5,458.09,478.83,459.97,472.14,487.60,505.99,504.18,499.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-04 22:12:33+00:00,L5,377.30,371.05,368.64,384.69,376.31,372.81,384.64,386.66,373.66,351.51,344.36,363.30,377.58,378.86,380.37,374.10,361.37,368.47,374.37,379.98,369.81,359.36,358.87,363.65,366.20,365.25,364.07,366.59,364.85,387.40,376.74,377.95,387.14,388.29,381.43,383.89,394.42,392.48,372.40,384.59,407.28,402.98,391.01,373.11,372.79,364.45,363.77,367.36,384.20,371.94,358.55,372.37,374.17,365.87,358.91,369.25,371.09,373.02,346.96,352.07,351.87,360.79,382.08,393.00,362.89,356.79,361.17,364.47,378.92,372.15,383.14,327.73
2007-02-28 22:08:05+00:00,L7,376.25,370.04,380.72,392.28,396.44,395.85,395.77,377.39,,,,369.23,387.64,385.37,388.29,381.04,369.65,369.99,378.40,381.39,376.30,373.68,374.53,382.02,381.66,383.43,371.02,,,,388.29,376.50,383.57,397.63,391.95,393.46,393.11,393.13,392.21,390.98,411.39,410.37,403.55,385.12,380.98,365.63,,,,373.83,364.07,371.60,377.08,367.65,365.37,369.24,367.25,374.35,355.80,359.26,357.74,363.94,379.36,393.08,372.57,343.89,,,,363.72,380.43,315.05
2007-05-03 22:08:02+00:00,L7,365.91,361.02,,,,377.10,378.88,382.20,381.87,372.49,345.67,359.99,360.17,360.04,362.50,364.99,364.33,366.69,370.50,377.17,371.60,,,365.56,371.18,375.69,372.45,363.36,361.62,364.95,363.60,370.86,390.02,393.78,395.45,399.67,405.62,400.76,381.27,,,,374.60,366.59,368.55,360.40,358.57,368.72,362.96,354.07,353.30,364.28,369.29,367.39,366.38,361.88,361.01,356.88,,,,362.31,372.50,373.07,356.36,350.92,355.74,350.14,352.53,359.96,374.94,317.65
2007-07-22 22:07:45+00:00,L7,375.10,378.27,389.67,382.78,408.41,420.58,419.53,411.25,400.07,,,393.37,382.97,382.60,381.49,391.59,390.29,391.57,392.63,399.67,409.39,407.89,406.48,401.64,392.15,383.14,389.46,,,84.67,426.99,421.47,419.40,421.33,419.65,417.90,414.04,415.24,414.90,407.32,422.75,409.00,401.07,393.24,403.44,,,,383.69,380.22,370.32,379.87,383.89,381.23,371.49,373.82,357.62,362.55,352.06,357.11,369.04,377.69,389.77,392.30,,,,,,,,
2007-11-27 22:07:48+00:00,L7,,363.31,375.57,362.84,382.23,382.33,371.91,369.80,352.41,320.50,,356.45,346.40,335.60,330.94,335.50,,,,362.68,366.69,364.41,366.15,375.52,374.79,373.03,366.75,353.69,349.43,350.27,339.19,328.92,356.69,381.40,377.42,,,,,391.27,406.57,400.87,371.22,351.25,352.82,348.14,363.91,386.72,374.01,358.50,345.38,355.01,358.99,,,,,356.12,332.05,344.54,348.43,360.64,380.00,384.53,370.76,358.53,365.56,359.51,358.95,356.58,371.41,336.72
2007-12-29 22:07:56+00:00,L7,,,,,,,,,,,,,,,,,385.10,385.23,391.40,391.70,394.07,,,,,411.35,403.83,400.35,394.20,388.92,385.37,390.49,396.29,404.67,416.19,421.17,421.73,427.82,430.45,420.17,,,,401.04,407.36,407.47,412.33,429.75,419.38,392.10,384.44,376.64,386.95,379.54,375.65,391.09,388.25,379.07,364.26,,,,,,411.16,386.83,388.69,378.14,375.09,372.52,395.05,387.11
2008-04-03 22:07:44+00:00,L7,,381.50,376.18,384.55,393.41,394.91,393.99,392.72,389.81,387.68,370.16,378.20,365.26,361.72,365.78,364.70,,,,387.35,385.57,381.22,374.04,378.44,386.88,389.58,391.82,380.59,373.80,377.80,375.64,361.19,387.44,399.92,408.67,,,412.94,402.96,398.32,416.98,409.97,397.28,380.71,385.52,384.25,391.47,393.98,386.24,370.74,361.83,360.06,356.20,,,,,379.34,360.14,374.59,372.35,378.66,387.33,396.50,382.12,367.49,365.86,380.78,389.60,377.05,386.29,
2008-08-09 22:06:47+00:00,L7,,400.77,406.81,390.32,403.62,400.15,399.24,399.63,395.03,,388.17,391.37,382.69,382.48,377.72,381.19,,,,379.52,381.33,380.06,378.02,375.33,,,390.73,385.02,385.81,378.99,387.30,388.57,389.63,391.00,396.08,,,,363.56,377.77,395.70,398.59,389.85,384.64,380.56,361.82,365.13,378.01,382.38,377.38,359.78,366.09,363.94,349.68,,,,361.58,339.06,332.48,355.82,358.19,356.17,361.92,352.60,361.25,370.17,,394.39,361.70,376.01,
2008-09-26 22:06:23+00:00,L7,394.97,379.43,379.58,378.06,,,,368.30,359.23,335.67,348.75,353.06,352.69,339.92,334.90,334.64,348.90,353.93,357.01,361.38,378.63,379.02,373.77,,,361.39,360.65,354.39,357.05,368.19,361.04,371.59,371.31,377.48,376.35,384.66,394.56,389.14,363.29,377.71,385.73,,,,356.64,360.21,353.92,359.27,364.28,357.36,348.20,354.72,358.28,366.17,371.91,365.11,350.26,341.92,326.50,345.29,,,,,362.30,352.24,360.37,,,,,
2008-11-13 22:06:43+00:00,L7,363.84,344.35,346.79,,,,,350.34,319.78,270.99,,318.80,321.97,311.68,292.66,299.51,313.94,326.50,344.80,360.80,367.23,348.77,,,328.81,325.62,328.60,332.02,329.35,348.12,338.25,317.71,359.01,369.61,358.46,351.41,358.65,356.33,331.45,,,,,334.40,330.58,330.08,341.49,355.99,359.99,338.09,327.16,331.36,340.70,345.99,339.02,338.08,338.42,337.39,317.18,329.25,,,,364.41,347.28,344.28,352.37,347.78,356.34,352.14,362.37,320.12
2008-11-21 22:01:05+00:00,L5,404.87,408.55,404.35,408.74,411.72,420.99,435.64,443.77,458.62,,437.88,432.35,403.70,404.61,392.29,371.47,367.79,378.87,397.82,418.29,454.71,468.42,430.33,380.32,354.88,361.25,391.38,421.57,439.94,437.51,467.93,416.56,459.59,449.49,406.14,392.08,388.37,404.92,400.20,449.71,428.69,415.35,446.12,463.09,445.10,405.22,423.44,435.81,437.96,416.20,368.49,367.23,379.73,377.71,365.33,375.26,381.63,373.61,355.70,361.52,382.40,395.26,396.24,444.67,442.58,396.71,413.09,417.95,413.44,382.22,392.07,354.42
2008-11-29 22:06:55+00:00,L7,380.17,372.71,381.50,366.05,377.79,377.04,371.82,376.41,363.89,,,,348.78,331.77,320.44,318.06,323.79,341.73,351.37,372.92,387.21,389.00,375.73,354.06,332.01,331.23,348.16,,,,206.42,366.93,392.72,389.00,373.09,364.32,365.37,374.83,374.49,393.91,397.52,395.54,388.63,370.79,355.08,347.84,,,,,345.04,346.51,353.54,353.93,349.24,348.66,348.95,352.92,340.37,351.30,363.60,374.15,378.30,376.32,361.18,357.90,363.29,,,369.11,378.48,326.35
2008-12-31 22:07:13+00:00,L7,397.06,381.35,390.95,378.89,383.33,385.19,387.61,386.74,384.68,373.80,345.43,362.01,,,,328.02,331.43,343.15,363.59,380.71,392.83,397.05,388.43,363.71,341.93,343.51,351.33,365.03,371.81,387.04,387.38,221.20,,,388.70,375.93,371.74,377.29,376.32,398.69,400.33,397.02,394.39,371.90,359.28,357.47,361.77,378.09,386.07,373.09,,,356.13,357.81,355.02,350.19,354.17,358.30,342.67,351.97,362.19,372.87,380.80,379.01,357.50,352.48,359.12,363.09,378.84,,,
2009-02-25 22:03:43+00:00,L5,396.47,387.21,377.19,367.01,365.72,374.98,377.77,375.57,365.84,344.70,334.98,342.78,330.71,322.87,,,,,,353.61,374.76,363.91,,309.68,323.56,319.14,331.15,345.45,353.76,364.79,362.28,326.40,359.88,370.17,374.23,368.68,363.77,362.04,356.87,369.53,371.86,378.17,380.03,354.87,341.54,340.01,344.49,360.16,361.31,352.94,332.47,336.00,339.92,334.07,336.01,333.92,337.18,342.24,325.84,331.62,339.40,352.18,363.23,368.76,349.19,346.35,350.94,353.67,358.82,356.42,365.46,308.25
2009-03-21 22:07:47+00:00,L7,430.80,428.01,407.17,396.23,398.06,410.00,425.18,435.96,427.61,,,388.16,385.82,375.39,380.40,381.95,377.41,364.39,372.32,396.77,416.53,423.98,401.29,375.96,365.80,364.51,,,,,418.86,415.43,419.29,416.16,414.60,409.10,403.92,402.56,395.18,407.22,416.13,417.17,421.27,423.99,413.71,403.65,,,406.77,389.72,371.82,372.73,373.06,375.63,370.68,366.48,370.10,375.88,368.08,359.33,366.99,387.55,388.75,,389.02,,,,409.24,385.02,393.77,
2009-05-24 22:08:02+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.69,319.75,347.10,365.85,376.05,376.56,376.06,366.89,332.16,348.81,369.81,371.63,369.09,334.08,332.78,338.48,343.92,339.13,,,,353.87,351.28,337.26,324.34,,,,,,,324.13,336.13,343.19,314.19,324.10,331.91,,,,,276.22
2009-09-13 22:07:45+00:00,L7,,437.38,434.10,425.60,398.70,416.67,413.49,420.71,,432.33,399.56,396.83,390.87,396.89,412.81,423.52,,,391.45,384.79,386.39,414.61,410.78,406.33,408.38,416.39,413.37,403.21,391.97,390.18,392.00,407.74,408.73,404.00,,,,430.15,405.56,412.02,413.10,421.95,425.94,418.24,404.04,399.74,394.63,396.07,392.76,384.79,380.11,382.78,391.16,,,,384.35,374.81,368.04,368.41,376.48,377.68,,418.37,385.89,390.71,399.67,395.68,413.01,383.17,388.63,
2009-09-29 22:07:43+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.82,401.32,376.05,387.81,395.60,,,373.68,369.82,371.11,363.11,367.69,368.06,356.92,343.70,367.64,375.16,368.75,365.39,367.61,358.34,356.10,337.42,349.04,,,,371.58,364.18,353.99,361.36,365.01,368.53,364.42,376.50,337.49
2010-02-20 22:09:33+00:00,L7,,,,,427.28,410.79,406.46,407.86,414.14,414.00,387.78,394.25,398.51,400.93,388.87,385.63,388.82,393.79,,,,,424.72,409.79,398.74,395.96,397.51,399.65,391.03,387.46,359.94,369.93,381.74,402.71,416.09,422.40,414.43,,,,428.19,423.40,411.13,399.03,396.56,398.95,399.97,403.98,394.00,383.59,381.52,380.05,378.98,385.19,386.01,384.49,,,,389.66,386.32,387.62,395.46,442.14,397.54,393.97,395.17,391.51,392.80,381.62,397.72,350.65
2010-03-08 22:09:41+00:00,L7,,,445.55,458.36,444.71,425.70,422.46,425.54,438.43,435.08,398.26,451.23,,430.58,439.17,435.96,,,,,423.20,440.61,434.87,420.47,420.84,418.74,421.41,424.53,412.41,400.87,384.41,392.06,397.58,407.29,407.01,,,,437.90,440.56,443.44,433.00,422.52,418.25,419.50,417.19,410.00,412.23,398.89,369.21,387.22,393.31,383.74,379.05,,,,377.04,388.93,402.22,397.56,394.28,,455.72,,436.25,416.43,,,386.92,401.60,403.80
2010-03-24 22:09:46+00:00,L7,416.76,419.93,432.37,433.27,436.59,432.07,433.73,412.81,415.57,408.06,400.30,209.12,,,376.23,363.45,364.34,372.47,384.39,382.08,391.10,392.70,396.31,397.82,412.11,405.06,406.62,404.42,405.15,170.07,205.54,,,,369.97,406.57,418.71,424.03,419.76,415.46,423.82,423.44,417.60,419.91,421.09,410.55,411.20,410.21,410.76,,,,393.23,389.96,390.06,402.43,394.97,393.49,388.60,387.92,390.86,398.26,415.17,442.54,433.96,406.13,406.88,388.73,,,,
2010-06-28 22:09:46+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-30 22:09:48+00:00,L7,410.18,410.22,,,402.78,402.23,394.28,398.65,390.71,387.27,387.89,389.94,370.79,388.79,393.19,387.91,380.92,378.95,369.29,375.55,,,383.18,383.94,381.80,385.60,387.67,380.69,380.38,383.43,371.58,395.63,395.45,389.99,389.54,398.88,401.62,399.04,,,,390.17,387.78,374.30,363.54,381.01,366.56,372.17,370.99,357.99,358.09,373.22,376.58,369.55,366.80,369.64,365.30,,,,,372.37,376.56,390.38,375.73,364.29,371.45,,375.61,370.96,387.05,
2010-10-02 22:09:49+00:00,L7,433.86,441.50,,437.52,,,,409.68,418.85,413.14,401.60,410.46,425.51,,406.14,437.27,420.62,414.71,399.57,404.64,401.56,405.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.08,382.25,390.02,409.24,373.84,387.62,
2010-11-27 22:07:24+00:00,L5,409.69,409.56,424.84,443.14,447.86,435.14,424.81,411.43,414.34,404.40,384.74,390.62,397.27,,403.19,431.17,433.10,418.76,410.00,404.46,414.33,414.69,396.31,392.28,393.71,394.07,409.96,412.10,383.01,378.85,379.17,404.77,414.36,411.40,414.59,416.49,419.50,423.77,413.13,402.89,409.60,399.38,405.96,417.30,416.84,392.00,379.37,382.26,392.82,406.18,423.02,413.16,399.93,376.10,378.60,386.23,376.41,362.23,357.56,368.18,381.92,387.38,,440.02,390.29,370.17,364.23,379.74,398.93,396.53,402.80,394.50
2011-02-07 22:11:00+00:00,L7,,386.98,410.50,415.12,424.88,416.57,,,,,,,,,,,,,,,,,,,,,,384.28,388.89,387.02,,,392.04,397.69,395.89,400.48,403.63,407.36,396.67,406.09,397.61,,,,,,,,,,,,,,,351.40,342.68,349.08,336.83,350.52,363.41,365.04,373.17,403.96,371.73,358.97,366.87,372.71,,,,340.02
2011-04-12 22:11:12+00:00,L7,,,413.64,411.68,423.27,422.84,424.82,426.62,423.47,403.56,380.46,402.42,400.72,396.09,395.83,410.69,415.63,,,,411.23,412.45,411.20,406.13,404.11,407.31,411.00,406.37,398.45,406.34,416.26,411.87,414.83,411.98,414.83,,,,389.27,384.23,414.02,414.93,405.43,402.31,403.32,402.07,386.63,396.20,394.90,387.09,382.82,395.99,397.36,388.40,,,,375.02,358.12,349.51,365.22,373.04,390.91,430.63,391.60,378.45,373.95,378.71,386.65,386.64,398.21,
2011-07-01 22:11:06+00:00,L7,373.10,358.64,356.68,346.61,,362.28,,,323.91,268.88,234.02,338.72,342.00,319.11,308.96,325.10,342.21,350.14,356.19,351.32,352.74,348.74,348.20,357.31,,,,337.08,343.72,337.29,304.35,330.57,356.93,369.59,377.19,383.82,385.65,369.29,350.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-17 22:11:06+00:00,L7,368.94,364.63,,,,376.78,367.47,366.02,345.49,337.76,331.99,347.32,350.26,340.88,337.43,344.34,348.54,352.24,352.50,349.49,,,,373.94,367.75,364.25,360.08,338.97,345.38,311.15,326.85,339.40,346.83,371.57,388.01,394.74,391.84,383.43,,,,,376.66,357.48,346.29,356.74,353.50,364.86,364.35,350.15,344.16,357.83,358.43,344.94,343.93,348.58,346.19,345.08,,,,,,,,,,,,,,
2011-09-19 22:10:52+00:00,L7,376.48,378.09,386.36,,419.79,409.84,400.54,395.98,398.24,389.00,,384.66,374.72,379.56,389.48,,,,384.07,394.57,393.83,390.81,385.13,387.26,391.41,395.44,393.92,379.92,379.16,359.61,376.53,380.01,383.83,390.72,,,412.69,409.89,380.50,384.40,403.61,396.94,386.57,377.86,368.07,373.05,365.84,382.64,383.27,368.75,360.73,378.21,371.47,,,367.30,374.49,375.84,345.30,347.55,356.41,356.75,373.81,394.42,384.72,379.01,372.90,373.32,376.31,374.74,385.77,
2011-11-22 22:11:15+00:00,L7,376.40,372.09,382.66,,,407.79,395.24,380.89,,,,383.13,373.01,366.94,373.87,387.55,383.49,377.88,387.83,393.01,382.85,377.47,375.05,374.82,382.19,391.56,397.31,,,349.66,367.99,361.16,379.37,390.15,400.43,408.15,403.80,391.06,377.53,377.50,393.42,391.82,385.94,388.49,385.05,,,,366.41,359.55,357.83,369.36,381.01,381.01,372.51,367.84,372.49,376.40,358.18,348.77,359.84,361.25,386.10,414.76,390.14,,,370.55,376.84,374.60,384.41,343.17
2012-01-25 22:11:35+00:00,L7,,344.12,355.04,371.80,393.98,379.03,368.46,366.39,347.29,329.53,357.32,364.18,356.18,346.99,341.12,336.98,338.27,,,363.94,364.42,351.19,344.21,345.68,362.54,371.10,374.44,368.13,362.77,353.66,336.58,362.77,372.60,371.67,376.40,,,,364.12,348.52,371.71,368.35,369.94,363.43,344.62,356.53,349.40,359.03,341.54,336.97,342.47,357.53,367.52,363.58,,,,356.98,337.78,337.26,341.82,347.21,370.57,382.89,365.34,362.00,367.49,374.75,378.45,375.78,373.98,331.35
2012-03-29 22:11:42+00:00,L7,,,,402.71,435.47,439.86,437.04,416.67,,,,401.68,401.57,399.72,394.12,402.84,407.83,400.94,,,,403.43,395.54,398.03,400.06,401.50,395.73,385.23,393.76,401.39,401.42,420.31,427.56,431.22,425.54,414.80,,,,,402.96,403.51,402.06,403.81,411.03,403.86,409.22,400.51,396.98,384.26,366.89,372.92,370.45,376.92,379.08,372.86,,,,340.92,360.87,347.26,361.83,368.15,366.43,374.98,372.92,,381.79,369.98,370.08,291.79
2012-06-01 22:11:59+00:00,L7,343.19,336.05,350.79,363.22,,,,397.57,,,,370.82,357.90,352.90,343.21,354.01,352.24,358.48,366.19,376.53,378.60,374.80,,,,369.11,369.10,355.49,357.13,366.10,360.91,356.65,368.59,386.25,389.02,389.05,384.45,384.31,357.26,350.62,,,,,348.67,369.42,352.41,376.96,378.92,366.70,341.42,365.78,366.18,364.73,361.03,356.87,351.50,341.65,,,,,,,,,,,,,,
2012-11-08 22:13:27+00:00,L7,401.01,403.06,429.01,431.35,438.45,431.18,416.40,410.12,431.14,424.07,415.16,415.80,429.77,,,430.33,409.88,408.40,406.01,393.91,390.10,404.61,436.95,443.71,441.23,438.21,421.68,419.25,438.84,443.15,433.63,,,402.48,403.72,404.22,427.12,429.66,396.94,394.89,420.46,428.28,441.58,418.75,414.21,400.16,405.66,414.91,412.18,,,,402.01,394.00,373.98,373.78,370.24,383.00,428.05,416.36,404.88,376.86,,455.79,,390.72,387.89,400.88,411.22,,,
2013-05-11 22:19:31+00:00,L8,373.10,381.21,382.50,358.54,382.70,370.75,356.74,330.43,324.88,350.19,346.50,350.88,357.64,334.88,336.98,337.90,342.88,352.51,349.21,354.93,372.48,370.37,374.88,375.43,372.65,363.44,361.44,339.76,345.69,349.50,344.76,324.42,363.48,374.83,,,,,,,,,,,,,,361.02,365.69,357.16,348.65,356.91,361.36,356.87,355.81,349.30,346.35,355.11,333.60,342.43,347.42,345.38,355.93,374.31,360.64,353.33,353.93,364.81,371.75,375.50,381.13,332.06
2013-05-19 22:13:27+00:00,L7,397.64,395.95,403.99,405.41,416.04,415.41,414.28,,403.36,,,157.04,,412.16,406.95,399.77,389.95,383.10,385.39,388.91,397.65,405.52,404.42,402.90,402.15,393.32,392.69,,,172.69,429.15,377.90,413.53,404.73,400.75,400.36,412.06,410.24,397.13,382.20,405.89,413.06,401.80,399.10,386.69,378.59,,,,390.87,386.27,396.22,392.84,382.08,376.18,382.20,383.29,374.59,356.97,355.17,368.14,358.81,376.82,422.65,399.91,365.09,213.46,,,409.43,416.41,
2013-06-28 22:19:33+00:00,L8,380.85,382.90,393.22,371.65,398.48,391.79,385.35,,416.60,393.26,387.13,386.19,379.01,396.20,393.10,385.78,374.89,379.07,392.43,400.42,399.95,391.92,369.40,373.17,386.85,396.94,391.64,385.07,382.55,387.04,387.15,362.58,395.50,387.35,382.15,360.60,370.86,383.58,381.18,366.67,386.84,387.90,380.37,387.89,,367.41,360.69,383.73,382.73,371.07,368.36,382.96,382.35,367.90,369.84,384.89,381.69,362.59,,,,,,443.46,,,,,,,,
2013-07-06 22:13:02+00:00,L7,369.98,368.29,371.79,,,370.24,360.85,,364.79,364.72,361.95,,,,,,,,,,,,,,,,,,,,,,,,,349.31,350.64,368.75,,,,,368.27,338.16,,354.86,343.62,365.17,365.55,358.27,357.28,372.76,366.26,359.13,359.80,,,,,,,,,,,,,,,,,
2013-08-23 22:12:58+00:00,L7,365.20,353.78,353.40,361.65,368.02,366.73,361.04,351.62,359.05,353.88,352.35,350.92,,,,350.56,356.88,354.11,350.87,360.50,371.65,370.18,369.84,364.76,366.99,363.00,357.34,355.58,349.72,352.28,,,,356.02,349.41,354.64,363.71,370.83,359.76,,370.60,375.99,369.35,343.44,335.32,351.53,352.20,363.70,365.87,,,,366.00,365.47,362.82,359.85,356.06,353.89,340.55,339.02,334.91,347.33,354.72,381.21,362.23,352.50,353.67,360.28,363.44,,,
2013-08-31 22:19:38+00:00,L8,384.83,383.73,390.01,398.01,405.12,408.14,406.60,393.28,404.85,397.60,390.23,385.85,392.91,395.18,395.64,395.15,393.82,389.01,383.74,395.57,406.59,399.27,399.35,400.59,395.15,391.66,391.46,388.99,388.76,386.80,388.33,379.14,392.57,388.56,378.35,402.69,408.84,422.06,416.39,393.72,407.71,413.61,403.85,389.57,397.80,397.27,387.21,391.59,393.46,388.32,381.17,386.54,392.60,391.46,385.35,386.79,383.48,377.70,359.65,358.82,363.27,359.96,376.57,,392.04,374.56,374.79,386.52,397.62,393.64,400.19,381.49
2013-10-02 22:19:28+00:00,L8,357.42,358.97,356.53,,360.70,344.28,,257.21,,331.34,339.98,337.01,343.17,331.04,315.88,335.30,347.89,350.84,353.00,364.57,378.14,375.43,376.18,373.65,369.55,360.72,358.23,348.66,354.43,329.40,338.69,316.49,,363.18,369.19,374.95,367.70,379.01,351.74,317.25,,378.05,349.10,323.20,311.48,333.43,328.69,355.65,366.50,351.35,343.65,,,,,,,,,,,,,,,,,,,,,333.99
2013-11-03 22:19:20+00:00,L8,359.69,360.97,366.80,358.58,372.84,366.95,349.01,374.52,381.10,357.49,351.69,341.70,347.12,347.85,338.52,344.07,354.08,360.00,361.75,377.46,381.42,379.96,374.30,369.39,365.78,364.66,364.81,352.28,356.39,345.56,356.28,329.90,337.27,367.28,379.83,389.52,383.23,387.57,362.00,345.24,382.99,390.26,369.95,342.30,335.57,358.02,358.53,364.88,364.12,359.01,351.49,361.41,367.87,373.03,,,,,,,,344.87,358.71,380.29,365.65,364.92,368.31,373.09,365.33,361.29,374.74,350.90
2013-12-05 22:19:36+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-07 22:18:33+00:00,L8,398.53,406.37,424.55,423.90,424.42,430.45,416.95,448.53,419.52,399.51,401.55,431.06,431.43,436.66,446.32,426.59,419.32,437.06,426.85,415.44,411.10,402.42,403.89,411.15,408.96,415.73,431.49,431.19,417.52,417.41,407.99,417.60,408.97,413.40,404.88,419.91,430.83,421.00,412.71,436.44,434.00,412.23,400.62,423.92,433.79,405.28,422.63,416.57,404.08,409.67,432.46,405.49,388.00,384.64,389.93,399.27,394.66,380.27,394.44,381.64,386.07,381.81,,461.72,,389.87,388.87,410.07,425.52,408.63,414.36,411.69
2014-02-23 22:18:20+00:00,L8,389.79,392.28,406.71,408.96,411.55,418.05,419.40,425.53,414.12,394.87,384.95,393.01,395.46,393.99,404.13,403.26,392.06,394.84,402.34,405.53,406.48,395.47,393.62,394.94,396.57,398.45,408.08,402.88,392.03,384.83,386.65,403.30,401.53,405.33,397.38,407.84,410.67,412.72,399.89,413.38,415.08,401.72,391.61,382.11,390.36,392.93,397.58,393.22,393.72,392.24,402.29,398.63,390.91,377.78,374.52,383.48,383.67,376.80,367.42,366.30,378.02,368.93,397.93,447.09,416.89,380.84,384.39,395.37,401.04,394.91,404.62,390.28
2014-03-27 22:17:50+00:00,L8,,,,,,,,,,,,,,353.69,349.08,360.01,379.39,389.68,391.60,383.76,385.13,389.84,398.75,389.40,372.68,371.08,370.57,364.41,367.26,365.62,370.91,357.48,377.94,392.99,394.73,394.33,391.64,398.76,374.25,388.97,405.78,397.39,371.51,338.53,346.83,374.47,371.16,384.26,387.04,381.76,375.85,385.90,386.28,384.50,373.19,358.55,364.73,367.67,351.14,352.96,366.56,359.25,386.26,408.50,388.29,372.41,372.54,377.49,382.30,383.69,392.49,364.24
2014-04-12 22:17:37+00:00,L8,395.65,390.42,394.13,391.89,416.33,414.57,413.32,424.96,420.89,404.62,394.16,384.99,385.70,375.62,367.70,377.10,387.59,401.46,404.82,404.75,383.86,391.67,406.64,406.52,384.28,370.21,377.88,390.09,395.03,385.36,382.58,375.72,388.15,398.40,403.48,401.82,397.91,403.99,392.00,398.47,411.91,407.25,388.72,362.53,371.65,380.86,370.48,386.10,393.08,392.96,384.33,395.09,399.73,394.16,378.28,358.47,365.02,375.05,357.30,358.63,370.87,370.24,393.24,412.31,392.06,379.98,378.97,383.97,383.20,389.71,403.12,377.55
2014-05-14 22:17:08+00:00,L8,364.78,355.50,360.53,336.59,371.66,366.12,,370.72,371.16,,,334.58,,324.14,312.10,327.02,337.01,346.86,354.47,356.51,359.65,357.50,364.50,356.10,349.53,347.08,341.70,337.71,332.48,327.79,338.43,323.50,333.12,351.26,358.67,360.12,357.59,353.37,334.98,324.01,356.07,362.32,334.04,299.31,296.26,327.18,320.23,351.55,353.71,345.76,341.09,355.84,355.16,353.48,341.09,335.84,337.73,334.51,317.37,325.97,336.28,336.68,361.67,364.96,355.18,341.85,340.88,344.72,352.06,358.50,362.12,321.29
2014-07-01 22:17:46+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-17 22:17:28+00:00,L8,380.54,381.33,385.54,378.80,347.12,375.88,382.04,401.16,397.53,378.97,,320.30,,349.06,342.04,314.83,,368.26,365.66,355.58,363.49,381.75,397.69,394.00,385.97,378.06,367.72,356.75,360.38,371.51,335.76,381.44,381.24,378.34,378.62,383.59,390.90,400.01,,390.77,390.99,381.78,,,313.25,340.75,327.99,361.89,374.35,366.89,351.06,375.86,377.27,364.47,361.24,353.55,350.72,345.72,318.65,,,,,,,,,,,,,
2014-09-19 22:18:06+00:00,L8,402.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-06 22:17:49+00:00,L8,357.94,354.59,359.16,352.04,372.07,378.48,360.79,354.64,360.08,360.70,343.84,356.84,361.97,356.79,343.87,348.78,359.48,368.61,377.88,379.74,378.01,364.17,360.28,367.41,363.41,351.59,339.89,333.18,339.67,343.83,325.38,352.82,372.77,384.50,387.46,381.20,377.50,375.47,346.94,346.15,356.86,360.83,360.46,317.49,323.00,353.59,355.84,361.09,358.07,355.11,348.62,352.48,360.36,367.65,369.28,367.27,367.14,365.67,335.90,346.37,356.51,344.47,354.75,379.90,375.05,378.30,375.38,371.09,367.18,373.84,381.04,360.01
