,dates,nzd0517-0000,nzd0517-0001,nzd0517-0002,nzd0517-0003,nzd0517-0004,nzd0517-0005,nzd0517-0006,nzd0517-0007,nzd0517-0008,nzd0517-0009,nzd0517-0010,nzd0517-0011,nzd0517-0012,nzd0517-0013,nzd0517-0014,nzd0517-0015,nzd0517-0016,nzd0517-0017,nzd0517-0018,nzd0517-0019,nzd0517-0020,nzd0517-0021,nzd0517-0022,nzd0517-0023,nzd0517-0024,nzd0517-0025,nzd0517-0026,nzd0517-0027,nzd0517-0028,nzd0517-0029,nzd0517-0030,nzd0517-0031,nzd0517-0032,nzd0517-0033,nzd0517-0034,nzd0517-0035,nzd0517-0036,nzd0517-0037,nzd0517-0038,nzd0517-0039,nzd0517-0040,nzd0517-0041,nzd0517-0042,nzd0517-0043,nzd0517-0044,nzd0517-0045,nzd0517-0046,nzd0517-0047
0,1999-08-08 22:19:52+00:00,,,,,,,,,222.3980514796797,,,,,,,,,,,,,,,,,,,,,,204.67417016322088,,,217.80611259355393,226.4519569413915,215.71585670066696,,,,,,,,,,,,
1,1999-09-16 22:25:58+00:00,,304.97788284416583,289.2906880408069,,229.8379712561416,242.9244704573285,,249.93942218803238,,235.6728906632025,,,249.21674805828252,,,,,,,264.4132426526893,,,,,270.0700176054005,258.7186516280742,,247.9095362443481,,,,,232.69705142601842,,,,240.1931149127187,,234.4289414365599,,221.88795838931398,,,236.94066368600843,250.95751790689394,,244.93248126112505,248.98947572710358
2,1999-10-02 22:26:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.53233676682174,242.6299545441208,,,,,,,228.84354143499053,,224.09050289909416,
3,1999-12-30 22:19:45+00:00,,,275.6619626794544,236.93788721731295,215.65452549865452,228.60702719649296,,240.35932081662546,,224.5299728465179,,,231.0085967706824,,,,,,,248.67904599710556,242.81600054075054,,248.6295556771545,,,252.8256812358435,,239.16970932154265,,,,,221.4335035107645,,,,,225.62475479395764,,220.04453377940305,,217.85358856885492,,216.6107708061471,,210.9160877048291,217.69144618453694,
4,2000-04-20 22:19:15+00:00,,284.6775916376009,276.378585827578,228.89241353294153,206.05095929318514,227.87830997682525,,229.54038017637322,227.47400161055745,217.1409636092244,,,226.72241827261013,,,,,,,250.4836135650061,229.36656348029564,244.942171011141,236.07377176937723,,242.807778128544,248.479671769119,250.08541211884915,243.71279032876635,,,,,221.54484609193477,,,,217.7347078825868,217.9102433536223,209.37299529302075,206.95123460206952,206.77618490970428,206.4952868601824,,216.28157999876066,218.74094378685857,216.26644789553515,,225.00166451182815
5,2000-04-27 22:25:27+00:00,205.85150628916182,,238.30563730105513,200.54398268366,,,,,205.7587773460005,188.6136175147337,,,,,70.21635014619807,,,,,,,,,,,,,,,,,,,,182.52031083678142,175.62056884379618,188.44883526212993,,,,192.32744099628957,187.63782805465902,,194.89908362362164,,,,
6,2000-08-01 22:24:18+00:00,239.679086124265,291.77312666045725,268.4362998054759,,193.83464140198387,250.58512789868715,,251.26535478800903,248.85279692389813,,215.5652438620142,197.96866693866357,,225.4238784689153,84.83258063034151,250.65217703911333,,274.64540870215336,270.52098117628674,,,,,,,246.93581230460197,243.10089641441812,248.11708382514752,,,,,,,221.47796774337414,215.7930609311363,226.09558918921155,191.51109754685586,209.69540572117626,,,,,211.9632269824968,215.3594868307229,,209.4431300483879,217.64249630441208
7,2000-09-27 22:17:24+00:00,241.04115542111205,,,246.5084993262654,216.99443001048962,,232.83000758285198,,,212.04888617051282,,209.41087358681713,,,227.8791457717152,251.18397075537786,,,,239.9842757375019,242.6571002855766,,229.86123281125643,,,236.36281128614806,,225.31470055715235,,217.77626225497926,219.3318501088927,225.16806417447506,224.5337208257858,,223.09347260275803,225.18630493229224,,221.8343776830489,222.14783139467426,212.67557238160123,,218.92089619592372,225.6676180405392,218.85925853059493,233.57522907186305,227.06843361206603,,227.8677319618455
8,2000-10-29 22:17:19+00:00,,,277.35778384188296,238.03530980959098,223.16087778785155,238.1347408364432,248.85886936386507,233.79866139267378,,218.4253673737916,217.05719219612442,,223.92109319966656,236.28878442401344,,,268.65121298394206,265.694681531418,,255.53534067342596,246.62932925106077,245.4583209644304,242.11008108516745,,,245.8763213083959,,242.5986804543452,,,233.5772331398373,,235.89092273414624,,,236.18991789095682,238.58667655890727,,,226.97439127619606,226.40944825034254,227.72787470158144,229.2413536115299,228.23402118577653,223.73393331541024,219.23420681869638,222.80147953057627,222.21367839817447
9,2001-02-18 22:17:22+00:00,244.64127276355293,,281.4046665785982,253.60454000868384,237.75977522060882,,,235.81476587607324,,226.2230201011172,,225.9900115405081,239.13284913277226,,,,272.0073488835726,,,258.74319459650116,,,251.36388396338276,,,255.46434944511157,,243.66786723557556,,238.949931810104,224.89316903175617,,233.5038434197729,,221.73511714130092,,240.29699910886413,,278.26699751360815,263.24866210563476,223.5965266881627,216.224675868644,215.9933723076687,208.9697695299204,209.89538795570792,192.25890295434667,,210.61866112390206
