,dates,per0119-0000,per0119-0001,per0119-0002,per0119-0003,per0119-0004,per0119-0005,per0119-0006,per0119-0007,per0119-0008,per0119-0009,per0119-0010,per0119-0011,per0119-0012,per0119-0013,per0119-0014,per0119-0015,per0119-0016,per0119-0017,per0119-0018,per0119-0019,per0119-0020,per0119-0021,per0119-0022,per0119-0023,per0119-0024,per0119-0025,per0119-0026,per0119-0027,per0119-0028,per0119-0029,per0119-0030,per0119-0031,per0119-0032,per0119-0033,per0119-0034,per0119-0035,per0119-0036,per0119-0037,per0119-0038,per0119-0039,per0119-0040,per0119-0041,per0119-0042,per0119-0043,per0119-0044,per0119-0045,per0119-0046,per0119-0047,per0119-0048,per0119-0049,per0119-0050,per0119-0051,per0119-0052,per0119-0053,per0119-0054,per0119-0055,per0119-0056,per0119-0057,per0119-0058,per0119-0059,per0119-0060,per0119-0061,per0119-0062,per0119-0063,per0119-0064,per0119-0065,per0119-0066,per0119-0067,per0119-0068,per0119-0069,per0119-0070,per0119-0071,per0119-0072,per0119-0073
0,1986-04-10 14:42:40+00:00,189.55863556734002,174.85777494050865,175.0059314780912,177.46150758777833,181.53631438607027,179.7464663862279,186.23348053220658,190.29538883980723,188.39074029113306,188.8079303134519,193.38199024450927,195.59732345061119,189.3358726425966,187.4543628023999,,,,,,198.78194140082573,193.5583120424919,194.7000962401887,196.3401729879927,202.3425168235729,191.6778378874797,185.73406698001148,178.2111519615358,175.91080936859254,182.58200161733782,177.57238325551378,168.50589056856248,166.33622548238085,167.48171855652748,171.13355454355272,166.7207223355437,166.17373599495335,171.02462500695668,162.24003122323157,164.87435810966227,165.6969403528902,169.66716128495247,179.45014029186305,185.10867756256877,185.24185192733424,188.7593738820701,189.72415299350055,198.77605723951984,198.57256943529302,201.30507009906808,196.96347570588478,194.59866705261757,195.8452884695308,202.48055166031543,207.18109674642758,204.08746292250413,199.2675993672265,203.69081098699155,205.0015386343024,209.266843798962,213.64632292374412,215.72210534558252,215.9594145491696,218.72443915614173,223.95041297002012,225.7351661120401,220.82670524747218,219.74360044434928,214.53804862844459,209.6104067694931,207.58427504203533,205.39826530609594,200.00770585824932,190.2916293408337,193.07136444766826
1,1988-03-30 14:47:10+00:00,184.01506999795438,186.42950325057444,179.3434178985676,185.38558677861653,191.93984701035203,187.74220291627182,192.5844409854862,201.84821504475204,199.6731146597811,198.56063252685803,202.89128567645193,204.21761391059857,202.13379701421462,196.36462770777862,,,,,206.23785981790252,205.30194773839995,200.946012270683,201.13928392121545,205.37865007880225,209.3162405602427,205.00521769517403,198.83997863474053,199.4476185594213,194.2881323802764,195.71671800918662,191.96939983394225,181.45057331339203,180.4235710955117,180.06077227277223,185.45120030159873,184.4507279446181,182.1685992273599,187.27269515338153,185.90280084977738,182.69673510206096,184.69627922908964,184.7735235013799,190.91633432539078,192.4698287177261,192.23343929826456,190.36085018630584,187.9044084980943,189.76884822971607,191.92196285720985,191.94901939958766,188.1004093328004,186.17395788054978,189.588856175513,190.28270855544514,189.03725236939601,191.59231608152396,186.43737350127975,187.67700238296908,188.91310852074392,193.19602240908443,196.89824378389426,200.07513422843977,197.4850741178862,204.44350778042622,208.56538112134737,208.50685716500806,206.84306223701398,205.37642100325286,201.72425851716633,198.68631845871852,198.9453516410443,206.67928758154113,199.3685188583189,193.27638566680065,197.0348182270248
2,1988-05-01 14:47:21+00:00,178.8712638629939,179.8845511625054,179.8984839792774,185.17428567418602,191.3499862238127,183.92918444452994,188.22046007171497,196.47939123512515,199.094274983935,198.93776483971948,198.94280193822493,201.31322783286126,196.101236168738,195.98262625374772,,,,,212.99893049861046,207.65522409137404,201.9905625766748,203.95809235509475,208.22835037198348,208.94765657548245,205.50038393247058,203.6971176236305,199.78269586108425,198.11540825290558,200.7482152718706,192.39972190870043,188.0525715940713,184.49861502099466,182.06731801671995,184.7891082238296,186.91494231927985,188.69200739361233,184.88745242645717,189.7436179093277,182.08634107005858,177.9369118247432,177.71513220093112,185.52270481870192,184.95342621595952,190.7156518037491,189.12232022761734,189.80816938126927,189.94781538920938,197.2368267640477,191.83138558546742,191.6258408197003,184.65575688739156,189.87268354508407,190.40958045853853,192.5379447746073,190.02993379250947,191.19232046963705,192.8412105283473,193.49734510936773,197.66153379130583,197.44717385388398,199.27469768822536,203.15383020983938,208.71622062869903,212.280817778778,209.11724735473504,203.9617663022892,209.81186196455374,199.11857929590346,199.5915801152167,202.82415449913245,195.38537241876364,200.7649682803927,192.46333413227683,203.3268306569837
3,1989-03-01 14:46:53+00:00,188.3209691979831,170.66850528677907,165.20044147719108,170.94964813193462,173.3339136691202,163.25308216060063,168.5592601731617,175.3992349529749,177.65220588481642,183.7655710784421,185.5361493990094,187.00147871469073,186.4334171375299,179.78148379560633,182.3524876354001,187.61172143663018,185.25494157187853,192.54881737366964,191.87316205955665,192.54492355253623,185.87433447497816,185.19355014000433,190.2380800231494,193.5363946958871,177.62270469982468,181.1046357636776,179.05560665942758,183.34899499283082,184.07013436837428,180.65822675932344,178.44208872450605,178.17569836057203,181.51452244029602,187.7215659764317,184.1657674953742,181.18912553372843,183.27206184846136,182.4241301749178,179.16557468235808,186.3544629098139,182.39972712194455,189.78527755150364,190.36326395898163,191.26386287159946,184.27822497247686,183.62728518752792,182.60119755575843,186.1400591788293,184.04916014726612,182.50730176620283,183.95306444189114,177.26103823098083,182.4365316521877,184.9596727399063,180.26174512522906,178.70047876838788,178.00526129401635,179.63862598131072,183.6173651730989,187.6857438543227,192.42125690103916,196.68600646502767,201.53841692685097,211.03125703758897,208.30412859829917,207.39457202986046,209.8630486740209,203.27340210066885,204.63996786457773,200.45284031934946,200.16012544789524,201.48563171409685,197.5460696755558,206.2347515282144
4,1989-05-20 14:45:33+00:00,189.08841745566826,167.1222135423631,169.45568704212403,166.63596123895172,171.09395781622788,163.30872446591334,167.08898930811972,180.90650822948848,182.19064108071896,181.82551369722057,185.09632554001254,184.74729107534912,178.61429437675935,164.59445421687053,,165.39434776608277,178.24365378083706,176.61784264456475,181.56444480627863,178.02914626648962,174.03605914796884,179.15042601990748,174.56796253616207,178.73791384999453,171.202671342429,167.91699996703068,169.38507269879437,167.5821494183016,172.77460079563892,169.69943274735613,160.53196849900868,161.96785041232988,167.94920559029748,170.21341612375963,172.3597761951767,168.9054558292855,170.66676844253408,169.84229423023214,173.4071196582765,173.27038425111482,164.68406150049762,176.54139515991955,174.55873146534205,174.53521875191893,170.1318461060597,173.74088633473417,170.9624934595287,170.36601394775042,168.0011321465343,166.66763728356534,163.48367872562434,164.54815693011207,167.06961953351816,166.08954599421924,163.530638118169,162.733609207895,166.6270561729066,166.85722846510845,175.06182251531004,174.75065030995103,177.1992232870317,179.46264842580462,185.64646925606823,191.4550221421501,185.56337899431276,189.74350030413106,190.57541986950451,188.95153554785742,183.0633286515877,187.6931284812365,183.5223893917269,184.05893934800548,181.57338878089683,186.42195485570986
5,1990-04-21 14:37:22+00:00,183.90615128019303,173.91736577951264,170.77912433223963,176.50822327337653,182.19366851668462,176.06546132441724,181.030233304285,184.46651177569458,183.51605518530255,185.09212727825127,188.07899709086206,186.76786015302926,181.9040392512913,178.8679747856112,183.45663303072155,183.5432536228953,197.46114143479355,195.23395763617813,191.41165118879127,186.6106528276586,186.8242689181489,182.46414945489812,182.27397257248387,196.24428844271648,190.05398237627136,182.24408274380474,185.44905796631105,187.51892330146313,185.7671317571453,184.1030768795765,182.39650530982942,183.74148725243512,189.0345239862133,195.53038673523844,199.52963134069276,198.54397326603006,199.8040260742435,195.67939556240012,190.95961896886266,187.35883052104094,195.06446251274028,196.76115659654303,200.09704695817197,202.88084091096587,201.17848074137683,197.72632355850894,202.94448982489564,202.6796931778887,192.6331276122038,186.55327675901722,187.63315863703332,187.0223064446968,188.87297510794275,193.13103520046292,191.27357910193865,192.8014831054662,195.31574902204272,199.98463203105462,197.7302671560105,198.77903173211186,202.7663569697616,203.92245068714084,208.24957493351627,215.9715553607429,214.11201004314353,209.1963560519007,210.0004243868922,207.09683571989416,205.70329104671822,205.38660211897567,211.88318357266417,200.4173302940842,202.69526504443158,209.5925758802397
6,1990-09-12 14:36:59+00:00,,,,,,169.2713090165309,168.01986362900055,168.76822551619534,173.28179857090146,167.35523700487093,,,,,,,,,,,,173.63274308515875,178.11981073643543,192.5365164377885,,,,,,,,,,,,,,,,,,,,,,176.84343808452468,184.12640498252355,182.4971707721914,179.9126428604111,175.28960805934577,181.40971124014678,173.21793866180016,182.44379114781302,184.3832702125737,182.49361172872287,179.2324112833482,,,,192.49416944371637,192.4507222073512,198.3709278711009,195.41810029138657,209.30748836835778,208.58992448111076,209.36185155312054,210.38031673598957,207.28751258896102,206.89534295530135,206.74586489007197,209.7392077662281,212.65093346161254,205.17090596791402,208.74592416012868
7,1991-01-18 14:37:29+00:00,168.57112826028703,164.10208712189936,166.92237083362625,173.6669049165091,168.54496278007102,154.51735607084248,158.6001065268427,178.9084649381056,169.9794270501681,170.94949062824,165.638869722805,159.10431262153477,136.61446487362753,149.2736584454388,,157.67544840918322,169.62914141677402,175.17225757552927,180.1475497179714,175.05610302072628,171.46534572007894,177.2621791525351,170.96985215758687,179.6716419157629,158.71863211418764,153.99865452934432,150.2352662284449,148.03269976585892,160.7938055405562,170.67901912797595,172.85166755969064,168.69825206492223,172.7238788187921,184.75361380762394,186.86774956072816,,,,,,,187.59148963990157,191.40165062691287,191.0867640043994,190.85105530658436,186.64652930287974,185.7137565676388,194.8730666484461,186.06554141759062,184.69216933594944,185.23816721758405,190.3246070103322,187.80889892201608,190.88234594458154,192.01283348604733,188.23154705148949,188.19111972235646,189.14714391211632,199.27971418097837,196.95716093977398,204.2610918281477,210.37091153288173,209.96646307297013,216.4615143218315,212.71624753984133,208.44310883867138,218.35927752983787,213.51256270600607,217.5484915683208,213.66771370201076,217.24577221770528,214.00017915090353,209.22186034075213,219.22609855371653
8,1993-02-24 14:39:05+00:00,168.86598646121266,153.8198760135882,154.49805704593354,163.34011967887858,,154.73636436265917,167.49772502487022,177.37066343293233,175.4815775807796,173.7286180099607,175.8718030695331,173.10798982223778,165.61556801922976,163.97957690895572,,174.97798785545757,186.60441782807055,190.19954482045407,186.39828157191002,184.14608382307358,179.98802820868949,176.2343677186057,179.36464143798088,173.95617589933943,,160.36055816680917,179.24933720516663,181.7922370514312,187.55260077576924,183.9270023443146,182.1813264021242,184.53248890551356,184.34787470603501,187.59305157464087,188.3952519659886,190.01044421993217,195.16383542411128,193.6952687396345,190.70997076705422,190.08607976766604,191.50702268592812,188.7521084304985,193.4504179178563,196.48661512401577,192.76449871631797,192.82978730233128,204.96270203086524,204.84432623888756,199.56533767279538,196.24548815088974,192.4464600104441,192.57574950731063,191.03342276424996,197.89373162573827,195.818211235705,193.92198048823462,198.0331290576542,202.07270086804425,205.45326714471548,202.31210039472114,206.8631067872342,209.98673498413802,209.2177545372157,214.1621644229512,216.3073117802807,214.21626657476295,210.9630219281192,207.53385366195147,215.74943584024732,214.3516162963997,215.92382221176817,211.79048883752134,212.12575159944265,216.4269920489307
9,1993-03-12 14:39:18+00:00,171.92533406904232,162.72973840053606,156.09742071025303,165.31304519000466,173.75077960798978,157.23829596450054,163.40874191671787,167.94481093296793,167.8099832190289,167.10418215132563,170.3048390855807,176.7525463325893,167.9383256168729,164.27563844770134,167.3674494338373,176.61909751533773,174.33269846481193,172.13380916286553,175.90885210780772,168.17978574442867,169.12584007177395,173.56277781715866,173.61852652846284,178.21865756316015,175.836241130584,166.12257385951165,166.64066767092993,162.6412263959641,169.71431661237875,166.6643013635624,169.21074637039135,170.77392749399263,176.02435054843158,180.08255413261622,176.7790203172408,174.02375413211453,179.82334918635507,176.7219457694805,178.93573473330522,175.21547628484694,183.30842516856336,185.21022876372442,190.12190764627564,193.66419879341456,191.48773684602259,195.99764670475653,199.2931910882312,202.1641422502467,201.0004938868775,193.22250331235986,215.8119886873119,197.81102645176435,205.80307522977986,218.02017913798124,203.71634437367786,,,201.97380891197116,205.99814098791205,206.80150232320858,206.74916991078052,211.24146460465548,213.8045088863969,220.51460122401008,217.74250863016684,218.0822910659876,213.68233992632102,209.16970003783678,213.40629415096865,213.10261547421194,214.3011682221321,207.20464461338815,210.68986521374973,219.88036163384902
