,dates,chi0436-0000,chi0436-0001,chi0436-0002,chi0436-0003,chi0436-0004,chi0436-0005,chi0436-0006,chi0436-0007,chi0436-0008,chi0436-0009,chi0436-0010,chi0436-0011,chi0436-0012,chi0436-0013,chi0436-0014,chi0436-0015,chi0436-0016,chi0436-0017,chi0436-0018,chi0436-0019,chi0436-0020,chi0436-0021,chi0436-0022,chi0436-0023,chi0436-0024,chi0436-0025,chi0436-0026,chi0436-0027,chi0436-0028,chi0436-0029,chi0436-0030
0,1986-02-04 14:07:59+00:00,242.21723212884928,218.81278231807352,215.33082573243158,202.42346424432662,226.2219234546193,223.54851033509985,220.82924957053797,190.27199759983205,179.28815364913527,168.2117025747865,174.97221541391346,190.05948535613874,189.38993350843094,184.57517878005177,190.5702194918854,199.48380413413395,205.9484490172413,199.6199447129293,194.7044524095811,208.86808374027189,207.0290420212241,201.16545153837345,206.07606715875215,208.0526960504709,213.01880005918957,205.71069863889736,203.63280574837034,199.84609098755118,208.68269857725105,205.18353126616557,197.86538184271103
1,1986-08-15 14:02:41+00:00,232.95135198856153,200.20839346305428,193.65721862917442,190.9211003413003,227.05602481978212,223.8291829169012,216.7722152553629,190.75974301595377,178.85282629501452,157.68617006218858,144.84104955369912,161.26489553068598,154.91166349446644,165.53124049393642,162.28903302878481,181.57466843325665,188.45828521781368,182.733138485011,176.61247313474715,,187.11521589583552,206.61175325676507,197.8201091257737,206.17613739705263,210.06674388544636,201.22186235213675,211.21270278983715,212.76344566271743,214.53058172531246,219.2833187148329,215.42269643182973
2,1986-12-21 14:00:01+00:00,242.0737844601082,213.66958692718455,213.84044080590365,206.08736215345277,222.3708560745995,222.08036362093077,214.96946424696432,192.11693541235917,181.38013953776306,172.10365983159443,176.79411121004546,197.00782994295838,194.1778003421783,192.69359312790573,196.76102488099167,210.0451783422373,237.53548154945008,243.35443513188457,212.97016795910372,229.91385024277218,216.53672505777453,213.9264013398123,215.26131357619863,213.0390642703373,217.8187844549604,205.69589911019798,214.57078551788527,224.55353194429327,230.24262160578826,,
3,1987-01-06 14:00:30+00:00,242.95864583706808,213.75954774616986,213.97198716491425,210.68253460768534,229.51103115889327,224.45970587967008,219.41650312426478,195.5688790203797,183.92791026832867,172.34730092878493,175.86264298757868,195.6100712059283,202.81439844320758,195.32328052721616,200.18193963379701,209.20346303065992,230.2168637742571,237.5912448191276,202.14492479675397,210.81484506546798,209.93203635458258,203.10639683963015,208.4110761681884,206.9287743532277,210.94911132868043,204.35391258085315,214.12994025104018,222.18317700201482,219.93920696218066,227.6685454898361,220.0005621066807
4,1987-01-22 14:00:58+00:00,243.838475231259,216.70180094561263,209.21042087146648,208.04740016331627,222.1530054230507,224.3736827844935,220.00991358662088,196.11881156134606,180.09430824179384,168.2227546703168,173.18746536514016,193.40662763469115,195.83940898908259,191.87607072722116,202.99561082713572,215.6675438795304,240.15036122017563,243.37709316759828,210.4698581752874,217.97622450335103,210.90235901467202,210.98015618404236,212.66719597028322,210.75007453648433,211.1003140759624,213.73561549538817,222.0749050933107,221.41832321360218,219.68748680894524,235.82842357249928,232.9363373329141
5,1987-02-07 14:01:33+00:00,245.51262700327635,213.36122252301217,213.01158519814652,207.4149803468596,227.69227325697705,230.7140365154099,226.82064818440526,198.31260560813712,179.76888764187288,171.28934247778554,176.1397743805299,197.54389663005819,204.1249453630716,197.76910749146853,210.69703603241717,221.9590682521404,240.8566996290377,245.75674888411004,213.85147772100706,222.1924454079416,211.6729202377545,205.31636615711298,211.4576629819107,210.76026543134768,217.53198093158045,217.00790169751897,217.5927596066522,224.22104516608087,216.4527449158321,249.4732082544899,236.4517174669958
6,1998-03-09 14:17:33+00:00,246.93579083878546,202.18680525092543,181.82288826534784,185.47163458833825,205.63906644768537,212.50921209794882,220.36760424947775,189.0056044658819,159.2700478012718,155.61669337914213,160.7320187079143,172.0610401676181,172.02194777082002,169.02878515883666,185.06568702788206,195.01348968981716,229.6958827982495,213.41013757218016,186.56617332145447,192.57328599767277,181.94575480577956,177.89891171703076,180.18245747498722,175.47677298286044,182.81502186586707,186.41589347777725,189.26401592264753,190.5850898037591,210.06295279331954,221.4068829429397,215.2490074727562
7,1998-03-25 14:17:47+00:00,262.2520769701777,210.35314373951297,183.41490365167908,191.00082185492465,215.56918856351095,221.51781545354638,222.61803818188463,196.737137106331,163.10877542460867,157.43910387459334,163.28050813193866,171.2770571595628,170.14216480261032,168.69238953403325,182.03415915027645,197.22842143546958,227.06245204444178,213.71603584614033,185.13852738272487,195.12276902931248,188.751882142069,178.07141865380575,182.3470807548725,178.4088468030209,189.87885396059494,188.70213927701184,189.82376826051797,191.02698246006344,195.84727055557627,212.2622510696018,216.76002972349383
8,1998-07-31 14:19:24+00:00,241.08475224303902,191.4845327999259,170.313096176674,196.36037276139007,230.01600480397843,232.60594929920583,233.6953316696817,207.37856701891005,159.25367789649823,147.8606078001996,141.5281378217959,149.04985405903773,149.90601683196843,161.97217740772473,,,,,,,,,,,,,,,,,163.18038678109522
9,1998-09-17 14:19:50+00:00,249.51001937557263,203.13262765041353,175.93455594863343,187.2190010529958,210.94474781100175,219.6676372183556,221.21887482818263,192.04424308181422,160.05785319811244,155.88429685545833,158.29521366737518,163.832595012946,171.68359225367195,164.4729126285522,172.15958128821063,186.99106361935935,208.11518945995323,181.27370991017423,171.5465050268715,171.02659010406265,178.31753160980003,169.86854895355475,176.99917408028426,172.11829874204375,180.45372219320237,179.81430286971775,181.34385728066266,184.2383578054929,194.9732902632648,201.0696104562966,190.1790076348908
