,dates,chi0187-0000,chi0187-0001,chi0187-0002,chi0187-0003,chi0187-0004,chi0187-0005,chi0187-0006,chi0187-0007,chi0187-0008,chi0187-0009,chi0187-0010,chi0187-0011,chi0187-0012,chi0187-0013,chi0187-0014,chi0187-0015,chi0187-0016,chi0187-0017,chi0187-0018
0,1985-07-27 14:07:41+00:00,198.38590677346124,188.87054932348093,192.07680623802807,184.25485473630889,186.4376140046699,181.17994683326586,190.09859942861254,171.95276517696337,172.12999834490188,175.057193630325,176.7379049539101,190.8374503203059,199.89302565101127,201.47802664457836,197.2531563527424,194.28709795232965,201.0824357943177,187.46163511260792,185.3362412819341
1,1986-02-04 14:04:48+00:00,206.4665552984927,197.1978029406645,199.17998178351334,202.90059617751172,205.66942928463214,201.63598754973083,216.10525684735683,208.28461774649628,,,,,,,,,,,
2,1986-07-30 14:00:05+00:00,199.11371720730665,174.99485818848638,179.7950987645477,178.06032095224023,186.28962999690387,172.3228639118029,179.45776528359508,173.38839461322746,182.12733596130678,177.39089946939453,189.76607702562563,203.43240820837363,208.1795465278507,206.14967992662457,203.02760505020024,197.78277247147864,199.9673512352779,192.2913275030814,185.69443991177974
3,1986-08-15 13:59:29+00:00,214.71308819808098,180.1788817347772,186.5074096294714,184.84693286101785,186.9125933999192,174.73729163645382,189.13864616838595,184.18754367335978,186.4294932827486,174.40011965423372,185.8156864612097,202.31659902791446,205.6669786477098,206.5262536779227,201.67845943110873,195.22681514560273,197.3989907101095,187.23529148123185,193.7181070542711
4,1986-08-31 13:58:53+00:00,195.27664238841655,181.7886583860832,,,,,,,,,,,,,,,,187.60362991455358,191.33664455382095
5,1986-09-16 13:58:22+00:00,201.7493504256844,184.94750793400695,188.95874345913026,192.33041803035567,185.67688030322617,183.92463449848887,200.56766391809632,185.46925536661288,188.3196353328116,180.3605628417162,188.28958006970294,202.95872386357726,208.09843043472026,206.11573064521826,201.01340412521492,204.1223653624704,201.54245821659353,195.25546829651208,191.2709583744726
6,1986-10-18 13:57:20+00:00,,,,170.15852301932597,163.35093581793058,167.4594566128465,,,,,,,,,,,,,178.4051765709067
7,1986-12-21 13:56:50+00:00,197.9016742250389,183.98759821080523,187.9527065670619,191.85083062823324,191.26939386822863,194.61060654511323,201.76760525510713,207.89018851498247,189.89956355607046,186.13003237293907,194.90103558407424,212.60093335719097,205.33422782513648,201.0527826587407,189.07514057948592,196.67771538704662,216.56096679089967,197.37223197602336,191.83705599129115
8,1987-02-07 13:58:21+00:00,,,,,,,,,,,,,,,,,,,
9,1987-11-22 14:06:04+00:00,197.45295180940752,,,,,,,,,,181.59847009494024,193.9127499321588,200.262755384777,201.39897538482876,199.7752998340926,194.3735813308399,197.42108395539165,197.68261940791677,185.28437439695958
10,1988-03-29 14:07:53+00:00,,,,,,,,,,,,,,,,,,,
11,1988-04-14 14:07:57+00:00,,,,,,,,,,,,,,,,,,,
12,1988-06-01 14:08:21+00:00,211.9950525758365,193.70210400027213,190.42697936771845,187.4016927129096,183.9031019177504,192.12318891031347,199.31497617678073,178.0008319800903,186.27392538270934,177.43932576070128,178.12365496643247,,203.12838834774757,202.96138018152047,196.06882963133143,194.37055989998404,200.06495133618532,196.42056478960538,187.02781565810778
13,1988-06-17 14:08:27+00:00,206.28327488094712,200.67224259690556,190.96154304006362,187.82888356035772,187.66122454606676,191.33460608164438,195.28598024741814,183.95291331333328,187.44718071221413,178.79102377173294,178.2379667845379,190.37543505187122,200.10344132654902,198.76002664376563,199.92469099051752,200.53505653257852,201.13866034917385,197.67554210705546,197.0348674173712
14,1988-09-05 14:08:39+00:00,,,,,,,,,,,,,,,,,,,
15,1988-09-21 14:08:34+00:00,203.00456912160172,183.48231373767618,179.08403666370563,185.54002513950678,185.96672819158408,182.5233450034506,192.40408792218088,183.37566170633767,174.68349872976808,181.2151796287698,187.88941104562392,201.6528703437548,210.39480620326648,207.6243012195596,201.9825109044979,194.68233529322845,200.29123134503004,192.37557301770212,189.04077872208794
16,1989-01-27 14:07:50+00:00,211.58530644253736,208.5206205179324,198.5900815430913,199.71472742395483,193.15735137541913,202.8969301194043,208.26757244974934,190.5793107148101,199.55055671360853,190.09184844823895,186.91036503108685,204.0450201761106,211.81462937742845,209.06691410852142,208.1443151761416,198.8114028040487,212.14048208149677,199.39128456793006,199.73347676930044
17,1989-02-28 14:07:39+00:00,,,,,,,,,,,,,,,,,,,
18,1989-05-03 14:06:38+00:00,206.3640882619463,195.47117858660226,199.33161373009543,189.92886195287335,191.78824398971682,191.49001207561093,206.4871503853761,190.9083526770433,178.72607156402378,175.41819393494208,183.45651994735198,199.78351809497943,208.94766336692223,205.02648371708497,199.3673115418475,195.59583868420802,195.081134980562,194.5034328653083,191.83794435042003
19,1989-08-07 14:04:45+00:00,191.7687184384074,184.20417102316074,184.0368843533587,176.6222472939281,169.85686984919695,181.46694258648571,198.57128639321655,177.49017573138767,164.7632618675434,162.8729581453101,176.8252882535518,194.988557165258,207.4276228987729,200.698114908677,195.9492428108145,188.29944895413018,191.41650330995793,186.59344748418437,179.16178205567684
20,1989-08-23 14:04:24+00:00,,,,,,,,,,,,,,,,,,,
21,1989-09-24 14:03:35+00:00,,,,,,,,,,,,,,,,,,,
22,1989-12-13 14:01:23+00:00,194.86134928082112,200.31629439084978,200.10740624588243,199.86716662105408,188.25856799950338,200.82250237120374,218.2514664435953,184.89075260592327,183.6100670467441,187.42056311341202,185.74390779920864,189.92878324580917,200.38030094246284,204.28099027085054,196.28559318231524,201.26334247500142,201.13944176632413,185.31385542937224,196.13982870709324
