,dates,jap0246-0000,jap0246-0001,jap0246-0002,jap0246-0003,jap0246-0004,jap0246-0005,jap0246-0006,jap0246-0007,jap0246-0008,jap0246-0009,jap0246-0010,jap0246-0011,jap0246-0012,jap0246-0013,jap0246-0014,jap0246-0015,jap0246-0016,jap0246-0017,jap0246-0018,jap0246-0019,jap0246-0020,jap0246-0021,jap0246-0022,jap0246-0023,jap0246-0024,jap0246-0025,jap0246-0026,jap0246-0027,jap0246-0028,jap0246-0029,jap0246-0030,jap0246-0031,jap0246-0032,jap0246-0033,jap0246-0034,jap0246-0035,jap0246-0036,jap0246-0037,jap0246-0038,jap0246-0039,jap0246-0040,jap0246-0041,jap0246-0042,jap0246-0043,jap0246-0044,jap0246-0045,jap0246-0046,jap0246-0047,jap0246-0048,jap0246-0049,jap0246-0050,jap0246-0051,jap0246-0052,jap0246-0053,jap0246-0054,jap0246-0055,jap0246-0056,jap0246-0057,jap0246-0058,jap0246-0059,jap0246-0060,jap0246-0061,jap0246-0062,jap0246-0063,jap0246-0064,jap0246-0065,jap0246-0066
0,1984-08-07 00:51:54+00:00,121.21421701206526,94.74441586526241,95.00555889821388,100.57009173562348,108.77338734356245,109.24710762100862,115.97948795688468,123.73617933048418,128.7182785248587,131.92460308676743,127.49918254473533,123.44668066122486,125.79122525445368,133.78194748876962,135.20157697842288,138.16893661115193,131.92541684500932,135.55298943043158,134.103708238259,131.57665702449054,126.19035193268154,132.71836527958072,142.4023333968537,149.00146050393994,152.56972432002104,156.64123479679543,162.1893699586167,164.08123934771348,161.42168334076013,163.46440241873523,156.8539425412795,159.40104743629342,156.95324135555865,158.38160959853374,154.98514114413075,155.87286825175042,152.16408104310153,149.39673177993876,147.3269568110064,156.46642753745172,159.809378362336,157.887358491902,164.2055809490232,164.52593130963294,172.55118858632812,174.60778409976342,174.98914793332327,176.50028896772662,186.74191034923192,193.30281929698907,192.97355720938717,200.7895640261086,204.51212255184487,200.44760818008402,210.18928366917575,199.469322272686,193.7878566171294,186.16089716514233,181.92572980706078,178.31175761840328,175.91038565895792,,171.47678395174873,176.5239649412401,,168.58923356588963,160.3311622406503
1,1984-10-01 00:58:42+00:00,118.16064901893313,96.4717561539034,84.23751340191816,90.03668220489791,94.55039516946883,94.63851450669927,104.22673777098115,114.79554431392656,115.45815459808931,115.90680899720064,115.38778924530999,115.55448126824427,119.00746378646042,117.9152572304876,122.25615910510841,129.20854347767454,129.8639473114226,123.37650497133492,124.33921481387118,122.06771943614433,121.20257919150495,132.80962915348246,140.44989816868815,142.4563687289267,139.6607994764184,140.58218371529952,142.21505857435392,144.80163044810567,146.55916303183824,143.9555760230686,148.16394314619794,152.48089186587902,149.48619573960238,151.1489451406424,156.7277114362507,158.47540490300372,148.467294180922,148.5072627735737,147.13984045237916,143.11854059559064,148.07364134267345,144.46563307918257,145.1696261628062,146.7554403811904,148.63134810440243,152.17350625710657,151.3743984141646,155.93918959057493,165.30182978757057,173.41211579354396,177.98666326861908,176.05198768785064,180.48356105736588,183.4261686067419,191.8581131427747,191.5736383470656,185.36299260782732,170.88512066796315,172.8085277077047,166.31149712491256,149.12326998122964,147.21838603856395,146.44488185845609,145.75705139503873,,142.11697736765677,136.06154076380068
2,1984-10-26 00:52:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1984-11-02 00:58:33+00:00,,,,,,,,,122.18782104708578,116.24179907083283,123.8473098465452,123.7552242314708,129.56170754001548,127.7828342946239,131.27574958778115,130.21092714863548,131.62451189945787,133.67393152437373,131.3590246095771,133.26801506241114,134.45953607165086,141.6523228317325,152.09149030892092,154.33567134177864,159.1463610690914,163.19488427233804,167.07686987546077,164.48851211671766,165.28608354166875,167.31563993416108,167.47937989491953,168.20184918005583,169.81091062312248,167.16142996023103,161.58970664493947,163.75046695337716,161.15635724977685,157.20129742773517,159.5353667538512,162.384077348612,166.06714580872102,164.61510300887838,163.85081457357992,162.17766309914177,159.72310426878855,163.37575919653628,162.19610597912512,173.28173307089546,183.45642967651628,186.59996866457456,188.7785566279238,192.24230474584937,190.51518177902534,194.8929883849006,196.60284520355376,201.97238251566446,200.58196756558155,195.87435195849758,197.01780949132464,191.5609921779777,181.1886876850705,175.13735154077662,172.4566580843104,171.92375940780923,167.41232021268476,162.88732649167662,160.104944142513
4,1985-06-07 00:52:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1985-08-01 00:58:23+00:00,125.94903458239484,104.41903049308122,97.51629948440078,108.14576820525451,108.7999628084719,109.06109557921036,116.92315050089546,121.2301351516682,120.82425436254466,108.77589594659305,111.1176724087607,108.87357734045155,111.2248685257831,121.60827081524346,126.07756949619015,123.02070455549638,127.33270685127059,125.11345162462496,126.43620785966546,127.74142402502606,129.54519820075043,138.16390624088965,143.05930485383712,147.37735129420201,151.240782317255,154.41976066234804,156.59392178826636,157.4667814697489,158.17752810316134,160.3010436623993,163.26234687817865,163.78897190971563,165.89942440249882,165.76088701523167,168.44980429528317,165.72086504044887,168.1419588972943,163.29839838572025,154.94248894257223,158.35750378683446,160.5261198771155,159.60595484553133,159.2754177094888,158.82318979079614,159.72751018123196,157.59555504056246,161.43546631583175,167.75856870516168,175.6743089559571,183.29507888449825,181.9266398584409,186.83630932576867,192.53705944638395,199.1446466262156,203.6767913573116,194.34168432787337,196.4909367115252,198.11371397238446,192.5382662590544,189.32783512027078,181.80337110739754,175.7137866568517,175.95305942859144,173.94723432068864,159.67174447117935,158.35889525862063,153.59328399512538
6,1985-08-26 00:51:56+00:00,119.93957086687489,103.33118543018168,97.51168085529648,100.82148769117303,107.77711763158652,104.82493993996694,107.21355746834408,120.64908966426384,116.07220831000194,107.41522604894304,103.25190858578944,107.96136859473916,107.58708782227582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1985-11-21 00:57:00+00:00,134.04565063178848,115.56349387379264,115.45524640013754,113.93763130040664,118.63427558248569,126.97443556272371,138.31422677513095,143.98768808984562,137.84403067727467,131.32234153414822,127.17928330107797,132.0060246596155,128.25612779230806,134.64050707438597,141.4530659491836,144.36122147914642,142.74406774668432,141.63966500637957,142.10912942921107,143.56381521108565,148.38935695658276,151.5205344704163,158.9147780170157,158.77394919330206,166.23850315622212,171.82949266785343,167.36666244042993,169.38495404761468,165.2026331236833,167.76842570379094,169.84262169928905,170.41949789239408,169.4530085746193,168.28483418047452,167.23794736527339,171.68950088462702,169.8409428782073,175.16748703138256,175.66019259664043,170.4944028215418,173.89870726422532,171.39621497960684,167.7339559020733,170.84583681001692,168.7661312664577,174.10101615827966,171.62986051042765,176.50283791932452,188.5652207518186,194.32389869463208,200.9888344381092,202.88058528446015,206.4052507191391,205.9726745246549,204.6436917411883,207.5373942030339,202.7450174253998,201.71338897583482,199.80589594070995,190.6211293577945,186.49694440424088,182.0658244647597,183.00241829122675,184.43061912019795,180.89245456053197,181.0635194167463,175.10087067135822
8,1986-01-08 00:56:06+00:00,130.67020962459648,110.32116714980316,115.53367743157432,118.67799607313329,120.94397844768302,128.98010165605,134.74863808755927,133.9963375613593,130.10161741709064,123.62472783979216,122.6278469030207,120.23562378819409,125.4053071228496,132.0880046259609,132.32012164748787,136.8242520647391,135.31534616666008,136.59052036121724,130.4659081637861,136.36515580865623,141.97845780439374,143.63488727287526,143.6641616223889,148.5512876610774,153.0571428142676,156.03296462497676,154.6862176591126,157.06557182876568,160.35963995584495,158.7975818782429,154.2282525641499,156.63379996312165,161.1031293408823,162.6317153083978,157.58151650338587,164.08187187678163,160.67090688649796,153.47563277189542,160.24324674263724,161.70972738299784,165.93886212159296,163.5485426080701,159.59954782924794,163.86735088130618,156.32121069670083,159.7799183407759,165.4784017932029,168.0042697229237,178.3533291493625,184.9836699214362,184.15077624454244,184.474551937627,190.60805947105908,198.7461179581403,199.2874940141494,202.3041070235612,197.49708061134191,197.70194210580803,191.587994709721,189.93322301306657,181.45074783048537,175.0178431226687,173.6616060338631,170.63576571090272,167.79356643886197,158.73284333705237,165.10576063914007
9,1986-01-17 00:49:45+00:00,136.69160770357527,115.78068411809905,111.85704780523731,117.45548872505155,119.18270463000637,125.51700531590191,132.0353039386738,146.27318112745064,142.4219224605194,135.4085032864653,129.6109705859742,133.96053908367045,133.2562637967882,131.64295176222254,138.85406670355687,141.15304585518228,138.33581355000572,137.21255023579732,136.64993568427286,141.60336700870997,143.80602070163224,149.91719237913978,155.5139630430189,157.72277540800758,158.72186957340156,160.97369271520583,166.38203052076074,156.11119336085326,158.38424823418018,157.587254862967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1986-02-25 00:55:02+00:00,127.23286057751639,110.98365002034554,106.06903308347746,114.93205921406073,123.05252806975025,129.40534848443636,143.3522622384502,147.30982442149292,151.02676050428516,,,124.32977062339992,126.02019584286397,132.7671234912549,138.0232496375406,136.83953376822717,139.33215646216692,138.91967982773826,134.61308862282388,138.3410867016009,141.46384307639607,149.08349176528793,158.0998161391952,159.5069869542933,163.03618691628938,161.39322764070937,163.2166840079186,162.28667431301054,164.3890382534435,165.48474392265175,166.63160809382723,166.25156064770582,167.55182758121418,166.41262342577411,169.2145240894935,170.8165373080253,169.77455564761007,166.58771401393588,164.43204237870552,167.62454657457835,164.91690989414633,166.10390912193967,163.53343088038747,166.94088828699515,165.15295695829712,165.6719036190525,167.58372254729883,171.2822369493646,181.300654848872,188.0742250726156,,,,,,,,,,,,,,,,,
11,1986-04-23 00:47:39+00:00,129.9036493605957,106.97357688679564,88.27974354728363,107.67006162768573,119.91097726949597,127.31039379807736,131.7925170539134,130.5848450905594,129.51021179313372,121.58812295071299,121.18276835709017,114.04669423937668,118.80244974563651,119.24349836144037,125.07489573416463,123.83429293417738,123.39887896019843,120.41501764444055,,,,,,,,196.91591830713523,165.1319603983933,145.67387531530946,151.31913905109252,148.89028825286246,150.5987011169767,147.46640467301245,149.19404991213037,145.95981500631834,153.55226430746376,155.9630585848236,159.8644154945198,154.36134891968422,162.78011483796777,162.70312324246186,163.13838719184514,160.0806185680089,154.33334716473985,157.42348182877322,157.74460870317142,156.6119571881393,162.20969198749953,166.8131437027589,173.88366690005407,187.16390596822686,187.34582311618638,191.9178166653954,189.29086549064874,193.66596191409639,191.26597571840506,195.9332388775206,183.16314136014387,181.57708253551303,180.69680758758648,168.7789874293384,170.89417688487086,162.15233943691607,165.64579855595414,161.67417951468465,158.70622745552234,154.5946079958452,169.9989256748512
