dates,nzd0287-0000,nzd0287-0001,nzd0287-0002,nzd0287-0003,nzd0287-0004,nzd0287-0005,nzd0287-0006,nzd0287-0007,nzd0287-0008,nzd0287-0009,nzd0287-0010,nzd0287-0011,nzd0287-0012,nzd0287-0013,nzd0287-0014,nzd0287-0015,nzd0287-0016,nzd0287-0017,nzd0287-0018,nzd0287-0019,nzd0287-0020,satname
1999-08-21 21:46:56+00:00,362.49,350.35,347.09,339.51,338.09,351.56,347.95,371.56,362.63,350.98,355.54,365.92,368.62,379.38,389.23,387.56,401.64,401.82,383.58,374.55,368.71,L7
1999-09-22 21:47:00+00:00,366.25,364.22,360.12,345.31,337.77,354.33,357.81,377.04,374.40,362.00,368.60,378.90,374.02,379.38,389.23,387.56,401.64,394.39,379.07,372.76,369.52,L7
2000-04-01 21:46:34+00:00,349.64,342.91,348.67,340.42,340.44,358.89,356.92,370.97,361.43,359.12,351.11,375.07,370.44,364.18,370.88,381.81,382.91,381.49,366.02,350.64,365.60,L7
2000-05-19 21:46:07+00:00,352.10,346.26,351.80,345.08,340.91,356.75,353.52,369.75,362.03,356.11,355.63,368.09,367.96,366.37,373.19,379.39,379.62,376.49,364.01,350.86,360.83,L7
2000-08-07 21:45:08+00:00,353.80,348.01,354.24,346.60,342.71,357.18,354.67,370.77,364.47,355.62,357.29,367.34,368.38,370.64,377.72,380.38,381.34,377.73,365.70,352.42,359.55,L7
2000-10-26 21:44:22+00:00,355.88,350.55,357.02,349.68,341.26,353.51,353.32,365.68,361.37,350.56,356.19,360.53,360.61,367.84,375.18,375.22,377.89,372.67,365.53,353.31,356.52,L7
2000-11-27 21:44:26+00:00,359.43,352.81,362.38,349.44,343.13,354.62,353.85,364.83,362.27,350.74,357.26,362.27,361.91,367.49,377.47,376.19,380.55,375.29,370.00,357.67,358.71,L7
2001-04-04 21:44:06+00:00,353.25,349.78,360.93,347.61,341.37,352.13,351.75,363.23,361.57,349.51,355.53,366.33,363.04,363.11,373.25,371.70,377.52,373.45,367.97,358.60,352.39,L7
2001-04-20 21:44:10+00:00,357.21,352.28,361.64,346.89,342.91,354.44,353.95,366.58,362.73,352.94,358.78,371.30,364.08,367.74,375.80,374.21,379.81,377.40,370.27,359.84,361.02,L7
2001-05-22 21:43:54+00:00,361.14,354.95,363.05,350.95,348.05,361.05,356.73,372.53,369.76,359.28,365.92,375.51,373.25,375.64,384.07,381.55,386.60,386.19,378.22,366.61,374.14,L7
