dates,satname,nzd0287-0000,nzd0287-0001,nzd0287-0002,nzd0287-0003,nzd0287-0004,nzd0287-0005,nzd0287-0006,nzd0287-0007,nzd0287-0008,nzd0287-0009,nzd0287-0010,nzd0287-0011,nzd0287-0012,nzd0287-0013,nzd0287-0014,nzd0287-0015,nzd0287-0016,nzd0287-0017,nzd0287-0018,nzd0287-0019,nzd0287-0020
1999-08-21 21:46:56+00:00,L7,370.78,360.02,355.38,346.76,345.34,358.00,355.20,378.81,369.88,358.23,363.83,377.52,380.22,390.98,400.83,399.16,411.31,411.49,391.87,380.99,375.15
1999-09-22 21:47:00+00:00,L7,385.44,396.09,388.57,364.62,350.96,369.10,381.18,396.02,399.68,386.52,397.09,413.48,401.02,,,,,404.97,389.99,382.97,382.34
2000-04-01 21:46:34+00:00,L7,364.50,360.24,363.53,353.42,353.44,370.45,369.92,383.97,374.43,372.12,365.97,395.87,391.24,384.98,391.68,402.61,400.24,398.82,380.88,362.20,377.16
2000-05-19 21:46:07+00:00,L7,352.55,347.28,352.92,347.98,339.63,353.04,348.37,366.79,360.88,351.35,358.16,358.30,362.68,365.76,372.71,374.18,374.00,369.16,360.00,349.52,354.49
2000-08-07 21:45:08+00:00,L7,354.07,347.83,355.99,346.89,343.55,355.61,354.21,370.04,366.59,351.89,357.47,361.46,364.82,374.78,382.37,377.95,381.10,376.53,365.93,353.10,354.55
2000-10-26 21:44:22+00:00,L7,,,,,346.34,356.99,363.14,365.97,362.38,354.20,359.51,371.03,363.54,372.19,379.65,382.74,386.23,380.00,,,
2000-11-27 21:44:26+00:00,L7,353.08,344.13,357.05,341.73,339.50,351.25,344.20,358.48,357.85,346.14,354.79,354.32,357.37,355.49,370.38,367.88,374.31,369.34,362.36,353.12,353.76
2001-04-04 21:44:06+00:00,L7,363.41,367.10,374.81,362.23,357.27,365.03,366.90,384.24,383.49,367.20,374.01,404.05,398.62,392.04,400.12,394.88,397.35,396.36,383.58,371.85,358.80
2001-04-20 21:44:10+00:00,L7,379.71,374.27,377.64,358.22,360.27,372.70,373.32,389.39,378.94,375.98,383.10,406.61,387.59,402.05,403.83,402.13,403.70,406.23,389.43,373.64,389.61
2001-05-22 21:43:54+00:00,L7,383.24,374.99,377.54,372.11,365.67,382.31,372.99,388.51,389.27,378.30,386.63,385.85,398.23,401.79,410.74,410.10,411.69,413.51,412.37,394.94,421.51
2001-07-25 21:43:18+00:00,L7,342.94,334.13,342.91,338.14,334.92,340.41,345.24,355.38,349.89,341.99,344.55,348.55,347.95,342.59,350.92,346.26,359.49,354.92,347.63,340.24,349.30
2001-09-11 21:42:38+00:00,L7,354.19,349.05,358.91,348.66,350.93,357.44,358.29,374.03,367.16,352.16,353.92,369.80,369.41,378.55,389.24,390.34,390.49,381.45,372.14,362.93,359.61
2001-09-27 21:42:29+00:00,L7,398.52,409.48,385.63,378.95,364.38,387.20,380.35,402.84,392.93,380.68,395.74,,,,,,,,,,
2001-10-13 21:42:15+00:00,L7,379.58,370.95,377.79,358.43,351.72,369.78,369.34,394.58,395.67,377.14,389.64,415.40,,399.22,405.69,,,,,,
2001-10-29 21:42:21+00:00,L7,365.54,358.77,362.46,351.67,350.92,360.32,368.00,371.56,369.51,356.88,365.20,,382.96,383.93,396.33,393.75,397.27,394.69,378.98,364.17,
2002-02-02 21:42:54+00:00,L7,335.68,329.67,328.25,319.56,320.80,327.85,334.96,346.13,342.73,335.02,332.66,340.01,341.23,336.85,341.87,340.51,332.10,330.17,324.88,317.89,328.22
2002-02-18 21:42:54+00:00,L7,337.90,330.25,339.40,324.44,328.24,340.16,340.99,352.30,347.00,339.37,342.36,346.45,346.73,346.24,355.55,350.32,366.33,357.89,353.09,341.98,349.02
2002-09-14 21:41:55+00:00,L7,349.74,337.28,348.82,341.61,331.92,347.81,341.05,358.93,351.76,345.46,351.93,363.96,361.77,373.85,382.84,377.66,383.58,374.77,369.79,354.03,351.86
2002-09-30 21:41:47+00:00,L7,354.79,350.22,359.91,348.41,348.69,354.73,352.99,367.53,362.42,352.99,358.60,369.95,356.66,374.31,384.72,389.15,389.19,385.06,378.92,359.63,358.01
2002-10-16 21:41:48+00:00,L7,353.79,352.31,358.54,341.19,340.70,351.53,349.38,361.97,360.72,353.47,349.93,378.14,376.29,375.36,381.62,372.47,384.00,372.65,365.42,353.02,357.50
2002-11-01 21:41:54+00:00,L7,364.87,360.96,355.21,350.66,339.13,358.73,358.80,376.88,364.23,355.04,364.20,381.69,366.47,,,,,,,,
2003-01-20 21:42:33+00:00,L7,354.48,351.48,356.10,342.54,347.39,357.66,360.47,362.37,363.69,351.82,354.95,355.03,362.07,362.03,374.71,369.90,379.21,373.70,368.42,356.01,366.06
2003-02-05 21:42:41+00:00,L7,343.07,336.61,344.85,335.26,334.53,341.14,340.94,351.87,350.51,343.83,345.40,345.53,350.03,349.24,361.16,354.47,370.18,363.92,359.20,349.95,351.26
2003-02-21 21:42:44+00:00,L7,340.19,336.93,337.41,330.22,327.39,344.67,344.69,352.44,349.33,342.01,341.10,345.35,347.98,344.56,353.29,349.99,361.86,358.68,352.77,347.32,348.91
2003-05-12 21:42:48+00:00,L7,366.52,364.06,366.37,354.69,349.43,361.59,366.00,382.71,381.73,371.50,369.39,400.02,389.48,401.81,395.80,396.20,397.93,398.76,385.24,378.44,376.02
2003-05-28 21:42:46+00:00,L7,372.79,372.43,370.99,360.95,359.79,370.65,372.00,384.48,377.05,371.92,369.95,,381.82,380.18,373.08,,380.04,365.76,359.83,345.55,354.63
2003-08-16 21:42:28+00:00,L7,329.56,328.90,327.94,326.45,320.45,334.12,334.24,349.21,337.35,331.98,335.65,334.74,338.30,333.56,339.08,338.74,345.35,347.44,337.78,334.23,342.29
2003-09-25 21:31:42+00:00,L5,369.28,361.69,361.56,356.83,351.69,357.67,365.25,379.97,374.73,366.83,370.60,385.77,380.41,385.13,393.25,388.62,392.24,389.46,375.18,358.09,365.65
2003-10-19 21:42:20+00:00,L7,,352.25,357.17,342.84,346.16,355.46,356.19,372.56,364.85,355.13,364.03,369.16,372.62,,386.17,387.95,386.93,384.05,372.06,362.30,369.04
2003-11-04 21:42:27+00:00,L7,370.57,361.92,362.09,352.35,343.42,357.01,357.24,,,354.17,367.53,393.94,376.86,377.65,,,,,,,
2003-11-20 21:42:43+00:00,L7,359.19,356.12,357.62,351.15,344.53,,367.31,382.69,368.78,367.33,377.66,393.10,375.06,380.13,383.11,386.25,392.17,390.33,,365.21,
2003-11-28 21:32:34+00:00,L5,326.34,326.14,331.34,334.32,335.92,346.91,345.42,355.54,353.53,339.35,323.09,340.18,340.63,339.38,346.07,343.17,366.83,363.37,353.47,349.89,353.15
2003-12-06 21:42:46+00:00,L7,357.34,351.17,347.11,342.44,333.22,352.44,351.66,362.92,362.02,,355.77,363.20,367.32,374.61,375.60,385.07,378.68,379.64,369.89,353.40,354.97
2003-12-14 21:32:38+00:00,L5,335.70,329.34,341.97,332.57,341.62,349.67,349.55,358.80,356.23,346.74,333.84,339.00,345.68,347.81,356.39,357.64,378.03,372.96,361.66,355.92,357.87
2003-12-30 21:32:48+00:00,L5,348.85,335.67,337.23,320.78,329.51,333.50,337.30,350.24,357.27,346.17,346.17,351.48,360.99,361.24,356.50,346.31,359.88,353.65,340.88,339.74,345.52
2004-02-24 21:43:09+00:00,L7,341.11,336.50,338.66,331.57,330.25,340.82,340.17,352.90,347.11,340.43,335.37,345.50,347.23,348.00,349.27,347.96,362.80,360.22,354.81,347.23,348.78
2004-03-19 21:33:10+00:00,L5,368.27,358.73,360.18,351.55,349.93,359.31,353.78,372.77,367.91,361.08,362.41,368.80,375.11,383.27,396.29,385.87,393.31,392.66,380.63,361.94,370.00
2004-03-27 21:43:21+00:00,L7,350.06,347.01,353.37,341.10,339.95,353.67,347.11,363.42,361.49,348.84,351.41,357.84,,355.68,371.80,366.72,376.51,369.69,368.00,353.48,356.88
2004-05-06 21:34:22+00:00,L5,337.46,332.16,339.14,326.69,331.95,342.42,343.65,353.39,353.72,342.81,345.10,341.54,343.70,341.16,349.97,346.10,357.04,361.01,351.29,350.21,347.79
2004-05-30 21:43:12+00:00,L7,373.14,369.57,367.78,361.28,357.82,373.14,371.59,382.77,372.14,368.87,369.10,391.68,385.67,383.92,382.93,378.21,393.59,385.45,364.90,349.65,353.67
2004-06-23 21:35:46+00:00,L5,345.81,343.79,345.99,331.90,329.47,342.65,342.87,352.91,349.68,341.68,345.39,350.51,356.09,347.97,361.93,357.31,361.58,358.72,349.27,345.46,347.89
2004-07-01 21:43:05+00:00,L7,359.23,351.75,355.59,344.21,343.96,355.58,365.75,377.77,363.69,358.24,354.58,367.19,375.42,378.82,383.47,369.85,382.46,379.12,367.65,354.06,364.50
