dates,sar2123-0000,sar2123-0001,sar2123-0002,sar2123-0003,sar2123-0004,sar2123-0005,sar2123-0006,satname
1984-04-13 09:27:07+00:00,263.96,180.88,196.95,163.93,201.34,245.35,256.60,L5
1984-05-06 09:33:27+00:00,260.74,181.72,195.25,162.58,200.70,247.41,257.21,L5
1984-06-07 09:33:54+00:00,256.79,181.42,193.17,165.50,201.30,246.24,254.43,L5
1984-07-18 09:28:46+00:00,256.47,182.75,194.23,168.84,202.15,247.20,255.69,L5
1984-08-03 09:29:20+00:00,256.30,185.94,195.15,170.25,202.10,247.64,255.89,L5
1984-08-19 09:29:51+00:00,256.40,185.87,194.97,169.91,201.99,247.43,255.45,L5
1984-09-20 09:30:04+00:00,256.39,186.34,195.25,170.91,202.23,247.29,255.32,L5
1984-10-22 09:30:00+00:00,255.30,187.40,194.74,172.34,204.01,247.76,256.75,L5
1984-11-07 09:29:53+00:00,254.96,187.61,195.01,172.86,204.25,247.05,256.46,L5
1984-12-09 09:29:58+00:00,255.44,188.90,196.64,172.00,204.42,247.20,257.01,L5
1985-01-17 09:36:29+00:00,251.07,186.69,193.55,168.20,204.37,246.72,256.60,L5
1985-02-02 09:36:09+00:00,250.87,185.58,192.30,166.96,204.62,245.76,256.04,L5
1985-02-11 09:30:23+00:00,251.39,185.97,192.31,167.76,203.94,245.29,255.21,L5
1985-05-02 09:30:07+00:00,249.28,185.92,192.60,166.00,200.91,243.50,252.43,L5
1985-05-25 09:36:15+00:00,248.08,186.14,189.50,165.13,199.88,241.97,250.72,L5
1985-06-03 09:30:04+00:00,248.62,184.78,188.98,164.85,199.12,242.01,251.20,L5
1985-06-10 09:35:50+00:00,247.32,182.99,187.33,165.28,197.63,240.38,251.49,L5
1985-06-26 09:35:47+00:00,246.94,181.50,185.81,164.22,197.23,241.13,252.19,L5
1985-07-05 09:29:57+00:00,242.88,181.50,185.81,160.01,196.90,241.13,252.19,L5
1985-08-13 09:35:25+00:00,243.43,180.82,185.70,158.64,194.56,240.05,251.60,L5
1985-08-22 09:29:32+00:00,245.28,182.97,188.02,160.21,195.45,240.63,252.14,L5
1985-08-29 09:35:38+00:00,251.09,182.97,194.25,160.21,193.13,239.12,253.93,L5
1985-10-09 09:28:59+00:00,251.99,183.72,194.39,161.21,193.92,239.94,254.12,L5
1985-11-10 09:28:33+00:00,252.04,184.15,194.41,161.64,194.80,240.04,254.39,L5
1985-11-26 09:28:17+00:00,251.74,184.05,196.24,162.55,195.09,239.94,253.85,L5
1985-12-03 09:34:19+00:00,251.25,186.24,197.05,163.83,196.10,240.27,253.84,L5
1986-01-04 09:33:20+00:00,258.60,189.46,199.80,170.54,197.69,241.31,253.30,L5
1986-01-13 09:27:22+00:00,257.75,189.54,198.84,171.10,198.63,241.04,253.06,L5
1986-03-25 09:32:01+00:00,250.58,187.62,193.46,172.27,203.37,244.11,252.48,L5
1986-04-19 09:25:17+00:00,249.37,186.51,193.00,171.85,203.31,243.24,251.52,L5
1986-05-21 09:24:27+00:00,248.21,185.27,191.79,169.96,201.78,242.58,251.92,L5
1986-07-08 09:22:57+00:00,247.87,183.63,191.00,170.77,202.16,243.30,255.17,L5
1986-07-15 09:28:53+00:00,248.32,183.11,189.97,169.33,200.82,244.83,256.98,L5
1986-07-24 09:22:23+00:00,248.54,182.74,188.75,169.08,200.10,243.92,256.23,L5
1986-07-31 09:27:55+00:00,249.35,182.33,188.54,168.00,199.82,244.47,256.09,L5
1986-08-16 09:27:20+00:00,249.92,182.75,188.35,168.42,200.62,244.84,256.62,L5
1986-09-17 09:26:37+00:00,250.80,182.75,189.48,168.09,200.46,244.73,256.56,L5
1986-09-26 09:20:09+00:00,252.40,184.08,190.24,168.06,201.17,244.29,256.39,L5
1986-10-12 09:19:38+00:00,253.12,184.27,190.27,167.49,201.16,244.35,256.39,L5
1986-12-31 09:19:14+00:00,253.82,184.66,189.72,168.72,202.19,245.56,256.35,L5
1987-01-16 09:19:41+00:00,256.24,184.59,191.12,166.49,200.44,243.53,254.48,L5
1987-02-08 09:26:31+00:00,256.61,185.01,192.00,167.25,200.47,244.11,255.52,L5
1987-03-21 09:22:02+00:00,257.69,186.78,193.35,167.72,201.26,243.83,255.12,L5
1987-04-06 09:22:36+00:00,257.03,185.63,193.25,168.75,200.54,243.53,255.21,L5
1987-04-29 09:29:06+00:00,256.20,185.31,195.62,170.73,200.68,243.83,256.01,L5
1987-05-08 09:23:35+00:00,256.15,185.36,195.09,171.01,201.84,243.99,256.15,L5
