,dates,aus0136-0000,aus0136-0001,aus0136-0002,aus0136-0003,aus0136-0004,aus0136-0005,aus0136-0006,aus0136-0007,aus0136-0008,aus0136-0009,aus0136-0010,aus0136-0011,aus0136-0012,aus0136-0013,aus0136-0014,aus0136-0015,aus0136-0016,aus0136-0017,aus0136-0018,aus0136-0019,aus0136-0020,aus0136-0021,aus0136-0022,aus0136-0023,aus0136-0024,aus0136-0025,aus0136-0026,aus0136-0027,aus0136-0028,aus0136-0029,aus0136-0030,aus0136-0031,aus0136-0032,aus0136-0033,aus0136-0034
0,1987-05-22 23:07:20+00:00,193.6512974494692,197.13034638627468,198.25938430774474,187.53683046082182,193.48279632998944,193.16926130121345,193.2542673844247,180.85588794856355,200.46558818990405,204.2826189273012,206.18788020792314,200.21294165782967,201.68121261100174,196.96878974661738,193.47049012419893,204.93286082843812,204.20470163911799,204.1307853237313,213.68818646559055,197.50367201266315,205.52377926236403,196.34541575373956,190.41619120245664,189.7839776650293,188.66807201133,194.62883825735048,191.75361437859328,201.87922997021795,199.6080051507111,207.20026336121953,204.12718447887045,213.41671968332815,208.0532570045299,208.37267405992475,208.50923562712734
1,1987-09-11 23:10:05+00:00,,214.87058685496012,200.69807832557825,182.19296671065368,200.1427390168289,211.19187446899394,210.1230040308793,218.02649584458482,215.66042136055822,206.6573655352535,207.43596725555227,210.74247714886272,209.44754098184686,205.53815699972876,205.75221800631962,215.31058375414193,216.87107619146738,217.56557535105648,209.5637057306387,211.621183651606,206.0223071750092,208.19371461116145,205.16823680039565,194.79928252413882,191.77353998758528,194.11987649767423,192.97495427823256,204.18087808456244,209.59471651871198,212.26010672223975,209.84696938663424,210.18795065586457,210.8629775679564,207.60518335786568,209.17784209823216
2,1987-09-27 23:10:27+00:00,228.8889232972827,235.54953893041494,225.05621021791464,195.67267986219085,208.84983264940496,228.95639576651413,223.16202525442213,228.5816360243426,227.92121641827384,213.96363258636163,220.73775057003056,219.7751365386858,217.21113197296197,221.71159879193934,216.22731751240732,218.2662716838678,219.17866153910245,218.9356156512381,223.28239984451716,227.09543478506063,217.40979716227994,213.05083997243923,215.65740881294153,209.55007830452382,200.19256541968963,209.50479459908644,198.60653877214023,211.5163572711019,221.93698370723163,223.38181098984606,218.14093734716909,221.26882780159633,213.0432924693787,210.59361950119916,215.14163403488402
3,1987-10-06 23:04:27+00:00,,216.41982568286568,203.16618362627813,185.76533621411525,200.38276761945875,211.32226888546595,210.19433372438417,216.70199591398307,220.27878107997734,218.5933817514703,227.0433272024658,216.4265569860066,213.22481639046595,210.95968926129035,211.3898006891554,218.73661254869683,217.28664323671657,216.57296452508174,220.3143170326029,215.14382722066742,208.60716624276307,206.8296753541769,209.2988509930225,199.2265983939494,193.90440627564723,199.79161058954662,190.6589559892645,206.42764608865494,222.46046287912384,224.48635855910283,223.80613178289443,226.15309057506207,218.7257367980503,212.41378165490275,202.31273029148008
4,1987-10-22 23:04:43+00:00,221.83235880114287,216.06151877464762,202.77894301154726,188.97606387776835,201.17242532841436,217.98935573810246,211.50200476016528,211.5331534006557,211.92101312960017,213.59445862382586,208.11467852464838,207.97124491654748,210.94445139834755,207.7818791082492,206.53114697615868,207.81134659805147,204.92949206001285,205.64458498149054,208.11874970512557,203.94981190177703,201.72508502742863,199.60870155723484,199.88056678084465,196.175401033968,189.01223631202794,194.9572079375439,189.59683441353366,197.13970130367463,200.33641860640824,206.38551068282902,208.90896138994458,207.78970922410116,209.46326312735025,202.54531739009974,201.72816834615023
5,1987-12-16 23:11:53+00:00,236.2006256586381,227.9619360243138,214.88180797186783,,218.19689048470238,211.62810068591475,214.33843603504488,218.5851816966118,218.22827318087434,215.70452518884935,225.01603295982216,220.8438367882625,216.66199431341985,215.88696380043388,216.81221470279823,211.91813096557024,210.14943548652982,213.29213431029294,207.7394801110858,217.03877314962924,215.31877822186217,209.2609497197244,210.03400456646582,208.23396976231123,202.59667217249282,203.90345385605232,208.60749840018988,216.91776366231434,209.89214119219739,208.06426206677557,211.21960945404194,209.61302080245562,211.84717468656658,202.77648825926252,201.6952649507225
6,1988-02-18 23:12:59+00:00,,210.28736442368796,202.90943759681483,198.37617348184386,198.9450768211866,203.7821716411718,199.31648112590574,200.62480336380145,207.5320465305822,204.94884939535115,209.2295661200218,199.71885395330793,196.56566043805833,195.93224217654205,196.47287379272183,197.94362510646314,200.29243893493646,202.70956855817343,199.56004941363364,201.0800717354997,193.5109777434983,201.18968762605328,196.9210144180738,197.83574310296808,187.7947994162953,191.0222241916424,186.13510362920027,196.95107390946873,203.54871976012134,203.59511907632725,211.87558410800472,214.58633637470535,213.31552786937937,200.58036564673972,197.19956156895458
7,1988-04-22 23:13:28+00:00,188.87965667296362,197.01904619838078,185.419670117684,183.73255955660062,203.7172933131851,198.32620594410886,198.74684004164092,185.416078423198,183.64150933256636,192.88475251940616,189.90061330333364,187.7904677483163,189.1249550715162,190.34374590034415,198.08587597413555,199.35646434187555,204.27668220617173,195.1404307542454,190.89210753523164,181.3157185989513,193.37455587902377,194.22609575890607,194.18944425691376,196.34067477578407,191.03297492339215,189.6547809240858,192.04583463729472,210.33079412131625,202.86215075448962,200.29657280189167,201.49322892648607,211.63588276070413,216.37954348843658,205.83932666847835,197.5412010716791
8,1988-05-08 23:13:38+00:00,189.8315960264617,183.45774870246575,175.4635489577033,191.5643737743218,203.96547038342442,177.92373315456152,182.17003194331306,183.22954547654427,188.42364682668978,191.11545576415878,190.93637165630747,183.54776737855966,174.4598278862041,180.69129441936352,196.4463342604205,209.99658109242634,192.761914107876,184.82178626078974,191.71996117561065,189.09415125784363,192.76036648620345,199.74045537169366,196.61748425770136,190.6180930051642,180.36002782004238,190.75932229425382,194.5895307645273,198.54407353859955,194.329156921305,198.02673916214866,198.14198368156386,203.72347801890336,215.95246629343058,211.16602759828226,197.8722151950949
9,1988-06-09 23:13:51+00:00,,190.26083500524942,187.29860945298483,174.41479560125032,196.00376645197622,181.59515629307234,183.78990328647194,184.20130794640417,186.3785158804898,196.77361524167017,194.89410282605283,186.1008855156849,181.5601597120523,178.9381550448298,195.25273246890987,198.41950690968594,194.98643373297864,178.85960578268805,199.0017453376902,200.61072839552688,194.02861934899738,187.94719603122115,188.4307136480225,188.28177205032517,185.91361650112435,190.4858966672416,193.77494594918457,199.32394540020215,198.56303642771306,205.61027298976302,205.7714770564899,215.22619996915813,213.70069577316994,200.66443716023088,202.76404476289085
