,dates,jap0377-0000,jap0377-0001,jap0377-0002,jap0377-0003,jap0377-0004,jap0377-0005,jap0377-0006,jap0377-0007
0,1984-07-02 01:16:50+00:00,,,,,,187.36886015418983,170.75783725827785,176.25990275760182
1,1984-09-04 01:18:23+00:00,184.07795775314597,181.26329188757543,190.46044040430635,182.16336408424087,,172.1980280834606,153.12193393276274,152.83008908352323
2,1985-05-02 01:18:29+00:00,182.0426540764132,170.55052461118024,183.98252635648436,181.67701048895617,170.78686375024148,178.46642708631725,164.1525439272229,161.83267132196596
3,1985-10-09 01:17:21+00:00,180.01048028953528,177.62506173519196,188.8397537149598,181.6807044460341,181.75926966507961,173.0910303191085,160.32063247039855,154.8065002213391
4,1985-10-25 01:17:09+00:00,173.92578497689547,161.18034745842377,175.70412835825155,178.22425463099708,170.85748541380096,166.11892005236083,153.73238017475208,143.50467155912057
5,1985-11-26 01:16:39+00:00,185.70133382637712,183.3341915539838,199.5514902423359,196.73374730376713,195.2812782317302,188.02925522207158,185.5622370131668,167.19044619932953
6,1986-07-08 01:11:19+00:00,185.0753753276628,178.2103018309896,187.32630614228464,182.64405104607502,185.57912079154934,183.75777134177983,168.86205222847877,163.83263828116634
7,1986-09-26 01:08:32+00:00,180.1148576291789,183.9277290824821,178.35115905856654,161.64301950246636,162.0615561945373,164.6959331180538,145.6165960340372,141.21341406161187
8,1986-12-15 01:07:06+00:00,175.1905001104463,165.1998179708076,182.2413245136044,190.64180896683888,184.25417754407073,178.667629136268,171.8249826009086,169.65354819202238
9,1987-05-08 01:11:56+00:00,198.2200250494491,194.97177346045984,199.44874971208387,,199.74877433986146,195.26153967891568,187.19974335477005,167.87128774151105
10,1987-07-27 01:13:46+00:00,199.08088253024135,193.77030220328695,202.45642667457102,194.493164321027,195.9275942816946,188.6338483676264,174.9875772007412,168.27378971161824
11,1987-08-12 01:14:16+00:00,177.3685443945783,184.0384268090995,190.78557972482835,187.0867072426146,187.1416014451809,175.170069082304,169.3805274070034,164.1669859609524
12,1987-08-28 01:14:43+00:00,153.54210118440554,172.02675297609403,183.7298141076131,171.42738734667722,174.73024054424778,163.68563394915498,162.25053344810817,153.14986788513784
13,1987-09-29 01:15:28+00:00,142.49894155581987,157.05893737132473,164.6311399604236,156.3113975310117,158.88386134078632,152.43970792241643,142.130060019801,144.19777438997573
14,1988-06-27 01:18:57+00:00,188.74513206616388,177.19357571227818,188.03141126709204,169.396984417997,181.244532664879,175.0913769586996,161.5271847487821,157.8782444039034
15,1988-11-02 01:18:56+00:00,179.19187672985367,190.79336615431913,195.02986063770166,191.12683170493221,184.25793066484786,190.3966371475136,172.18626172973188,163.9462999175397
16,1990-01-08 01:10:59+00:00,193.95111824543216,189.80996303808243,207.65840605641503,201.29609970238573,204.9791335801462,213.06607992724068,221.92563185648922,206.3619104429112
