,dates,usa_HI_0028-0000,usa_HI_0028-0001,usa_HI_0028-0002,usa_HI_0028-0003,usa_HI_0028-0004
0,1990-09-11 20:20:05+00:00,204.86961743098058,198.10037030769536,192.43004723267921,201.2566660957694,210.20167758579436
1,1991-10-09 20:18:07+00:00,204.7027190708388,185.6858736234537,193.77907371263788,191.3944819131053,206.1735063336025
2,1991-11-10 20:18:16+00:00,,199.07776574469847,190.7019731404235,209.8397341444029,212.09515776573068
3,1991-12-12 20:18:31+00:00,193.8055122206977,185.24693556557364,175.88704537519098,183.73391367984078,187.97242102736445
4,1999-07-03 20:46:48+00:00,212.397959201425,196.98216186737818,189.84998612306643,198.99314297413633,213.58712309479284
5,1999-07-10 20:53:01+00:00,205.12766648163574,189.92169036461365,185.72873758955038,190.8546640425717,206.35244283589674
6,1999-07-26 20:53:05+00:00,,,,,
7,1999-08-11 20:53:07+00:00,,,,,
8,1999-08-20 20:46:55+00:00,218.68660121546858,209.7610744918155,215.51831144782133,211.0892417559533,230.0584686313606
9,1999-10-14 20:53:13+00:00,210.03168552573584,194.3915401550881,186.70495730951606,195.10095233096038,209.91042261561262
10,1999-11-15 20:53:07+00:00,208.77086106403706,199.78057876824934,187.84174754786022,192.9571225347022,206.37573773678736
11,1999-11-24 20:46:49+00:00,198.67239055803392,182.24988326975708,183.22998979722905,188.0806263591272,204.02750696234446
12,1999-12-01 20:53:02+00:00,186.988963655647,171.17644589965875,,179.21555411260394,
13,2000-01-02 20:53:03+00:00,198.04462731073195,183.00475097677915,,,202.63949290554086
14,2000-01-27 20:46:52+00:00,202.96568381648495,192.04628395544316,180.4632605097053,183.11009086958086,196.88910918809032
15,2000-02-03 20:53:01+00:00,212.79433924475617,207.0464786633335,200.18464170217786,203.71674678998065,220.04812310224662
16,2000-02-12 20:46:47+00:00,205.068368270759,186.2107810640968,186.1842453428436,199.2343165673654,211.59809440035434
17,2000-02-19 20:52:54+00:00,199.3806129244402,189.0737523147357,182.9306451402563,190.85297558965203,196.71995101330697
18,2000-02-28 20:46:42+00:00,196.12047954744327,176.83411788454714,179.68809533774646,196.62524408694077,205.82063572337455
19,2000-03-06 20:52:49+00:00,206.6852172088867,199.47824180218956,189.66533728228032,205.66330125164666,212.91075217606976
20,2000-03-22 20:52:50+00:00,,192.61862831604356,,182.07539790287976,191.65179021830974
21,2000-06-03 20:45:56+00:00,211.97244223964518,198.40978075041565,192.88699495553402,201.7556753560593,209.27799976895938
22,2000-06-10 20:52:06+00:00,198.4806303680956,186.3768029541239,186.21983707380843,187.57296989299607,205.01268896442977
23,2000-06-19 20:45:53+00:00,214.158915981768,190.77506933221952,189.68731315800326,191.26857485303336,215.86870450805378
24,2000-07-28 20:51:26+00:00,206.5214580489845,195.44741882380393,191.14219494879876,190.06533243168712,206.98895768665182
25,2000-08-06 20:45:09+00:00,,,,,
26,2000-09-23 20:44:31+00:00,215.23768003086553,207.1933422724842,196.13874225413923,207.84365815516793,218.7288657542297
27,2000-09-30 20:50:41+00:00,203.00138294905827,198.34993991973016,187.1194828387758,201.21926813513377,212.78267555861896
28,2000-10-09 20:44:25+00:00,207.00614146758033,202.16950396478316,196.36403722685955,214.5903963199624,217.16278309556876
29,2000-11-10 20:44:23+00:00,208.7806846756581,200.0639700203035,189.03016371919213,203.54986330948856,205.2474559561728
30,2000-11-17 20:50:34+00:00,186.4951813029706,172.48123636720732,,174.4245133363894,
31,2000-11-26 20:44:25+00:00,,180.22799761700733,177.17289102154027,175.42347738429305,
32,2000-12-03 20:50:34+00:00,197.5845886044319,187.1060022845535,,,200.89194076509105
33,2000-12-12 20:44:27+00:00,,169.82397130490648,,,
34,2000-12-19 20:50:39+00:00,200.87509801184032,192.45583594595055,185.89448421442248,191.34628508184494,202.8958957536178
35,2000-12-28 20:44:30+00:00,192.62275486663805,184.99267387181052,182.72531271483163,192.11995034136248,198.3889073435742
36,2001-02-05 20:50:39+00:00,197.00339710675564,,,184.063453748694,162.31998511661948
37,2001-02-21 20:50:38+00:00,,188.28917459750917,,178.67102738945113,150.47970153005608
38,2001-03-02 20:44:23+00:00,204.95916389178035,188.82126762499277,191.4859666840403,197.83198946998985,210.6655990246447
39,2001-03-09 20:50:34+00:00,,,,,
40,2001-03-18 20:44:17+00:00,209.9315162422544,191.89224035326512,189.22574182504755,194.05383787594712,207.07971156609895
41,2001-04-03 20:44:06+00:00,202.35773254209082,182.07888266925616,179.53483414028526,185.5932401080089,206.90978347937286
42,2001-05-21 20:43:54+00:00,,,,,
43,2001-07-24 20:43:19+00:00,208.95008230291597,188.4530984957852,200.48713564789236,196.91004962038633,215.71020373058707
44,2001-09-01 20:48:54+00:00,207.26869733642778,,,,
45,2001-09-10 20:42:38+00:00,203.9915709814234,195.52522381163413,188.5093662659701,182.8249049089138,213.18213130365655
46,2001-10-12 20:42:13+00:00,194.2888679320579,,,,
47,2001-11-04 20:48:37+00:00,204.43945793411197,192.6365299680777,185.66791975428717,189.24087877555138,206.13294580812743
48,2001-11-20 20:48:45+00:00,185.49144216691928,174.7891691839719,180.9150061482897,186.37764394034906,195.59558520579688
49,2001-12-22 20:48:56+00:00,204.8568999492646,190.7615698263008,183.0313175898572,186.35590447375628,203.7284382058288
50,2001-12-31 20:42:36+00:00,207.20544090064791,184.39641608698852,187.8442620321214,191.7580622878824,204.31408542847822
51,2002-01-16 20:42:50+00:00,196.2326811747574,190.8685758542332,196.72020627876728,193.55593750805718,207.2217567868998
52,2002-01-23 20:49:06+00:00,207.79834825869082,191.94552781421635,184.31128401554042,185.75573903101514,201.16615042920844
53,2002-02-01 20:42:53+00:00,204.51767215288626,183.93775983816474,181.77123585226985,182.11427486700302,202.63313665247233
54,2002-02-17 20:42:54+00:00,205.58342856574603,192.22371526909552,185.98918779036865,187.40789829682893,201.37487237096298
