,dates,usa_CA_0012-0000,usa_CA_0012-0001,usa_CA_0012-0002,usa_CA_0012-0003,usa_CA_0012-0004,usa_CA_0012-0005,usa_CA_0012-0006,usa_CA_0012-0007,usa_CA_0012-0008,usa_CA_0012-0009,usa_CA_0012-0010,usa_CA_0012-0011,usa_CA_0012-0012,usa_CA_0012-0013,usa_CA_0012-0014,usa_CA_0012-0015,usa_CA_0012-0016,usa_CA_0012-0017,usa_CA_0012-0018,usa_CA_0012-0019,usa_CA_0012-0020,usa_CA_0012-0021,usa_CA_0012-0022,usa_CA_0012-0023,usa_CA_0012-0024,usa_CA_0012-0025,usa_CA_0012-0026,usa_CA_0012-0027,usa_CA_0012-0028,usa_CA_0012-0029,usa_CA_0012-0030,usa_CA_0012-0031,usa_CA_0012-0032,usa_CA_0012-0033,usa_CA_0012-0034,usa_CA_0012-0035,usa_CA_0012-0036,usa_CA_0012-0037,usa_CA_0012-0038,usa_CA_0012-0039,usa_CA_0012-0040,usa_CA_0012-0041,usa_CA_0012-0042,usa_CA_0012-0043,usa_CA_0012-0044,usa_CA_0012-0045
0,1984-03-23 17:50:13+00:00,214.99430706128615,203.39482261256927,209.8595324666706,203.8699152041241,203.55701677894226,189.18272603812363,184.36849116335657,186.2156361714615,187.14457714248613,182.39483372264823,183.95145265784805,192.5996393374337,191.0675452051433,193.12752082772826,195.16619988658238,190.79815893777615,206.1960068170024,194.49598661290722,182.13826061497758,186.50123917868538,195.26356092060803,196.13312773878482,201.74198293752465,189.58876113807494,192.9446770557035,190.81937784171492,190.80399509221962,192.3951908215292,209.04380187350586,204.38402296234054,204.13749204396183,209.10507461400397,213.5128932623021,214.41168868156575,214.70716912164676,221.64437693874322,213.80048295905334,209.83182829843759,202.21587139204667,202.48485677246424,191.6969375262704,195.8675500885861,200.57029862221196,196.77693901641953,200.95534743413256,198.4872495758849
1,1984-05-06 17:49:52+00:00,210.71376400795745,189.0192863617112,192.41617676330316,184.82657131126933,190.26235121524778,177.16003991888496,185.44430937668247,188.15527250911506,184.2400097437223,177.18793631481384,182.00440213147988,183.49472410497026,183.67067158349437,180.67855299636395,183.11867279029278,182.61656455842484,187.88932701032974,187.30008250380166,189.65913727809235,192.93603071402362,188.406028382393,194.37290631101226,204.21009419200894,190.43253220184903,183.17265861565,185.49467019376604,183.65975522480394,178.3619478325788,198.72590684232043,204.424666790573,197.26555900862783,195.32128604865153,203.2457568560767,203.5077841462132,204.3150035977993,206.96352696891327,203.5912506885117,200.03187944987033,199.85044232914768,191.63073890511592,174.43615880857854,177.6210022021798,192.19381575331903,190.09252681599722,182.03764193998182,180.23839712748617
2,1984-06-07 17:50:43+00:00,207.6506957333892,193.4059279423936,194.73138220359704,188.54988174640167,197.7549375038581,194.96318883306336,190.8204839523967,186.83671456922488,196.1628752102508,186.7677339298971,192.29070213612502,190.20801691915375,193.53254865172192,191.73629548867572,197.645721108338,198.9063245901608,210.0398742712661,196.09941525319383,186.82198068035294,194.09321999737136,212.58886258141283,199.34513026159038,218.35428283991703,207.4228511758987,196.77693752038144,195.88610750931926,196.5551648440892,194.7916000640147,205.10778181898695,205.16710680294355,205.22415851768386,212.25517935273427,218.7127905041701,218.92904140465797,224.83166107627304,222.1635817587134,221.4269490000075,216.6544217862128,211.4261557051913,201.14713888244782,204.00719868590056,198.6339151905485,202.86746343059474,204.90782291059108,214.6694570976762,200.95213072154297
3,1984-06-23 17:50:58+00:00,219.62345309434244,200.8627914678153,201.73104936567094,196.2424392526769,204.9552889151161,199.46802022036067,202.39865485886347,205.13333606566206,205.4683139164658,200.79252864425922,196.02124442950594,193.46858515579814,195.0018090909173,196.7084228164035,197.6717595080772,194.29597108361952,212.01869212469978,201.05093502053745,193.22067351370208,195.13963291510376,210.6473756019935,204.06994156050135,212.97438180448023,209.03613303217858,200.9464896139942,203.3082935376598,200.748853890403,203.7242052883243,218.94039169930903,213.37640163756288,208.66415724179265,221.14664762177065,221.0523966287664,224.69826649556032,223.8272850799129,231.67642944808986,224.34408790013114,227.00519136412836,221.46706337849864,215.77762574636418,207.59142281041858,200.05678282491635,205.36942530415865,213.93367205830904,213.95646675676215,217.16586478692915
4,1984-08-26 17:52:34+00:00,219.4764033945506,197.1349971594101,201.0850417537076,196.69749038222224,202.13354883924825,192.33784686805114,198.25077605615513,201.14042972191766,200.88114105921898,195.73430814245435,194.74283072431965,194.07086555516022,193.56038177695186,198.0147179977495,206.6407789731716,199.83388893690238,202.9518962088248,192.85442591694652,189.5665968877708,186.93463836452682,192.74845904564177,198.99110804940764,195.94234731828755,188.5122688537364,191.50039593994768,196.14693172259737,198.49622679564482,194.68364840848483,199.52643454443438,202.56277246910045,201.6605830490496,204.08162477810401,216.0348564152382,215.58802824498878,219.42674774317607,224.53581383442503,222.18312463719212,219.65205640446996,215.54085801601695,215.05263599268142,210.5884958098228,209.53234281186985,217.2549399443514,211.3622860845248,218.98003766627136,214.46641468980266
5,1984-10-13 17:52:38+00:00,214.84477415849148,194.54475129946684,195.91407625595602,190.18091131757905,194.80011148169882,190.4285081611357,194.87849836498856,194.42992232794512,195.58377072543823,195.21423961289693,188.80822900295175,185.5741884105082,191.19954877093505,191.1318420980109,194.07376200908902,192.6867583604695,201.26778018456784,187.5410927164509,183.51365029774027,187.87263821714515,196.32819018971568,198.73720756641342,191.12717149899865,179.88642576982733,178.71343836039298,172.01780779621896,164.46543093852358,174.12642136708018,171.89848072121893,186.86847732115868,190.73345974098615,201.121999844819,202.9985141390706,216.34234525193534,,,,214.78239014550624,217.1404784405382,213.56705810674768,215.2567406817198,216.30219328000862,215.4000666008424,218.41671607402301,222.1781518630693,218.21833863413988
6,1985-04-23 17:52:47+00:00,226.2867003853597,209.642118025873,205.1801248153505,204.59475578655008,210.14763774981625,204.80582117549199,201.6199540776514,204.47671392304846,205.574333187003,189.2606069678699,195.73221294179734,202.14844457666925,200.60434047466617,200.3447348083929,203.23742010145594,202.64814808185412,210.9262908105564,196.53373093623247,195.28671836722822,198.52004790663358,203.73307522581646,209.04946043199976,206.2710437155197,200.3178797950887,196.2166575493602,200.15251467668452,204.73299397800088,205.37499940763146,208.63684328134485,217.4275039233443,215.74450319109548,226.2589730356715,225.39061347926983,231.73718925204244,231.4608495748653,234.5259773427438,234.54603854284233,226.0038502651642,222.99316408034596,222.370592646132,206.60531311385589,207.23168271715113,215.89080394669722,210.22620315475066,213.24816010474285,208.94991539198335
7,1985-08-13 17:52:13+00:00,238.30792399384217,221.07785701119928,225.1323461010738,217.20405889158852,219.3318985744855,214.01117625583367,219.44626499875125,221.167575907623,215.10272134997345,216.49269963334888,210.56552665255936,213.17530918407772,213.00564887276423,214.85882402209384,225.30855209567326,220.0156616083208,228.5529060544809,211.9637179265106,214.23252132805638,215.44269495186637,223.8616012220273,220.9156004502411,219.05873416665975,211.49725218181942,211.4779550755368,213.97482245805278,210.3377146887639,216.11904743244767,217.98627730079124,224.38719984057505,221.895210527446,232.12135135939866,231.27022550749442,236.07074330697077,234.6904727515051,237.10012499111517,234.96267987704482,235.20602729717604,228.7003702065235,229.83639924504388,217.94171354959386,223.42489465354578,222.2856998042131,228.3880126791131,220.106904398413,220.38360216599946
8,1985-09-14 17:51:50+00:00,239.60736313829696,215.8685814466177,217.610935973005,213.70480579266209,216.3571627728647,214.0950719403412,218.5534680540697,217.58369597233707,221.4650382723655,216.2762497198028,213.71963248522133,217.33028165364306,214.6670447649491,214.8957234203659,218.752755114257,221.35036039378647,225.1796475575844,208.5802639402172,211.71779926929904,221.23017459334858,225.4763144253437,226.7660347254444,220.44628166595862,212.4388189435207,212.3252123586327,211.69818103919675,215.52000784974547,216.58039179056178,227.53648718773275,227.82567073863146,229.14967198032832,233.23750350955353,237.2460871944776,239.80397644730417,236.0440382736595,236.84939939737473,238.1340882122048,234.79702514878863,230.87949156683717,234.37031575928148,228.7130448116311,223.01343198563046,229.3554524766063,234.68317898762248,228.487339495115,219.0861610726243
9,1985-11-01 17:51:17+00:00,230.37041753092686,210.33130778425055,215.77769325838187,208.32715306908426,210.50538880029637,204.19225854308593,213.41375375219397,212.82114823865453,212.14423099040624,210.85334261097108,203.5235667928312,204.41543867022847,208.50633428560823,213.20336107439704,215.79002605509754,209.06218728298683,215.5207796432013,207.37944490122115,208.88403741990933,212.6377122887262,212.92397956680415,214.61485371821345,205.7197250970956,198.4571921209516,197.88363157256077,200.5300586886554,204.1284936777471,210.2595881530616,212.50109236724015,217.71025640959382,218.0991998472474,229.31889452268211,223.03144740531752,228.0708729527742,233.45873026844276,236.09283613763233,233.88869570254002,234.97805052250067,233.28350509598408,228.63427393798833,224.58363346320758,222.49051653875364,225.36127339610522,225.59307910380676,220.92699469225687,208.5052650528902
10,1986-01-04 17:50:08+00:00,195.43901860152806,181.76082900033327,178.12349050720877,179.68884889591476,188.9678678032764,186.2952021094916,188.1485198328528,192.6030472095032,194.94975727004746,174.51319632233978,164.23736182481326,183.97160689299454,190.456719268026,197.72545471994076,197.48574234775847,194.3624102759377,202.4533488496711,197.46313823663516,192.9303046668755,195.29739696292657,198.3850896394728,190.17802529627488,190.99173750226922,186.34429560032265,179.70194416200897,183.94018336767616,195.13117487038173,198.12995695359322,196.62256509777305,202.40614642444905,206.44092636247396,202.1022205456755,209.67638993761793,207.73704228057926,204.84239835046537,213.49730109079837,208.06121949021068,199.8281913561208,204.26172865897937,208.054635664991,194.40288780878853,189.17553410033037,194.00680901411502,201.66300289387388,204.6042776200744,187.64521754149564
11,1986-02-05 17:49:27+00:00,197.08973884246657,184.30941726941796,182.1167377408126,185.24533485391848,192.71241546817083,183.5626295856974,183.97394542858908,188.6733378020801,180.56205100976712,178.33502179994534,178.62884641501986,178.65617631397603,184.6236087363042,183.0575800336463,196.4182821262821,190.86847617146694,190.13404320828442,184.00574509582898,179.77349053021945,190.3215381468534,188.563769214586,183.92360568253784,189.45694047089637,177.8204322005287,173.89393756960504,175.12685306481214,171.3799125850563,183.76876244621505,187.69938937845785,192.8711649090469,193.69997580896106,191.18597414373514,194.0296708722275,196.86539664308805,198.9523370445627,197.2312475559621,198.89507129422006,197.08313450859612,192.13781597080353,184.63343581152358,177.7804345305858,177.3336193240841,187.15267448007145,191.72897679608857,184.20257685838624,173.16248151064752
12,1986-02-21 17:49:05+00:00,189.48729014565396,187.35328860210646,178.43720825263642,174.8344795740569,191.29855240656062,182.92432647079556,182.1539921603401,183.5996165945975,180.94671516585825,182.31248961873138,177.80916026920164,178.46493755292735,187.32277571766954,184.44376866308068,183.56782305642443,191.44710260491252,193.93512484757156,183.7300911650006,184.13715155000386,185.2784043420585,184.8882528651357,177.54146836623823,181.73542882837893,175.67106560954738,169.55225305758083,167.61784267047463,171.3416322383534,175.7574595827566,181.9618334437539,190.98680767570613,190.3424520205191,188.9256326816141,188.789810496409,196.84952747973864,195.52536205250075,192.04537800029084,190.40579052955806,183.57976542826682,186.7848439273921,184.88567968076592,174.86826329959425,174.0994182667745,179.86741750139527,177.46329669341117,179.17109265204152,177.7331337353289
13,1986-03-25 17:48:25+00:00,197.97450691808697,188.30383172296953,184.99046660984308,187.0745674885627,194.78659054792223,185.00574396694492,188.41559289541112,188.10892503702027,188.23222221710745,186.995283448421,189.59945756728632,189.74069978007094,193.58165103874182,196.17432484841572,196.77766847407216,199.0767492564815,207.02592074219945,192.06428416641523,185.08988047890242,186.7479814456663,184.91381610900535,190.81490863604031,194.93240383002893,188.1182179155377,187.46891001371944,183.33399419750793,183.3106688873703,187.3347161035215,189.33848859212904,194.39861362929418,191.51919567944086,192.1040466930079,195.15597057585924,197.2449909076159,208.18696892717387,205.25217718733214,196.0798638343692,190.3773581200563,183.11218417774762,184.20447811961503,175.59094952003812,173.10333021984746,175.34245994432635,181.12962508213334,179.56134259512547,185.35333924332585
14,1986-05-12 17:47:17+00:00,213.31528584388525,196.41300464694015,203.3953612349279,202.37301086914565,211.24538748801166,199.08026224406893,200.08754163689426,197.59778895352943,201.09576311077421,196.45871065324167,193.23315588408835,191.638291727161,192.94720917607452,190.54180055847291,191.85840226635415,197.2968313578224,201.59267070980525,191.08731232695192,184.0662784397786,191.8457631979709,198.04076316692976,196.9172759102728,198.60861921703787,189.4959742094107,182.95939447836528,184.87969331953602,190.01673159999055,193.28231081194727,196.99072699969815,198.4487560591354,206.82462166841128,209.38660733942027,213.3398002470519,211.24554550983595,216.41255426213613,217.17089681049873,210.6650511695274,200.02112363888187,210.14673750586846,201.40374681763538,197.20558507601336,189.12895519976337,200.50576848496098,194.44905577404128,184.8100324382529,202.75481046099338
15,1986-06-13 17:46:21+00:00,214.79879722615914,205.89829045615505,203.66703780223057,201.01192098023938,206.94226159091957,195.66798232117398,198.4524003502943,198.9850853148339,196.03026366062673,194.83057862149485,197.54958394358025,197.0547957305923,191.41648066997172,192.35351632891755,193.9100095427282,195.87487821194,205.92397158984886,193.20609231780853,191.57983466583826,188.87534358551014,196.83885763460765,202.24099801709164,205.9246299309291,195.37378695363574,188.24979780760518,188.73470200205296,190.67997910322606,193.06301143133118,198.0903712080703,204.70513842015563,205.93549388447698,207.21653500579706,210.71861593486904,215.77380634095405,220.29012406672783,219.7147170575421,215.6790279728955,214.646331064592,208.85407775617944,206.31743587319093,196.58382501922944,201.32261547647232,203.64575318904124,194.60722960867807,199.51827538910607,220.75446788455483
16,1986-07-15 17:45:17+00:00,222.57747831921165,206.81139239200087,210.4632079385749,203.2911599654328,208.15326004224767,206.7687455239086,207.0048601231587,207.94180716219654,209.55957797472178,204.38916647987213,200.54764229007586,199.99874576381217,195.8191371168338,194.95977332132367,198.1686841837307,198.7363302605577,216.81003406090883,196.8785748210034,192.34063312484557,197.2175697639454,207.21166899631592,206.6457117116204,201.1660066942268,195.79733388347674,198.67686286056954,195.50426644078257,205.73002295704435,209.573604975153,215.9084544947279,215.53465160047892,218.83932308910306,217.61821237451892,216.68984261751194,223.40172278963962,224.11289496887906,221.23373301451025,225.19911466316478,223.62952193923442,219.69094740971155,217.15282983028848,208.61274505818182,212.8518408942879,189.20762959133137,217.5306280705608,219.06046073652584,208.46043137403373
17,1986-09-01 17:43:32+00:00,228.0491486685751,202.17262220800663,207.1165326066869,204.6496840126312,203.57441103462622,205.5037316295089,209.38274176654286,207.40004098698196,212.15638584082504,209.3553342830593,203.09887103979975,200.74455746370643,196.52676204414018,200.59202570757353,202.30142487276137,203.20195056162027,210.6723694556613,197.47740788408024,193.0520957363246,199.79801363112549,211.7152137309285,209.3250166715669,200.74627049115466,185.92186965900666,184.45571244983606,186.85790700808417,194.13022217086527,206.88423650797438,208.71074954770296,214.03292673538985,216.4416596821672,218.10339809190415,219.45745679263928,224.18855178855907,230.39389946600627,229.6031613112373,227.7694685378374,222.1398511379519,220.21266422704167,220.69043195077435,215.7229222445422,213.93281653738487,219.1572724598411,212.71997206680416,210.30406237230818,206.71638943294565
18,1986-10-03 17:42:31+00:00,223.73847559128362,205.9949535212297,204.27410879594296,202.93980567822211,209.43088887786988,203.99385299262346,202.02407843283,209.73050131980443,210.009759763191,207.6782941099954,202.0936744341341,205.18035085877975,197.95983132036446,198.80950901753297,200.46061614867838,203.11599275260292,205.50044643422254,194.0565457709911,195.84442072242106,201.7777016868091,206.88137726204155,205.49705635941436,203.0719948882062,188.95266506698704,183.8974672272787,185.5047107825179,191.82204385364764,196.76155329300508,209.03525910872514,217.6220932485343,217.73447912923038,218.34442637389176,224.56014304427313,228.1631069233235,230.0144466488374,234.2685670674746,233.77125198266677,222.50721845471904,226.41095142085553,225.13403893429236,224.0341151442189,219.93936327439096,224.26295175278625,227.2208753213254,207.0643932488449,208.27762579040353
19,1986-11-04 17:41:25+00:00,212.9081412930901,199.9194240892846,198.98761015068757,195.37187166222276,205.52746701600913,198.56475200376582,198.65775040824565,197.3191814010264,199.24986341322727,198.00802874419406,193.69567750692403,197.74461609434044,202.05317989051886,199.59518637836754,203.03480579597917,206.33968148062323,207.68235779053208,199.0304810926476,197.79339251391912,203.68134979918253,201.9751475919498,201.47392482605193,202.7982000185762,192.84760777596856,187.0156726326827,192.40129235219356,193.86969561524816,190.7113394461404,195.94322645422147,205.23160074735983,204.68418988673818,210.53822700646654,209.30865043049613,215.44065444816422,222.5192764070895,220.84953855333325,227.3973192885818,216.3421321097501,214.81166279936215,218.75113650307756,211.32257608805315,215.87269516158852,207.78865137228075,220.96282757234096,210.62581011583734,204.45241845000297
20,1986-12-22 17:41:34+00:00,211.13696222702143,202.80244052342903,204.13289429412086,205.73367947694632,201.82779506395826,198.08030550412408,189.68205778315132,194.56174607878862,195.20335508533262,188.07926398310886,182.01255984363192,188.28704159336104,185.81848872709165,190.01328178095181,195.3594517074716,198.8569414915022,207.7358617015512,195.07630886304386,188.29806974568135,197.9093545089368,195.5874110413583,198.2699388422822,192.08502322409728,179.37476594930385,177.85639037448394,184.43797268235633,183.05175510952583,185.5286454208146,193.3995776300783,201.03907646102218,209.73256206944123,213.1276913742689,210.95454655691444,217.50891516594277,214.34524207990657,224.13836367337117,219.73379078529223,217.03321457077985,214.15527000170138,211.32024359958925,207.33131243760724,200.2165541420717,204.304557455796,211.74762141869124,208.59070006344677,193.01322444833082
21,1987-01-23 17:42:29+00:00,203.73392297703785,199.719532899088,209.56782921409848,206.48756801595204,212.54951733087654,205.54312237879452,192.08447491186382,197.11888105807458,195.07966655086722,175.41482367884726,177.3227858053458,183.07140278259675,183.69255364630985,199.13854200835166,200.5242829187598,193.02332936825292,195.8165349480213,188.67930364094758,183.73658254679654,190.06990992875515,186.76873890115368,187.92393625594963,179.58257200217122,169.02517960404379,171.8129824737931,181.6495981816255,184.69736877388408,179.5090476326049,192.914548990291,199.3653710534222,205.88229475788003,201.7179058458571,205.92616441154348,206.6033453954883,207.5138034823441,213.59010220530232,205.91946709917056,201.56665386640492,205.08426987747313,198.67720492715702,186.38311913457477,191.19822402168282,200.49894342441152,191.02004268434334,192.2090198745927,191.7568494937522
