dates,nzd0536-0000,nzd0536-0001,nzd0536-0002,nzd0536-0003,nzd0536-0004,satname
1999-07-16 22:13:35+00:00,311.75,299.88,317.55,324.14,318.25,L7
1999-11-21 22:13:35+00:00,327.02,316.35,319.88,327.75,327.85,L7
1999-11-28 22:19:44+00:00,327.99,318.39,318.32,324.62,325.19,L7
1999-12-07 22:13:41+00:00,328.50,320.33,317.58,323.09,323.98,L7
1999-12-30 22:19:45+00:00,329.86,322.43,318.21,324.09,325.24,L7
2000-01-24 22:13:35+00:00,333.10,326.52,318.25,324.48,327.26,L7
2000-04-13 22:13:06+00:00,331.05,324.29,316.13,321.60,324.71,L7
2000-04-20 22:19:15+00:00,331.34,323.77,316.06,321.39,325.24,L7
2000-04-29 22:13:05+00:00,330.32,322.71,314.46,319.72,322.80,L7
2000-05-22 22:18:57+00:00,326.77,318.28,309.13,315.86,318.95,L7
2000-05-31 22:12:42+00:00,324.94,315.13,306.36,315.28,315.54,L7
2000-06-07 22:18:48+00:00,323.24,313.35,305.85,316.44,317.87,L7
2000-08-19 22:11:49+00:00,320.45,311.72,301.39,312.88,314.75,L7
2000-09-20 22:11:14+00:00,321.01,312.40,302.15,312.68,315.56,L7
2000-09-27 22:17:24+00:00,322.04,313.83,303.15,312.82,316.28,L7
2000-10-06 22:11:11+00:00,321.96,313.62,303.23,312.71,316.09,L7
2000-10-29 22:17:19+00:00,321.82,313.95,302.40,313.52,317.18,L7
2001-01-01 22:17:21+00:00,325.96,320.83,308.91,314.88,321.44,L7
2001-01-10 22:11:15+00:00,325.96,320.83,308.91,314.88,319.84,L7
2001-02-11 22:11:12+00:00,326.35,322.26,311.29,316.98,320.85,L7
2001-03-22 22:17:09+00:00,326.89,322.89,312.81,318.16,320.50,L7
2001-04-07 22:17:01+00:00,327.51,324.05,313.69,318.79,320.06,L7
2001-04-16 22:10:54+00:00,326.53,323.35,312.96,317.51,319.25,L7
2001-07-05 22:10:09+00:00,324.92,323.19,314.47,316.85,314.59,L7
2001-11-01 22:15:17+00:00,320.43,316.48,311.47,311.49,310.02,L7
2001-11-26 22:09:21+00:00,327.57,321.61,313.49,317.08,316.92,L7
2001-12-19 22:15:37+00:00,330.50,324.30,315.61,319.76,321.67,L7
2002-02-14 22:09:41+00:00,333.44,323.44,316.10,320.68,328.23,L7
2002-05-21 22:09:29+00:00,333.12,324.62,315.92,322.60,330.41,L7
2002-05-28 22:15:34+00:00,329.42,320.23,316.96,320.71,330.30,L7
2002-07-31 22:15:11+00:00,325.21,317.71,315.38,318.52,326.55,L7
2002-09-26 22:08:32+00:00,327.03,323.58,311.65,317.64,324.32,L7
2002-10-12 22:08:26+00:00,325.91,322.69,310.05,315.71,322.91,L7
2002-10-19 22:14:44+00:00,328.08,324.32,310.98,315.46,323.08,L7
2002-10-28 22:08:34+00:00,328.08,324.32,310.98,315.46,322.04,L7
2002-11-13 22:08:42+00:00,327.50,322.86,310.24,314.43,320.48,L7
2002-12-31 22:09:08+00:00,330.19,326.21,309.65,315.02,319.92,L7
2003-03-21 22:09:27+00:00,332.15,328.46,310.95,316.09,320.89,L7
2003-04-13 22:15:43+00:00,334.13,328.25,314.59,317.64,322.49,L7
2003-05-15 22:15:40+00:00,334.07,330.29,315.23,319.62,326.30,L7
2003-08-11 22:03:51+00:00,333.46,331.41,318.84,320.75,327.73,L5
2003-08-12 22:09:11+00:00,333.46,331.41,318.84,316.91,327.73,L7
2003-08-27 22:04:09+00:00,331.89,328.91,317.19,315.44,325.10,L5
2003-08-28 22:09:09+00:00,331.44,327.81,316.27,315.14,324.92,L7
2003-09-12 22:04:26+00:00,330.16,326.30,315.64,316.67,327.40,L5
2003-10-07 21:58:35+00:00,329.08,324.51,314.05,315.25,326.18,L5
2003-10-15 22:08:58+00:00,328.73,325.84,314.88,315.50,326.82,L7
2003-11-23 22:15:38+00:00,329.23,324.89,314.28,315.69,325.15,L7
2003-12-09 22:15:42+00:00,329.71,324.84,314.26,315.20,324.25,L7
2003-12-25 22:15:51+00:00,329.32,324.02,313.53,314.98,323.56,L7
2004-02-03 22:05:50+00:00,328.33,322.79,312.51,313.81,322.14,L5
2004-02-11 22:16:05+00:00,327.15,320.94,310.73,314.55,321.36,L7
2004-03-31 21:59:59+00:00,328.37,322.15,311.53,314.81,321.04,L5
2004-04-23 22:06:53+00:00,327.62,320.95,309.78,313.46,318.82,L5
2004-05-02 22:00:57+00:00,325.33,323.40,309.28,312.00,316.56,L5
2004-05-18 22:01:26+00:00,326.46,324.60,311.29,313.96,318.75,L5
2004-05-26 22:09:57+00:00,325.23,324.29,311.42,312.50,318.62,L7
2004-06-10 22:08:17+00:00,324.90,324.95,313.44,315.11,321.83,L5
2004-06-18 22:15:59+00:00,328.06,324.95,313.44,315.11,321.83,L7
2004-07-05 22:02:51+00:00,326.14,325.10,314.55,314.20,320.84,L5
2004-07-12 22:09:13+00:00,326.39,324.00,314.05,315.55,321.68,L5
2004-07-21 22:03:15+00:00,327.28,326.26,314.64,316.24,321.91,L5
2004-07-29 22:09:38+00:00,327.22,325.75,314.15,315.67,320.78,L7
2004-08-22 22:04:00+00:00,326.90,326.02,314.28,316.56,321.80,L5
2004-08-29 22:10:22+00:00,326.89,325.66,313.77,316.34,321.80,L5
2004-10-08 22:15:27+00:00,326.76,325.83,313.31,315.90,321.26,L7
2004-10-17 22:09:26+00:00,327.62,326.82,313.88,316.48,322.23,L7
2004-10-24 22:15:44+00:00,327.80,326.11,314.44,316.89,322.56,L7
2004-11-01 22:11:49+00:00,329.48,325.47,315.16,318.49,324.65,L5
2004-11-09 22:15:54+00:00,329.38,325.16,314.93,317.91,324.52,L7
2005-01-28 22:16:23+00:00,330.09,326.55,313.66,318.49,326.86,L7
2005-02-05 22:13:22+00:00,330.66,326.53,313.65,317.80,326.40,L5
2005-03-26 22:10:28+00:00,333.50,328.92,315.77,318.31,327.74,L7
2005-04-02 22:16:37+00:00,332.05,327.85,314.79,317.63,327.16,L7
2005-05-12 22:14:14+00:00,327.79,324.20,310.22,315.17,322.79,L5
2005-05-21 22:08:08+00:00,331.67,324.20,310.22,315.17,322.79,L5
2005-06-13 22:14:31+00:00,333.71,328.79,315.70,315.17,322.79,L5
2005-06-14 22:10:13+00:00,335.22,327.94,316.85,316.53,322.98,L7
2005-06-21 22:16:23+00:00,337.42,328.59,316.85,316.53,322.98,L7
2005-07-15 22:14:43+00:00,336.83,328.18,315.64,315.68,321.75,L5
2005-07-23 22:16:23+00:00,335.21,326.74,312.92,313.72,319.59,L7
2005-07-24 22:08:38+00:00,333.27,325.90,312.81,313.59,319.45,L5
2005-08-09 22:08:46+00:00,331.10,323.06,311.48,311.39,316.45,L5
2005-08-16 22:15:00+00:00,329.96,321.74,310.31,310.80,315.27,L5
2005-08-17 22:10:06+00:00,329.96,321.74,310.31,310.80,317.26,L7
2005-09-02 22:09:58+00:00,329.73,321.69,310.35,310.59,316.82,L7
2005-09-09 22:16:04+00:00,329.73,321.69,310.45,310.59,316.82,L7
2005-09-10 22:08:55+00:00,329.42,321.28,310.42,310.87,317.30,L5
2005-09-17 22:15:06+00:00,329.85,322.08,311.42,311.79,318.03,L5
2005-09-25 22:16:02+00:00,329.81,322.22,311.17,311.14,317.03,L7
2005-12-23 22:10:27+00:00,324.56,318.80,308.15,310.15,316.90,L7
2006-01-08 22:10:37+00:00,325.05,318.75,308.15,309.98,316.75,L7
2006-01-23 22:16:59+00:00,328.65,320.83,312.01,313.58,321.07,L5
2006-02-09 22:10:49+00:00,329.87,321.62,312.03,314.41,321.85,L7
2006-02-24 22:17:41+00:00,330.66,323.23,313.24,314.88,321.70,L5
2006-02-25 22:10:52+00:00,331.91,324.27,313.91,315.62,322.13,L7
2006-03-12 22:18:01+00:00,332.56,325.57,314.60,315.71,322.32,L5
2006-03-29 22:10:52+00:00,333.93,326.45,315.92,317.34,324.73,L7
2006-04-13 22:18:38+00:00,333.13,325.95,315.72,317.30,324.19,L5
2006-05-23 22:17:02+00:00,332.32,325.22,315.17,317.42,323.22,L7
2006-05-31 22:19:19+00:00,333.44,325.22,315.95,318.66,324.99,L5
2006-06-16 22:19:34+00:00,333.44,325.22,317.41,318.66,324.07,L5
2006-06-17 22:10:46+00:00,334.07,326.17,317.47,318.45,324.25,L7
2006-06-25 22:13:31+00:00,333.02,327.83,319.54,320.37,325.44,L5
2006-07-19 22:10:32+00:00,331.74,326.63,317.83,319.27,323.60,L7
2006-07-27 22:13:58+00:00,329.77,324.98,317.14,317.25,322.23,L5
2006-08-04 22:10:28+00:00,329.46,324.73,316.51,316.95,322.11,L7
2006-08-11 22:16:38+00:00,328.19,321.88,314.62,313.60,320.89,L7
2006-08-27 22:16:36+00:00,327.20,320.34,313.89,313.27,320.79,L7
2006-08-28 22:14:23+00:00,327.02,319.81,312.98,313.17,320.58,L5
2006-09-28 22:16:24+00:00,325.78,318.04,311.74,312.74,319.81,L7
2006-10-07 22:10:08+00:00,325.56,317.54,310.96,312.29,319.00,L7
2006-11-24 22:10:49+00:00,325.07,316.49,310.35,310.93,319.21,L7
