,dates,chi0304-0000,chi0304-0001,chi0304-0002,chi0304-0003,chi0304-0004,chi0304-0005,chi0304-0006,chi0304-0007,chi0304-0008,chi0304-0009,chi0304-0010,chi0304-0011,chi0304-0012,chi0304-0013,chi0304-0014,chi0304-0015,chi0304-0016,chi0304-0017,chi0304-0018,chi0304-0019,chi0304-0020,chi0304-0021,chi0304-0022,chi0304-0023,chi0304-0024,chi0304-0025,chi0304-0026,chi0304-0027,chi0304-0028,chi0304-0029,chi0304-0030,chi0304-0031,chi0304-0032,chi0304-0033,chi0304-0034,chi0304-0035,chi0304-0036,chi0304-0037,chi0304-0038,chi0304-0039,chi0304-0040,chi0304-0041,chi0304-0042,chi0304-0043,chi0304-0044,chi0304-0045,chi0304-0046,chi0304-0047,chi0304-0048,chi0304-0049,chi0304-0050,chi0304-0051,chi0304-0052,chi0304-0053,chi0304-0054,chi0304-0055,chi0304-0056,chi0304-0057,chi0304-0058,chi0304-0059,chi0304-0060,chi0304-0061,chi0304-0062,chi0304-0063,chi0304-0064,chi0304-0065
0,1985-01-25 14:04:03+00:00,,,180.1215993345521,160.845049461528,158.63421090709508,155.78751100372952,157.1717539115443,159.93236602196095,159.28487144813684,159.00982824376442,168.35205126629614,163.74897463401135,155.23750979855302,175.3475697719921,174.9788869791229,174.60760634294505,152.05992816447824,138.4354361445911,154.11819117219363,,,,,150.06329896719618,159.26877559053432,164.40651615981108,168.35013633863153,161.50632115467567,161.446155843627,,,,,,,,,,,,,,,,,,128.29603516239797,106.66686446631662,131.4280551332733,138.469529344357,,,141.92679752780603,147.91586952031895,159.48044635993668,151.9105456867235,123.04805409481034,108.44564960482127,,,141.1504651787727,140.93461644041255,164.43843629655956,161.64732150104908,183.16929012787887,195.414865369923
1,1986-01-28 14:00:22+00:00,,125.9463350416201,164.39527169487542,184.7182153373968,185.2395192154062,177.89178006408687,172.97727284743945,172.96123841732444,179.90889258789898,171.66272802952508,165.99607956810857,158.31573207930484,146.29536447305014,157.7444225301954,161.84955937084044,154.9449060315766,141.34414862327603,138.45286345152275,119.89439531783695,,95.230182222909,95.25079305343084,,126.32469725537369,138.94822783325935,148.16169201417696,141.16705609035964,142.08440971130983,135.91323027753776,119.63431363086612,108.52671413205631,81.8242219878942,65.58639915032303,77.51764645450903,103.6678909594796,116.1952749950259,107.11480246097206,102.36512581107601,106.26259324889442,114.40707404714574,111.72225718217992,109.56101067399344,110.05556595316567,112.06141786558939,112.75476748660986,105.70880400507568,102.85034333341038,110.1248874891001,110.28375775471204,109.07008548292396,109.1739056371253,106.37834738540245,111.52806321771922,122.5412708735844,126.49349740998679,125.9193560619198,118.19798472044198,115.01225286962064,101.59799857038239,96.74915663366674,120.40038891798123,146.5324533497605,148.56639321715863,142.08943857682596,156.55309990941055,159.63836632241888
2,1986-02-04 14:06:23+00:00,,157.89090525028172,195.47672458314818,199.81458753498194,199.90665780961214,194.7645857408143,195.96515209833785,187.07459205106434,198.68611227567743,197.37782089758244,186.4768710863505,177.2769686071854,175.05448110045998,174.7092937605065,181.06037601698074,178.3866734339201,165.26680228089717,156.1098233548268,155.84648509121993,150.57867503909185,128.03623168891315,117.80861947194468,136.28448198501098,154.61236411246043,158.5771646030675,169.5939649900683,167.30777224202444,150.1601436754246,147.6178204782784,148.1154816108142,141.79095003634507,107.0994535913849,81.59404220098571,95.97710603531571,123.9111996413078,136.71759313694727,122.11698395315112,114.86807159855023,130.79958987816534,134.5904946512918,127.2176281043451,138.7172745694287,144.82517067951744,136.54228254621452,134.4774861833821,126.40993772792197,136.57594952397665,132.6012705766779,124.3919672274453,135.52163600244972,138.69843939702037,124.42677677175186,122.80562801614772,138.5599089554176,149.04738256093023,153.36756978434943,144.32081228630685,139.80882359989272,121.3481436380516,119.58138352190097,140.83522441661444,167.89724214293423,167.12486011446376,159.71181749070132,174.7965503875888,175.33605373765917
3,1986-03-01 14:00:01+00:00,261.30999941437676,175.86347949447122,197.56872161017915,198.7973039304223,199.14241844544702,203.518150313943,208.16382049894264,202.8333137496109,200.9405464825937,197.89635799383404,184.5803804148955,170.3054794993585,177.34090232199887,191.66743462282332,195.89256716833597,181.24102777603406,173.38509391993045,164.7898934239134,146.1578422833765,146.46733876384846,132.55574255024257,124.20213741821324,134.20065460846192,138.97023758179157,145.9194102985251,173.5227076336932,179.35766029696583,144.41484190842047,144.88905151632918,146.7719047188521,141.97689309626915,114.03276243683398,96.19364312113399,99.47439208947078,118.64408805259498,138.16515570899008,127.62910051264981,122.4812833669707,133.13312162456293,136.21561796927662,122.86127906538518,127.09183228646559,148.32185987979517,142.0546435992997,126.26249091564145,113.74259738194753,133.13320506996283,160.79215194176754,142.0722354384043,131.26076523499853,136.6652048034781,139.6288148844004,138.77789571288554,142.50005107891013,152.87651073986518,141.31165404789468,132.2131985403243,128.50629535463315,129.70560500300388,134.21217617042828,156.59943437847772,170.19607492230963,171.62525448798553,167.85258081231083,174.5143249622064,171.03410263799339
4,1986-04-02 13:59:23+00:00,279.2609878462263,192.27809154981625,212.20444817716805,212.41847243854255,203.099566646534,203.2143435497672,207.88848352980764,209.88555050676024,214.62554114072626,223.16353582065696,210.00387836738287,197.38426787784192,189.86302308213493,193.58268763277857,199.12899895523668,194.18192193850084,180.06986333496718,164.16749166201942,155.88705137116233,151.00760200022532,146.29891881275813,136.45605905178127,129.78772193553755,131.70737858798833,148.99118158517928,167.21711595114806,166.51242712919006,163.17976894979466,153.7600583759515,148.7961347786387,147.3414844381856,131.42609506233657,105.73260716619814,104.5840713761785,104.62508639112541,121.7984039370117,122.57459826733803,99.20297487237094,97.21365574727646,125.76238946593023,136.3620327935941,133.22111815825224,154.272188984434,162.97803031674044,148.54914759786973,120.5622312135049,109.02509785102228,122.75049649599048,155.08131604637765,131.32457853440104,121.36157732869353,140.45499452240006,136.93121350149994,137.84605306805423,142.81827010101065,147.01123126080097,148.5039680045039,142.33354472808972,135.73724494977074,131.60603500741394,147.87394084135215,170.09574801726674,173.36043097690396,166.09945145289794,183.63429371624346,183.67428031355774
5,1986-05-04 13:58:14+00:00,,149.06158621614463,171.16396709941387,166.8466065151364,158.008866019114,165.65439651712677,168.57366375204865,165.2713424558792,,,,,,139.70955471438586,150.1354108861876,141.92883375136284,142.47317861291506,132.2134988242013,129.89678417875086,119.17053903783419,112.1109372182389,109.39863283418981,110.12211691400147,123.15912916656166,127.60543813433262,140.12593773616567,141.95035923247178,151.68415694006066,153.75690208302316,139.29195091435903,126.15289929480888,113.39362710842359,102.20301173660444,97.61226189540956,103.29842331555274,117.88712777757289,113.90502826931645,87.60584012573024,91.78590090291493,118.34976628987809,128.1109636315372,129.64769283196617,143.51835835497585,147.51227975200933,136.6137485537802,116.11580623007383,108.95255432758131,115.25612747414802,120.62606678542068,117.6974855775843,119.24122624874252,122.35627509916313,123.37811529300188,137.08101214639206,149.0364461647366,154.5316933801545,145.2353923881884,122.14606689150266,120.11327436370932,124.46946075979545,137.70823300767356,159.96468995278576,161.51393950941141,158.01804749882544,165.5716814476994,178.09598940397015
6,1986-06-05 13:57:43+00:00,,145.0733594951705,162.97731407778502,159.55680476138582,152.45766048689507,154.932837312556,157.103550721586,156.19361619580212,,,,,,141.54984976699876,139.34392195504446,133.72510268259876,133.08431100261984,119.08120428062561,112.3955193482608,116.99013252931195,113.01293369743304,112.62761878396148,112.51059943707583,123.29533607120878,125.44037004440254,136.55127225368867,131.9156953105653,134.60682002206673,137.34801160225408,140.1673361182843,124.18346301970159,117.6646691237391,110.06918994813564,118.7957185508658,117.42149007829393,110.8966049563771,96.19012778377515,105.4592499307028,111.47074974821119,112.71780642539325,116.34068164790945,118.70297875730607,126.2516727175152,139.214950839839,139.0440227910133,125.43806052646265,119.27903682154763,118.5519683052809,124.78310858042961,125.30944580473572,132.05114587306616,125.6723552367868,125.13990594204496,121.32731361686162,120.06037056808555,122.81147608162776,123.22980851663937,128.7355267411849,130.65011585041765,131.51629033457152,141.16560418692976,151.96086909632592,161.26434189888752,158.50567345297435,166.02803915062,166.6036265342145
7,1986-07-30 14:01:40+00:00,,167.53249221474596,186.41383470714416,177.7723244103116,168.5788907998042,153.99326789497283,154.2936069853726,161.68235966907832,,,,,,146.0609094324799,146.66481464478062,133.90646584540698,131.48406055839897,131.13447836062966,138.4226001599106,126.52727377935777,108.76530293169945,113.49710684046565,107.82497251932497,127.12536916853654,145.9647968413434,142.6040853433106,126.69111819027647,146.93813315325966,169.0011004381606,153.1445053158161,124.09856266350529,121.82660585471844,126.09756014582209,115.61854255309488,100.9088721362914,92.55201659903213,122.6691368012722,143.76884514172437,116.74797116572383,112.80233046924988,121.79271645505776,119.24236633760418,117.00510757629998,151.4304159348062,149.58030006129098,129.5779339143081,116.55325639805426,122.20522338127104,139.81104641634167,143.08308666620366,140.4618949113481,130.84565503218312,114.27889971055116,108.47645733621525,102.21846968568076,116.27436200553228,137.0783166702583,123.54993881684436,108.18425794549337,122.25398398853592,132.23112757481508,156.72583863049158,157.5235222451599,161.43209947908312,177.00490201868706,178.63263237950204
8,1986-08-31 14:00:29+00:00,,147.62711530919293,158.7618452316926,152.4968460678522,147.73247369802905,158.16284079977666,150.81178867055846,152.701090163587,,,,,,139.9245041756969,142.95637104829916,128.12622447556657,129.2483562424935,137.67656152866445,131.8509179572187,121.51113014396118,108.34991603136045,104.47120575605445,113.87362794488072,122.68879843983089,138.94357067588325,137.27411656564803,139.33979203583124,160.59125649348258,162.00111713037347,151.37417107037018,128.27546720588612,117.17144861131403,110.56161851881578,107.26476627799325,112.69458821229354,119.88051415749823,123.14596655640717,131.195768593644,125.77798238094857,123.3743762618505,110.91163017945273,113.54928062360104,125.43027793555926,152.3298330293973,149.0873690109103,137.44180146605484,130.92300116239429,135.90434285167944,129.3964667445606,124.83563218746407,123.1238524407321,121.24109909900662,122.12722717243338,122.45408367246806,119.26798439789279,119.69373428284229,128.6357422846841,123.94518904927759,128.61487180590572,130.8656751403624,137.74377181064446,147.81795298897137,159.7499142935763,169.867778331686,178.9517097812419,177.17214531144484
9,1986-09-16 13:59:58+00:00,,170.3007617587206,188.76935808927792,186.1642075117558,177.31771939138122,187.51854659965235,182.89051373443306,171.57446151610506,,,,,,,,,,,,,,118.63388946403555,123.21264890500267,133.07936665776836,130.70386555542464,139.7661202201318,151.8573393398081,152.92172582534772,150.944004079859,125.958434771271,100.68957436216965,,91.91769485762546,88.66623614682835,99.50510727444015,97.36677312427732,,,,,,,,,,,,,,,,,90.48172479833941,108.85606228685286,128.02278631903178,125.89432157721882,134.1835700053074,124.33388320841182,119.70219020633311,130.23344448920489,135.2253062178967,144.60189006101754,158.5025888411749,165.10442595895003,177.77575324314986,175.34414277353108
