,dates,chi0304-0000,chi0304-0001,chi0304-0002,chi0304-0003,chi0304-0004,chi0304-0005,chi0304-0006,chi0304-0007,chi0304-0008,chi0304-0009,chi0304-0010,chi0304-0011,chi0304-0012,chi0304-0013,chi0304-0014,chi0304-0015,chi0304-0016,chi0304-0017,chi0304-0018,chi0304-0019,chi0304-0020,chi0304-0021,chi0304-0022,chi0304-0023,chi0304-0024,chi0304-0025,chi0304-0026,chi0304-0027,chi0304-0028,chi0304-0029,chi0304-0030,chi0304-0031,chi0304-0032,chi0304-0033,chi0304-0034,chi0304-0035,chi0304-0036,chi0304-0037,chi0304-0038,chi0304-0039,chi0304-0040,chi0304-0041,chi0304-0042,chi0304-0043,chi0304-0044,chi0304-0045,chi0304-0046,chi0304-0047,chi0304-0048,chi0304-0049,chi0304-0050,chi0304-0051,chi0304-0052,chi0304-0053,chi0304-0054,chi0304-0055,chi0304-0056,chi0304-0057,chi0304-0058,chi0304-0059,chi0304-0060,chi0304-0061,chi0304-0062,chi0304-0063,chi0304-0064,chi0304-0065
0,1985-01-25 14:04:03+00:00,,,184.39764889887886,165.12109902585476,162.91026047142185,160.59806676359716,161.98230967141194,164.2084155862877,164.09542720800448,163.82038400363206,173.16260702616378,168.559530393879,160.04806555842066,180.15812553185975,179.78944273899054,179.4181621028127,157.55770617575553,142.71148570891788,158.3942407365204,,,,,153.91174357509027,162.76736159771076,167.36685816588346,171.3104783447039,164.71335832792076,164.65319301687208,,,,,,,,,,,,,,,,,,131.0449241680366,109.87390163956171,134.92664114044973,141.96811535153344,,,145.42538353498247,150.87621152639133,162.44078836600906,155.1175828599686,125.79694310044898,111.19453861045992,,,144.35750235201778,143.89495844648494,167.64547346980464,165.14590750822552,187.01773473577296,198.3752073759954
1,1986-01-28 14:00:22+00:00,,125.29258145099136,163.7415181042467,184.06446174676807,184.58576562477748,177.15630727462954,172.24180005798212,172.3074848266957,179.17341979844164,170.92725524006775,165.26060677865124,157.5802592898475,145.5598916835928,157.00894974073807,161.1140865813831,154.20943324211927,140.50360829246765,137.79910986089402,119.24064172720821,,94.57642863228025,94.66241482186499,,125.73631902380784,138.41333853183585,147.70909337451093,140.7144574506936,141.5940945183383,135.42291508456623,119.18171499120007,108.03639893908476,81.33390679492265,65.09608395735148,77.06504781484298,103.21529231981356,115.77500482962171,106.66220382130601,101.91252717140996,105.80999460922837,113.98680388174155,111.23194198920837,109.07069548102189,109.56525076019412,111.60881922592334,112.30216884694381,105.28853383967149,102.43007316800619,109.63457229612855,109.74886845328854,108.53519618150045,108.6390163357018,105.8880321924309,110.99317391629572,122.08867223391835,126.04089877032074,125.42904086894825,117.77771455503779,114.59198270421645,101.10768337741084,96.21426733224324,119.91007372500968,146.07985471009445,148.0760780241871,141.55454927540245,155.9647216778447,159.18576768275284
2,1986-02-04 14:06:23+00:00,,163.01821117029093,200.6040305031574,204.94189345499115,205.03396372962135,200.53280490082466,201.7333712583482,192.20189797107355,204.45433143568778,203.14604005759278,192.24509024636086,183.04518776719576,180.82270026047033,180.47751292051686,186.8285951769911,184.15489259393044,171.8590527494804,161.237129274836,160.97379101122914,155.70598095910105,133.16353760892235,122.42319479995295,140.89905731301926,159.2269394404687,162.77223308307504,173.1436383193054,170.85744557126156,154.0056231154315,151.4632999182853,151.6651549400513,145.63642947635196,110.9449330313918,85.43952164099261,99.52677936455285,127.46087297054494,140.0137183712389,125.66665728238826,118.41774492778737,134.34926320740246,137.88661988558343,131.063107544352,142.5627540094356,148.67065011952434,140.09195587545165,138.02715951261922,129.7060629622136,139.87207475826827,136.4467500166848,128.58703570745283,139.71670448245726,142.8935078770279,128.27225621175876,127.00069649615524,142.10958228465472,152.59705589016735,157.21304922435633,147.61693752059847,143.10494883418434,125.1936230780585,123.7764520019085,144.68070385662134,171.44691547217136,170.97033955447066,163.90688597070886,179.41112571559708,178.8857270668963
3,1986-03-01 14:00:01+00:00,262.9464859993941,178.7727889789465,200.47803109465443,201.70661341489756,202.0517279299223,206.79112348397769,211.43679366897732,205.74262323408618,204.21351965262838,201.16933116386872,187.85335358493018,173.5784526693932,180.61387549203354,194.940407792858,199.16554033837065,184.51400094606873,177.1256346856844,167.69920290838868,149.06715176785178,149.37664824832373,135.46505203471784,126.82051595424099,136.81903314448965,141.5886161178193,148.29975442218668,175.53684496909915,181.3717976323718,146.5968240217769,147.07103362968562,148.78604205425808,144.1588752096256,116.21474455019043,98.37562523449044,101.48852942487675,120.65822538800094,140.03542609186704,129.64323784805578,124.49542070237666,135.1472589599689,138.08588835215357,125.04326117874163,129.27381439982204,150.5038419931516,144.06878093470567,128.2766282510474,115.6128677648245,135.00347545283978,162.97413405512398,144.4525795620659,133.64110935866012,139.0455489271397,141.81079699775685,141.15823983654712,144.5141884143161,154.89064807527114,143.49363616125112,134.08346892320125,130.3765657375101,131.88758711636032,136.59252029408987,158.78141649183416,172.2102122577156,173.80723660134197,170.23292493597242,177.13270349823412,173.04823997339935
4,1986-04-02 13:59:23+00:00,282.07909740147454,197.28806409247974,217.21442071983154,217.42844498120604,208.10953918919748,208.85056266026362,213.52470264030407,214.89552304942373,220.26176025122268,228.7997549311534,215.6400974778793,203.02048698833835,195.49924219263136,199.218906743275,204.7652180657331,199.81814104899726,186.51125660410594,169.1774642046829,160.89702391382582,156.0175745428888,151.30889135542162,140.96503434017842,134.2966972239347,136.21635387638548,153.09025002917667,170.68555848068434,169.98086965872633,166.93724835679228,157.51753778294912,152.26457730817498,151.09896384518322,135.1835744693342,109.49008657319575,108.05251390571476,108.09352892066167,125.01910057158108,126.0430407968743,102.6714174019072,100.68209827681272,128.9830861004996,140.1195122005917,136.97859756524986,158.0296683914316,166.44647284627672,152.017590127406,123.78292784807428,112.24579448559166,126.5079759029881,159.18038449037505,135.42364697839844,125.46064577269092,144.21247392939767,141.03028194549734,141.3144955975905,146.28671263054693,150.7687106677986,151.72466463907327,145.5542413626591,139.49472435676836,135.70510345141133,151.63142024834977,173.56419054680302,177.11791038390157,170.19851989689533,188.14326900464062,187.14272284309402
5,1986-05-04 13:58:14+00:00,,145.65113782882295,167.7535187120922,163.4361581278147,154.59841763179233,161.81764208138986,164.73690931631174,161.8608940685575,,,,,,135.87280027864895,146.2986564504507,138.09207931562594,138.08831640064432,128.80305043687963,126.48633579142917,115.7600906505125,108.70048883091721,106.32922928560029,107.05271336541195,120.08972561797214,124.8150712719785,137.7648580834045,139.58927957971062,149.12632064956938,151.19906579253188,136.93087126159787,123.59506300431761,110.83579081793232,99.64517544611317,95.25118224264838,100.93734366279156,115.69469667143751,111.54394861655527,85.24476047296906,89.42482125015376,116.15733518374272,125.55312734104594,127.0898565414749,140.96052206448456,145.15120009924817,134.25266890101904,113.92337512393846,106.76012322144594,112.69829118365675,117.83569992306656,114.90711871523018,116.4508593863884,119.79843880867186,120.58774843064776,134.7199324936309,146.67536651197543,151.97385708966323,143.042961282053,119.95363578536728,117.55543807321806,121.67909389744133,135.15039671718228,157.6036103000246,158.95610321892013,155.22768063647132,162.50227789910988,175.734909751209
6,1986-06-05 13:57:43+00:00,,132.40850275142495,150.31245733403946,146.89194801764026,139.7928037431495,140.68487347584224,142.85558688487225,143.52875945205656,,,,,,127.30188593028501,125.09595811833071,119.47713884588501,116.80092376066128,106.41634753688007,99.73066260451526,104.3252757855664,100.3480769536875,101.22924771459049,101.11222836770483,111.89696500183778,115.07821452679255,127.78329450801867,123.1477175648953,125.10817746425757,127.84936904444491,131.3993583726143,114.68482046189243,108.16602656592994,100.57054739032648,110.0277408051958,108.65351233262393,102.75491133539782,87.42215003810516,96.6912721850328,102.7027720025412,104.57611280441397,106.84203909010029,109.20433619949691,116.75303015970604,130.44697309416898,130.2760450453433,117.29636690548337,111.13734320056835,109.05332574747173,114.42095306281962,114.94729028712572,121.68899035545617,116.17371267897764,114.77775042443497,112.55933587119162,111.29239282241555,113.3128335238186,115.08811489566008,120.59383312020563,121.15147329260849,121.15413481696153,131.66696162912058,143.1928913506559,151.76569934107835,148.14351793536434,154.629668081249,157.8356487885445
7,1986-07-30 14:01:40+00:00,,168.48129560585474,187.36263809825294,178.72112780142038,169.527694190913,155.0606717099702,155.36101080036997,162.6311630601871,,,,,,147.12831324747725,147.73221845977798,134.97386966040435,132.70395063268168,132.08328175173844,139.37140355101937,127.47607717046654,109.71410632280822,114.35102989246354,108.67889557132287,127.97929222053443,146.74109052497784,143.26094922946282,127.34798207642869,147.64973569659122,169.71270298149216,153.80136920196833,124.81016520683687,122.53820839805002,126.80916268915367,116.2754064392471,101.56573602244362,93.16196163617349,123.32600068742443,144.4257090278766,117.40483505187605,113.41227550639124,122.50431899838934,119.95396888093576,117.71671011963156,152.08727982095843,150.2371639474432,130.18787895144945,117.16320143519562,122.91682592460262,140.5873400999761,143.8593803498381,141.23818859498255,131.55725757551468,115.05519339418561,109.13332122236747,102.87533357183298,116.98596454886386,137.68826170739965,124.15988385398572,108.89586048882495,123.03027767217037,132.94273011814664,157.3827025166438,158.23512478849148,162.20839316271756,177.85882507068496,179.28949626565426
8,1986-08-31 14:00:29+00:00,,140.4748850882341,151.60961501073376,145.34461584689336,140.5802434770702,150.11658180119798,142.76552967197978,145.54885994262816,,,,,,131.87824517711823,134.91011204972048,120.0799654769879,120.05263167268927,130.5243313077056,124.69868773625988,114.35889992300235,101.19768581040162,98.0341985571915,107.43662074601778,116.25179124096795,133.0917459496442,132.3225725665227,134.3882480367059,155.22708382776347,156.63694446465436,146.42262707124485,122.91129454016699,111.80727594559491,105.19744585309665,102.3132222788679,107.74304421316819,115.28265187259612,118.19442255728183,126.24422459451866,120.82643838182322,118.7765139769484,105.5474575137336,108.18510795788191,120.06610526984014,147.37828903027196,144.13582501178496,132.84393918115273,126.32513887749218,130.54017018596033,123.54464201832155,118.98380746122503,117.27202771449305,115.8769264332875,116.27540244619433,117.50253967334271,114.31644039876744,114.32956161712316,124.037879999782,119.34732676437548,123.2506991401866,125.01385041412337,132.37959914492535,142.86640898984604,154.3857416278572,164.01595360544695,172.51470258237896,172.2206013123195
9,1986-09-16 13:59:58+00:00,,155.3477417681084,173.8163380986657,171.2111875211436,162.364699400769,170.69639911021363,166.06836624499434,156.62144152549286,,,,,,,,,,,,,,105.17617147248457,109.75493091345169,119.62164866621738,118.46957647219648,129.41402945740026,141.50524857707657,141.70696083238857,139.72923908689987,115.60634400853948,89.4748093692105,,80.70292986466632,78.31414538409683,89.15301651170863,87.75411741602662,,,,,,,,,,,,,,,,,78.24743571511125,98.50397152412134,117.67069555630026,114.67955658425967,124.57091429705669,114.72122750016112,108.48742521337397,117.99915540597672,124.01054122493755,134.249799298286,147.28782384821577,152.87013687572187,164.31803525159887,164.99205201079954
