,dates,nzd0513-0000,nzd0513-0001,nzd0513-0002,nzd0513-0003,nzd0513-0004,nzd0513-0005,nzd0513-0006,nzd0513-0007,nzd0513-0008,nzd0513-0009,nzd0513-0010,nzd0513-0011,nzd0513-0012,nzd0513-0013,nzd0513-0014,nzd0513-0015,nzd0513-0016,nzd0513-0017,nzd0513-0018,nzd0513-0019,nzd0513-0020,nzd0513-0021,nzd0513-0022,nzd0513-0023,nzd0513-0024,nzd0513-0025,nzd0513-0026,nzd0513-0027,nzd0513-0028,nzd0513-0029,nzd0513-0030,nzd0513-0031,nzd0513-0032,nzd0513-0033,nzd0513-0034,nzd0513-0035,nzd0513-0036,nzd0513-0037,nzd0513-0038,nzd0513-0039,nzd0513-0040,nzd0513-0041,nzd0513-0042,nzd0513-0043,nzd0513-0044,nzd0513-0045,nzd0513-0046,nzd0513-0047,nzd0513-0048,nzd0513-0049,nzd0513-0050,nzd0513-0051,nzd0513-0052,nzd0513-0053,nzd0513-0054,nzd0513-0055,nzd0513-0056,nzd0513-0057,nzd0513-0058,nzd0513-0059,nzd0513-0060,nzd0513-0061,nzd0513-0062,nzd0513-0063,nzd0513-0064,nzd0513-0065,nzd0513-0066,nzd0513-0067,nzd0513-0068,nzd0513-0069,nzd0513-0070,nzd0513-0071,nzd0513-0072,nzd0513-0073,nzd0513-0074,nzd0513-0075,nzd0513-0076,nzd0513-0077,nzd0513-0078,nzd0513-0079,nzd0513-0080,nzd0513-0081,nzd0513-0082,nzd0513-0083,nzd0513-0084,nzd0513-0085,nzd0513-0086,nzd0513-0087,nzd0513-0088,nzd0513-0089,nzd0513-0090,nzd0513-0091,nzd0513-0092,nzd0513-0093,nzd0513-0094,nzd0513-0095,nzd0513-0096,nzd0513-0097,nzd0513-0098,nzd0513-0099,nzd0513-0100
0,1999-09-18 22:13:39+00:00,,131.50919473274854,,,,,158.66886457748862,,,,,152.77017639591688,,,,,159.1728553355383,,,150.86398805054185,,,,,158.86777989965734,,,,146.6281518444378,,,166.7379293961746,168.23315241662962,,183.53106353122493,,,,,,,,,,171.76736973490247,,,,162.5827697867751,,,,,,187.97568709648743,,184.49014917693998,,,169.33984588558147,,168.67664470520864,,,,,,,,,,,,,,205.42078232552683,209.17601074630272,191.60591523518337,193.80977539207916,171.14589094671527,,,,,174.52613271689057,,,,,188.46987188628827,,166.32790918095338,,,180.33801152252403,,169.9335022657354,,,,
1,1999-12-07 22:13:41+00:00,185.73577730672085,,,187.57963694109915,,,,181.00023865469197,189.45275266358163,,,169.07065203007198,176.07304225736235,180.04641377456505,,,180.78669736077433,,167.83635422593983,,,170.54284836082925,,176.89610636073283,,171.60237657439544,177.85194027449313,172.5622359859598,,,188.31340876663242,,172.51475863078284,,,201.2287081381719,,,207.76744664767608,,,,,196.43832196655836,186.9425081709356,190.07796950524212,186.6294234307732,194.82173174790012,,191.275755239751,,,,199.84118254147322,,,195.3504833385021,,209.98381115572488,,194.854956138933,184.41941363024213,198.2668506773754,176.40062692840797,185.6139827384353,201.08240821054503,219.87622836719135,,,203.71289099394295,202.27099180164498,207.00958423654558,215.85056916021784,236.1253818137526,,,,209.61652282279283,205.31474301179904,,189.36713704703533,,,204.01043535372696,194.5232676078303,207.87611858628344,,,,206.57217418628076,215.50499994421693,,,201.9120829344204,,201.35254999199157,196.15797549993223,,193.81742460065146,198.98188708248222,
2,1999-12-16 22:07:33+00:00,185.5050722255433,154.91739290238002,,179.89557513270725,,,157.8291367598209,,169.8607332295647,,,160.2124724221746,160.967729988238,,155.7962885596373,,155.6184940808337,,,152.00027749576452,,,,,159.82665955930318,165.17193599910001,,162.70593401483094,166.88195920171555,179.73710580595016,175.96615944207824,,175.95232568865845,,192.25056764148124,193.79328623012285,,,197.06933705851048,,,,,,177.42571679777572,184.00652294698992,177.75105937457568,176.85761705336935,176.25087893644124,174.1786605674591,,,183.52077533167042,,185.85607924016017,,190.40390337350897,190.70975070356923,,184.77767325864085,,174.2359794701049,,171.65236825228175,172.9044615687187,186.44214018315785,,208.97167740858683,,197.02249418971746,187.05341073107024,,200.6592354121636,,216.70098536701533,,210.4754634754716,183.45730999595364,,163.84214217441954,,176.02647284096932,174.06334712669917,,183.11033327354224,200.87089621182892,,205.3059965676334,197.46024711111147,189.79729434228952,,190.8854325970249,171.12529388797853,,169.1944726598372,,172.6252614223522,171.08363006503123,176.7147425543177,179.51158997614712,
3,2000-02-18 22:07:16+00:00,205.24830252721176,,,179.48138728819706,,,,183.21752121949467,191.4597988922987,,,175.51682337973782,174.24527838743862,,170.83360291268886,,,,163.58954544670974,,176.22471226684263,184.0871035001194,,169.85138615942006,,,171.04081064859787,,175.42742386887917,166.31944003722424,189.50418247339533,,190.51564317461953,,,,,,209.19847850323652,,,,,186.95127345291044,,192.22109831662686,,199.60026921660264,,184.30804117250372,,,,205.77993792761555,,,206.90093607814038,,209.39645558891596,,,189.57051092806805,,193.30341036725022,,197.6938149488492,220.10083683312814,222.0111081767755,,197.0723946661439,191.20684886860477,210.6439335133086,,210.98223891995536,211.30896088259243,218.66372799107526,,,193.9367784166152,,188.52837574902497,,197.20280180043136,223.31694926749617,,212.74679748862425,,,212.87819414063645,198.46513314036488,223.2639257261875,,180.06482620165522,192.80233469656548,,198.4105430586369,,196.79183628098417,194.53294013831746,,
4,2000-02-25 22:13:25+00:00,135.30104566199043,,,,,,138.05579508721252,,,,,134.37310458462815,,,130.72160424030182,,133.00125974489902,142.18431190029617,,139.3993005134888,,,,,147.12780867938784,,142.46738451059844,142.48395712237792,,143.4482445218569,151.75830471191244,149.09666152685986,,170.0122166849807,174.9563735108911,184.3910112769385,184.62666338106774,,,,,150.62144288018592,164.99781466412242,162.73978854410848,157.98599156284624,,174.14611741709095,,,209.6596984219579,,,,,,,,,,,,159.86270113925215,,,184.95776843404389,,,,,,,,,,,,192.20029525065456,166.1864775721859,167.80422807588027,146.8389655128731,122.74581388622073,141.8225239300697,150.1384137075994,,,208.4161320254791,,,159.97902470390744,,,,,,146.59516340506394,155.10390537693598,160.3199448156082,152.21307103667627,157.23479479043024,164.76960927919086,167.66696509453746
5,2000-05-08 22:06:44+00:00,139.80800900565245,,,,,,152.20017843313144,137.56929174775897,,,,147.50566249495677,162.74229289198695,,149.75050916109234,,150.14801144593753,,,153.5505236623112,,153.09666190828554,,152.81730381135975,160.74451777369322,142.1165899527706,,139.83096542669122,,161.84867833677544,162.4931834900219,168.04682135904923,181.00951565539108,177.84079187873215,173.52529817784279,183.9843296511303,182.82709034500496,,158.64767787273644,,144.14512161507471,161.57014178986392,172.08804794060478,178.35858623557195,179.60795058941522,,188.87553067019553,,,177.46812711037558,,191.68470382788297,191.2176089428672,195.8754687576772,190.81197836891334,,173.85310665142256,,,165.80329179297306,,177.06004570978143,,184.2785623798904,,174.79609472234557,180.955986570335,179.7455195014035,185.33617824158344,189.56871252071477,196.76164723534507,195.78100749093778,,202.22710731712414,,210.09596563505931,,172.64111986050892,,146.4178383774469,,168.25837828363998,182.71821975914418,188.066106257979,189.1626247363447,,204.71277650986735,201.50402606046174,,178.77492917700266,178.41225126185154,183.83079722526773,173.31001346846298,173.24993774709506,172.6644042826449,,168.83796008992607,170.86407155065305,169.98743640328047,175.21093502830112,179.18393048030012
6,2000-05-15 22:12:54+00:00,,,,,,,158.17642731129018,170.83091098626286,,,183.55701398013176,167.75090162867403,161.9397531666778,,,,159.42635628709917,,,,165.5198111912616,149.39014722053022,,,175.57639192765737,,152.7157258841158,,172.77685091987237,,,,181.7777202355042,181.1225636116818,189.70298152165782,,181.69539892571984,191.9914143273943,,,171.47203014852246,189.4219149763605,179.2765980009237,181.01051974350767,196.47659804061695,200.61565268542498,190.8637995181907,,189.544707135181,186.95470190659373,,205.7599193388748,,200.31478648911227,,,166.2849875266245,,,173.63389991810558,172.7929560005672,182.95232408962764,178.48910747992363,188.53250749054547,,172.10549670424604,185.38042454756186,196.7246650342392,193.5365692307529,,,194.1286334425985,,208.76331779051011,,211.88522796769513,203.89118428316098,194.2875820176978,,,,173.384788766345,190.87778771621245,,193.32128331782886,204.46582128653583,,205.48405650040573,188.2013741915937,189.30445525553017,207.69023820166984,202.8429623348764,172.049275844251,,175.49184217450392,,161.5941841162629,168.9812616953082,174.28484853416998,181.86246397077178,184.4000186452563
7,2000-05-31 22:12:42+00:00,159.2425332552955,59.86294841579009,,,,,,,,,165.00777330933238,173.49392700206874,186.1631858940328,167.27146011792786,123.00156491697409,,165.40052235456216,,,163.47469941425402,144.34848716951674,143.44139027586706,,,158.45076226691637,,163.4841279343299,156.49455134942394,148.19427994166716,162.56129059158843,179.34459093881097,188.5672945467118,192.80148934490427,178.8303005564873,176.3181857004798,178.72878671148285,179.31248165879418,196.98648643144273,,,,,180.66764863634447,180.73286223628466,180.2015068077555,194.54430687520903,204.47324142090946,,193.98879825747963,187.7696640656224,,193.452782715851,,202.28166784949408,204.9351624380247,184.41565344846003,182.039739952842,187.03772943202512,197.25696263732598,178.76371257389508,175.0843716613987,169.43109903546525,,,,191.17070989349352,,,,156.910610057487,181.40706919370106,195.93073170481915,,202.78548463215014,204.8896928468049,220.56104342216938,,180.3448822914663,183.72467129157152,162.90318814854328,154.68650318271142,173.8747599390225,176.52947256413032,163.60776029018785,185.98086986531504,198.22137019837518,200.13327481903497,186.2343223243693,194.7796872538749,203.47840002100045,201.83337233509587,203.31241349256268,174.2725533333178,,,,163.69908616902023,166.71167388244294,168.04164071318465,175.2289796419886,178.3605428922273
8,2000-06-16 22:12:38+00:00,,,,,,,,,,,,,,,104.99499301998536,,,,,,,,,,,,,,,,,,,137.02234197156673,135.42572212708998,,137.8672976135289,135.30829170847682,94.27273577217159,,,,114.00727850418353,,129.24158708792768,,,,,134.3182852124635,135.96077650566986,,137.83801084117178,,129.67205465627498,,,,,,,,132.19095029938728,,,,,,,,145.76976057259276,,157.8052440075487,,178.97005075558152,,179.55800551622525,,,142.8643780793923,113.25117076660167,,,,,,,,,,,,,,,,144.97216708736096,,,,
9,2000-06-25 22:06:19+00:00,,,,,,,,,,,,,,,135.9161925323992,,,,,130.17512007482347,119.03449713799259,,125.11868640284683,116.26458949805951,118.79556724229963,,164.41613307464212,,147.71097952380623,153.41892583313756,,,166.54502169638866,169.98958133751182,169.62884934770852,166.40850442975724,,153.0531871749063,146.3572440107616,,,124.97757429954447,166.04576305988115,,178.94082058881676,179.27247155353777,181.03771924646827,185.21043022506888,181.94292769318233,,192.71996835373835,194.0514492866387,,182.27397582181177,174.5004413736167,165.64052701300602,165.66231720730897,155.12698694269125,,147.15873530017956,,,,,,,,,,153.14614324389248,,,177.31771451828388,209.19592941139285,215.65812841544462,206.03321518218638,189.17943778907735,,164.87275436171132,,,174.59566759084495,168.5084196993469,,,196.25759716791595,,195.96247516518616,,185.7801938950899,186.69205448110677,184.9187841837572,150.17005267328946,,,172.66268419618032,183.93615055677384,168.85850660344425,192.21086458178536,187.07326333640307,196.14464295333747
