,dates,chi0474-0000,chi0474-0001,chi0474-0002,chi0474-0003,chi0474-0004,chi0474-0005,chi0474-0006,chi0474-0007,chi0474-0008,chi0474-0009,chi0474-0010,chi0474-0011,chi0474-0012,chi0474-0013,chi0474-0014,chi0474-0015,chi0474-0016,chi0474-0017,chi0474-0018,chi0474-0019
0,1985-01-25 14:05:39+00:00,,,,,,,,,,,,,118.9021650261462,,,156.49715588656352,181.56230315276997,,175.23240135878666,185.15983775066564
1,1986-08-15 14:03:05+00:00,189.35068972797126,,197.07249903453143,175.2052521698653,151.00043401617285,,,165.11118919059453,,162.18426267717683,177.3196097452691,182.8970453794054,,,215.16453376758707,194.8160861155427,212.17058383344053,205.20428110002936,189.9130437954235,200.5272553088723
2,1986-09-25 13:55:30+00:00,154.87726161431002,136.94673733457017,,,,,,,,145.7357064205669,,,139.05428822815236,161.49717063177104,179.6449919530321,174.0498989292727,185.88311866280185,183.84334139310488,184.60592327451766,209.93236567580573
3,1986-10-02 14:01:27+00:00,,,,,,,,,,,,,137.2749707177027,194.63506871844464,196.02667625221005,177.87235421176104,188.84133917084912,187.08942541513264,192.25959573015305,217.84183012137427
4,1986-10-18 14:00:56+00:00,164.6431525441702,160.6872011983459,,,,,,,,144.66186399706547,139.06710751325045,157.6433475693547,136.3354715184976,164.11358789578128,176.25656031712182,176.97805707520453,191.4525964470151,188.71916705718024,184.47943613881813,203.96784470188746
5,1986-10-27 13:54:26+00:00,188.51377784327565,195.30897032200426,199.66259851794396,165.5802992626411,152.35996120568038,159.93275572626237,142.27731219149433,187.47558628296517,180.47024501592762,194.0350274491986,182.18521613322056,178.178173811353,141.86321837095522,179.29499075052175,190.03361537300927,190.0326057636437,196.37106172417185,194.17979069004727,189.71382687297123,211.87055200690884
6,1986-11-03 14:00:21+00:00,195.93166194122134,194.2263227493535,206.4152537694965,184.9202122388977,172.50496429734173,175.4605512571903,158.8572649988736,200.06821423644314,203.51514071834256,192.27406372623844,197.56684017293028,191.98337549958833,,182.14467131293745,203.65531954041228,192.67625484539604,210.37629336288103,200.76480652021144,195.0151914151868,210.6183883178003
7,1986-11-12 13:53:50+00:00,191.29674785621853,188.48009366287113,189.63990306773866,173.5890333801284,178.9008543790611,158.46499202534773,152.64461936559115,180.93219383413694,171.38234046296182,173.54961393309847,178.81245935828395,186.6122104338469,170.95260119162734,167.92563106487685,190.05268154248859,181.64460068568266,192.00500225066153,195.94835933370976,188.89057798591435,198.04818440521345
8,1986-12-21 14:00:25+00:00,189.30770972077778,201.08344870876076,195.43230714881636,145.55461865589427,,143.76515946574096,121.53321646859399,,159.1717869236018,181.06114424264538,165.46330207401004,182.75316948715638,,162.0323025759304,184.44093499004924,,,,,
9,1986-12-30 13:54:30+00:00,194.1599402161829,200.9974668989016,222.08734162457628,,207.40687645235477,187.68513747378717,,200.2169784398869,200.5393611143435,194.38294146287944,197.35960458610992,204.37494308422427,177.37095444823586,182.40161625097292,209.07010251506924,208.96642803944061,216.71035510274035,213.0969288692202,205.06693370567152,219.50564712749008
10,1987-01-06 14:00:54+00:00,,,,,,,,,,,,,125.88863321812177,144.54565125172434,,159.3333362440732,186.2079213342126,,179.225964681026,198.91949509036684
11,1987-01-15 13:54:59+00:00,158.3345590920667,,,,,,,,,,,,130.69860198765224,150.12275479807917,,159.859109609465,185.53356080785608,182.8560867645739,183.02052829581237,198.39689540024239
12,1987-01-22 14:01:21+00:00,198.34364137488961,195.53903139908434,200.30552010189618,,206.14360777149767,193.46228216099001,,188.13372016668683,166.3918210585299,,188.8808206240185,,156.65958270712957,,203.45878841123232,191.34023796677224,205.53922607510123,207.89223946839525,213.0175188176848,217.53840061878995
