,dates,chi0117-0000,chi0117-0001,chi0117-0002,chi0117-0003
0,1985-03-05 14:07:53+00:00,196.90135600865983,208.36364392492885,208.95137631509056,202.95453768734822
1,1985-03-28 14:13:37+00:00,198.69697731878352,211.80941258070618,215.51960638528465,201.7769849644155
2,1986-02-04 14:04:23+00:00,206.3416088459843,215.3355563135437,217.41850929480208,210.02812325175427
3,1986-04-09 14:03:01+00:00,175.83605538598695,,,
4,1986-08-31 13:58:29+00:00,185.04552874386061,,174.23189598356896,159.92196105313695
5,1986-09-07 14:04:01+00:00,193.65427022242113,,176.26189447800422,168.86292867242327
6,1986-09-16 13:57:58+00:00,195.48266830505884,201.62690589086498,185.56197600426862,186.1291615545319
7,1987-01-29 14:03:22+00:00,197.44728882042563,209.56236444779316,199.99833496090417,195.6592554534177
8,1987-10-21 14:05:01+00:00,199.01213941518995,204.02667285975843,192.37906007765486,187.90609972390587
9,1987-11-13 14:11:17+00:00,211.34726312550535,214.14744008278063,211.30328876176955,206.86565084849764
10,1987-11-22 14:05:40+00:00,197.08851532502612,204.14732799315735,200.33555911755283,192.688160867201
11,1987-11-29 14:11:33+00:00,206.3618097309668,215.65820958282097,212.12389353143058,205.3215225522681
12,1987-12-08 14:05:53+00:00,195.33273317516915,206.66707324768083,197.61152745410507,195.2820892757392
13,1987-12-24 14:06:08+00:00,201.90516380336496,212.72943551314287,209.67116951848777,201.39437640714078
14,1988-01-25 14:06:43+00:00,199.1986880733335,214.09522392512628,216.72770961771005,211.2445352758399
15,1988-02-01 14:12:38+00:00,,,,
16,1988-02-26 14:07:12+00:00,201.22717210438879,212.5736832583459,213.8965210075043,204.4909040340848
17,1988-03-13 14:07:22+00:00,196.80891881440883,,,
18,1988-03-29 14:07:29+00:00,192.57423782991648,,202.42899205803562,188.70663710413947
19,1988-04-14 14:07:33+00:00,203.99678611121425,,212.03046750257954,193.03119806988855
20,1988-08-20 14:08:12+00:00,186.07670423586015,,172.54396931431677,
21,1988-09-21 14:08:10+00:00,204.32466049548904,207.2852479851133,193.62077995241708,193.61088683153852
22,1988-09-28 14:13:52+00:00,197.3819906651899,200.340235977887,187.27917624671534,193.01876210021413
23,1988-11-08 14:08:03+00:00,197.9633513807849,204.58165898784947,198.6959296776385,199.1598729771603
24,1988-11-24 14:08:03+00:00,195.69988820080894,198.54097904995817,189.77186174546688,190.71054117773787
25,1989-02-28 14:07:14+00:00,190.19099484102412,201.83401128337428,204.1046254385983,192.02529701871276
26,1989-03-23 14:12:09+00:00,191.61196497959304,,192.11782476709973,182.97237719560002
27,1989-05-03 14:06:13+00:00,198.10524964207087,,190.85488849765684,
28,1989-09-08 14:03:37+00:00,200.9853698721145,208.35352341998666,207.44286551453797,199.39641698454284
29,1989-09-15 14:09:03+00:00,193.50458252767382,205.2200757926565,188.6298927847276,188.18310044034197
30,1989-09-24 14:03:11+00:00,202.8469107675593,212.1635791957711,207.68311716139814,201.24847061224605
31,1989-12-04 14:07:01+00:00,212.2217693241308,215.92730594003143,206.80880759154078,198.7770934142525
32,1990-02-15 13:58:56+00:00,197.49785236770114,205.99431482090708,200.70375940460596,197.32663053817572
33,1990-04-04 13:57:29+00:00,200.33926091887147,,197.25873696633434,188.88312404892199
34,1990-04-20 13:57:41+00:00,202.3741520503651,,208.2485486591662,
35,1990-08-26 13:57:21+00:00,205.24421213936773,,206.65023334614534,191.30880305027813
36,1990-09-11 13:57:18+00:00,193.43974546742254,,189.86093812792132,190.5027840585386
37,1990-09-27 13:57:10+00:00,207.97606824679693,213.0670255582247,212.87052719528964,203.9555759276678
38,1990-10-04 14:02:47+00:00,184.29539654092648,198.19922196811157,186.20914410921296,188.07645804970556
39,1990-11-14 13:56:57+00:00,195.56725295380738,212.84044248240366,204.78919513062687,203.58510266535853
40,1991-01-01 13:56:55+00:00,204.08274325147806,206.24548865572166,210.1142841132925,
41,1991-02-02 13:58:00+00:00,190.1683588552749,200.65682717401432,203.75564191699175,196.0102090524894
42,1991-03-06 13:58:38+00:00,190.63004355264005,,205.19642592017635,198.58298248449503
43,1991-03-22 13:59:00+00:00,199.70720501982197,,212.337227236037,202.71360288853458
44,1991-04-07 13:59:13+00:00,202.6532083679345,,220.48549205718692,202.07848410528422
45,1991-08-29 14:01:07+00:00,185.68794201758354,,,208.3940124646935
46,1991-09-30 14:01:25+00:00,,,,
47,1991-12-03 14:01:54+00:00,205.4222649201021,215.77099317580678,225.4144970959079,215.16235755355086
48,1992-01-20 14:01:43+00:00,203.35361675845823,212.66345531312044,217.6076202028229,216.11594058409656
49,1992-02-05 14:01:40+00:00,191.91611112612333,201.25785805182068,210.9717911847763,211.6506505919819
50,1992-09-16 13:59:32+00:00,205.61980350606146,,215.55658076117857,206.35741867610494
51,1992-11-03 13:58:42+00:00,203.39604373851196,214.55144171604763,214.86738214119057,211.22566365629442
52,1992-12-05 13:58:39+00:00,197.76457611473182,209.03212339597982,215.78741083205819,209.60516619316485
53,1992-12-21 13:58:49+00:00,191.3675728254513,203.96346618602018,208.07470462676898,204.7544154759924
54,1993-01-06 13:58:59+00:00,208.33991497856965,216.31179902054276,224.95279117356822,215.8027280114739
55,1993-01-22 13:59:11+00:00,203.17136227624198,221.06239358590517,222.51895722475695,211.81486303815726
56,1993-02-07 13:59:21+00:00,187.93727945723427,197.95329669544856,210.32831937626025,205.89374854163225
57,1993-02-23 13:59:25+00:00,200.41927571418358,211.61956114872362,217.21046049794163,209.9792628528783
58,1993-03-11 13:59:37+00:00,187.41034418445977,,211.1672267862124,201.48387881802395
59,1993-03-27 13:59:37+00:00,188.04711812645587,,,200.88512611489256
60,1993-04-12 13:59:45+00:00,185.491623296354,,,195.16726915582677
61,1993-04-28 13:59:53+00:00,184.98186827509846,,,
62,1993-08-18 13:59:50+00:00,,,,
63,1993-09-10 14:05:35+00:00,205.51889637943017,,210.3600073018174,208.6953616525776
64,1993-09-19 13:59:47+00:00,197.18058125209438,206.29049957462203,205.35231790543702,195.30562383658716
65,1993-09-26 14:05:32+00:00,200.15874647670506,217.3990450839525,219.07247642404164,216.57132033606626
66,1993-10-12 14:05:27+00:00,196.9987147225869,208.60516308629363,214.43085792797413,205.3905159153013
67,1993-10-28 14:05:21+00:00,216.04265271967452,228.83262773155332,230.88637920083133,217.47749955163457
68,1993-12-31 14:04:51+00:00,204.1646977674628,213.58103134758852,220.38438114049714,218.9889237765018
69,1994-01-16 14:04:36+00:00,210.61056496459895,228.39043818579717,233.38665585386514,218.18519224822006
70,1994-01-25 13:58:43+00:00,203.16991770255623,212.39842767334198,219.986903045526,212.7717085917012
71,1994-02-26 13:58:19+00:00,201.0085179109698,,214.20757190132178,206.84349677538356
72,1994-05-01 13:57:14+00:00,199.88785619547957,,,
73,1994-10-08 13:53:20+00:00,206.44865206264421,213.16266714065873,214.95656411847108,205.10806113076984
74,1994-10-15 13:58:53+00:00,217.692941144779,234.69215591882704,235.90739429251124,218.5781542528102
75,1994-12-18 13:56:47+00:00,194.87448345414552,206.8447727979108,221.8552851286474,215.56501431155226
76,1995-01-03 13:56:15+00:00,192.61644887920644,199.0999855341872,208.15992131233168,206.45763888518437
77,1995-03-24 13:53:04+00:00,216.25600974202547,,232.55917494570386,217.76531561701978
78,1995-04-18 13:46:16+00:00,181.87479118967022,,,
79,1995-09-25 13:38:53+00:00,186.96898449550295,,201.05324455173582,200.39471613539376
80,1995-10-11 13:38:02+00:00,193.27531208068646,203.01468579662478,205.83195226110053,198.56154371470376
81,1995-10-18 13:43:25+00:00,207.45768110360103,224.08988112469703,222.9670695699704,219.95418838180123
82,1995-12-30 13:39:37+00:00,205.12061375705383,215.3026845176309,219.3281006341517,212.0014604775675
83,1996-01-15 13:40:45+00:00,214.52887077352165,215.26622689934635,219.3074788979958,213.27298008792346
84,1996-01-31 13:41:53+00:00,206.46008909378625,,225.7002325647051,216.1944233991785
85,1996-02-16 13:42:59+00:00,199.10315089029808,,218.77813207978832,209.5194334081284
86,1996-03-03 13:44:03+00:00,196.79374376378848,,212.1629091798683,201.1520106122099
87,1996-03-19 13:45:05+00:00,190.30210290607775,,,193.83458835753095
88,1996-08-17 13:59:22+00:00,,,,
89,1996-09-02 14:00:15+00:00,,,,
90,1996-10-13 13:56:40+00:00,194.08543302428595,205.70501324260601,207.7226575025794,200.454655940345
91,1996-11-21 14:04:18+00:00,213.56634140632494,218.0582577542018,224.50502354665565,219.15637130618205
92,1996-12-07 14:05:06+00:00,,,,
93,1996-12-16 13:59:44+00:00,213.8838686840658,221.65540746427078,226.39478550842392,216.2110834395387
94,1996-12-23 14:05:51+00:00,,,,
95,1997-01-01 14:00:30+00:00,206.46248048282735,222.1941986703209,228.5464317964682,217.71364698049544
