,dates,nzd0232-0000,nzd0232-0001,nzd0232-0002,nzd0232-0003,nzd0232-0004,nzd0232-0005,nzd0232-0006,nzd0232-0007,nzd0232-0008,nzd0232-0009,nzd0232-0010,nzd0232-0011,nzd0232-0012,nzd0232-0013,nzd0232-0014,nzd0232-0015,nzd0232-0016,nzd0232-0017,nzd0232-0018,nzd0232-0019,nzd0232-0020,nzd0232-0021,nzd0232-0022,nzd0232-0023,nzd0232-0024,nzd0232-0025,nzd0232-0026,nzd0232-0027,nzd0232-0028,nzd0232-0029
0,1999-12-25 21:58:52+00:00,202.7334843469848,205.21411392694176,199.90722151095076,196.64889512492053,,210.84410296013502,,205.92333591465274,,210.05629790423882,206.4472430272759,,193.85771106132165,191.11677729606518,201.49882587180124,201.3351013727806,193.91992565098585,,195.9856738864306,,183.0919650107397,181.17378662623526,173.563006288368,193.54096847101155,,198.27194254038267,185.26674261067356,196.78051245992907,203.09325326529907,198.70796079508466
1,2000-01-10 21:58:52+00:00,223.30106639371846,219.41461295238562,208.7927306983733,205.37841876565236,,222.2026616078142,,216.45981059309665,216.1129459625951,226.43095748593691,220.22647583808504,,177.31122571094792,197.6003473640462,221.08257569179304,217.56637612350417,218.85141428693004,,206.58630678989473,206.4620210860463,,,178.60763334592178,181.9598278808888,197.27400708983654,200.2885925540122,197.86409497582332,210.75913442706664,220.1804165496262,212.8315527633088
2,2000-03-14 21:58:35+00:00,,,,,103.3707661270701,,,,,,176.3052611995141,,152.13868354761502,,218.87344287584392,,,,,181.64550361841384,177.72398194555586,169.4807606125883,,,,176.82945799629812,186.33723803649931,,,
3,2000-03-30 21:58:33+00:00,,226.92413254995157,206.33308167099264,203.4662039112595,,225.20862410676006,,221.47845013317652,222.37239547702964,216.77517924365804,215.38129383676892,,,213.2067846786321,200.58517987059244,200.76695788742197,199.4588561679792,,199.2671021407319,204.20810440093047,199.54192498088875,195.0029596578464,194.55033526460556,196.87200628429258,195.78302225092128,198.62875576922363,204.74100029460294,222.0180745056385,231.19261354356416,
4,2000-05-17 21:58:07+00:00,,,186.2907420633557,187.5302249419688,168.1274643680482,,,,187.72506498141934,184.14788550439562,185.0672809887588,,,,,,,-20.367203148920286,,,,170.31765725831758,153.07788229090528,,,,,,,
5,2000-07-04 21:57:38+00:00,222.9875348905008,221.36475882112515,198.26983061856,200.1168662979822,197.84042434851486,212.79152195227218,215.09667614547973,215.13585236964127,213.44210232993657,193.34872985544408,185.31009412269205,,,,,,,-39.98870103428871,,199.80790221818847,190.07318416554904,177.9046041549092,174.72186788125578,,,,183.3899701487793,200.27994225340655,209.9598322781848,217.3162860649938
6,2000-08-05 21:57:08+00:00,213.349441266472,197.91220400167012,186.44953107946625,178.26849962193654,167.59241364313047,205.5764761298583,189.59115099043223,209.0911604520896,214.23469757762095,191.42663762969488,176.6919563571844,166.79589585390863,,,,,168.44630372895324,,187.1629479244755,182.5254745863047,170.25210362288934,160.38120244100614,176.72116329094825,181.24287707863886,179.82523498321322,171.54510006771088,,196.08726309703542,211.72406803871098,201.45785203431052
7,2000-11-09 21:56:21+00:00,208.6701718722812,207.42573157721867,213.78834687348737,221.95084921241406,212.80812135882917,232.06501624726204,,209.62932027735528,,,183.41267536942073,194.82174426094318,213.7929126039802,,,,181.66971861383112,,180.87349330138068,182.57562109644633,175.4730513786983,166.72850589893204,,,176.27281101051466,217.0297690003724,215.9588351434733,205.25884712148607,,208.6880707521452
8,2001-03-01 21:56:21+00:00,,,,,188.45918012157483,,230.21321023823776,,,,,,,241.70054070327697,210.1874247554829,194.0479285626283,,,,,209.87506209469151,214.63648665862237,,,,,215.6455806024668,,238.7954332357417,
9,2001-03-17 21:56:16+00:00,,,223.8459792108205,,196.44006592761474,226.3715990226499,238.9114539142502,,251.57534728472774,,,,,222.6100413759055,215.30760037599723,209.10182846824182,,,,,216.29796947136458,203.4170108276876,,,,,227.7133688712165,,237.31463824892836,
10,2001-06-05 21:55:40+00:00,185.05986328339964,192.32664230442256,,,,,,,,197.49674144544164,193.08666839486173,181.23580451169798,176.43553492277852,167.5390963120474,179.4137156792065,,166.690496982796,169.89989157837488,164.60874330284528,182.90007429216791,288.9269875149923,255.86274002364547,220.95100073666015,220.94334414144913,202.31052734000698,,,210.46385922604222,208.99366976848924,
11,2001-08-08 21:55:01+00:00,,220.6383331796815,224.065319632034,231.49561099058127,206.9158698111533,,,,,207.8796726084519,192.41266360629507,186.98178727843145,180.94784021529978,172.9642681373383,180.17947615569224,197.0548845744569,207.8664213873235,218.25902622645557,218.0089276511213,214.37987558522582,217.5947049678742,208.84887769946485,199.2581181871466,199.2432712085393,203.29939853241095,216.8459163657912,,211.72859477436958,210.83569102052277,205.88226726386767
12,2001-08-24 21:54:48+00:00,,211.08922193676057,221.2595169502052,208.8820288293743,155.62050100349916,,,173.8956687274207,,199.22400233743747,181.75134551138476,166.7109956554106,159.5328775073682,168.45720404903125,171.66584936431093,190.02928444743938,195.68206838508266,193.23670541167706,188.4092678609766,187.97064009228168,189.3331569475985,187.87735814139526,193.47519890711197,192.1579109913851,180.3012505539512,192.2157463267018,,193.15516878350564,188.0229871270397,166.59745145382564
