dates,satname,nzd0047-0000,nzd0047-0001
1999-08-17 22:10:26+00:00,L7,373.84,376.43
1999-08-26 22:04:21+00:00,L7,370.66,388.42
1999-09-27 22:04:25+00:00,L7,371.74,
1999-10-04 22:10:38+00:00,L7,379.79,384.07
1999-11-14 22:04:18+00:00,L7,373.37,388.29
2000-01-17 22:04:11+00:00,L7,402.12,395.58
2000-02-09 22:10:19+00:00,L7,380.93,391.78
2000-02-18 22:04:05+00:00,L7,383.33,388.36
2000-04-13 22:09:54+00:00,L7,403.70,402.71
2000-04-29 22:09:53+00:00,L7,393.77,402.61
2000-05-15 22:09:42+00:00,L7,396.88,395.08
2000-05-24 22:03:22+00:00,L7,393.87,399.55
2000-06-16 22:09:26+00:00,L7,379.36,398.46
2000-08-03 22:08:44+00:00,L7,381.62,386.65
2000-08-12 22:02:30+00:00,L7,396.44,400.68
2000-09-04 22:08:22+00:00,L7,376.76,380.91
2000-10-15 22:01:32+00:00,L7,376.27,388.40
2001-01-03 22:01:48+00:00,L7,401.59,409.10
2001-01-26 22:08:07+00:00,L7,391.79,401.03
2001-03-08 22:01:45+00:00,L7,398.39,394.31
2001-03-24 22:01:35+00:00,L7,403.29,402.74
2001-06-03 22:07:16+00:00,L7,407.03,420.32
2001-06-19 22:07:05+00:00,L7,410.34,415.56
2001-06-28 22:00:45+00:00,L7,403.50,412.23
2001-08-15 22:00:14+00:00,L7,414.97,420.17
2001-08-31 22:00:05+00:00,L7,401.46,405.38
2001-09-23 22:06:03+00:00,L7,,
2001-10-02 21:59:40+00:00,L7,401.81,402.29
2001-10-18 21:59:42+00:00,L7,393.76,391.24
2001-12-21 22:00:05+00:00,L7,401.90,403.54
2001-12-28 22:06:14+00:00,L7,399.64,409.06
2002-01-22 22:00:16+00:00,L7,399.72,406.35
2002-02-14 22:06:29+00:00,L7,398.81,400.86
2002-03-27 22:00:13+00:00,L7,409.39,398.44
2002-06-15 21:59:55+00:00,L7,384.32,393.59
2002-06-22 22:06:03+00:00,L7,403.23,405.86
2002-07-01 21:59:51+00:00,L7,387.43,396.98
2002-07-08 22:06:00+00:00,L7,390.40,393.57
2002-07-17 21:59:44+00:00,L7,400.40,408.96
