dates,nzd0047-0000,nzd0047-0001,satname
1999-08-17 22:10:26+00:00,375.69,379.63,L7
1999-08-26 22:04:21+00:00,373.79,385.09,L7
1999-09-27 22:04:25+00:00,375.67,385.09,L7
1999-10-04 22:10:38+00:00,375.18,381.24,L7
1999-11-14 22:04:18+00:00,375.28,384.00,L7
2000-01-17 22:04:11+00:00,378.88,384.50,L7
2000-02-09 22:10:19+00:00,380.16,387.72,L7
2000-02-18 22:04:05+00:00,381.46,389.59,L7
2000-04-13 22:09:54+00:00,388.75,393.45,L7
2000-04-29 22:09:53+00:00,388.83,393.66,L7
2000-05-15 22:09:42+00:00,391.78,393.11,L7
2000-05-24 22:03:22+00:00,392.26,394.35,L7
2000-06-16 22:09:26+00:00,390.77,395.08,L7
2000-08-03 22:08:44+00:00,389.76,396.65,L7
2000-08-12 22:02:30+00:00,390.46,395.61,L7
2000-09-04 22:08:22+00:00,389.64,394.68,L7
2000-10-15 22:01:32+00:00,387.75,395.57,L7
2001-01-03 22:01:48+00:00,388.69,396.88,L7
2001-01-26 22:08:07+00:00,390.33,399.53,L7
2001-03-08 22:01:45+00:00,395.28,403.88,L7
2001-03-24 22:01:35+00:00,397.57,404.85,L7
2001-06-03 22:07:16+00:00,401.43,407.26,L7
2001-06-19 22:07:05+00:00,402.28,407.53,L7
2001-06-28 22:00:45+00:00,401.92,407.29,L7
2001-08-15 22:00:14+00:00,403.96,406.91,L7
2001-08-31 22:00:05+00:00,403.27,406.12,L7
2001-10-02 21:59:40+00:00,403.54,407.50,L7
2001-10-18 21:59:42+00:00,403.23,407.06,L7
2001-12-21 22:00:05+00:00,402.73,405.52,L7
2001-12-28 22:06:14+00:00,402.49,405.68,L7
2002-01-22 22:00:16+00:00,401.81,405.28,L7
2002-02-14 22:06:29+00:00,401.44,405.89,L7
2002-03-27 22:00:13+00:00,402.98,405.60,L7
2002-06-15 21:59:55+00:00,400.57,404.75,L7
2002-06-22 22:06:03+00:00,399.76,403.36,L7
2002-07-01 21:59:51+00:00,397.89,401.63,L7
2002-07-08 22:06:00+00:00,396.36,399.68,L7
2002-07-17 21:59:44+00:00,396.44,400.11,L7
2002-07-24 22:05:50+00:00,394.76,398.21,L7
2002-08-09 22:05:46+00:00,392.77,396.92,L7
2002-09-19 21:59:11+00:00,389.01,393.97,L7
2002-10-12 22:05:14+00:00,386.50,394.35,L7
2002-10-28 22:05:22+00:00,386.11,394.97,L7
