dates,nzd0047-0000,nzd0047-0001,satname
1999-08-17 22:10:26+00:00,375.69,379.63,L7
1999-08-26 22:04:21+00:00,371.89,390.55,L7
1999-09-27 22:04:25+00:00,379.43,,L7
1999-10-04 22:10:38+00:00,373.71,373.54,L7
1999-11-14 22:04:18+00:00,375.68,392.29,L7
2000-01-17 22:04:11+00:00,396.89,386.51,L7
2000-02-09 22:10:19+00:00,387.85,403.78,L7
2000-02-18 22:04:05+00:00,384.79,390.89,L7
2000-04-13 22:09:54+00:00,398.55,393.78,L7
2000-04-29 22:09:53+00:00,389.23,394.74,L7
2000-05-15 22:09:42+00:00,393.34,388.95,L7
2000-05-24 22:03:22+00:00,395.18,401.82,L7
2000-06-16 22:09:26+00:00,380.36,400.19,L7
2000-08-03 22:08:44+00:00,388.77,399.05,L7
2000-08-12 22:02:30+00:00,393.44,395.48,L7
2000-09-04 22:08:22+00:00,378.22,383.44,L7
2000-10-15 22:01:32+00:00,383.50,400.93,L7
2001-01-03 22:01:48+00:00,399.51,405.50,L7
2001-01-26 22:08:07+00:00,398.56,412.76,L7
2001-03-08 22:01:45+00:00,399.54,396.31,L7
2001-03-24 22:01:35+00:00,406.75,408.74,L7
2001-06-03 22:07:16+00:00,402.80,412.99,L7
2001-06-19 22:07:05+00:00,406.49,408.89,L7
2001-06-28 22:00:45+00:00,399.81,405.83,L7
2001-08-15 22:00:14+00:00,408.35,408.70,L7
2001-08-31 22:00:05+00:00,399.15,401.38,L7
2001-10-02 21:59:40+00:00,404.66,407.22,L7
2001-10-18 21:59:42+00:00,401.38,404.44,L7
2001-12-21 22:00:05+00:00,403.05,405.54,L7
2001-12-28 22:06:14+00:00,398.33,406.79,L7
2002-01-22 22:00:16+00:00,397.72,402.88,L7
2002-02-14 22:06:29+00:00,405.81,412.99,L7
2002-03-27 22:00:13+00:00,409.93,399.37,L7
2002-06-15 21:59:55+00:00,388.55,400.92,L7
2002-06-22 22:06:03+00:00,398.23,397.19,L7
2002-07-01 21:59:51+00:00,387.12,396.45,L7
2002-07-08 22:06:00+00:00,387.17,387.97,L7
2002-07-17 21:59:44+00:00,397.02,403.09,L7
2002-07-24 22:05:50+00:00,384.22,387.71,L7
2002-08-09 22:05:46+00:00,376.88,386.58,L7
2002-09-19 21:59:11+00:00,372.01,386.43,L7
2002-10-12 22:05:14+00:00,387.31,402.85,L7
2002-10-28 22:05:22+00:00,382.57,400.54,L7
2002-11-13 22:05:30+00:00,382.83,401.82,L7
2002-11-22 21:59:33+00:00,391.95,412.69,L7
2003-01-09 21:59:45+00:00,391.85,394.25,L7
2003-02-01 22:06:10+00:00,381.01,386.92,L7
2003-04-06 22:06:21+00:00,407.75,406.35,L7
2003-04-22 22:06:19+00:00,424.55,422.16,L7
2003-05-08 22:06:20+00:00,420.72,410.25,L7
2003-05-24 22:06:17+00:00,417.71,404.93,L7
