dates,nzd0494-0000,nzd0494-0001,nzd0494-0002,nzd0494-0003,nzd0494-0004,nzd0494-0005,nzd0494-0006,nzd0494-0007,nzd0494-0008,nzd0494-0009,nzd0494-0010,satname
1999-08-26 22:07:32+00:00,321.17,348.15,344.62,348.66,346.32,338.14,345.70,343.00,338.47,348.70,338.75,L7
1999-09-27 22:07:36+00:00,325.31,345.98,342.85,347.20,346.46,334.36,337.29,341.31,340.27,347.98,333.69,L7
1999-10-13 22:07:36+00:00,331.16,346.77,342.22,346.58,343.57,332.17,334.18,337.73,341.78,347.61,335.00,L7
2000-02-18 22:07:16+00:00,331.98,346.53,344.13,347.77,346.78,335.94,338.81,341.17,343.88,346.72,340.09,L7
2000-02-25 22:13:25+00:00,332.39,338.20,337.70,341.21,339.79,332.85,337.24,340.56,345.48,349.30,346.42,L7
2000-03-21 22:07:12+00:00,332.39,337.88,338.10,342.08,342.04,333.30,337.58,340.56,345.31,348.33,348.95,L7
2000-05-08 22:06:44+00:00,331.20,337.39,339.45,341.03,342.08,337.18,344.22,344.58,348.08,350.76,359.81,L7
2000-05-31 22:12:42+00:00,324.39,339.33,340.05,339.48,342.11,338.34,343.70,342.79,347.06,348.22,355.50,L7
2000-06-25 22:06:19+00:00,324.39,340.87,342.94,341.82,343.19,340.55,343.98,343.26,349.59,353.16,355.50,L7
2000-08-03 22:11:55+00:00,319.45,338.67,342.06,341.13,341.44,339.66,342.63,342.17,348.70,351.24,353.55,L7
2000-08-19 22:11:49+00:00,315.70,337.48,340.76,339.42,338.94,338.39,340.96,340.62,348.45,357.23,353.19,L7
2000-09-20 22:11:14+00:00,316.10,340.11,345.15,340.83,340.18,342.97,341.81,340.81,349.82,361.47,357.00,L7
2000-11-16 22:04:56+00:00,312.85,334.38,342.87,339.41,336.56,341.13,338.28,340.59,349.15,362.93,359.33,L7
2000-12-18 22:05:01+00:00,320.64,332.34,342.48,341.61,335.64,340.46,337.12,341.60,351.68,368.00,368.87,L7
2001-01-03 22:05:00+00:00,324.82,331.04,341.48,342.46,336.29,340.34,337.44,343.82,350.66,366.48,371.96,L7
2001-03-31 22:10:55+00:00,335.44,338.46,348.12,350.33,342.80,344.83,342.23,352.09,359.08,370.83,380.29,L7
2001-04-09 22:04:41+00:00,334.77,339.82,348.31,350.13,344.43,345.11,343.33,352.43,361.02,367.40,371.88,L7
2001-04-16 22:10:54+00:00,333.05,339.21,346.49,347.77,342.70,343.74,341.58,351.65,360.37,365.81,369.57,L7
2001-05-11 22:04:33+00:00,335.60,341.86,349.79,351.81,345.98,345.35,344.14,353.77,362.18,365.83,368.19,L7
2001-06-19 22:09:53+00:00,339.17,348.36,354.27,357.35,353.55,349.73,349.19,359.74,367.66,365.02,363.89,L7
2001-06-28 22:03:56+00:00,338.40,347.75,353.57,356.78,352.94,349.69,349.82,360.52,368.19,366.80,366.05,L7
2001-07-05 22:09:45+00:00,339.74,350.71,356.11,358.73,355.62,351.64,352.53,364.06,373.97,367.63,368.45,L7
2001-07-14 22:03:57+00:00,338.15,348.94,354.45,357.21,353.98,351.54,351.88,363.55,372.93,368.35,369.37,L7
2001-08-15 22:03:26+00:00,339.63,349.01,353.52,356.10,352.68,350.13,349.04,361.07,369.05,365.88,368.39,L7
2001-10-02 22:02:52+00:00,337.98,348.37,351.62,354.36,351.30,347.51,346.10,358.49,365.40,360.82,361.44,L7
2001-11-03 22:02:58+00:00,340.87,349.77,353.51,356.75,353.68,347.97,346.63,358.44,364.18,361.04,363.97,L7
2001-12-28 22:09:25+00:00,333.98,341.15,345.02,352.25,350.61,345.47,341.95,353.70,358.68,356.56,364.07,L7
2002-01-29 22:09:33+00:00,331.50,336.63,340.10,347.50,347.94,336.13,331.88,340.00,341.32,343.62,352.39,L7
2002-03-11 22:03:31+00:00,327.65,335.42,340.47,348.08,350.29,337.88,334.62,342.90,351.05,342.76,346.10,L7
2002-04-12 22:03:25+00:00,331.54,337.89,341.72,348.78,350.08,338.05,335.41,342.27,350.82,344.73,352.20,L7
2002-05-14 22:03:19+00:00,331.72,339.64,341.87,348.29,346.04,334.69,334.70,340.38,347.87,341.75,349.45,L7
2002-05-30 22:03:13+00:00,329.72,340.09,341.95,346.75,343.42,333.40,332.44,336.90,347.74,345.40,348.41,L7
2002-06-15 22:03:07+00:00,329.72,340.55,342.62,345.99,341.76,333.85,331.00,334.87,348.82,347.15,349.18,L7
2002-06-22 22:09:15+00:00,327.64,340.79,342.10,344.51,339.83,334.32,331.03,334.46,348.35,346.44,347.64,L7
