,dates,aus0206-0000,aus0206-0001,aus0206-0002,aus0206-0003,aus0206-0004,aus0206-0005,aus0206-0006,aus0206-0007,aus0206-0008,aus0206-0009,aus0206-0010,aus0206-0011,aus0206-0012,aus0206-0013,aus0206-0014,aus0206-0015,aus0206-0016,aus0206-0017,aus0206-0018,aus0206-0019,aus0206-0020,aus0206-0021,aus0206-0022,aus0206-0023,aus0206-0024,aus0206-0025,aus0206-0026,aus0206-0027,aus0206-0028,aus0206-0029,aus0206-0030,aus0206-0031,aus0206-0032,aus0206-0033,aus0206-0034,aus0206-0035,aus0206-0036,aus0206-0037
0,1987-05-22 23:07:44+00:00,238.96102872296112,233.88928082652046,218.43310967713902,217.6526646939157,218.16820260018198,214.77919831017917,206.42855427901523,204.9965346687725,194.657851265061,199.52589669518272,203.05557973238604,203.50263074799966,203.49833999960822,213.0504467649231,215.90804538629527,221.67191492320143,219.95659778092974,215.27507254726993,221.89593786158196,229.0178975859062,233.79393902485782,231.38077716340672,221.8430426836049,225.31710279937403,225.00127919695564,212.09414679868667,210.03356450174982,213.27988249548147,217.09922794331635,215.13623163003814,221.12130396499782,215.74459916528048,226.0547012184013,223.88685158229242,221.08602661675695,225.08574655618537,224.43090434153294,215.0360967756286
1,1987-09-11 23:10:29+00:00,248.76146528438466,238.5343104775414,220.35393035791967,218.7262739779419,217.39286291708444,229.46548908732206,229.56995093743453,225.8485254227627,223.40927911588304,216.5531292004508,214.67661436547834,218.65073073406091,218.7628381417457,226.30715198658964,242.72630233480945,238.07405507643412,233.83994275669403,234.07238012498888,233.1707182870469,227.84607564952915,224.7699225335818,220.87943296534172,209.6387436657601,207.07647815070115,207.19675838078138,204.54777070203397,205.52844586128114,210.46110344591966,214.2065583665508,216.96893449226644,217.4232477936036,220.9119943375327,213.15964744739352,209.1773204114324,207.51048982904481,213.89843220707468,219.895307473953,211.09312921259757
2,1987-09-27 23:10:51+00:00,266.00043621605334,249.2129662647132,233.04376101625735,231.94198299559008,244.2421449219686,241.03139315143994,240.71726533352165,240.35992441911284,242.7334318093467,240.0719304640221,237.21480989999125,241.6839240916758,241.89729320707707,246.02438439881752,260.1216643486546,265.548932487697,254.09973462327162,250.81372999991237,248.65559252474637,252.26742028328792,243.00411280305434,233.821384032725,224.26479323309943,222.72621316820744,221.69461040328446,212.59195511545215,211.0837717609455,209.5415866790183,214.80839501514578,216.0537036232971,222.67213501629124,217.04837230760134,211.1114283024571,205.6792723802435,205.4966401207609,205.45915339326797,208.34392611439168,218.38254539993642
3,1987-11-14 23:11:47+00:00,252.55918752631194,244.06510753115379,230.4625463023681,225.1212974342777,233.3395402734754,231.56792097406964,233.2305016778376,,,,199.40188573320438,202.4255461570175,202.41905862040795,205.69940990891598,218.58118595853222,215.58405787526016,229.54487510620402,230.20071977277723,230.6336621297589,231.9405876869587,225.57606558532754,220.98004934102556,208.6116884429428,207.0736514154459,207.03659422609593,191.8147695806979,191.05231186798576,199.94478723887013,193.06399478161603,195.90468548198075,196.09374307649634,199.91161015160174,195.6270633294169,191.78046375087217,201.0000869353381,196.7356324100171,196.3850628476204,208.15715247441227
4,1988-02-18 23:13:23+00:00,226.63782462763535,219.11207720119347,215.44745547411944,215.04697183845033,215.05096446538147,214.44041752105778,209.93785397685235,207.9252640512005,202.2129665116413,195.03566465088016,194.60694832843464,197.85469054822863,197.81911146633354,200.7390128827532,205.3668983363845,205.403745076181,211.5124216523136,217.46421776432723,215.40363438572004,218.38275110379635,206.95111091172194,207.4201194855008,201.0118024923945,198.55658774043468,198.54692182324007,184.8125183857723,175.97166424519563,177.6982870243271,182.89108214725974,186.5946147471928,185.86569946814745,191.22533009543548,196.64466594859263,187.3712835430135,193.27674035842142,197.19083503065283,196.03741549123708,192.46930725384783
5,1988-05-08 23:14:02+00:00,212.54678419352166,,218.5241099824998,221.7942221645198,218.3572368618386,223.7815342862772,224.74201756115463,219.268820642683,218.26207536931315,215.57232589297024,210.88807851228773,204.52866781645483,204.597949515922,207.49536645786657,213.11185664185956,206.47232128930472,204.30228406587474,204.26368568116635,214.48373864638575,217.2390275196738,224.16355618769023,,,216.1528739771802,215.08406690769542,209.2038495349174,201.15030487524365,204.15112293189895,196.331350245515,192.88098582931906,188.60210889467518,194.0458366745067,194.39832937953167,197.07452754479448,199.3528515600424,201.70547699223212,209.35224432705115,204.9074604238348
6,1988-06-09 23:14:15+00:00,215.26852692416878,215.25857625684233,211.5733589983754,220.68391345464337,217.5852258442019,216.1273317642893,214.87787146507605,209.49965553959504,205.62447827511934,200.8581695654232,199.19196151749782,200.15815430448976,200.12286328075413,201.47805878576062,204.8965644256183,206.30612847414343,209.52819079527478,213.60174569440161,209.08045603237957,222.43751621040997,219.98354089683596,210.19714624189245,218.4329413844503,215.98105143710572,215.88507981293617,210.60825727968432,207.42341929286098,208.28599260359866,203.49659538063753,198.45969261009776,199.56190782595763,198.003791265921,198.67012505445845,194.80979570828495,202.46498733626396,207.28075973851907,211.94456729896956,204.36837523783709
7,1988-06-25 23:14:20+00:00,234.72400861008066,223.86644387371234,216.0611374313325,231.55547328521084,225.22881211109728,217.743120597768,217.47875031293322,208.87125586266137,209.6060443838674,194.48674140589702,198.82212142550634,192.55858379225265,192.43974347756102,204.25784332324835,206.74572480541656,213.79518299090125,221.9127293086662,220.17618578477664,231.33477955559655,233.96870466660943,228.15686148363963,223.59646283990418,218.11438707727604,208.77889837568986,208.79691692129762,211.9510532122422,207.19066642015545,207.12882685211528,201.83292112431366,202.4184303951066,195.33317529516387,201.13908335926016,206.38457881583443,195.30640872849028,198.98759551502155,210.6859494666807,212.37600188626436,208.83502121522235
8,1988-07-27 23:14:26+00:00,216.13444726838557,213.09018866112666,205.19664402554076,203.06912471388497,219.16008888273325,220.0550292484038,210.49934187764603,209.81009028825613,202.68005100250713,196.16596344280634,193.19118392976782,196.75970431271213,196.6813941472148,201.77756583474212,205.82930614785556,209.51079284050306,212.09217351982238,211.32419758362965,221.96298330222285,228.10527765697347,218.2030468795959,216.75389959877973,208.89185084123613,207.37406290426046,206.53017630162327,192.66545975907113,193.5896290032558,197.84432395209942,188.95714931895677,193.90724233011468,191.27990556247167,182.56102606954053,182.13592905506349,174.0093567969098,190.2224317539253,202.90826227804382,196.57679531815592,193.96856931022387
9,1988-08-12 23:14:25+00:00,224.78390728907783,220.31767645789358,199.47284235556796,202.44492865480333,213.80873085814392,209.9904749845955,206.045341776123,205.06264748219795,206.62680334248944,197.66828674992436,191.0457131221603,192.55501211326282,192.5371374644462,203.659794243332,206.36153624893166,209.52780353846566,203.81307275748816,212.6798706203508,221.5797558889557,225.58879789680972,221.96941472797064,221.80310520670363,218.5466300162996,195.14058579291472,194.57257486107062,193.60291421394518,199.30093707820504,196.08593740069995,206.01691811309743,197.50365035670364,196.1505402399006,183.49353055346455,165.68629765055394,163.17098577723732,181.72968618724576,193.40722828869843,183.69428199973999,196.11385803330643
10,1988-08-28 23:14:30+00:00,220.62253053889685,214.26044534112387,203.88521441528997,207.37933864796832,213.8478771718509,212.23024060560084,205.9834053123966,207.3159505601867,205.4659385300243,199.50086990178372,190.66822329845553,196.71720386633953,196.6327778323117,203.41498955983383,204.35551636760346,207.5341473892534,209.45466455641355,208.48749476655493,210.8468404795183,222.28257037224768,218.03780541602072,219.6517861931781,216.19797215451032,206.2305698551553,207.0873467297747,203.19617342618528,187.1605228858402,196.22099619213955,192.08757593978362,191.17403175159657,197.37373725166714,188.38335949557307,183.57091538114958,182.35591851603738,186.18531951400954,186.81026718237763,181.56597347195003,
11,1988-09-29 23:14:21+00:00,231.43776246798848,215.05299092091013,214.87573084328542,198.9644505440533,208.5166487821017,214.69411014017243,205.4735742136097,205.53625261711267,211.70466126295466,212.2000004185611,194.6345865211008,203.3000095153463,203.31601393950243,210.6839236974153,216.12089144529568,211.03905628592494,203.8528734562912,208.31455617227232,208.45632828266525,216.39146069304064,218.64844262525534,206.51847640831465,208.7642073473957,208.3672182480991,208.22795527893737,200.56833498923544,203.2402195986501,203.67050627532265,200.54760417755165,195.91122086957114,195.2688007835371,196.07791030339428,183.93507232506957,187.59842555637255,189.7568230462528,186.58630939771808,194.74402479489194,190.73355553862882
12,1988-10-15 23:14:16+00:00,229.28029572317055,213.41191980777512,209.09571657535534,206.31822716328782,211.6969316815133,213.64767890240378,203.45168242658505,203.50795475622385,205.8904553570223,207.46612809401518,196.22592286211,198.7473778754312,198.69455084691913,204.00615343415933,209.78720458010753,212.81867986609498,210.7504844165564,209.36349843535913,214.20796537853724,213.54251998873536,215.78222361700136,208.87154762325636,209.25213399464081,208.6006268864255,208.45893258638984,200.0199938849073,202.88712829990956,202.8024406165307,204.80715770411646,195.84494625379847,194.94223266436646,190.60563331782026,188.5122406441058,189.6019394051467,193.0498314839258,189.84836430467334,194.10694609457647,191.9681770846356
13,1989-01-19 23:13:42+00:00,209.79873506254256,204.3890482937651,209.39517211369446,206.7168642187366,215.5116343659719,223.00484855539187,220.41988981730083,212.25609201523747,212.09696741465177,198.75474912164117,207.13294830167118,198.51273360177436,198.40188931220965,204.22665563288183,207.72256920736493,205.89710812641735,205.47383559736312,209.9542095535528,209.37607063298412,222.34903677274866,217.57078205655188,218.37003560687072,222.06608816135457,219.26533331428226,219.01254874016703,210.57388847657157,207.57078024503596,205.3226675156631,219.25093200973453,203.5145114302738,196.29241673954988,193.43206563709475,195.62596696172932,199.61944511283176,198.519754104929,190.891486671452,203.50863454419377,199.58005239155847
