,dates,usa_HI_0014-0000,usa_HI_0014-0001,usa_HI_0014-0002,usa_HI_0014-0003,usa_HI_0014-0004,usa_HI_0014-0005,usa_HI_0014-0006,usa_HI_0014-0007,usa_HI_0014-0008,usa_HI_0014-0009,usa_HI_0014-0010,usa_HI_0014-0011,usa_HI_0014-0012,usa_HI_0014-0013,usa_HI_0014-0014,usa_HI_0014-0015,usa_HI_0014-0016,usa_HI_0014-0017,usa_HI_0014-0018,usa_HI_0014-0019,usa_HI_0014-0020,usa_HI_0014-0021,usa_HI_0014-0022,usa_HI_0014-0023,usa_HI_0014-0024,usa_HI_0014-0025,usa_HI_0014-0026,usa_HI_0014-0027,usa_HI_0014-0028,usa_HI_0014-0029,usa_HI_0014-0030,usa_HI_0014-0031,usa_HI_0014-0032,usa_HI_0014-0033,usa_HI_0014-0034,usa_HI_0014-0035,usa_HI_0014-0036,usa_HI_0014-0037,usa_HI_0014-0038,usa_HI_0014-0039,usa_HI_0014-0040
0,1990-09-20 20:13:50+00:00,,,,,,,,167.0181130732885,164.84723522083505,163.11872482783903,,163.73264193579223,,158.63009262122677,164.62711615119687,166.59886239771237,166.12500256090388,160.35873555193143,166.08839090494257,164.5320563220486,156.9723552790639,168.1984272999487,168.41072662168656,166.8513962093319,162.99159709518432,156.7464144712699,158.34302819184126,146.43019411774216,153.33993486429023,152.577564775811,144.34635938147093,157.13762387072586,160.44236471022455,162.9599239704932,158.25095687684026,179.5229208603877,,,192.5080834646795,183.54225799278754,167.9086629100408
1,1991-11-10 20:18:16+00:00,239.22264485201202,172.87195503302323,174.54221509401071,173.62490587517695,,,154.29685392844345,156.68919838008506,166.76561857528276,,,,,,,168.0233672196253,166.89797860728638,165.79251584614147,171.56272235723821,170.52580960493756,164.99395240753967,167.86175189028097,179.0824829130211,170.4150398790614,166.31468432324363,160.44842684957456,,,,152.29027995957887,149.97434702661215,147.8119137971562,156.16362319403666,156.29399699437428,159.78936755911954,180.79865167015552,192.53898650069894,188.87617433797988,185.6332297831737,188.04554830489138,176.3413464941723
2,1999-07-03 20:46:48+00:00,,,,,,169.70497065843844,171.37306160244634,174.52558966438596,186.01464869041038,187.76751260061118,187.64144803608704,184.13401795421134,,172.95184900525618,163.56167103446109,177.73416141404746,182.13474376244827,174.11447956858993,180.3035659898868,196.15250773129964,193.08468579302155,182.69208798774315,175.95921771645743,175.37532896675197,177.7085040807875,179.5633994606763,180.98882082697864,165.16568025460097,176.45044359028137,170.307943160161,173.73184480793608,177.00711874732707,182.36796717437358,187.56481618396998,193.88911823321908,208.76233113156405,213.44237055085742,207.3995731892604,202.46572028472372,208.95981907929797,202.1647391580886
3,1999-08-20 20:46:55+00:00,256.4111556505427,195.99614423343624,190.29578103235264,188.13408424103113,172.96747633339322,167.697371913042,174.9631618652669,182.22763845322962,187.67563069397983,194.2866100422935,,,,182.4734985008962,172.3232036382817,174.51068730240345,178.65394059514728,173.01631333541124,188.0612824844231,194.5914014308225,183.8976092741156,180.935465711318,178.09458610318222,175.17523386982845,176.9719607893427,184.00293978633974,180.93606080141993,163.77416625018284,175.3575339294362,169.79873530342837,167.99756323229272,178.14231101712545,177.78322405123865,191.71326084503505,196.01776837441878,,213.2295172050541,204.63230624614715,204.7407793201978,204.34354523441232,199.16920183838525
4,1999-09-05 20:46:59+00:00,254.27798600809285,184.4282520004248,184.00208034516425,186.57870662559912,175.47097940808396,170.87506061940817,179.28580032712287,178.8492832595396,186.4588159973814,184.1922232022084,176.36603475288908,177.68462433677,178.3544482059185,179.70337221620667,171.02768370962136,175.1312503102633,181.493713492811,175.4540563445666,182.56396751301168,187.37654682063837,180.81129534165996,177.24268420646717,172.5133389137568,173.24838731967654,174.46194703994095,175.64376219886108,183.3993382095297,162.73986440906472,176.20368027550296,167.63889632867952,169.60722966819588,173.51953216280927,176.52241213774215,180.76049216050166,198.03996600622918,211.3465588528387,,,,210.7002964925928,202.81610368866885
5,1999-11-24 20:46:49+00:00,251.36794370644577,192.6380449458228,189.44843202569407,186.96717944863244,170.93330268324448,167.71528583304314,169.51495616156672,172.07458560795618,180.45240533737567,187.82949633085988,186.00111079078673,183.440760932513,179.94324577916188,180.1732221031353,172.71096826004242,174.63901455368978,174.95362729384414,171.13443235524417,177.98606303503013,187.94496187550118,183.38956702265727,178.58020541290193,174.5711152353273,172.75425932192474,175.30226485576492,179.8882087864658,173.1424620282681,162.93683664619053,165.65860959230923,171.31728904407137,164.9626650134741,168.551068660674,163.42395606347836,178.90127807075984,179.87126667558732,200.86787281278419,212.15119401896388,202.54993719860357,205.82031876926445,209.52854714950394,206.10137230694377
6,2000-02-12 20:46:47+00:00,256.92020564163255,189.65027184736874,194.75837257742373,193.67304230087836,181.6503321896411,170.76864966523948,175.97737702693885,178.43397692401902,188.2231688681276,192.24369666510566,197.13394074718573,195.1506799127816,193.79922247033866,189.46504191435662,184.26685684286272,183.44221608801175,181.99062355613287,176.13635676591196,183.35262908345646,193.3681543665164,190.839441147213,177.6496828528857,183.74691289543796,181.1034261277832,185.68312492541008,188.83036116034611,181.61976051451302,173.99610128234326,170.7959438994252,178.90093791094048,165.1582711826279,162.7591240542572,170.66178412252856,185.8373603281418,189.77011413623077,211.6940406351738,222.68841490207782,208.89974855024096,211.78963472478299,213.760965898446,213.03718289947227
7,2000-02-28 20:46:42+00:00,251.63180505760488,190.9745340984704,184.31580786504122,188.9427130899332,176.3549483571067,168.10804012705242,172.248383820679,175.67099680380437,184.2289295052636,189.26976598406364,182.04779626776772,180.2819141787668,179.21528474837302,184.02496226687052,178.97785824102354,176.9306717142527,178.84823580648745,174.11544357137984,180.9310932570644,191.2260812983953,180.31977059397929,170.10216117296753,172.37443245018767,172.56798002455136,176.646360093515,182.46813392513084,180.71076255553513,171.57319669016056,170.52786051155604,169.69882753717434,162.78054498784297,162.623434404646,166.20758171446985,180.46851662760568,188.04071482818492,205.9859806085575,213.08005094313052,207.48849666869967,210.13164687269153,235.7302887989701,211.92403144855464
8,2000-03-15 20:46:37+00:00,251.49122855812965,189.4297219321105,184.8173256197631,190.09332527960856,173.0992208700265,169.60075409219687,174.98110803917277,179.0112009493974,187.23369064644285,191.57616927363543,188.5718545548213,189.59693882514804,190.86098893177257,184.44080849945368,179.27322601983568,176.07907851638564,179.30253224416958,175.2305167182477,182.4138415430426,195.3199149377808,187.87228711041993,175.54672740941822,175.49057362943378,177.8532225484062,180.851430192397,184.47598268706943,182.04518622172313,170.08385388750062,170.82811621147914,168.41217500207838,165.58590013780614,162.14881748816828,175.8624341987077,176.00482859680739,190.981006644043,202.52168797213204,214.52553670611258,204.14103956965445,207.89197587981778,213.8249991143842,205.74958818993608
9,2000-06-03 20:45:56+00:00,256.5968143792268,191.10523768598003,191.47180201235224,197.7500737549603,184.86684979366063,182.53275920931176,178.63476381191086,184.03632991220974,189.2807408458252,193.02931660362358,192.33058185086512,189.87630896241203,185.5288956394257,182.30205471632055,181.5906631606628,179.9037296840808,178.2070813208164,176.70214562582913,186.15200675293048,186.2419847006064,182.17700484692654,174.37063143273937,175.22787734106268,178.08291042530283,182.38052663382328,183.1925560050024,180.02204119601637,165.33301079338386,174.00407337730542,178.78637015079056,187.49370060200826,174.18178232440815,179.93430256962003,184.6329467738048,195.2677885226204,209.63970597367916,218.37873441430662,206.8942800847619,208.82597776728048,212.76818533995677,206.54576018156433
10,2000-06-19 20:45:53+00:00,253.53209614371343,188.38937348200574,188.7960500070422,191.5120406654715,182.62513854167418,175.80578426527794,173.97237611037292,178.86587430606812,184.63933823250346,189.80406329029358,186.4262113116524,185.25965095292503,181.59086306511387,176.6356779889395,176.7717228202059,178.8156775511954,177.5451038515285,172.3036806417218,182.26233905802917,184.37916229773737,180.01462600598964,175.21167631483715,173.0783269117477,176.18101732726706,178.9324990051054,178.85350357640118,174.4501215415487,162.60190093555147,172.04751307963102,169.13221639383428,162.02266906113545,165.17820032216625,159.57237251167152,189.29693451137328,193.3821823542002,205.04631405137195,222.44570213323226,208.6166903047378,206.58534615956327,211.41693213994205,200.76236394273667
11,2000-09-23 20:44:31+00:00,257.91402238949433,189.73250917203976,193.5233854119159,193.94637031601917,185.93557301669324,178.57128046981188,181.12251316977924,181.38514164774205,189.52090042346933,188.79746847644847,188.55373589552164,185.91362216054657,184.18838552838022,181.1946505922963,177.29394762047997,180.05506096304399,178.31887162765273,176.22379075768,187.92529728779368,189.0191476668476,181.65259858211715,178.45941139498817,178.99798816161896,181.12144032166358,184.28745185502532,180.59491075676357,181.61499703373715,166.4573824369879,177.40197928122342,179.02529406215288,178.42517885619142,167.98326257480068,185.9514687961348,179.29989083961752,193.70632108156562,202.1918585031814,212.58797659501204,206.20573522056546,200.49529612985074,209.1390841955477,200.51559799070813
12,2000-11-10 20:44:23+00:00,258.1574351391677,197.8580639179757,194.85424745379356,195.49309868043312,187.7119517562178,183.10765074807873,187.3312843109011,181.96732987930514,192.21332609008104,,,,184.24132180740907,186.67700502848976,182.07236414499437,179.5381711671123,180.20404441397727,174.05992676182586,182.99123379377326,185.3763593552075,168.75218183101484,172.06338722322226,166.41681054391222,176.89923168175596,179.04000055377253,178.5347485231022,177.46631053299762,166.18690941720283,173.2106425014065,168.2911829387518,166.50268727604234,162.7280221831493,175.06734609941793,175.21061259601117,192.3071598381327,201.86877227785774,219.15217054478057,,,,
13,2001-03-02 20:44:23+00:00,240.33121240173767,180.75944204893815,179.83110854577046,185.73311110417848,175.74721141557615,169.4538179017604,,181.5983828454578,188.2394417940726,,,,,,177.41029443647966,178.705659844094,174.3823906928599,173.2771638904212,183.38807827727584,187.09522292387223,173.92780188641234,170.32985502761352,173.78632733638142,176.55632792186677,178.11992660650284,180.5607408595532,178.72655667716998,171.67522602156333,180.5996061223775,173.62956801912335,,,,175.17782981499354,192.35761910226734,203.3212799312325,210.07668754160332,204.95719053185798,207.92127475862154,206.13021001632276,207.5541581770165
