,dates,chi0409-0000,chi0409-0001,chi0409-0002,chi0409-0003,chi0409-0004,chi0409-0005,chi0409-0006,chi0409-0007,chi0409-0008,chi0409-0009,chi0409-0010,chi0409-0011,chi0409-0012,chi0409-0013,chi0409-0014,chi0409-0015,chi0409-0016,chi0409-0017,chi0409-0018,chi0409-0019
0,1985-03-05 14:11:29+00:00,208.542911177218,223.58299555538426,230.60580460217764,233.38613656147285,235.84504258675315,238.41112707520213,245.09717504001932,243.92976226525968,242.58614532741973,242.33099021276163,240.54959613469225,240.35732479775444,251.1181432606015,283.80678595800237,250.30420852334495,251.36263571677736,218.51494035721646,210.31609469652622,219.82564003536456,215.01487846689466
1,1986-02-04 14:07:59+00:00,222.12550887933406,233.24605623925711,236.09911506412442,235.61367712305884,242.18298670543192,246.71944873388395,253.35532713761447,255.0166406960599,249.87804470166884,252.27495674572287,246.80320134924546,251.2162158230405,263.7636965444554,282.96330801758415,261.8006946424639,256.95152243106236,230.11832874080287,221.86819675172276,230.63744383780116,222.95151178473193
2,1986-08-15 14:02:41+00:00,224.01019635911828,219.77552657164694,232.542729108743,229.9522660761554,232.7606430136069,236.565788157676,238.82422606182178,238.30498874356124,225.8373713931656,228.98402425360024,232.6472714597724,224.5597736450299,234.18209395541732,249.74767747837302,231.79454471452203,232.81725096759504,202.79159946480442,205.64266621400267,208.3509227267112,205.41013807245986
3,1986-09-16 14:01:33+00:00,208.28636509322857,218.2499462997231,221.26197285747642,217.5870682571979,219.76007613291623,215.80129410673058,219.02935395793997,216.69935518643229,209.66216949408414,218.91578261159444,214.13190098397237,220.3378665820227,226.7225654040367,229.4647464096673,221.93515017132566,219.26099736928995,195.71673022438807,193.25693261539723,197.14925161284367,193.0189667814844
4,1986-10-18 14:00:32+00:00,223.27236984877032,228.4919331995703,228.8099797485736,229.06173525649825,230.44595670127944,227.71687759022973,232.49921232357195,234.82166343731342,230.93325081390483,234.75009128055018,233.64247626187674,240.03274472122771,247.41497311662414,258.4817832849933,238.60987131629184,237.04515166221182,209.54668628179942,210.27825414800748,214.69389440758604,213.25276295915867
5,1986-12-21 14:00:01+00:00,223.7624492269962,235.54594901722234,237.8757496018264,230.82191583231767,240.03012921761706,243.16773697309998,243.2001616175569,243.36186792086104,241.0226325767769,245.25578443651088,237.29065034710757,244.11738641782796,250.24642116294567,275.8929842337046,254.25370199564446,247.3113958239344,218.67539157109852,212.67810278884613,221.7995507529543,216.95844095428905
6,1987-01-06 14:00:30+00:00,224.78686829272004,232.91362369080588,241.8012191643378,239.75546968088463,238.2888227735871,243.1782475690787,249.73171071409783,245.5431571488753,241.9373217253075,239.44829801075872,239.4197380968562,242.07737025536952,254.9069782022193,267.0086222476666,251.4006567078647,245.59512605598343,222.77260003431846,214.83263979454216,222.20630561166234,217.17166871184753
7,1987-01-22 14:00:58+00:00,224.07822868001992,235.42395978729445,239.2562292111874,237.12484009050476,243.04370629592046,243.5409545594657,246.88588041750316,246.25032532914142,242.85291186870677,246.94420151355055,237.76394098578533,241.3552189712016,259.62535467490966,270.6073459711303,257.805262121637,246.37383238129928,220.74178650575092,215.9165648065713,226.62655792779458,217.99799471933855
8,1987-02-07 14:01:33+00:00,222.8686470032256,236.58878000473652,234.68922822727367,235.46585134523295,243.93508148091558,244.0108265715761,251.50204785581082,253.03952423232462,248.2194035929314,253.00218863545095,244.7281380687988,249.36921549942412,260.8750085895781,279.67296302991724,267.6147038597011,255.00671989730316,231.74334830352606,222.33168220013343,230.42268937649,221.1272313268405
9,1998-03-09 14:17:33+00:00,205.37920850261182,218.6509728524256,227.2192668847388,228.90344490990563,231.28438177726477,226.83928760728475,232.5269666663442,228.44741889858346,210.47263423582413,211.29649673668195,210.31816577392314,206.56823605584543,211.93490956288554,211.46290725073317,211.1520831732112,206.5241258097634,195.3331768858915,182.1750765682157,190.74217909593494,212.89240543401823
