,dates,jap0066-0000,jap0066-0001,jap0066-0002,jap0066-0003,jap0066-0004,jap0066-0005,jap0066-0006,jap0066-0007,jap0066-0008,jap0066-0009,jap0066-0010,jap0066-0011,jap0066-0012,jap0066-0013,jap0066-0014,jap0066-0015,jap0066-0016,jap0066-0017,jap0066-0018,jap0066-0019,jap0066-0020,jap0066-0021,jap0066-0022,jap0066-0023,jap0066-0024,jap0066-0025,jap0066-0026,jap0066-0027,jap0066-0028,jap0066-0029,jap0066-0030,jap0066-0031,jap0066-0032,jap0066-0033,jap0066-0034,jap0066-0035,jap0066-0036,jap0066-0037,jap0066-0038,jap0066-0039,jap0066-0040,jap0066-0041,jap0066-0042,jap0066-0043,jap0066-0044,jap0066-0045,jap0066-0046,jap0066-0047,jap0066-0048,jap0066-0049,jap0066-0050,jap0066-0051,jap0066-0052,jap0066-0053,jap0066-0054,jap0066-0055,jap0066-0056,jap0066-0057,jap0066-0058,jap0066-0059,jap0066-0060,jap0066-0061,jap0066-0062,jap0066-0063,jap0066-0064,jap0066-0065,jap0066-0066,jap0066-0067,jap0066-0068,jap0066-0069,jap0066-0070,jap0066-0071,jap0066-0072,jap0066-0073,jap0066-0074,jap0066-0075,jap0066-0076,jap0066-0077,jap0066-0078,jap0066-0079,jap0066-0080,jap0066-0081,jap0066-0082,jap0066-0083,jap0066-0084,jap0066-0085,jap0066-0086,jap0066-0087,jap0066-0088,jap0066-0089,jap0066-0090,jap0066-0091
0,1984-10-10 00:50:30+00:00,104.68010076645498,102.74204526448486,105.30775023023341,112.44319861390025,117.64030392317109,123.36395501792124,116.4451985384661,114.91584982709144,110.23247415315132,110.29112839814643,105.41630419305116,,99.09529098185214,112.95480886772742,120.14286891848712,116.41807803702518,115.52870228973588,116.19928277804348,120.53206209867614,126.91807376430049,126.3981427920356,128.5788218520029,134.45024301539138,133.22528449816184,129.28231178793737,129.67900808011592,130.03332305032063,128.40783897669564,124.703756744368,120.78464870632962,126.42494727116109,130.36166338555708,125.1301499698685,127.02355789515029,122.09702462505814,124.74702653758837,124.21364316320259,123.34751843687842,126.69218746750023,130.8766848541803,133.11418594620625,130.13183393352696,130.18447565777794,134.50513229107892,134.97183667825126,129.9041017728195,145.41527561704274,140.49329533375592,142.7535198998281,138.9854650211568,139.51677229776115,143.3744166521866,148.12076607669343,151.03616897875514,151.13518053045658,151.8006857693083,152.5400795288846,155.5878473623765,153.46633944120438,160.05667673409985,156.37578504765466,155.58526935819626,156.0698284145505,158.97915640559532,151.94871334857177,156.9299401511956,158.18679476861846,162.42590132526124,164.84314877683755,166.91402361396644,171.09745640451044,171.02102668561676,168.80227942447297,177.76219825918338,178.21173275062503,178.36945491092672,182.40295030937418,180.865606680346,180.2023827039935,186.23859777105693,192.20888486257635,197.94057721118065,193.79401227875545,201.0525821294832,207.78792577770764,200.6332110151067,192.39952955090044,190.891837989897,199.0554663663103,187.22469301179785,164.53596536516494,126.67133088694871
1,1985-09-27 00:49:33+00:00,,,,,,136.96862912247445,139.4660058468954,140.48582800077708,133.5696322950703,136.05150734075565,132.50836010249557,135.4683695860963,131.2716728664939,131.69637380438922,134.06775003834045,,,153.2079149945894,,,,143.21218471626833,141.7737728600933,147.48344262949507,143.8278371224213,141.75035226519663,139.10893285963255,138.39635930504755,130.3025000194783,132.41219610690143,130.59076045410612,133.6953666607897,130.78413754374435,136.6142657892388,136.1814013551661,135.37998186059755,137.51715149523108,139.5526461000321,138.86344701289164,141.88092341335644,142.56919328308715,140.16012272837023,140.31970301877993,145.40183500620373,150.27403088770959,146.8483853306573,154.6879689287182,160.6640651946965,159.01053086401134,154.58506509382136,159.76706664222323,161.90845297336736,162.94322163918793,165.90193018114564,154.29368455446541,169.71273940285863,160.392010988661,165.81257251957805,166.88088804711757,168.55555951596702,176.45893202017396,172.72949003132902,170.3740518917232,172.12021577619868,171.30485935297384,176.03377671488292,177.42775016926205,175.20243342066468,180.14940804602975,181.0523626791806,178.28592636971203,178.51934900067613,191.18006926163918,191.80737429247105,190.7407868801312,189.0641440165161,192.47639557035384,194.70377381734178,201.94298389801824,200.07040702660578,197.68335138603328,198.7876188115351,207.92000729534178,206.16923816215296,212.83627506140218,207.85748266160903,216.74684035619393,220.24704371205388,221.06500564236129,210.80254693424985,193.93502368570864,145.70311035183104
2,1985-10-29 00:49:11+00:00,146.8586400619134,132.37503938419525,129.91149236805896,137.02890382143434,141.05721342077456,148.0549626544061,146.5535550262617,143.28661666404432,140.8367063034074,141.82696672235068,139.23259075053278,139.62772435740388,135.7371408034971,129.70146827354736,127.67976871156677,127.55097484342788,128.6788171292016,113.40624699402566,123.40390669589618,134.7750858768601,138.77008070211795,139.11334876523222,138.92329472270802,144.68315055477322,147.65780434004265,151.06352568795074,148.58514111386992,149.12594260513328,147.25636745297732,142.06443248860583,144.39842617029035,143.11372602525628,140.99221734667935,140.3115620805151,139.72075826607636,137.94371727305045,139.0223234099158,142.03468609593543,148.00197452405789,144.52088287546738,149.34316834146583,145.99527674360823,142.81596766258224,146.59361640475828,149.1488816277814,154.4689555779356,157.55871091881008,155.0720340842682,156.092879963662,155.48454835597613,152.31619934981651,157.3245449355258,159.6181905464564,159.3143483243314,161.03983545289964,167.6362794409356,165.7738396501081,168.3594472286837,168.53920357755064,172.048711813576,167.87297342906533,169.4324679566225,171.84176262149197,170.05801317777062,173.06658281191307,174.31733086846305,169.54492140902278,178.8329228963444,181.21700589531554,182.20364907935098,184.5313449509188,184.31988468534882,194.4969047300285,191.80191786059547,191.45628556640713,190.1748687051905,190.9271568100401,195.34583364353435,198.5945070233261,204.03994275641375,200.5770816437545,205.1625116247756,207.7973390359879,212.22904690470202,219.84744613683247,213.84874404929812,218.12880573637045,209.4225840726334,208.6323378193342,211.14557896179645,189.840928536057,148.10743518796082
3,1986-06-10 00:44:19+00:00,139.37787724377935,121.97618175511089,129.51582286295223,135.34670369697116,134.31998798498665,139.57011654456005,123.03245929700115,127.97570797967133,120.39445458643537,120.87060524797892,120.75648615612799,131.12825594133398,136.34491148541213,122.7331477505039,129.4548768672972,137.37973444353108,126.21973155206892,113.2133690902206,111.06449454959377,122.62260801890804,128.46774621538825,129.8719663905176,130.10493806441735,130.50478534896797,129.39750594924578,135.58051664906958,135.2622687791146,139.936941478436,134.92152401482193,138.57399213477692,129.61623148623272,132.01154792257415,131.10968999474522,131.59466240976136,132.38641364584566,126.92335526911872,126.34697366134446,125.91815796462772,130.38739119417554,141.71277650448704,135.44166630895654,138.78172153921693,136.98202961583172,156.4782340244312,148.0283928836126,145.03105965045108,142.78523369160285,146.5915270201334,141.9204797661226,145.60445237697343,152.04803903894214,152.2571561849335,155.3384432321729,154.17998881226853,151.34691689853847,160.9431664548098,163.76827025374484,165.61952414859374,159.77124573931005,158.52170982854292,162.84804588494433,160.45831958896832,161.89479276409267,164.28498614490167,165.18740090824468,169.1791069313101,160.3825267493358,167.33907809075097,167.79639903329272,176.43853885982577,177.67965170695553,174.53367569814927,175.1974655276512,174.59400791887495,178.92199266593633,169.336084294216,176.95985072730818,181.26401380908914,187.3000264355743,191.0823153456107,190.29527374351565,193.42192956698068,200.7516206891953,200.65075470665334,209.59935205258225,209.15282291891316,208.52404485376593,208.93734049404662,209.0153183424739,196.21203819230064,178.86306484089292,134.4411146068066
4,1986-06-26 00:43:49+00:00,109.41717230673127,110.11443669102378,108.39992828482355,117.43054843657872,116.33641595729239,124.42705560243259,121.93932715378725,119.34760956118714,117.66517985730182,118.85476004971571,113.80587893316827,118.95441573129341,113.62162697310545,111.20857180582064,107.83165395364013,104.78655851646886,109.40526391980919,108.2204499533505,112.63519075292265,119.10894185485947,119.48590998020052,122.197416005766,124.88741895500013,130.5808030803311,124.3584544853334,126.13439326993017,125.97314409296641,122.74722061479109,124.77130177801986,118.64236400633149,120.31661527495068,123.02570452838171,124.48799091327234,127.49378929877845,121.71032188233897,125.73711033435353,121.24023793005489,122.85622013013533,122.33580242414241,120.8601406083632,128.43117004708907,128.7752520799311,124.25736889163709,133.91192040074168,135.49735662804704,132.1533006277954,134.05305398151472,136.2968824974564,141.5826492669271,142.99824407627926,145.6510412450853,147.92594666134642,147.56202159637945,149.64232279886193,140.8504129576733,148.91227642780032,153.61505480709747,155.9249917750973,156.47062046378238,157.50832910412527,157.5566004792396,157.7499062758144,154.38758482902767,159.03515345944828,154.1413126801008,156.28341294115347,155.93856633544897,162.75809206639036,168.54646219120724,165.9939304180025,173.0064906162385,172.140501509734,175.40711329555438,176.08121956574507,174.62078006907052,179.29669918095274,177.0967292109657,181.64982293837892,181.56586615274057,185.5516604256083,180.97344189730018,183.9451755037251,185.3717026056755,192.69084447673688,193.213528504247,185.63476865991288,195.5848632625152,200.70111516871893,200.73850357721363,193.28248533709467,164.42328686857496,133.02270011206764
5,1987-05-28 00:44:33+00:00,131.48327197589396,121.82215886715036,108.92852986463807,117.63484719411322,113.44487905478616,85.57662354596373,,93.23092487720699,92.41150160928768,,,,,,,,,,,,,,,,,,98.62429608741384,104.46586850943089,94.49723036122758,95.45521963788077,113.19044722445952,112.42347391691659,129.180616287856,137.60621831282964,125.85197539783191,124.45216471748755,125.6158194511193,123.71542343533486,125.87787086588865,132.48257026324205,142.4467751664346,144.32988412711785,140.93159529950594,137.00263758511767,138.14453749379925,149.54742458212988,147.5823006501917,,,,,,,,,,,,178.31243415678517,178.27789603727518,179.26407154434554,180.27271707499898,173.5024676058079,170.29095899360658,169.4360363708248,169.4700674179236,132.01452967212504,148.69962874829542,,162.88965836424845,160.1463514946533,151.984771317143,132.1264828944992,,,181.76496790897917,183.46476821008554,187.63104499591827,180.81344269806144,177.59491292572494,188.6180046261116,191.5115112029278,185.666449660848,195.47070538993407,184.94730337760956,212.2432292525134,216.79290760853365,210.6927638430846,209.3220356996162,201.43114446600478,190.16590575111104,132.3593081959562
6,1987-11-04 00:48:14+00:00,125.47868331450906,129.1622540727686,128.6746476784396,140.4487066291252,139.266691753404,137.5654393911573,,,,,,,,167.9714456074953,129.1396458604843,127.38539068906283,119.10802423188186,129.71125664733722,118.95978012110636,107.4499129116735,,,,,,,,,,,,,92.28201211965671,94.97696985562446,94.93746758588703,118.17659003052327,129.46397126610776,126.86320617539921,136.32115584327286,137.2018180782197,139.36250395680557,132.45360658560617,,106.66209393557499,113.63175034534262,134.5521791054571,133.4264004837791,153.23843630679576,142.0171770918052,133.99693205199804,155.1966515177456,162.6955880570398,162.53403436485937,168.43528189549946,164.6775032198846,167.60236440989416,164.6777618986777,173.57181528379982,171.6596098024097,169.46759415970308,173.48349429624062,174.84285370184256,172.27846547103252,169.02663102524755,168.5170914377108,169.70138480467156,170.89697353569625,174.05266255296738,177.15259954988863,183.79369585040914,185.6057561788787,196.02519278453246,191.2543579891261,197.84564993430794,191.83100590412337,178.584569022367,191.1375454754787,188.27227648954957,181.00937509107496,192.01071590683574,189.70719715246992,192.9124752323266,197.43736390038995,207.3811615905755,211.06242424036034,211.05988148836946,213.2463839503214,212.13891881245186,215.7401213830321,203.0796116804399,177.81944071641118,134.09513480687122
7,1988-05-14 00:50:47+00:00,117.40262399898724,116.60620760862736,120.08378397325396,121.12728229050818,127.08721104037346,130.5996003918296,130.16372731289943,121.12274391172494,119.90611969850248,120.85375258052227,116.77132879211565,114.41627975207646,110.96089463329031,122.62537332758365,116.15291265430807,119.82201196902159,,82.89602787209743,121.70980780570785,126.5978458299238,126.76592787051663,130.008390602761,128.991382469493,135.61652613946185,117.32944180880435,128.1651961229582,129.97779902871045,130.00725838285624,134.9342792952001,126.56880106110076,111.99636697717992,121.8059759395387,124.82641000601893,124.8399385184294,124.4613434841914,122.54558143112475,123.60108542458507,121.96560438223553,124.61816993524896,125.55246124227266,120.41741457437077,122.51937356452122,119.38795212965088,131.44972618561633,116.05361473106257,101.40352081533405,,134.40380820939106,136.9554237297552,142.83667078261007,150.03062512532617,151.95244584680384,153.48209158825006,151.6548853074844,146.3294879497143,160.80433453423555,163.19344174227018,163.84438021617007,164.1712035675748,167.1335740664751,166.00275877702214,161.53549544754637,161.37481267786706,157.200505373903,157.49924567648594,157.76712966981378,155.10317242089772,152.6588354742778,151.29367505199525,165.2924829404876,167.96580452273378,160.85681876904528,166.6405430134458,181.42376000832198,168.02279650844162,165.1917398745305,158.05539237330865,165.4361895949951,158.18407072447567,168.15341987842913,170.99759429723613,175.5299969072682,175.79935180640226,168.4050268213183,,,,,,188.11040741523402,167.26114132964508,126.24006826238697
8,1988-05-30 00:50:53+00:00,118.67925452443376,111.66194190301663,113.76151069909767,111.50856094795539,124.54586359669955,123.96364799962066,116.81651668198899,121.22565005821266,116.76575668374815,120.40321657422722,120.39373862208015,115.5946865678762,115.84855150598166,123.00843793081748,126.10575766676817,125.24402654909431,118.7966346675332,115.50078422631228,128.30623650617946,131.47029300309995,132.05940228569042,132.58349959355047,138.02231514965933,143.25313317648863,144.0240139528269,138.8975752899909,143.5243629596548,140.03538406669003,143.24746218569703,129.21230208951258,127.28212021701036,130.9306781908084,131.72242573059953,128.97506626201198,129.34252866643902,134.48328214852816,133.1796023434178,132.49454734468756,130.6293793724464,132.39058728861337,126.55760465313692,136.3897921600573,130.40448927948407,130.52007907312833,133.93564803432955,137.80831863135742,134.7981243359437,137.02339062841807,138.24131245813047,145.8459661287703,145.10892293549418,153.0362116511023,151.0618260351985,158.8062424154363,152.16797086073504,162.54403472576647,159.78627711328656,163.1281175314274,160.17459718203384,163.48350980185447,163.5335442120449,164.33404954861476,160.02040783979342,164.75206183824943,167.08853149434023,163.36308123910683,167.62927511352143,166.65811544585142,171.33772604685183,175.95086651049235,178.80432111690058,174.9982699231216,179.11770289363142,178.40086003931728,182.98519298249377,180.85058840258563,181.34428797385635,187.02486490545834,189.39396010199115,188.58489871160828,196.71957316500283,198.79391504059188,196.279662084682,189.9292495612037,197.061409171756,211.12382664302598,205.90099776628625,215.50184251693685,211.66429840146426,202.09263089514562,180.023056628252,125.46855504092127
9,1988-10-05 00:51:03+00:00,140.53307549169014,127.9436681069613,129.15804620785272,135.74578496252172,139.5929343705415,136.8689380084135,140.82316705350127,141.10908327735365,137.7341697483813,137.9199730714988,135.73504737894703,134.5587927563899,140.44905548530863,135.8602825313037,139.04366479973106,133.8171507955648,133.95529044149015,135.39395645625123,132.79247672707456,144.1278804435069,148.65276567816704,154.6767985208003,158.41476920764663,156.0344568518968,159.61170460882568,162.3324344357544,161.57417593885424,160.10187967683302,153.82949659286646,152.6904380200936,156.9673740918536,147.7992712280099,147.503689729919,145.55293459907776,147.58421727761845,147.6418164840533,145.3960959030379,144.73439035507278,147.87416103872573,151.2484020358484,148.8360285303059,151.88450490668114,152.98407291450334,152.75735255020035,160.85495706009397,163.9749451001802,159.8865874410818,160.45904111617423,158.50695973194502,162.72656386746465,156.14837677137905,166.72979081654188,168.33722594217255,168.42902086646987,167.42885026511462,170.4008532581655,174.8536873261964,176.16441858269303,177.15863582323615,176.19840658588896,181.01487073630125,180.55165173467643,182.73847147946702,180.4540827579544,183.16289285277756,178.34275377487745,184.5255882533916,184.7354362050614,184.93080494289532,190.67083274913858,194.45618180235502,201.10247571178988,196.31607076013887,199.74797276204234,197.22352429974342,198.81357840036839,194.88119775834136,197.2837543290289,200.55594103321522,202.16698622484407,202.29732755109399,209.1778552147347,207.2295616690061,212.85866242266968,215.0715058952758,222.29690802074987,224.3525771512674,225.67672844027936,224.55641552917817,216.88980658152278,184.64623614099298,154.0804383437233
