,dates,nzd0074-0000,nzd0074-0001,nzd0074-0002,nzd0074-0003,nzd0074-0004,nzd0074-0005,nzd0074-0006,nzd0074-0007,nzd0074-0008,nzd0074-0009,nzd0074-0010,nzd0074-0011,nzd0074-0012,nzd0074-0013
0,1999-08-26 22:04:44+00:00,,,,,,113.04660715705555,117.06786676172867,122.56853026253869,119.71502493521508,125.67615927902453,123.98347552721764,127.6230452508534,125.34228445860678,121.31288045483774
1,1999-09-27 22:04:48+00:00,88.569391536756,99.07647215866935,111.46742938566364,123.29834647199732,122.9571390603443,128.2866608474707,129.39536623372865,128.02605634380436,128.9967830186802,135.4018938085538,136.313712507984,152.03041509387216,144.4788336436027,147.27405624077016
2,1999-11-14 22:04:42+00:00,92.99049948099595,101.12038266051555,114.99682684114646,122.66338601092232,116.06928945197106,119.72377828888165,121.32375567955378,127.81079639870194,126.02618814694262,128.65610382914852,135.31595888290104,146.0197142992184,144.83766465844704,143.66095609228893
3,2000-01-01 22:04:37+00:00,93.48291129207233,99.79022161143111,110.49276513748896,118.49276564537102,117.91926588932469,119.26042323254309,121.73912040394838,129.55055743897998,128.4602866234713,132.53305079635822,138.95700496438377,146.94345797306354,139.67538037307938,139.71192862777468
4,2000-01-17 22:04:35+00:00,111.23539543230284,115.75029766813081,123.02768990234789,129.56939135262968,131.95342721629694,134.75971837761654,138.10964181513,147.31811568204208,145.31178100887436,144.74843651352722,149.42445536924453,157.33065163779762,149.39748530348126,149.31212409432638
5,2000-05-24 22:03:46+00:00,109.92068805942704,119.23745166210645,129.49081795512538,131.06254808480526,133.338312010117,134.02178683603242,137.47242937693238,146.46180336322286,144.44764678592762,150.18342713580859,153.62155683296572,164.62111234967392,153.22265616032632,151.5572542843501
6,2000-07-11 22:03:17+00:00,97.47941643801268,96.53683863906842,115.0951667954909,122.94338940748771,121.3783142832878,126.04644714699135,132.88376723287948,140.21288984764595,141.87333486946315,138.86817091042866,141.162512881508,148.75004982807224,137.22831689286974,139.98169803171442
7,2000-08-12 22:02:54+00:00,96.76784364901131,99.8032598963368,107.34312910912703,115.34629044437753,118.75245923098993,123.10407616829497,132.0443485586955,140.0361505296594,136.89898139931287,137.77437320199675,141.57678397700002,157.83377605055946,146.05684218453882,137.7215009038488
8,2000-09-13 22:02:26+00:00,94.14000061709541,103.48614489299389,114.51818558971709,119.86762012549592,118.51305366415731,124.65272325793599,125.07947185978914,134.80364945016848,132.3458541953696,134.48520275416797,141.65844478998497,150.85401923269063,145.1842193776969,143.5099082006562
9,2000-10-15 22:01:56+00:00,78.78556396723191,102.13716397651045,110.61404793581762,117.61920692397172,,,,,,,,,,
10,2000-10-31 22:02:10+00:00,,,,,,,,,,140.9216309344365,140.97792096119255,151.3953330848094,143.5393876171276,140.7681843775807
11,2001-01-03 22:02:12+00:00,119.85540419038462,123.8948849874083,132.5742024947754,137.2898640158179,134.11861940651337,133.58376172644267,138.03469387369896,144.2057733178837,143.61883221132555,147.71318610833038,152.55009648338685,161.0383991338934,155.20417778110328,151.2091427304734
12,2001-06-12 22:01:24+00:00,106.38622002514586,113.47435556366604,120.94523776065712,128.58259196200538,129.8271121294915,129.6898138163884,133.353461676727,142.53189960332696,137.4202359419061,142.2307512500954,148.95423665665203,162.592284997722,148.4510650975457,149.41376594630796
13,2001-08-15 22:00:38+00:00,98.65556421151857,118.80650362503737,121.51594246428884,129.70273727143208,137.3945917581189,138.93713587420385,143.83902139564535,154.76295882474906,149.1460941442387,153.58839020323694,150.49101519380352,155.93093693757527,151.94912218526204,145.55374461519907
14,2001-10-02 22:00:04+00:00,,,,,124.85820475736077,131.8423329514121,135.2838766721424,141.9738840394456,133.05117316438896,139.16506741627214,151.13776026556948,,,
15,2001-12-05 22:00:18+00:00,105.96792848592206,114.29797805483045,123.24088721541557,130.90171292391028,128.11589162720279,129.9810768111157,131.64326269614796,139.5841877348183,133.30083366492954,139.42400150965142,145.46798588910426,152.5995349750921,148.1871591826783,142.61360070723939
16,2001-12-21 22:00:29+00:00,100.17730273454725,107.6250428650034,118.429797522797,123.13372263246453,121.92278214614916,125.57345231988322,127.74714419406186,135.10319583141595,134.9993164532849,139.01383155350786,145.15640656862843,156.74086541131007,148.0152008320049,147.6712311756991
17,2002-01-22 22:00:40+00:00,117.73981706961993,122.27032241412391,132.73490395515861,139.19726239385886,137.31870106106325,137.7211480069917,139.11831826283498,145.87871723371518,144.89601354747975,147.58978259377886,150.25103864972402,163.2864804716283,153.68423256114383,152.09526156686593
18,2002-02-23 22:00:43+00:00,118.39258449014896,124.12666995236984,132.1433175549878,136.99643718197265,136.01194879179403,133.37903764314373,134.9211344185647,142.6232817022119,140.50307933510112,145.30753814614786,147.29713571329376,156.70336377801138,148.74194530077432,149.00360939528267
19,2002-03-27 22:00:37+00:00,108.3920287479775,113.51878098046801,122.31432300983694,128.14991266126162,128.23522331587284,128.420553414414,131.19243806067513,138.74208778566958,137.59029538984407,139.39504636691476,143.9665586820142,149.93337340696928,144.38842710260863,142.5885763883977
20,2002-04-28 22:00:38+00:00,110.46205412246128,115.00657528402671,126.21126453048349,133.53889167526813,126.52265173598059,132.3170162955406,131.9442156404377,138.13523432578512,137.15127703301852,154.74327570979705,157.95039514413355,156.27975806749544,,
21,2002-07-01 22:00:15+00:00,101.22538851360119,106.71379963721922,117.83728714874664,124.97156009201095,125.55799871655162,124.27213378184506,123.91825180286325,132.68716980722155,128.64808787929755,132.20343740929678,136.8379654242693,145.18798806406323,137.22681726592006,137.1333144983889
22,2002-07-17 22:00:08+00:00,109.74593063548488,116.71322546407993,120.58151687067088,131.7997492127793,131.96514960655819,130.82910077114198,140.55040463308902,153.75177581667594,140.85788820849208,145.28788429428192,147.58688883201677,161.4939923886938,152.15761314870144,151.76612128632405
23,2002-08-18 21:59:57+00:00,97.6449043268425,98.55141737886696,92.4585525645122,104.68321735751844,122.73800250018841,137.75167476887196,150.98831173145953,167.03375964984411,151.73100588157075,138.05750927803282,150.07244154355575,163.68761464043845,151.9846826873301,148.52498470840484
