,dates,jap0376-0000,jap0376-0001,jap0376-0002,jap0376-0003,jap0376-0004,jap0376-0005,jap0376-0006,jap0376-0007,jap0376-0008,jap0376-0009,jap0376-0010,jap0376-0011,jap0376-0012,jap0376-0013,jap0376-0014,jap0376-0015,jap0376-0016,jap0376-0017,jap0376-0018,jap0376-0019,jap0376-0020,jap0376-0021,jap0376-0022
0,1984-07-02 01:16:50+00:00,152.58455866820466,145.47899148355518,147.94231449816886,142.35830860561595,148.62581120822313,150.44779248671654,147.9537410521844,,162.3910702044567,176.19919322728262,189.68128918216678,201.6457395095214,204.09969472759676,194.61220341890368,199.52851879636324,193.76955734441776,,196.46027387014846,198.48601097201168,199.1903266986165,,189.785386702207,156.5413479113327
1,1984-09-04 01:18:23+00:00,167.62774606723875,156.41458557811404,151.0150677894198,141.88052731979698,145.2301061827573,146.7634492179608,153.27039723114945,,172.62029248424562,181.806051190346,191.29419596016442,195.3787436571293,197.3600820886353,184.4024963558855,176.0392422419489,,,,,,,154.80118060396347,157.98601535233348
2,1985-05-02 01:18:29+00:00,155.10702735608373,143.26983342254726,151.43282887000169,156.2945867326418,162.50852945638343,152.42831049095054,150.94560484576016,155.8487014702455,173.36313851331974,177.548353353006,184.17853123948834,187.86702362398827,198.43816924941888,197.43252763119094,199.30682663357925,200.50707908974687,199.8293201218557,201.7802680273272,202.54934456074295,210.72853480492182,228.77304601518887,210.72456949833492,188.38372443570503
3,1985-07-05 01:18:19+00:00,,,,,,,,,,,,,,,,,,,,,,,160.6890861355264
4,1985-10-09 01:17:21+00:00,170.63515968116553,168.85368979024634,167.06958069766625,166.60761704086678,166.32757664987543,155.71146413663644,164.06333669225847,159.5359820697484,166.84310033803035,168.34560923084302,177.2614049126347,188.61511110666902,192.86548485841465,178.3818265033232,171.3337036233512,172.21261961674958,172.34123167747387,177.55823045742198,187.94957546577064,191.65513480073236,191.05095579948494,174.26902975632072,161.3256555452219
5,1985-10-25 01:17:09+00:00,,,,,,,176.95225844024742,184.40597000825102,177.75969478108783,189.3045261903303,188.8628948319233,192.35813815087485,195.05416855032004,188.6841375053893,182.05907483285142,186.4253105943464,194.9790032707577,193.90294969840932,198.34754890540108,202.18058360351847,204.1054419645733,188.22001220044658,165.54515403224752
6,1985-11-26 01:16:39+00:00,162.41672926063876,160.25501710700627,171.06314645298062,173.44150025480917,169.92976261661337,179.5482610247415,176.57032033800604,172.17579902074095,178.8522715366016,185.12068429885088,194.72119811658897,199.31133651238028,204.19679650334427,204.74462048068722,205.4409148219642,209.45975000452037,208.7767098042115,210.71370893006008,217.6074892392748,220.76667271083417,224.85623190229293,211.34256822356915,196.72809063975967
7,1986-07-08 01:11:19+00:00,162.38732477856877,149.96207801883767,156.6723806324204,160.7874117566143,159.0248708567123,150.57198937756812,148.32245404087428,151.74125368274048,152.8493794128815,167.49476191509896,168.79740798549614,183.79689440713352,196.64273792800662,191.60709439956344,186.82056350458964,190.34545380054684,194.68687762004242,201.02732077022148,189.3298322716639,193.1243931042197,200.7252202959262,194.55015769284503,177.05547561624812
8,1986-09-26 01:08:32+00:00,155.14310435290434,144.88552668626926,144.1078831994513,145.87209099105698,141.03798802483612,140.15020928602834,136.5732057035948,141.57528673584673,154.7758981617892,152.61636824741532,157.35106141562102,165.97455449078467,173.53058386957395,164.5656913677754,159.17578368837312,158.13763821838853,165.4145276871751,170.20324619754655,167.9990726590426,169.3505009611658,178.22648151978422,167.5231017759845,141.9478441841821
9,1986-12-15 01:07:06+00:00,158.77870991590976,146.32779762938884,145.46406420313315,137.96228162239711,136.0297773173071,144.92163184347868,153.32778298874788,161.1437012122541,161.44708359192447,167.53313623560217,178.39553914033897,195.09685242435165,194.519224966831,185.7774709122276,182.2762242661465,188.12391136764063,186.09717225535468,192.60661054912862,199.52252574919376,200.93809967222558,211.69217813809502,188.42137094810354,164.73073801595723
10,1987-01-16 01:08:03+00:00,,,,,,,,,,,,,,,,,,,,,,,
