,dates,jap0376-0000,jap0376-0001,jap0376-0002,jap0376-0003,jap0376-0004,jap0376-0005,jap0376-0006,jap0376-0007,jap0376-0008,jap0376-0009,jap0376-0010,jap0376-0011,jap0376-0012,jap0376-0013,jap0376-0014,jap0376-0015,jap0376-0016,jap0376-0017,jap0376-0018,jap0376-0019,jap0376-0020,jap0376-0021,jap0376-0022
0,1984-07-02 01:16:50+00:00,156.2041873910994,149.4002559333578,151.8635789479715,145.7193924197325,151.3937625845544,153.2157438630478,150.56791735205283,,165.75215401857324,179.1401415646346,193.04237299628332,205.00682332363795,207.23670628743886,197.74921497874578,202.46946713371523,196.90656890425987,,199.821357684265,202.10563969490642,203.46806973476484,,194.49090404197017,160.16097663422744
1,1984-09-04 01:18:23+00:00,162.7832689048746,151.16640198555288,145.76688419685863,137.38208424045885,141.52550599977297,143.05884903497648,149.771608169442,,168.1218494049075,177.86991349592515,186.79575288082629,190.88030057779116,193.16153521458637,180.20394948183656,172.10310454752803,,,,,,,148.50336029289008,153.14153818996934
2,1985-05-02 01:18:29+00:00,145.74933354409035,133.13233179288775,141.29532724034217,147.60529962150505,155.35264595309437,145.27242698766148,144.18727042598715,148.24557524800085,164.673851402183,169.94522713076137,175.4892441283516,179.17773651285154,190.32816794569126,189.32252632746332,191.7037004113346,192.39707778601925,191.14003301071895,193.09098091619046,193.19165074874957,199.66944211802053,216.60804405959746,198.5595675427435,179.02603062371165
3,1985-07-05 01:18:19+00:00,,,,,,,,,,,,,,,,,,,,,,,162.00209184786414
4,1985-10-09 01:17:21+00:00,164.6226743680828,162.34016403440674,160.55605494182666,161.02459496443285,161.7297937634004,151.11368125016142,159.7209861883654,154.6508377528687,161.26007826159642,163.46046491396334,171.67838283620077,183.03208903023508,187.65466425374296,173.17100589865152,166.4485593064715,167.0017990120779,166.75820960103994,171.97520838098805,181.93709015268792,184.54947033981642,183.2347248924774,166.45279884931318,155.31317023213919
5,1985-10-25 01:17:09+00:00,,,,,,,170.23962124154863,176.8542531597149,169.12916123990368,181.75280934179418,180.23236129073916,183.7276046096907,186.9990039118815,180.62897286695073,174.5073579843153,178.37014595590784,186.34846972957354,185.27241615722517,189.0531281687412,191.1962681874659,192.02269500691546,176.13726524278874,156.25073329558765
6,1985-11-26 01:16:39+00:00,159.0077691175653,156.56197695201,167.37010629798436,170.27603726481237,167.32291074249838,176.9414091506265,174.10829356800855,169.40601890449378,175.6868085466048,182.3509041826037,191.55573512659217,196.14587352238348,201.24236437934726,201.7901883566902,202.67113470571704,206.50531788052336,205.6112468142147,207.54824594006328,214.19852909620133,216.73790163265645,220.42458371629743,206.91092003757365,193.3191304966862
7,1986-07-08 01:11:19+00:00,157.41024820808892,144.57024506748448,151.28054768106722,156.16584065545442,155.21887112634536,146.76598964720117,144.72789873997215,147.69737896922558,148.22780831172162,163.45088720158407,164.17583688433626,179.17532330597365,192.3292715669241,187.2936280384809,182.77668879107475,186.0319874394643,190.06530651888255,196.4057496690616,184.35275570118404,187.24239352092533,194.25502075430236,188.0799581512212,172.07839904576826
8,1986-09-26 01:08:32+00:00,155.7934813306191,145.59010174546023,144.81245825864227,146.47601247036354,141.53533512544152,140.64755638663374,137.0429224097221,142.10371803023997,155.37981964109576,153.14479954180857,157.95498289492758,166.57847597009123,174.09424391692673,165.12935141512818,159.70421498276636,158.70129826574131,166.01844916648167,170.8071676768531,168.64944963675737,170.11912829846506,179.07197159081338,168.36859184701365,142.59822116189684
9,1986-12-15 01:07:06+00:00,158.0346303300109,145.52171141133178,144.6579779850761,137.2713505783482,135.46077528103152,144.3526298072031,152.79039217670984,160.53913654871127,160.75615254787556,166.92857157205935,177.70460809629006,194.40592138030274,193.87435599238532,185.13260193778194,181.67165960260368,187.47904239319496,185.40624121130577,191.9156795050797,198.77844616329492,200.05873288889057,210.72487467642654,187.45406748643506,163.98665843005838
