,dates,chi0260-0000,chi0260-0001,chi0260-0002,chi0260-0003,chi0260-0004,chi0260-0005,chi0260-0006,chi0260-0007,chi0260-0008,chi0260-0009,chi0260-0010,chi0260-0011,chi0260-0012,chi0260-0013,chi0260-0014,chi0260-0015,chi0260-0016,chi0260-0017,chi0260-0018,chi0260-0019,chi0260-0020,chi0260-0021,chi0260-0022,chi0260-0023,chi0260-0024,chi0260-0025,chi0260-0026,chi0260-0027,chi0260-0028,chi0260-0029,chi0260-0030,chi0260-0031,chi0260-0032,chi0260-0033,chi0260-0034,chi0260-0035,chi0260-0036,chi0260-0037,chi0260-0038,chi0260-0039,chi0260-0040
0,1985-07-27 14:08:29+00:00,195.29983920067718,203.8318995419457,214.1267433846496,232.9566011672318,234.0144040099942,227.33211824042922,232.54258617774659,209.7021685384037,221.13073430438078,229.25245625881732,239.99032484516826,243.43134232422844,237.18766466116793,235.78233165383006,233.33452144939557,238.52717918270977,234.12807881017346,231.58692574392092,231.8191716857372,224.39399557706966,231.57804221896583,236.34495936982538,225.70055580548868,228.96605972056733,236.57415544050335,241.35474305347296,233.59386346846878,231.3092576064714,247.10208333826978,247.9855276293945,224.93790835559045,239.87654570248586,236.03731874333013,205.69791757104613,203.02599954947397,204.22802212615744,218.8580646902331,237.71369024358862,238.1738072117573,246.93423390703654,237.8180000772312
1,1986-02-04 14:05:35+00:00,207.6716311530359,211.98405678718885,216.5394227217789,237.69177540543106,237.24821717550202,232.83721729255592,230.7583159182302,213.83973228328838,227.8710638742575,237.0591564553663,241.7284771244871,244.0436844861372,237.51377929083924,242.2580236432575,228.68659297990476,241.95424564257272,233.69642117493171,231.17905960439984,236.05150074491507,235.23148939633603,233.00282159406018,230.11243389825964,227.69645704079696,225.0717328169138,235.74987534044868,241.85600640071635,235.5093432272582,232.1158167218941,244.8748869365952,245.32050623827115,234.35955073973025,247.32580221407483,237.66402479443582,227.23739245167192,225.3148922756922,225.03159186802228,223.4222128156417,228.34438027963705,236.82886079599677,242.1740623185921,239.27338862549718
2,1986-07-30 14:00:52+00:00,,,,,230.1844732593456,218.98030696220246,231.73310453947357,,259.00240385418874,236.44150402147014,236.56596776998606,244.51910056375328,237.81081490885174,232.29040940925574,231.90330241786273,242.30328949113587,239.53233968829434,221.3912540182396,226.7471042605496,227.34841198043895,221.2834846046728,218.35693615758524,217.59684997172312,221.40077763954372,226.5514777979026,237.2691694336475,237.8677804406991,230.75228780134375,247.27748728371745,243.35691800793336,232.801962739096,240.7597522663714,227.68161334223103,207.82487414289852,207.30484110335195,209.37893579738187,206.4109847752804,239.4025673913654,249.2896177589069,246.3032375235061,241.56365974903608
3,1986-08-31 13:59:41+00:00,194.25143336462455,204.20455739934775,218.97338380636842,231.9567458900506,225.84646413029324,222.4804814829939,218.5764202237265,208.47448771784687,223.65824749809738,237.7348624540404,243.38087618997147,238.95906119100255,235.1155831131444,230.66972290312424,225.60911524689783,237.83690847418882,239.8692949812107,227.99126492027054,227.98485316138644,237.1731896830023,233.4683850595046,222.68901144532802,226.03061700545027,229.04940991073235,234.69709973904904,246.90300568482655,237.86174164194728,232.1761561753795,254.56819948491562,246.13473421731922,236.5140400487283,247.5234532104719,236.88967869347474,218.57386698237852,221.15573689531172,228.60881749531626,228.03970686683024,234.39595129626363,241.03763355700917,241.18203620015115,238.9588058470411
4,1986-09-16 13:59:10+00:00,203.14091313745018,214.44057289293374,227.5009476356853,249.2211578063664,245.5085867517598,241.17987985433314,238.32489436169476,220.80557846296114,229.13544354790315,236.6036825974385,232.90140341337548,234.20013204820697,232.15322337584274,224.87407443217242,225.8925695642217,242.76073449935032,236.80845739122387,234.7404226711072,233.99797388394808,234.3720784247652,229.77237994251766,224.52289255432734,221.0949668299389,224.2202520133427,229.3296426337064,238.54819227568996,241.95137931307195,240.85943681966918,252.61877345813792,249.69875007781494,236.120947160166,244.61180990028743,229.6233629433799,219.46707563700573,225.30135980948884,229.74238415449764,231.8918850140696,239.94754852769194,237.2913340188406,245.3521091781522,243.18267893800044
5,1986-11-03 13:57:34+00:00,210.0864306216049,220.8261403843493,230.7395603031175,250.77958420196458,239.6160883565558,240.83439813958088,238.91982395024638,227.18132626904776,235.8009472807382,231.1680946873966,241.56172664820224,240.83089927960745,237.06916826245612,230.09297804304498,233.5068194080104,244.87060406323496,241.5057311557496,236.85816223740437,235.23217016062256,235.19013974213217,233.93990598065994,232.97835361229582,228.7755129482722,224.26034431912342,226.45995536001283,237.07366228774396,241.3924298381441,238.8894046873697,249.5132788190264,247.62118450544392,236.09029377118674,241.46728570249587,235.0504128404296,228.11606825170315,231.08279379271312,228.24483594646676,236.10168871922082,244.5417900141926,244.1622647287963,244.67021938894365,241.80724922960437
6,1987-01-22 13:58:34+00:00,200.7292332060343,214.18561959243956,232.02376214627833,251.88196227391688,238.02189804687262,237.32172006306527,230.75653190891623,215.64633059432353,224.01392531566074,236.28462397897408,242.81999049102816,240.20770068419753,234.93551114688967,238.28415113999245,236.35510050997325,238.01752945211376,237.09782726084183,235.37532497408418,235.89021714629342,238.39203800849938,242.0338474467854,237.06523648773663,239.4615434040118,233.5999105759584,237.6847076874669,244.74001968002486,239.3464306377067,244.32729650372002,249.73495828889972,241.95701430144558,233.68666469341932,242.0542053701839,235.05362248372225,224.67665451516564,228.17951097307406,223.06761537554038,225.54623224008108,229.09170672266868,239.87352388284157,239.39783531587216,229.99833731411167
7,1987-02-07 13:59:09+00:00,201.80635206171007,222.18318872786125,234.94501721949834,252.3367106273694,242.27943320449182,241.25606683103064,235.97980213287116,220.53986620759977,234.7771808605822,246.53592439367603,244.4025051740084,242.51009825478738,239.42926277622806,242.32181241316093,232.51682425042898,249.07996883623818,245.99630350251402,238.25272771457034,238.9960437314639,241.02456721636142,244.6104612299496,235.5612843661552,237.86364353744955,231.90415946008522,237.69310278555974,245.5850339315046,243.39862489899065,239.2091368916394,249.07721605152054,244.2822120887747,233.8821695457464,244.67698586432522,236.7591519959989,230.5606757488902,231.93820414759304,230.21684082295536,227.6435959265328,244.45866950163125,243.12668490309377,246.3230083631616,238.2231014522885
8,1987-03-27 14:00:57+00:00,211.97052984335744,219.60216422642085,236.2928933718511,254.23865627092738,254.39923651012947,243.1957171737125,235.65339159833377,216.18559696347694,234.74424559811655,233.7756227400441,243.04562296945556,243.44115420601264,243.21250808297015,245.8226704730341,237.51422292087278,242.4327787779008,245.18840790409638,241.39185347591814,239.12164113045665,239.98716734585182,235.54652462021903,235.9835345316121,237.96537402941803,234.46655929944777,240.93782053564533,245.44667676954145,241.12749305676937,247.6455007126423,253.59036634251424,254.06995369094838,243.48623530706251,250.12058196065576,241.61480096252214,226.6688404928382,235.97425382163826,250.19062347338033,256.5315015659932,269.0586311917548,268.09695085683137,257.25810142180677,255.28421509846132
9,1987-11-06 14:06:32+00:00,201.30340235802973,210.72038069819814,220.07132313116236,243.11539164202506,229.28348728011463,232.72962816415452,230.06035258316373,219.55002559536223,220.5168464879999,233.42966309845437,240.30732773557568,241.91427219701404,231.68658009701005,233.05122579914863,232.7681699047385,236.59115438890768,236.17481660736158,233.09056016754434,231.5503013075884,231.5551425294705,239.791347858477,239.75099034762843,235.61618465247565,229.39297668947174,228.28294409618394,232.3327036039336,228.93813072248219,225.26851983820026,238.98611526320104,239.56519305702,226.77655857225636,236.69929234681672,231.05967207040015,221.94838261880153,225.73672808239593,223.85031119035185,228.683222313086,235.3723279330823,241.30438977364034,243.82092315295785,234.94267673724852
