,dates,usa_HI_0011-0000,usa_HI_0011-0001,usa_HI_0011-0002,usa_HI_0011-0003,usa_HI_0011-0004,usa_HI_0011-0005,usa_HI_0011-0006,usa_HI_0011-0007,usa_HI_0011-0008
0,1990-08-19 20:14:00+00:00,217.39075426880794,208.87090690714967,218.37410250443506,221.40721726287097,213.24954644851368,215.93826722530014,209.78508301623717,220.85079222678308,212.8580481112498
1,1991-12-03 20:24:42+00:00,200.78566960224697,191.11502715908478,197.22291577742126,209.59522601569327,206.0025111470051,208.25550844804712,206.11821135554283,207.7669244160117,199.156793139632
2,1991-12-28 20:18:23+00:00,214.47749142363548,204.8928900720453,207.2385989664025,215.1926727586455,214.7407927307907,218.82497082739306,210.91796897810832,216.3405087978933,211.87398726954294
3,1999-07-10 20:53:01+00:00,206.25634632613574,199.89802911314152,206.97123172522083,215.60552458038907,211.71922387094315,211.19551138334344,206.25184445202922,208.6377625397857,204.97005795007664
4,1999-07-26 20:53:05+00:00,204.0824415458045,201.1926929762652,204.10000961679347,215.81812603956465,208.84649469156759,212.50561898476548,205.2616187065293,212.0668913832538,205.869124275923
5,1999-08-11 20:53:07+00:00,209.1389563907846,202.7228899712783,205.45424807555185,218.71896832888615,209.25275893977832,214.93814683833278,204.3703710279213,218.5246577466038,206.31431083606967
6,1999-08-20 20:46:55+00:00,206.39405873132273,200.50964180158454,202.83239192155327,220.4398931037628,210.6992271678979,217.35597647681197,208.85142622841906,213.8174795657314,209.58638743455074
7,1999-09-12 20:53:05+00:00,212.24094262606155,199.4095107675626,206.675918315856,212.70505391084794,218.99030306002453,216.92787892278696,214.57330797511366,224.93805322966452,217.79682061638312
8,1999-09-21 20:46:59+00:00,202.9277324174021,193.62305212316534,201.25948884594663,213.2203733275036,209.24180356917276,209.72931750505583,207.17135101385156,208.46244363986622,209.49394361136697
9,1999-11-15 20:53:07+00:00,209.49837853441468,207.89190334073095,236.64361046206747,224.43021552638555,216.6602288977106,220.79811980845162,217.2510117309047,217.97917065677925,217.01335266270982
10,1999-12-17 20:53:11+00:00,214.36034357589895,204.5625478840374,213.06392403988278,221.42739217704286,215.10167925393117,217.98956781984728,215.46709031570597,218.0853387815267,218.65996274782952
11,2000-01-02 20:53:03+00:00,194.72722397955073,178.71485914486155,187.1296099910767,208.6899666443976,210.1290275161803,217.16622807641372,215.38698994583675,213.56006733964807,204.43502673651972
12,2000-01-11 20:46:54+00:00,219.58912552848304,206.8017824462516,205.21174618257382,216.75471430159587,209.4555808655038,215.75777962012938,211.1734105765399,211.45292855289932,208.74162475247684
13,2000-01-27 20:46:52+00:00,219.13827391850072,202.14471557850857,211.74717195817144,218.30512491476838,212.05082487245716,217.23738039594727,210.57162656046268,218.91768277580547,211.63974253985924
14,2000-02-12 20:46:47+00:00,212.72065210280738,194.57578282696605,205.49009218361945,214.33987708770294,206.09828079173465,207.97274078591647,205.79654334102062,209.83455339018198,198.60670135906759
15,2000-02-19 20:52:54+00:00,221.12613574374654,205.5195860055277,211.51996920079927,221.56638237292032,216.5262774281418,216.1297607823533,208.6031480303794,214.49991659226166,204.4823760072972
16,2000-02-28 20:46:42+00:00,212.87460729894144,195.15346782636806,207.0981163357992,210.43359512347442,208.04140683803237,210.28252253217494,203.3146211940658,204.13526365042867,197.91315237631892
17,2000-03-06 20:52:49+00:00,213.5038836047042,,209.06722814957234,211.65358728858712,198.6543170031277,196.03330061772698,192.28713042608805,191.42723388601476,179.19437637006752
18,2000-03-22 20:52:50+00:00,223.64148072665077,204.43592369678933,206.1724608517615,218.0239086979924,211.98535606381552,215.9743568383254,209.34625294335203,219.32223286479731,208.4425293017226
19,2000-04-07 20:52:39+00:00,219.27109798280827,206.02041690385636,208.42491888334482,212.57241209533666,204.85294764804493,211.92477193367498,205.11472669065552,213.59878155174226,209.38845966981927
20,2000-04-16 20:46:20+00:00,213.4341536606947,210.99657538118782,212.4404492503535,227.22690452573016,210.77336427059177,216.7767778979557,206.37659002586406,212.04100034950415,210.6838100941265
