,dates,mex0301-0000,mex0301-0001,mex0301-0002,mex0301-0003,mex0301-0004,mex0301-0005,mex0301-0006,mex0301-0007,mex0301-0008,mex0301-0009,mex0301-0010,mex0301-0011,mex0301-0012,mex0301-0013,mex0301-0014,mex0301-0015,mex0301-0016,mex0301-0017,mex0301-0018,mex0301-0019,mex0301-0020,mex0301-0021,mex0301-0022,mex0301-0023,mex0301-0024,mex0301-0025,mex0301-0026,mex0301-0027,mex0301-0028,mex0301-0029,mex0301-0030,mex0301-0031,mex0301-0032,mex0301-0033,mex0301-0034,mex0301-0035,mex0301-0036,mex0301-0037,mex0301-0038,mex0301-0039,mex0301-0040,mex0301-0041,mex0301-0042,mex0301-0043,mex0301-0044,mex0301-0045,mex0301-0046,mex0301-0047,mex0301-0048,mex0301-0049,mex0301-0050,mex0301-0051,mex0301-0052,mex0301-0053,mex0301-0054,mex0301-0055,mex0301-0056
0,1985-09-24 16:53:30+00:00,161.50911533063584,137.72969882527423,,,,,,,174.20318460081535,,,191.1846131953927,192.67347133123025,194.76302585913686,178.836545303319,179.230360050974,180.3991948890869,172.11950460740127,170.48936991249388,,,,,152.2495295585041,161.0421022984042,153.8955500879944,149.25894320503352,153.43452450646527,154.43565508304246,146.23321525069989,145.69671052886784,139.3572784296524,133.832736838139,129.93128938405812,126.26866738500246,118.7331743679791,120.95546659815295,122.91696101712742,132.7794560725183,132.7222387748517,119.6734772963663,108.44573187750649,97.54050734459032,,,110.22881510065564,122.41627747435476,119.70001145794346,129.0326628607964,142.6451767054208,159.98590633944303,152.04098936221885,148.49446869164342,129.2696577159838,119.63189302923604,130.8809156580003,178.4982107687518
1,1986-03-19 16:50:19+00:00,183.5143773073321,173.31056896222248,193.3292015554161,197.88121771780555,196.86627591868444,211.37220542366424,208.5142804934568,206.70719901651805,212.1310029440462,222.9292026501731,232.05932007854148,228.8240573514197,222.40872788908928,216.96254662023478,197.15945632712942,188.7270738628875,187.42548715678726,190.87311940798662,193.340604749696,224.90606496374028,238.6369701153647,232.80502288964232,213.79535141698784,191.61043448462792,172.5744388539128,158.9668973057133,151.635855311311,147.24880370997352,142.9448896524483,133.49570420308385,129.0779245013169,121.01400474232497,111.77524267933794,102.57962340496586,96.79725001175368,100.02833631891355,100.40806165689605,105.47865180816882,109.72683921930197,108.46558084116103,113.78540404486003,112.24349859168177,126.3641182815941,131.3723016622735,142.66509253798608,121.87106214430321,116.64504662314754,111.14108030711549,115.50969094124562,128.28601292195495,155.57419922807838,157.97382848576146,111.0525111911079,94.03310795951947,80.53454256960386,140.58143807753314,196.41022932051843
2,1986-04-20 16:49:38+00:00,184.89143409011547,168.539484553612,192.48785843048552,201.60652452616054,198.12551820359096,209.4583432803987,226.0651221080093,231.39491678207992,237.14455786549172,235.94876568090507,234.69239805090274,231.44603325825807,223.10805410108455,217.72946278002456,201.2456497484289,199.6777139461561,203.55099319509654,209.86272665328153,219.8077625062402,226.16129132766798,229.78433378950638,218.41791361348697,205.78465575468732,192.10679812853186,171.9464474288878,162.0216146649072,152.4874221660304,147.5986614733834,139.83559165786244,135.4855637736108,130.04714028813413,126.06741382564907,116.24549552851062,105.88983406906432,98.60280696533897,99.23564425647427,100.55258178003345,109.0832118072652,115.60076226305947,117.85222810221089,113.93319791898666,114.89852544262193,116.7962551107433,125.97376608300111,124.51072170642549,119.65260028043862,118.87729558961203,118.14205722925408,108.89129297636572,120.08371923193027,154.5169226564904,161.60267046133384,107.04792220737338,82.91218887004412,85.78950698765043,128.6897759963219,191.08731637293806
3,1987-09-14 16:51:10+00:00,157.925230528898,138.4237680496376,159.56308904196933,169.3284767307996,172.45302519713061,177.23341435201277,171.8970790833802,168.5473223128389,176.80310246064664,186.60228405864606,187.26784743568214,181.91592734559384,183.72656881624624,184.14694399744627,180.16244300641753,174.64894159539347,172.2253561693087,172.01678107415114,172.13276662762118,176.25281954808173,183.50772446419413,165.22076047384212,146.7384808465324,145.69575521498095,145.13263002630958,137.77869800466354,132.95868989629017,139.31979444869557,144.10145272529874,136.61113152810097,130.8218868606627,116.9555258382024,117.13601485798074,111.00823148177251,101.76312206973107,103.84414301733233,103.64090364255073,109.99193045103031,109.40949612736517,105.46061723051771,92.11745974357278,86.97020473251976,77.32988473403631,,85.83925583353931,93.52281370171656,94.17072802980297,103.20427040732778,106.85637505362861,121.94397505455072,130.01227238833985,133.3016384168426,132.04770131217174,112.81709390550913,101.93018657705204,111.33780119931365,176.02249919522382
4,1990-02-10 16:45:58+00:00,167.57446740753883,143.3204914179593,145.7391659429436,146.99532951479358,152.90285775456434,150.8925068284088,143.75172876877807,134.7659929118011,137.91804429237044,139.80397354227995,144.10341868114912,148.97676293183375,154.59597558800837,156.61983605915583,155.93989453850685,154.15692566983034,164.60982408334462,186.4083311111907,196.4826500241238,200.08227823126276,207.66490643486733,196.37576850278282,183.3346468987139,182.8609961754551,179.29216234883228,178.5636161715372,174.14735353506128,173.27296277112683,176.28991920292145,174.19203603372284,172.91107463247084,,,,,,,,,162.15296110099132,,158.24612389850637,,156.96941777401696,163.35881001454948,165.38896959680753,157.09016441386697,152.01259181829545,150.81536692743725,160.0115765274685,187.3509444659453,206.22819710918057,194.9147445294837,165.98649130536944,139.69362601262893,139.52425243552005,187.71861373586424
5,1990-04-15 16:44:33+00:00,179.94779626567822,164.48250688180067,185.93637193841562,189.64902879588467,170.48308532351413,177.4862274597097,171.11345209623767,152.40860163322313,158.11765252838347,164.7021074536314,167.2422288675495,165.24780250479333,162.12836119384312,175.91621369947177,176.6905391730477,176.99515850253113,172.3612737151909,189.1051663321742,194.24854268733793,201.88361235345235,213.39159135137552,204.64387026003362,198.0687557948886,189.03426724171135,181.7350993609002,177.21954094852651,176.16791294772148,185.0897338231718,185.376116080182,182.0060666426453,172.21802124789315,,,,,,,,,178.48361498380052,,158.58513615316554,,160.543837439842,158.3122548535814,165.09045468052688,165.5987820831403,163.13661271115504,156.04179643733426,162.77890785893172,190.96136494270155,200.49251319724536,169.93859870531978,164.51252821871248,160.16903368300154,161.35885227046623,190.0825280835327
6,1992-08-26 16:46:43+00:00,158.6343320699467,143.33222740691457,160.84620001084818,167.39473041549374,172.64478518064882,177.6793339037731,179.6174833433456,175.6519767568452,179.05510999576396,183.43619271442984,179.74724398804662,173.68975167735002,166.19589527914417,169.98296011598362,165.35652154305984,164.8443034742499,165.29181401419973,164.44408537920992,166.991757657898,175.46848079116455,176.6318810102359,169.6379065280972,163.11705647900925,159.69130430698678,150.76705609058604,147.20248062353036,146.39843076339125,148.15274464110587,150.00600418872006,145.05764395845063,136.888483366154,126.91935084019994,123.3590504616487,120.70235441806827,121.66686466246057,128.3970600466283,128.81130166883736,127.43791081164977,140.24934355126587,140.04856075706974,127.37164109374547,120.67583542316596,114.81394584760211,,122.76453001820201,130.26715396602492,127.76520344336916,141.5443698332595,139.12391624592516,152.47633088370404,171.03524857316845,161.87996056583597,167.3854476297558,173.90207742742746,147.43575658824133,141.6818920460443,165.1797528776749
7,1993-01-17 16:45:59+00:00,175.6567850449537,164.411340922217,181.02649102489275,193.21513471148182,182.5473994195544,189.69965145064867,181.84266491914119,181.56925153892405,190.90930232855206,195.1144090714705,186.3786913606208,184.79186089252178,186.63598489226695,195.4035812554986,190.6017702058328,192.40883142815426,195.39170217141918,206.4057007849725,205.94441920821208,206.53671005388358,208.00813326860595,203.36705190261557,197.09958986060693,189.72070467560437,182.2194299297343,173.5806311609601,178.04474620159954,180.41293531091912,186.77760808843487,179.33566516876365,173.51957547085922,167.88599811508612,156.89985986787437,153.88003975768817,152.2842854719386,154.16938375581026,158.93436145150844,162.4421502476594,171.0009216249315,167.24836672665455,169.44668049625324,169.54693513662025,178.4919922402827,178.49163805933824,197.8791415356526,195.4673249502934,184.1041625016756,186.37922911082282,183.99544392984075,192.5191821165086,212.09320262877623,225.61344182546188,204.95778934220192,182.98722227027912,160.75537619334608,168.99948863032415,189.0906680751544
8,1993-02-02 16:46:10+00:00,187.1919051469674,176.99415252217443,199.1007523025989,209.5452482716138,182.6479763456923,199.73530821179426,189.29257445443181,194.6128790078467,190.46659101761045,206.67426707245426,199.30850960209867,187.98245687165542,184.72281548790093,189.32916882968553,186.60179315743932,193.0139925983375,197.11752144362129,198.65320401440687,201.33089409305416,206.48000249708716,213.80245793144525,208.05359897128383,197.73978297572205,188.81674933873003,183.89914208184894,173.64395218583357,172.32977947323633,175.24735868913288,185.4737242938807,183.4765729122274,174.3751508508589,167.158222440125,157.7986999371123,151.71551429691408,150.2848914129535,146.76235301896736,154.34506999531095,165.01845303442505,177.06313161760505,179.4058834941695,178.4240440376767,185.33277784419317,182.71289509058857,182.18287994204013,183.38253852060802,175.27014981541544,177.39456191057167,174.37861084775324,164.00745325152104,,,240.41805462923926,,,,,
9,1993-02-18 16:46:17+00:00,190.8396986306469,179.15161225708226,181.83744798674488,188.0178650999204,184.2970883004931,189.57899430058092,190.90769384051504,186.72362826583216,183.63877695147556,189.5588734913929,183.33884562882264,180.09248337066958,170.85384298125155,174.89298740123525,173.51479298055864,179.53792865980233,182.33344830270158,189.32201447718083,191.58965045107138,200.5941261583942,200.71732454624248,196.15104655132387,183.40732557167644,175.4537033835415,166.19542324265188,157.00112775987128,158.43931862627343,163.84759791284455,161.65772856004534,160.70594708027005,150.21008693032974,140.50856771890798,136.10339078576973,131.99144595145754,131.15216489246683,130.76078609756888,136.98610793221422,142.75277461945635,154.93039095174353,151.53903469255707,152.38537629481337,149.3283072516524,153.66619872329716,155.78328243866144,164.35412044187478,167.64784712359557,160.98612452114955,153.95892070673676,150.4905357339069,157.72937821610122,187.61444654805254,202.21823870473565,189.27075711755458,173.1684706235396,147.23343066726648,140.9627593004952,189.170123484971
