,dates,usa_CA_0004-0000,usa_CA_0004-0001,usa_CA_0004-0002,usa_CA_0004-0003,usa_CA_0004-0004,usa_CA_0004-0005,usa_CA_0004-0006,usa_CA_0004-0007,usa_CA_0004-0008,usa_CA_0004-0009,usa_CA_0004-0010,usa_CA_0004-0011,usa_CA_0004-0012,usa_CA_0004-0013,usa_CA_0004-0014,usa_CA_0004-0015,usa_CA_0004-0016,usa_CA_0004-0017,usa_CA_0004-0018,usa_CA_0004-0019,usa_CA_0004-0020,usa_CA_0004-0021,usa_CA_0004-0022,usa_CA_0004-0023,usa_CA_0004-0024,usa_CA_0004-0025,usa_CA_0004-0026,usa_CA_0004-0027,usa_CA_0004-0028,usa_CA_0004-0029,usa_CA_0004-0030,usa_CA_0004-0031,usa_CA_0004-0032,usa_CA_0004-0033,usa_CA_0004-0034,usa_CA_0004-0035,usa_CA_0004-0036,usa_CA_0004-0037,usa_CA_0004-0038,usa_CA_0004-0039,usa_CA_0004-0040
0,1984-03-23 17:50:13+00:00,183.98322560006608,178.8196663595664,184.63653676751522,192.76197583073207,192.14699770409055,189.43606845535157,199.73365661847544,207.75101277250133,200.3767091145445,189.52755913203237,207.14865662482867,187.97702578543584,196.537825851304,192.81596386962164,180.67959951554357,177.29859626957187,172.64515295420773,173.49812842220544,175.44498317602,171.72373059311485,179.94851864782171,184.5755213013894,177.74020234740124,170.95964007396762,179.0225226566522,177.5986808319313,175.41917999104592,183.77995987056292,182.9039156084301,168.85510836982166,174.42494479180266,170.78537654482332,173.16798252995926,178.0039909072339,189.46645490886743,180.0735631029818,169.9110026592904,176.5660082792722,182.15581578813055,190.2363771149159,193.0719163310909
1,1984-05-06 17:49:52+00:00,180.87254936896935,190.43508525925452,189.51249756176395,185.22645150316225,188.6966457570314,192.21572552428262,202.10702975736967,189.00475066400725,195.73820566102594,201.4049392877304,199.50207618859613,199.34747930724862,196.7235712682951,189.48993512242865,181.50694005956157,173.89578268832906,170.4548371711631,170.72471752746358,171.5217744438548,169.57553753253515,170.01759464482737,175.40826633150257,179.8110382028041,171.61732328532605,169.78894013126774,176.47859611153748,181.97441240724714,181.91549270801943,175.52177465736287,169.38900719567067,168.58096904421146,174.249609695732,178.28758389046195,184.97770050090202,171.4942987495493,178.7312359717569,180.0936598472954,165.71046188850835,180.72095233884937,187.6458344721042,193.2340006689875
2,1984-06-23 17:50:58+00:00,207.28978997280606,202.9367169787905,196.73343800474993,202.72194966382276,204.39515279399663,214.4431322782697,219.02908990017355,216.41197110850257,214.6788566302471,213.204549506452,210.8990554294726,212.24818839529556,207.56375998566628,208.62135704309668,197.57160197557354,198.37383429528006,194.4543991599183,186.9603257268828,193.3356825045876,191.43411245186724,192.244190352978,194.43787610796124,190.66090199405684,192.7502764589573,192.60801125164608,196.4166291603152,199.91283755531708,197.1303652773719,197.71134242563295,197.1986185516322,198.81330004348473,199.0382401297658,201.3843620764583,203.9982394177931,194.96925723582072,194.58340683081946,195.47642055864773,186.7183775881273,196.37504189388798,210.67551922825947,208.72108817210747
3,1985-04-23 17:52:47+00:00,224.00889424166826,222.45059303131387,228.3799892686649,215.64184713138064,218.67127566345968,212.53187473201922,220.66231044226654,208.40630372233113,209.67601416891134,202.90255518247514,204.58614508768625,194.29285768947375,200.80642032183846,197.04486931055297,194.74325035581828,193.85504267913348,194.15270943703516,195.541793487536,198.96755737503676,200.97567349646116,199.53881599904264,198.60394707295544,196.83827795789517,191.63423875122555,194.19588605977418,198.22497424786502,198.91922848714205,199.87494524466325,194.13531188450074,193.03841810873845,192.65031986174967,192.58842276899918,199.569306802672,200.80231306615613,194.2242389016982,199.52398798185067,200.89014456193712,193.83279012360705,196.51473980072217,202.6169106944259,205.52851881305943
4,1985-07-28 17:52:22+00:00,247.90486815926116,226.51830260809365,224.6178264886795,220.3392652187323,221.41180182708538,221.68449441216356,222.8763842571593,219.78166416865497,213.90546996808857,213.35553826802825,215.8917820687726,208.11050010514327,214.8807985699268,204.07614980043854,211.14505342631406,208.44931464274964,207.69345962874763,203.1241216035727,199.3081738710106,205.11617267437003,201.97187831551085,203.76166684029425,201.90256874572776,197.7301798672975,201.64612324654564,202.8045484682873,207.24872746821603,204.3434910950479,205.9610493347178,201.21353499228587,199.4000889774693,197.37153073853065,204.35629377845135,207.31888449644373,207.57774482876323,213.42057266360496,211.30530206902748,208.75617107985713,204.11755043209138,208.71572107293002,211.57547797869734
5,1985-08-13 17:52:13+00:00,252.4187738170152,240.54025812153498,233.0306878991231,226.28285804035,226.2179150743506,219.2464320993946,227.7294169992463,224.95562824122504,221.1254804385387,213.8378065431219,218.29186403264475,217.2136745563243,211.7534386561676,208.34166755660752,205.30884332054052,203.28896923057135,207.19836474011476,208.8086262019054,208.54122241690422,208.0889560501621,209.66736269629988,209.5612173216007,210.2719252958417,207.71942078609158,205.31314820485537,204.7414670527311,213.21028236706425,211.37479241678707,213.28568732710193,206.08460559039165,207.06016807844145,205.46233851385256,211.23856484956636,212.56099985775575,215.19965600371495,216.82039671529458,210.61182901852345,214.071862261878,216.86913056680467,218.84472714160904,216.73186499087768
6,1985-09-14 17:51:50+00:00,260.94004261940944,238.42089051096286,229.34067717664283,229.8545216848984,221.93963092232573,225.81794714960915,228.11829703271383,219.28473290924202,218.43615422783387,213.9322018433559,221.16642629971432,214.71242277045408,212.02761807160283,211.9145844757745,205.45047122280403,204.86033633902383,201.06686349268352,201.9951780610397,197.14171924437912,205.73370243948392,207.066484964497,208.9960370925944,206.8368710293908,209.30257061790255,203.03833754068978,206.7928238088374,215.69434403179326,213.17772482269382,209.2049531327813,206.59655011893906,209.13788745430267,206.85875420733421,211.09457029765653,212.68799389988453,216.80169187263,213.7459714163347,214.14770799219855,214.20056880300055,216.95551594595798,216.7613732503193,218.198143993675
7,1985-11-01 17:51:17+00:00,233.0418538592123,233.92351722901915,228.7214943972684,227.34401196749727,216.9232651893076,217.82347307812338,218.770426415973,215.32850848378254,214.31606478735353,209.0393701598401,208.21367829289338,207.34549207295927,212.2624962753349,207.51561806328584,203.26720271412202,198.09683310693268,201.50628545477485,199.25449220464392,199.89611362079947,204.07510854075943,202.5422718606102,203.53405415877583,204.50663974147696,199.77551497439063,199.42301239106698,204.67739408953392,206.2912767064318,208.38712774314345,205.07209694178167,203.3360925383119,199.00641702028068,201.51440816165706,205.31796789401457,209.4743973278411,209.2806401362429,213.13549882613958,209.37380486419303,205.16142460211915,212.76381285718574,216.12724370588617,214.13260379618202
8,1985-11-17 17:51:01+00:00,,,215.06931744733117,212.34321061513455,206.57571435483447,205.97371760547972,204.1731139676125,205.5024882964877,198.5273447287829,198.62620359264145,197.71826342616697,196.33951329148482,194.597768895293,190.36791326449386,193.95632431732923,191.93253204052493,186.64106813364367,188.89656171536706,185.74151264713032,191.63317098247148,191.3532994613547,196.75518378392258,194.53098519110296,188.8046234192637,190.68996558366112,192.00860687216613,195.8828113137814,190.697031554376,191.2360824866861,192.080667725342,189.96637327119305,191.6721660631944,194.31788314059514,196.6335735438431,198.47438943581284,202.12332692597982,195.49845579819348,199.05221361625854,200.87465104132713,203.88718813867058,204.5231245812986
9,1986-02-05 17:49:27+00:00,163.67299810652418,171.1476369531762,176.3353858609469,176.66403147836945,179.02379453964704,184.73734907048865,178.86364219114424,178.57280897808667,176.2711691097554,165.41429397827002,171.98863105760242,171.08935461979507,167.78671005439628,163.14736224402955,159.72747268031975,155.68857270137946,156.7672649999005,163.4871470473361,158.26194557987918,163.0925078565655,164.4933897127362,161.88548891133385,159.21809392961907,153.1317639643552,149.41774264611482,150.21696890681008,153.77646578628193,155.78224322876565,153.26263596909257,154.11978288239354,148.74063276100563,154.0377246645527,154.73473456837917,158.28930917077776,156.3353424243645,158.89777444787262,160.72956259347524,146.76222609104158,155.74982810338864,158.05709286226264,161.53343630086638
