,dates,nzd0367-0000,nzd0367-0001,nzd0367-0002,nzd0367-0003,nzd0367-0004,nzd0367-0005,nzd0367-0006,nzd0367-0007,nzd0367-0008,nzd0367-0009,nzd0367-0010,nzd0367-0011,nzd0367-0012,nzd0367-0013,nzd0367-0014,nzd0367-0015,nzd0367-0016,nzd0367-0017,nzd0367-0018,nzd0367-0019,nzd0367-0020,nzd0367-0021,nzd0367-0022,nzd0367-0023,nzd0367-0024,nzd0367-0025,nzd0367-0026,nzd0367-0027,nzd0367-0028,nzd0367-0029,nzd0367-0030,nzd0367-0031,nzd0367-0032,nzd0367-0033,nzd0367-0034,nzd0367-0035,nzd0367-0036,nzd0367-0037,nzd0367-0038,nzd0367-0039,nzd0367-0040,nzd0367-0041,nzd0367-0042,nzd0367-0043,nzd0367-0044,nzd0367-0045,nzd0367-0046,nzd0367-0047,nzd0367-0048,nzd0367-0049,nzd0367-0050,nzd0367-0051,nzd0367-0052,nzd0367-0053,nzd0367-0054,nzd0367-0055,nzd0367-0056,nzd0367-0057,nzd0367-0058,nzd0367-0059,nzd0367-0060,nzd0367-0061,nzd0367-0062,nzd0367-0063,nzd0367-0064,nzd0367-0065,nzd0367-0066,nzd0367-0067,nzd0367-0068,nzd0367-0069,nzd0367-0070,nzd0367-0071,nzd0367-0072,nzd0367-0073,nzd0367-0074,nzd0367-0075,nzd0367-0076,nzd0367-0077,nzd0367-0078,nzd0367-0079,nzd0367-0080,nzd0367-0081
0,1999-08-17 22:12:26+00:00,,,,,,243.48468995437074,,,,,,,,,,,,54.91215032122824,56.89181984723993,,54.41274583429785,34.54407930151564,23.924964187327188,42.073184533402326,,,53.99815149184372,,,78.23692082886285,,,,,,,,,,-0.05325312804494331,-62.55191237998005,,,,,,,,,,,,,,,,,,-26.913543056191845,-0.9585143813798869,,,,,,,,,,,,,34.585334089662815,,,,,,,,,
1,1999-08-26 22:06:20+00:00,236.4611540152835,242.0244935045248,249.24731573383508,252.62935375646632,241.9525470090974,246.3418783157477,241.38379111159847,230.8813953324449,215.78943306854313,202.87978153715105,180.71629511124442,179.37087249672646,,,,,,71.64646058718672,51.45279761478785,51.735217622784205,52.212237285877265,59.41358642588105,61.353871084035596,49.86211318902099,56.21811094871837,54.572705033118226,64.86756168602307,74.62851414133411,85.54684414001798,82.49924146897168,90.27669807370435,92.23031926948521,,,,,-12.68051119867523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.11064338547658,83.18664099460261,106.53797812764904,,,152.03971271998668,,,,
2,1999-09-18 22:12:27+00:00,210.25934127050823,219.9931856863671,226.05915929170038,223.92780124512367,229.63149406279948,222.73747033916428,197.7751909532172,189.78026286685676,185.41803562767328,185.72899646638183,182.04257385596975,189.48344623882878,,185.31988730607074,190.3357233006775,192.20472520490586,143.59892819948158,,44.17171150367258,35.46569980734492,35.31649667109997,32.15225072942477,28.49726027441558,37.843955893694485,35.684515382921795,63.55700610407911,55.958888964706794,49.11030877856771,49.79483374649011,50.347707040410825,49.50271331615913,71.1826996957171,92.94635944923314,94.95380191604127,71.1123045969394,,-17.21050260421067,,,,,,,,,,,,,,,,,,,,,,,,,,-49.619668368494885,-30.022191929435,-24.016292984535,-6.057197174696457,-7.026724614221468,32.740858072016856,24.966600918052297,31.617860859203137,37.52348370185618,47.519098068368436,39.97309283474202,67.53370822316515,84.57192035710045,103.31961288065757,119.29796989235828,149.7709308266126,182.99898713751148,216.8965749272164,270.49660469667646,292.93994495294515
3,1999-10-13 22:06:24+00:00,231.60881429561405,232.09846471507964,236.50517598953587,237.42959188513788,233.29378518355395,231.24773223826227,203.4849012477359,182.53546920245822,164.55274320937932,171.6770270147275,167.587127153977,159.1969430540701,,168.35139577061736,180.15212271319706,184.4853303132031,159.49407009054178,,87.2947921950188,77.50801770828015,62.604928393943965,50.99812608135174,32.87790943936478,35.29391792937012,42.88906539152719,48.35345355803029,51.02625867905484,56.190667145887424,65.3970076245035,69.59525195737342,68.69574317042355,68.31606519019095,67.81510382949664,73.91848206108268,74.44291026240768,,,,,,,,,,,,,,,,,,,,,,,,,,-51.73810592377062,-36.10391084529326,-14.027551305183572,-29.8187674789495,-12.076499521909648,11.53404599353222,6.160451459907622,4.0428750103205795,30.987558654016134,29.199314749390233,26.28649603660646,42.21001787971433,62.198672483554866,91.94679122224733,117.52356336519429,148.97381631003495,148.83368795661156,155.17138145212112,187.6027162496579,215.7660110205042,258.6248955912541,292.01015969213023
4,1999-11-21 22:12:24+00:00,,,,,223.17450701415174,,,174.7263060531548,156.2563096269873,,,124.41097413485699,131.21573059546375,147.18042874522033,109.39177365837615,108.05757120249541,,83.64674885619894,,,,45.72149484969803,55.96347910346303,34.21662670271658,32.57868807572128,,,46.9402905743151,69.48897324747662,66.4141962427287,69.0724470176404,,,,,-5.158299055059544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.86949713522807,191.30837438622981,214.02192636524703,,
5,1999-12-07 22:12:29+00:00,,,,,214.13040455604275,,,167.71765547584533,153.59818659317065,,,111.20464095581276,120.30702300243293,126.32944522324425,121.72167062304983,114.85413689918649,,88.70499423661165,67.15194764241969,,,33.12129350437589,44.75876120204336,35.01911648257274,28.777022457509737,,,37.01906239167771,55.18184352839879,68.0158307457396,66.30876267907458,60.06664077273378,,,,-4.622840509288302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.75835673226607,184.461391425195,216.7252062632916,,
6,2000-02-09 22:12:19+00:00,261.66005731921797,245.7763333853563,241.41132077711492,227.2222109818782,219.22280287249458,231.02030167970565,233.15271143528844,,,152.0189863748486,141.3539241403693,128.18189070965252,135.34411160873933,128.28873552850277,128.4666412551024,129.61197140742,128.15224713408355,,,,,,,,,,,,,77.09062012345487,,,,106.77202348990215,85.56907172736223,,,,,-26.123808993496176,-40.21899447894837,-53.27700337471329,,,,,,,,,,,,,,,,,-42.391845051985726,-26.057933771749553,-28.587133633773806,-36.503569077599074,-6.2036646060706575,-7.024192836221552,0.055525986623083945,18.43269796778698,26.02142374205865,30.100808991517304,21.376889046936157,36.17364664383916,,71.10538554014728,,,,112.39273578144424,136.36601235915157,158.08305317460992,,,285.34924511922105,317.74725527433736
7,2000-03-12 22:12:09+00:00,269.13997582586535,,,,238.95932824707802,235.63929990554564,229.75239311330162,,,170.5492788883944,133.0306903149385,117.58409432778573,111.31636185620795,112.26798850044636,140.94905729546227,143.03437401774596,139.8839595528112,,,,,,,,,,,,,88.96859366131265,,,79.41342851325737,94.48807629002907,95.4366371540322,,,,,,-36.31390229469949,-52.32458167800389,-64.09203045511717,,,,,,,,,,,,,,,,-45.75990720413822,-18.405993757385964,-15.086320619596723,-37.73892474416717,-51.96638441143227,-29.46349840747378,-8.836495675507088,9.32020147550551,27.659898593917855,42.58718559682089,,56.63479205674663,,63.69563291914286,,64.5876966276011,83.4027544971648,117.77370743479457,125.4816317792664,166.01441570181817,,,279.22146423001027,304.7028055789915
8,2000-03-21 22:06:01+00:00,,,,224.87729103842648,,,,195.7651995052691,179.3560337311929,159.45757452833325,,,,,,,,112.68663108544676,101.16242889264257,104.26011723562023,107.70954251322016,110.62654385312841,93.74276167158074,70.87061915022775,59.173519619847944,60.91045448311958,59.16594876626027,67.96679655061511,65.86636426044552,,62.41203556236292,68.90578066814601,,,,31.67665254559015,11.01714711342333,-15.422901367307553,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.8567475965887645,-3.281816992392123,-6.331139626126749,,,25.907506726637706,50.23323231312101,69.23905959579398,,,123.51144065497432,146.7502717215466,161.85496659139693,203.95223872358451,226.616743987543,,
9,2000-05-15 22:11:42+00:00,,,,216.82202421144143,,,,173.5288670215088,,,,,,,,,,,80.75808304584837,91.06156152906729,109.83203176269426,119.36499490341622,124.24361938609775,79.12489565266254,57.90354506292911,49.63694304319942,55.20258185825956,59.36815467469334,66.37164339452667,,74.8442125808282,66.96153592537758,,,,9.21569586529079,-9.450986942660744,-21.44590171366607,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.675450317474962,-6.251615654623208,,,,,,,,,,,,,,,
