,dates,nzd0367-0000,nzd0367-0001,nzd0367-0002,nzd0367-0003,nzd0367-0004,nzd0367-0005,nzd0367-0006,nzd0367-0007,nzd0367-0008,nzd0367-0009,nzd0367-0010,nzd0367-0011,nzd0367-0012,nzd0367-0013,nzd0367-0014,nzd0367-0015,nzd0367-0016,nzd0367-0017,nzd0367-0018,nzd0367-0019,nzd0367-0020,nzd0367-0021,nzd0367-0022,nzd0367-0023,nzd0367-0024,nzd0367-0025,nzd0367-0026,nzd0367-0027,nzd0367-0028,nzd0367-0029,nzd0367-0030,nzd0367-0031,nzd0367-0032,nzd0367-0033,nzd0367-0034,nzd0367-0035,nzd0367-0036,nzd0367-0037,nzd0367-0038,nzd0367-0039,nzd0367-0040,nzd0367-0041,nzd0367-0042,nzd0367-0043,nzd0367-0044,nzd0367-0045,nzd0367-0046,nzd0367-0047,nzd0367-0048,nzd0367-0049,nzd0367-0050,nzd0367-0051,nzd0367-0052,nzd0367-0053,nzd0367-0054,nzd0367-0055,nzd0367-0056,nzd0367-0057,nzd0367-0058,nzd0367-0059,nzd0367-0060,nzd0367-0061,nzd0367-0062,nzd0367-0063,nzd0367-0064,nzd0367-0065,nzd0367-0066,nzd0367-0067,nzd0367-0068,nzd0367-0069,nzd0367-0070,nzd0367-0071,nzd0367-0072,nzd0367-0073,nzd0367-0074,nzd0367-0075,nzd0367-0076,nzd0367-0077,nzd0367-0078,nzd0367-0079,nzd0367-0080,nzd0367-0081
0,1999-08-17 22:12:26+00:00,,,,,,259.9860934169335,,,,,,,,,,,,71.413553783791,69.58520712613436,,67.10613311319229,52.878972037696485,47.49839770527399,55.82435408553796,,,68.99942736690078,,,94.73832429142561,,,,,,,,,,16.448150334517816,-48.80074282784442,,,,,,,,,,,,,,,,,,-10.412139593629085,8.748193537774677,,,,,,,,,,,,,67.58814101478833,,,,,,,,,
1,1999-08-26 22:06:20+00:00,194.12030294054668,205.73233544046468,217.49167742778246,220.8737154504137,213.72531295927286,220.9373676709056,215.97928046675636,202.65416128262035,190.38492242370103,179.78477186002186,163.7799546813497,159.82894123146332,,,,,,46.24194994234463,31.9108663495247,34.79887719288948,32.67030602061412,31.186352376056497,25.061713019975464,28.691687651652575,33.12310127158919,35.03077376785508,41.77255200889389,49.22400349649202,53.791205833965364,57.094730824129584,58.521059767651735,60.47468096343259,,,,,-38.085021843517325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.30162209579239,46.89448293054248,64.19712705291221,,,123.81247867016214,,,,
2,1999-09-18 22:12:27+00:00,228.8658330027811,235.94160717117242,240.01402809090504,237.88267004432834,242.03582188431471,233.901365378528,208.9390859925809,202.184590688372,196.581930667037,195.8779919567125,189.4851705488789,198.0710578075701,,199.2747561052754,198.30993404308015,201.50797107104228,153.74792368981224,,52.759323072413906,42.90829650025407,43.90410823984129,44.55657855094002,44.445681759220896,47.14720175983092,45.83351087325245,72.14461767282043,66.10788445503745,60.274203817931436,63.74970254569476,61.51160207977455,63.45758211536378,85.13756849492175,106.90122824843779,106.117696955405,83.51663241845463,,-6.046607564846951,,,,,,,,,,,,,,,,,,,,,,,,,,-35.66479956929024,-18.85829689007128,-12.85239794517128,7.8976716245081935,6.928144184983182,42.04410393815329,38.92146971725695,45.57272965840779,49.927811523371425,66.12558980064131,62.30088291346946,83.48212970797046,103.17841208937332,119.26803436546288,137.90446162463115,162.17525864812785,198.9474086223168,230.85144372642105,273.6862889936375,304.10383999230885
3,1999-10-13 22:06:24+00:00,234.43397987189547,234.52003520903514,238.62405017174694,239.54846606734895,235.1772289010749,232.94283158403113,205.18000059350476,184.41891291997916,166.24784255514817,173.21802641997192,168.71719338448958,160.50086562773845,,170.47026995282843,181.36290796017482,185.89791310134382,161.0350694957862,,88.59871476868716,78.63808393879272,63.90885096761232,52.8815697988727,35.29947993332029,36.706500717510835,44.4300647967716,49.65737613169864,52.567258084299255,57.885766491656284,67.51588180671457,71.29035130314227,70.81461735263463,70.43493937240203,69.93397801170771,75.61358140685154,76.32635397992863,,,,,,,,,,,,,,,,,,,,,,,,,,-50.04300657800176,-33.985036663082184,-11.908677122972499,-28.123668133180644,-10.38140017614079,13.652920175743294,8.279325642118694,5.455457798461294,33.10643283622721,31.318188931601306,28.169939754127416,45.03518345599576,65.58887117509258,94.36836171620284,120.34872894147573,151.39538680399045,151.65885353289298,157.05482516964207,190.0242867436134,217.88488520271528,259.1092096900452,293.7052590378991
4,1999-11-21 22:12:24+00:00,,,,,193.21124364414183,,,144.76304268314487,129.28937259397838,,,103.66717641715782,108.74328306795633,113.47175745395919,90.1296757776555,85.58512367498798,,56.67981182319003,,,,15.758231479688131,17.43928334202173,11.744179175209155,8.063290772985908,,,19.97335354130619,35.78030195621548,39.447259209719796,35.36377572637926,,,,,-38.866970346320684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.90623376521816,152.78417862478852,180.31325507398589,,
5,1999-12-07 22:12:29+00:00,,,,,187.84962110061056,,,141.43687202041315,129.9454814832817,,,93.01025240974433,100.59643541085879,96.76356383588305,104.82688125884343,95.14354930761235,,65.05228912672268,48.95755909635125,,,6.840510048943706,10.969182473630553,15.308528890998602,7.274563266701584,,,13.36635728178874,25.615962141037578,44.363125635850636,36.74288129171337,30.500759385372568,,,,-34.18872189664951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.47757327683388,150.67181269678218,187.1593248759304,,
6,2000-02-09 22:12:19+00:00,271.15247292864035,253.91268962200405,248.5306324841817,234.34152268894496,225.55107994544284,236.71575104535907,238.84816080094186,,,157.1966676163517,145.15089038413822,132.563005606309,140.09031941345052,135.40804723556954,132.53481937342627,134.35817921213118,133.32992837558666,,,,,,,,,,,,,82.78606948910829,,,,112.46747285555557,91.89734880031047,,,,,-20.428359627842756,-35.472786674237184,-50.11286483823917,,,,,,,,,,,,,,,,,-36.69639568633231,-22.707669439012246,-22.891684268120386,-29.384257370532296,0.9156471009961189,-1.3287434705681314,5.750975352276504,25.552009674853757,33.14073544912543,34.84701679622849,28.496200754002935,43.29295835090594,,80.59780114956965,,,,120.52909201809199,145.85842796857395,164.41133024755817,,,286.9765163665506,323.4427046399908
7,2000-03-12 22:12:09+00:00,304.11550915365444,,,,262.2763504656041,256.6246199022191,250.73771310997506,,,189.62684252173392,147.02090364605414,133.7266481713807,128.8041285201025,138.49963849628818,155.93857157880043,160.5221406816405,158.9615231861507,,,,,,,,,,,,,109.9539136579861,,,105.64507850909919,115.47339628670252,118.75365937255826,,,,,,-18.826135630804945,-40.66607056874086,-56.85571321488494,,,,,,,,,,,,,,,,-24.774587207464773,-6.061687876989817,5.898999377076727,-11.507274748325354,-25.734734415590456,-8.478178410800329,12.148824321166362,35.55185147134733,53.89154858975967,60.074952260715435,,82.86644205258845,,98.67116624693195,,94.56672519427747,118.3782878249539,147.75273600147094,160.4571651070555,189.33143792034423,,,285.2172699433455,325.68812557566497
8,2000-03-21 22:06:01+00:00,,,,204.17366726895352,,,,177.3619783768487,162.79313471561454,144.40039360508018,,,,,,,,96.1237320698684,88.42173734219767,93.21818455856798,94.96885096277526,92.223322724708,70.08147736361164,57.06820330391244,44.11633869659488,48.16976293267468,44.10876784300721,51.40389753503675,45.16274049097256,,41.708411792889954,48.202156898673046,,,,10.97302877611719,-5.545751902155036,-31.98580038288592,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.560371366061727,-23.985440761865085,-20.13355547244206,,,7.504285598217294,22.62840062049039,36.11326156463724,,,99.85015634700522,119.14544002891597,143.45174546297653,180.29095441561543,205.91312021807005,,
9,2000-05-15 22:11:42+00:00,,,,188.5475830201013,,,,148.39603040698427,,,,,,,,,,,63.3584269281006,75.98185956035256,92.43237564494649,94.23215828889167,91.92997231028048,60.27526819176913,37.34031510559085,32.237286925451656,34.6393519009213,36.748601721621256,38.097202203186555,,46.56977138948808,38.68709473403746,,,,-19.058745326049326,-32.070539895732836,-44.06545466673816,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.94989150881508,-34.526056845963325,,,,,,,,,,,,,,,
