dates,nzd0131-0000,nzd0131-0001,nzd0131-0002,nzd0131-0003,nzd0131-0004,nzd0131-0005,nzd0131-0006,nzd0131-0007,nzd0131-0008,satname
1999-08-26 22:04:44+00:00,470.97,,,,385.61,388.27,378.31,383.13,393.09,L7
1999-09-27 22:04:48+00:00,470.90,,417.87,428.70,420.50,421.96,406.07,406.02,410.98,L7
1999-11-14 22:04:42+00:00,442.71,,392.46,395.35,398.27,398.70,385.63,391.58,397.98,L7
1999-12-25 21:58:28+00:00,,,419.23,427.47,419.68,415.62,396.42,394.04,399.13,L7
2000-02-11 21:58:22+00:00,440.66,,395.29,402.12,402.05,402.49,390.85,393.15,396.82,L7
2000-03-30 21:58:09+00:00,481.03,,,,,397.94,394.53,389.98,403.18,L7
2000-05-17 21:57:43+00:00,462.31,390.74,368.26,387.10,400.63,390.87,390.18,385.82,390.55,L7
2000-05-24 22:03:46+00:00,439.87,423.36,381.53,386.96,404.22,396.81,387.58,388.07,391.24,L7
2000-06-18 21:57:27+00:00,447.56,453.41,398.42,393.17,408.50,406.19,390.97,391.84,379.12,L7
2000-08-12 22:02:54+00:00,440.79,479.34,,377.80,410.14,397.97,393.44,382.91,382.73,L7
2000-10-15 22:01:56+00:00,,,,,,,,378.72,386.78,L7
2000-12-11 21:56:00+00:00,420.00,,385.83,387.09,391.30,392.28,380.47,,,L7
2001-01-03 22:02:12+00:00,497.73,502.71,,433.58,442.85,417.00,406.40,399.74,409.76,L7
2001-01-28 21:56:08+00:00,464.37,479.26,417.21,413.97,416.46,415.14,400.81,405.79,408.56,L7
2001-02-13 21:56:03+00:00,446.78,450.39,401.40,400.06,404.65,405.24,389.86,392.79,398.05,L7
2001-03-17 21:55:52+00:00,475.32,468.33,,422.48,420.72,,,,,L7
2001-03-24 22:01:59+00:00,420.57,423.75,384.65,388.68,397.27,396.01,384.70,386.98,391.55,L7
2001-08-08 21:54:37+00:00,444.79,457.26,409.11,405.65,407.65,405.85,395.91,393.16,396.95,L7
2001-08-24 21:54:24+00:00,452.84,435.35,392.43,392.75,395.81,396.34,386.30,383.47,386.37,L7
2001-09-09 21:54:12+00:00,450.25,432.90,,407.17,400.93,399.28,389.62,390.84,393.64,L7
2001-09-25 21:54:04+00:00,,,,435.56,,434.87,408.00,405.41,405.97,L7
2001-10-02 22:00:04+00:00,438.71,424.34,419.36,416.21,401.06,397.66,398.79,392.49,392.75,L7
2001-10-11 21:53:46+00:00,,,,456.62,440.21,426.55,413.16,412.98,414.32,L7
2001-10-18 22:00:06+00:00,,,,417.55,413.35,402.22,401.47,405.32,403.09,L7
2001-11-28 21:54:11+00:00,414.75,405.10,406.58,408.33,414.70,389.30,381.58,388.32,385.24,L7
2002-01-22 22:00:40+00:00,,,,429.74,429.95,428.47,411.59,412.79,412.44,L7
2002-01-31 21:54:26+00:00,,,432.03,435.44,424.22,419.38,409.69,402.00,404.45,L7
2002-04-12 22:00:37+00:00,423.11,421.81,391.69,403.41,402.65,399.41,388.43,393.41,395.73,L7
2002-04-28 22:00:38+00:00,456.63,470.11,416.00,411.70,413.34,410.61,396.50,398.08,399.76,L7
2002-05-30 22:00:25+00:00,462.27,474.16,417.76,433.06,423.32,413.01,394.83,411.99,402.33,L7
2002-06-15 22:00:19+00:00,447.68,461.59,411.62,422.98,413.43,412.26,401.71,403.93,404.93,L7
2002-06-24 21:54:04+00:00,419.73,,399.80,392.87,405.33,404.42,399.30,402.35,399.54,L7
2002-07-01 22:00:15+00:00,414.54,,406.07,392.07,397.09,388.80,388.95,385.34,388.75,L7
2002-08-18 21:59:57+00:00,,,445.01,424.66,438.66,428.33,420.09,427.20,415.63,L7
2002-08-27 21:53:36+00:00,446.02,467.62,416.56,424.40,412.19,413.62,400.29,402.75,402.45,L7
2002-10-05 21:59:31+00:00,433.77,,431.29,423.63,409.17,404.44,406.83,410.14,402.73,L7
2002-10-14 21:53:19+00:00,,513.31,455.28,445.69,449.46,432.92,426.11,424.26,420.19,L7
2002-12-01 21:53:52+00:00,,477.48,429.10,423.60,428.61,427.09,418.66,410.39,411.81,L7
2002-12-24 22:00:09+00:00,452.93,477.96,421.43,418.11,420.58,420.45,404.55,407.73,406.91,L7
2003-01-18 21:54:06+00:00,432.24,447.85,404.76,414.28,412.51,410.17,397.10,401.19,400.48,L7
2003-01-25 22:00:18+00:00,456.35,436.83,442.75,438.53,429.09,409.96,407.39,407.30,407.00,L7
