dates,satname,nzd0131-0000,nzd0131-0001,nzd0131-0002,nzd0131-0003,nzd0131-0004,nzd0131-0005,nzd0131-0006,nzd0131-0007,nzd0131-0008
1999-08-26 22:04:44+00:00,L7,472.97,394.42,370.73,385.39,386.81,389.47,379.31,383.99,393.95
1999-09-27 22:04:48+00:00,L7,395.57,375.36,361.37,372.20,375.30,376.76,368.40,373.73,378.69
1999-11-14 22:04:42+00:00,L7,406.04,382.60,364.96,367.85,376.27,376.70,367.30,375.87,382.27
1999-12-25 21:58:28+00:00,L7,381.44,361.15,342.73,350.97,358.48,354.42,345.42,350.33,355.42
2000-02-11 21:58:22+00:00,L7,397.33,384.56,362.79,369.62,376.05,376.49,369.18,374.58,378.25
2000-03-30 21:58:09+00:00,L7,523.03,569.92,535.42,491.20,475.59,423.14,415.53,407.98,421.18
2000-05-17 21:57:43+00:00,L7,464.31,393.74,369.76,388.60,401.83,392.07,391.18,386.68,391.41
2000-05-24 22:03:46+00:00,L7,417.87,390.36,365.03,370.46,391.02,383.61,376.58,378.64,381.81
2000-06-18 21:57:27+00:00,L7,405.56,390.41,366.92,361.67,383.30,380.99,369.97,373.84,361.12
2000-08-12 22:02:54+00:00,L7,482.12,541.34,544.34,408.80,434.94,422.77,414.11,400.62,400.44
2000-10-15 22:01:56+00:00,L7,162.20,,,196.69,185.47,97.79,,348.43,356.49
2000-12-11 21:56:00+00:00,L7,391.33,380.00,364.33,365.59,374.10,375.08,366.14,,
2001-01-03 22:02:12+00:00,L7,510.40,521.71,507.35,443.08,450.45,424.60,412.73,405.17,415.19
2001-01-28 21:56:08+00:00,L7,395.04,375.26,365.21,361.97,374.86,373.54,366.14,376.08,378.85
2001-02-13 21:56:03+00:00,L7,398.78,378.39,365.40,364.06,375.85,376.44,365.86,372.22,377.48
2001-03-17 21:55:52+00:00,L7,495.99,499.33,484.52,437.98,433.12,,,,
2001-03-24 22:01:59+00:00,L7,399.24,391.75,368.65,372.68,384.47,383.21,374.03,377.84,382.41
2001-08-08 21:54:37+00:00,L7,392.79,379.26,370.11,366.65,376.45,374.65,369.91,370.87,374.66
2001-08-24 21:54:24+00:00,L7,419.51,385.35,367.43,367.75,375.81,376.34,369.63,369.18,372.08
