,dates,per0103-0000,per0103-0001,per0103-0002,per0103-0003,per0103-0004,per0103-0005,per0103-0006,per0103-0007,per0103-0008,per0103-0009,per0103-0010,per0103-0011,per0103-0012,per0103-0013,per0103-0014,per0103-0015,per0103-0016,per0103-0017,per0103-0018,per0103-0019,per0103-0020,per0103-0021,per0103-0022,per0103-0023,per0103-0024,per0103-0025,per0103-0026,per0103-0027,per0103-0028,per0103-0029,per0103-0030,per0103-0031,per0103-0032,per0103-0033,per0103-0034,per0103-0035,per0103-0036,per0103-0037,per0103-0038,per0103-0039,per0103-0040,per0103-0041,per0103-0042,per0103-0043,per0103-0044,per0103-0045,per0103-0046,per0103-0047,per0103-0048,per0103-0049,per0103-0050,per0103-0051,per0103-0052,per0103-0053,per0103-0054,per0103-0055
0,1984-08-26 14:46:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1986-04-10 14:42:16+00:00,75.4895559972072,50.58024238603248,47.69926353236988,50.60931193495711,60.3128458577617,52.036224546487986,45.73348626830851,35.75476956713005,48.94336376292319,58.27245383638276,38.830440177239744,30.023328036593142,22.756589275959072,15.490860744616711,15.762406918322725,16.615695018775835,17.833983609227218,24.08248165818269,32.02962016900555,38.09001002839223,34.771777243481246,34.93601217020258,33.72067936214371,35.18251791966896,25.12381794498152,27.270450070851933,30.033998381480885,32.9332303135367,46.02532507538057,47.64439261441843,53.641374412360896,67.58111020137184,76.48208273953385,90.7842311098752,100.1069166161475,102.21369843934728,99.87113549239173,104.06288912949002,105.03141247344503,104.90735595209752,108.85803636388658,112.43454388631427,119.37123618599418,127.15262669808209,137.07334817482584,136.2929979697432,148.30586762170077,160.24952867463068,163.75801375841755,175.7260090065775,177.65003191127846,185.89179641045422,181.97968744222962,175.3791211205222,167.50413294465875,159.7264195778891
2,1986-04-26 14:41:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-09-01 14:37:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1986-12-06 14:35:14+00:00,75.37587412340086,31.093725415214397,30.16399285611913,33.4962390709782,41.27282185719233,37.04064477310605,38.89377755451774,42.255836780693464,49.967236445534986,54.12374595460861,39.53088024846109,27.613362585629623,26.720290630316825,25.121565402531036,19.326168116959572,13.830688624828708,18.240791622423767,25.358377463097224,30.50466638872945,33.22998749047683,39.435634124688185,27.627128224719865,23.396568699947345,26.61095612767931,29.43473454996882,30.979982398740198,30.370370656804045,26.83155915726907,31.7595029267104,38.401496673484445,49.32067491090895,62.53037546967549,77.12373915387039,87.5240447141885,93.21422860637014,98.07502145444892,101.5997187366277,93.55561613213492,102.50325353913202,103.79838134000111,112.03283177807917,120.64015086753233,125.71207170933486,126.98514256951547,132.0102515629632,141.04244646064217,144.31222744837012,152.70656592402526,159.79889679743553,164.22784220431322,172.85363377881575,180.31897348814957,182.02648582845418,175.68593968879415,165.61977109791914,169.3603290091082
5,1987-01-07 14:36:13+00:00,47.630301372187354,13.23570651764677,16.22936370437541,22.188688203665198,24.076777253824098,14.368520623765635,15.342524684188795,22.97829751879945,42.37034500104053,45.982534442568095,24.682568633124088,21.3231528538294,11.058515112805049,,,-3.3886840998101584,2.3033333993902447,6.539587844196175,7.941804614349509,23.861849815545096,28.308383481923112,17.916367823755333,12.107109903273649,12.232390546718538,12.275611260908114,14.918013649067364,11.898349614309145,0.4932304408924503,,17.575944063428054,29.56321672487125,48.376062410377145,52.94045285952222,73.32859641539719,81.22789696250216,82.25161990108926,91.20451767312706,103.07769820999758,92.53279537570342,105.0367107556953,91.4075261674553,70.3533678398488,111.89280798839928,112.15075245298256,118.97009715112566,,128.44564333708414,124.42576746959028,137.2216804901078,157.30929236306758,165.57280302259116,176.9659689643364,177.38073285625475,161.73135224028388,157.27319871860644,146.5380834798474
6,1987-02-08 14:37:16+00:00,68.6989745124162,54.12246334436987,49.365788419325554,45.163440183477036,55.90861616732788,40.104711994682,37.785193181467356,45.92260756286113,45.861584579170305,50.54680739686312,38.68364148118577,43.01518510230239,28.92906378935748,29.601328987805907,16.660985202908552,13.023249204274116,9.934260337346695,23.68534486016513,35.556335464667576,25.950759028365272,28.54912082149981,29.82858738287178,13.949487217507476,13.810724779934635,21.813772015296443,36.15659983667211,29.916195414186642,19.335674010259428,23.407699557061846,29.786565127882444,40.07620404170045,55.3858972512464,64.11941943823606,81.47730476692765,93.06415892337093,89.01120248044704,83.88843617779115,87.24101497534942,85.09344513310997,81.86837848529427,99.59984429045616,106.05858785261302,109.88519124322639,107.52033156520034,126.34391624341498,118.13508709118948,125.51557888450367,138.37484651553618,144.79582965327617,150.06786136811618,164.81972044839952,176.2267920584776,173.86339365089432,166.86098942198518,155.86683377121014,151.80935229733248
7,1987-03-28 14:39:04+00:00,,,,,,41.55502077332013,39.06942339170978,48.17766524225356,63.33909030488444,67.18697410907511,48.15209697300926,42.10020028129153,33.29865067947975,59.63281086955139,26.786404504434703,1.1473474311246203,,,,,,,,,,,,,,,,,,,94.67082030760301,,101.27222334369615,,,,,,,,,,,,,,,,,,,
8,1987-04-13 14:39:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1987-04-29 14:40:06+00:00,63.786250936261176,35.85113126914081,24.469411025495788,27.805375914189796,31.402402064413504,21.907077696109887,25.815360689665663,31.576552688042746,47.57097083303765,49.44378295275359,33.51984755059359,19.618352568729932,11.891962918761052,15.108749363698255,11.905924797626184,10.300672969576993,11.492870620058232,14.728162456997303,22.014640164237953,29.57025071622973,35.29033233310197,31.29859332500334,25.110657039015038,21.870986862321253,19.010164431232013,27.62253753601729,33.06340464217592,31.725945652233555,37.870934325111136,42.377093005896384,51.46536295001379,65.95517650877065,70.91981123734466,85.62680135132258,95.99400363860497,92.78266190771586,96.39220213258413,94.15498263066362,99.05764631008215,91.35731982602022,108.94948576155605,113.72504746209003,115.71233433177008,119.083167179193,130.4731787809886,133.23235672414435,144.91922489929584,155.1693551235994,162.20928363379298,165.32921924406895,172.8661047150878,179.12623390437835,182.22031141054381,177.09374395995417,173.95499545789735,163.42062765671542
