,dates,nzd0405-0000,nzd0405-0001,nzd0405-0002
0,1999-07-18 22:00:25+00:00,,,
1,1999-09-04 22:00:33+00:00,,141.55492547721212,198.5723737500258
2,1999-10-22 22:00:28+00:00,178.62195761454313,148.4831269427611,199.34582087701114
3,1999-12-09 22:00:33+00:00,148.01493189781036,137.02610200317446,197.5610439252021
4,1999-12-25 22:00:28+00:00,135.2986973306244,128.6674783377989,195.88744451845596
5,2000-01-26 22:00:26+00:00,136.0289893996933,131.1690910931857,193.93600639084792
6,2000-02-11 22:00:21+00:00,131.54035580142232,131.11159882417394,194.02357065378848
7,2000-02-27 22:00:16+00:00,135.79171419334688,136.088295186712,192.47075241464924
8,2000-03-30 22:00:09+00:00,133.47220132740142,140.43720573494448,200.13916522444447
9,2000-04-15 21:59:55+00:00,171.07193940189302,144.89682470346867,200.80844683728213
10,2000-05-01 21:59:54+00:00,,149.3961609426182,200.8922832865828
11,2000-05-17 21:59:43+00:00,,106.89980438942574,201.62142447598654
12,2000-08-05 21:58:44+00:00,,129.87489869884323,196.51479268998662
13,2000-09-06 21:58:22+00:00,108.86537811870335,145.72620565825764,196.91232322314414
14,2000-10-08 21:58:00+00:00,144.85848990193972,143.40473003511113,198.26105577205243
15,2000-11-25 21:57:58+00:00,154.03694513149063,139.95113101293157,199.11149855750583
16,2001-04-18 21:57:44+00:00,,124.22570884164787,198.94456960623177
17,2001-08-24 21:56:24+00:00,104.96929919108382,124.63813654765043,191.09749305021847
18,2001-09-25 21:56:04+00:00,136.3786432445903,138.98387471101472,197.36455721722575
19,2001-12-30 21:56:13+00:00,150.5704503080824,141.8908494144102,197.5179232684182
20,2002-02-16 21:56:30+00:00,157.77895767312873,138.8276159268394,193.44706768307105
21,2002-03-20 21:56:24+00:00,133.68013935152217,139.68755868740084,197.7604396627247
22,2002-10-14 21:55:19+00:00,138.44672318372525,134.44870569897557,195.34427656991582
23,2002-10-30 21:55:25+00:00,140.1733293361001,130.66128545330577,196.61961280657636
24,2003-04-08 21:56:23+00:00,110.09527249499777,118.45361844425835,176.30936676779726
25,2003-04-24 21:56:22+00:00,104.91198643348679,120.95149309185422,191.77121741639024
26,2003-05-10 21:56:22+00:00,,127.2124735805697,194.58720164314116
27,2003-07-21 21:44:09+00:00,,,180.95052896747143
28,2003-07-29 21:56:05+00:00,,141.48054763092426,198.75937866083126
29,2003-08-06 21:44:26+00:00,138.87659519853713,127.317079221904,166.52838991066034
30,2003-08-30 21:55:58+00:00,118.07451867924208,139.4140689837402,195.86631869513914
31,2003-10-17 21:55:51+00:00,141.77931372685538,140.75920545502123,196.13260047281838
32,2003-11-18 21:56:15+00:00,137.5248156232037,132.21345158019113,191.35891981033706
33,2004-01-21 21:56:38+00:00,152.89341988036938,142.1551203619782,200.18619585329844
34,2004-04-02 21:46:54+00:00,174.92395703125482,144.98948605747034,208.18770407730926
35,2004-04-10 21:56:50+00:00,111.88299741244441,139.83919092908502,199.01698660473357
36,2004-05-04 21:47:51+00:00,74.19192742083445,135.56759046696732,203.2326337853516
37,2004-05-20 21:48:20+00:00,74.21640726851497,96.66257935969372,188.15025567312767
38,2004-06-05 21:48:48+00:00,,,188.16240135761274
39,2004-07-07 21:49:44+00:00,,,200.85599899205027
40,2004-08-08 21:50:26+00:00,96.66290589758705,128.4872820608201,188.03477592859954
41,2004-09-25 21:51:43+00:00,163.85495534538094,146.78920058931737,203.99918711165435
42,2004-10-19 21:56:19+00:00,134.6058893805528,132.45147139282363,196.9247234413952
43,2004-10-27 21:52:23+00:00,152.82388167735326,134.08097502361392,183.65454845742318
44,2004-11-04 21:56:31+00:00,136.13411168046161,134.23043573388526,
45,2004-11-20 21:56:37+00:00,146.5199760089784,141.94199486858193,196.80297541131836
46,2005-01-15 21:53:45+00:00,139.79804037197653,132.9197765244981,206.09982197134832
47,2005-02-08 21:57:10+00:00,163.84650703540638,133.70903524127243,
48,2005-03-04 21:54:27+00:00,135.54352086253448,138.44177707084987,201.25914770119118
49,2005-03-12 21:57:20+00:00,,,199.74797235209553
50,2005-04-05 21:54:42+00:00,150.16145552549008,142.63538294915475,205.7276692031236
51,2005-04-13 21:57:12+00:00,,,193.64725405532303
