,dates,per0137-0000,per0137-0001,per0137-0002,per0137-0003,per0137-0004,per0137-0005,per0137-0006,per0137-0007,per0137-0008,per0137-0009,per0137-0010,per0137-0011,per0137-0012,per0137-0013,per0137-0014,per0137-0015,per0137-0016,per0137-0017,per0137-0018,per0137-0019,per0137-0020
0,1984-12-25 14:41:08+00:00,,,,,196.11610958441597,196.64860022861126,197.70692793820362,183.78924223019922,176.65417447238687,191.15771765047683,205.33559683248575,207.0439390159199,190.21495236602124,165.8785102161171,178.66855401929993,172.14863520732297,173.81405995191977,185.36709025170936,190.20893853287507,194.65362925263122,194.35017709546722
1,1986-02-14 14:37:39+00:00,,,,,,,,,,,,,,,,,,,,,
2,1986-04-10 14:42:40+00:00,,,,,,,222.54590738887202,206.36448363006912,195.4864839093662,198.88354839178027,197.9113004257588,198.97176594855745,191.00358268514134,198.5538759603844,199.57250165743935,191.98469899758587,195.98800518462264,196.30713325715286,194.54093652391353,191.66778103403774,184.4635933550567
3,1986-04-19 14:36:16+00:00,,,,,230.3992659709737,217.73993305957816,196.46107726429753,172.13646429775088,162.31430703913915,151.20437076799104,142.91675939818697,143.62561536420844,,,,,,,,,
4,1986-05-05 14:35:53+00:00,180.06561057461636,184.00487045996584,,,,,183.20559921144869,179.7649726357225,175.62711847406032,183.25482019354533,169.0931359066923,172.81731556048925,171.53269420419144,180.4660275157704,172.32874726688155,169.8318013363375,176.62541960009565,160.2427953612511,153.02584799440072,154.3654687743463,
5,1986-08-09 14:32:48+00:00,,,,,,,,,,,,,,,,,,,,,
6,1986-08-25 14:32:12+00:00,,,,,,,,,,,,,,,,,,,,,
7,1986-09-10 14:31:38+00:00,,,,,,,,,,,,,,,,,,,,,
8,1986-09-26 14:31:09+00:00,,,,,,,,,,,,,,,,,,,,,
9,1986-10-12 14:30:38+00:00,,,,,,,,,,,,,,,,,,,,,
10,1986-12-15 14:29:44+00:00,,,,,,,,,,,,,,,,,,177.25307886274334,188.1729733361265,,
11,1987-02-08 14:37:40+00:00,217.20854892319673,221.71910583308988,209.4075466993817,215.24953179820287,209.64483748419087,210.40571765778037,206.8949014068316,207.17584252545842,208.51097744339484,200.3015577984534,195.6230191228005,194.0393612998756,188.29214628285928,191.74112348736173,189.41818882691445,186.24702155730319,184.3604959931552,191.59748091220754,185.23945131146448,186.6085184622808,179.8798583284148
12,1987-03-05 14:32:27+00:00,211.75663836061062,213.7617483841223,205.01631022223665,212.91416030746268,207.4051467267524,206.34421868213897,195.83452919783744,202.6718006103631,199.53332041813016,199.49410432463065,193.9675587360937,198.17387740734543,180.85656302843256,180.68781839404784,187.55444560959364,184.2636717698586,180.39233055376852,177.7592652596219,176.23128209475922,168.03299552622644,165.92769499263156
13,1987-03-28 14:39:28+00:00,,,,,,,,,,,,,,,,,,,,,
14,1987-04-06 14:33:36+00:00,,,,,,,,,,,,,,,,,,,,,
15,1987-05-24 14:35:00+00:00,179.21829073380317,179.90802216483854,167.83357869868368,,180.7930523526779,182.1463311934681,169.2798659786156,152.1675955942506,167.6235564536989,173.3696500839754,145.83984052183519,160.2678017068624,173.88623469927686,163.648142256035,145.53956039473888,142.8152161843564,150.8412302949649,156.8817175622135,166.68079703936405,177.99680641304388,170.1786352616489
16,1987-08-12 14:36:54+00:00,,,,,,,,,,,,,,,,,,,,,
17,1987-12-18 14:39:32+00:00,184.2462787045907,192.27176946768185,176.8044309652042,185.3809217639007,183.6349650063014,182.89084242339192,183.9682314345631,173.8146053927664,173.10736333060424,172.93930534531714,177.58812152041205,173.8944012169989,169.7375516863116,159.35614268125497,154.6986866385405,158.07821401725425,162.32710576651337,166.66310350540658,166.7729553258526,,
18,1988-01-03 14:39:48+00:00,196.34640908074718,205.67527072197015,188.79344337550023,200.8422854789836,196.6960150984971,194.34019129434355,193.30104964881295,194.495485238507,192.63686864162122,186.58833527211482,187.4193097710273,184.68723240164113,176.08434192345462,171.97241507054247,169.971878587146,171.0900651748352,171.02296062268385,175.90394538345745,181.4255911366014,185.4923697374427,178.24041643237695
19,1988-03-07 14:40:48+00:00,,,,,,,,,,,,,,,,,,,,,
20,1988-03-23 14:40:56+00:00,177.03942082569108,180.29693353332237,172.6053183624506,182.41862663810426,180.9362315035309,185.02207153756348,185.82789256156795,189.60132843172477,182.51999901558662,187.07630216153834,170.7026490404017,170.99827030377355,165.62921863211247,170.0120063293675,178.48499497901113,175.07009671263873,176.81857958921546,162.47546514215978,165.8640421457605,163.08986538516066,167.9692430651198
21,1988-04-08 14:41:02+00:00,188.9922355762286,178.87639654399464,166.9060625345445,187.0342865007416,199.834238308221,202.3246989615057,195.33961684879296,190.85634015195038,192.86984434091264,194.68691746802492,180.77339541984315,176.84960431896732,171.64477908450993,167.34307599711295,172.1938712610993,170.32285579796536,168.52205633484576,167.32188630274132,166.72118693825365,170.43002174304647,174.89906850376528
22,1988-05-10 14:41:17+00:00,,,,,,,,,,,,,,,,,,,,,
23,1988-06-11 14:41:30+00:00,,,,,,,,,,,,,,,,,,,,,
24,1988-06-27 14:41:35+00:00,,,,,,,,,,,,,,,,,,,,,
25,1988-09-15 14:41:41+00:00,,,,,,,,,,,,,,,,,,,,,
26,1988-11-02 14:41:33+00:00,195.52522737556458,,185.08900299236234,195.7966669814327,193.18075382722455,202.13834804989776,196.91777579178986,183.34589493152697,183.4558122465482,184.7158758500919,176.3568336806716,165.80107203661936,149.5398418492652,150.1688708503546,139.34837803924,134.29564047979053,142.04499987673543,145.42260017437783,169.0423551529351,189.14334431917814,188.43746013291533
27,1989-03-01 14:46:53+00:00,,,,,,,,,,,,,,,,,153.26432572074265,191.6649749520958,,,
28,1989-03-10 14:40:26+00:00,175.50695993262207,177.08978509309873,168.416857901565,178.58672215208202,184.4619195911554,189.74861147339837,187.31874415702072,184.5246503740834,180.13372606316605,187.8302952509161,176.29022704923972,179.94295722920938,165.03253502178478,149.62563960646634,168.1550256474438,159.03722664164255,164.1475913212155,158.81946677786303,169.27243595775465,167.43224952278445,166.86470654725193
29,1989-04-27 14:39:44+00:00,,,,,,,,,,,,,,,,,,,,,
30,1989-05-13 14:39:30+00:00,185.8438698171058,184.18636913304323,166.09129120483234,165.66378397433945,171.48371512285829,174.6675932357824,182.41505638922214,167.8585823500527,165.90857716344493,174.9735233691842,173.88039784627932,178.89208015404014,181.74759736165822,171.48784164110808,165.24040599700797,154.30088180513883,167.36301969101257,163.24731766139826,165.54844594762628,171.92446913200646,172.44367531114844
31,1989-06-14 14:38:51+00:00,,,,,,,,,,,,,,,,,,,,,
32,1989-07-16 14:38:17+00:00,,,,,,,,,,,,,,,,,,,,,
33,1989-10-04 14:36:35+00:00,154.69387980978425,,,,,,,,,,,,,,,,,,,,
34,1989-11-21 14:34:54+00:00,,,,,,,,,,,,,,,,,,,,,
35,1989-12-23 14:34:10+00:00,173.28224327622027,177.17043775197828,173.35547299047087,174.1689720823143,171.5123935185192,172.5615043080084,168.8239631801244,166.34228746564366,164.29081554444167,158.9875130140678,166.13741134478332,170.41145742864342,161.8391302236203,151.67540522728967,147.19240079859586,142.6110536325985,145.11023765526,151.2300975603278,150.93002598391465,178.39385880801393,
36,1990-01-24 14:33:08+00:00,,,,138.70253964520109,153.7460898267359,,,,,,,,142.3689262656765,,,194.1956713548084,166.76330383029614,,,,
37,1990-02-09 14:32:37+00:00,208.76236781096856,205.43959194965774,198.04232829199378,200.8416213429085,196.9412649617492,198.37718333830546,194.8446653386251,196.29527380911134,193.31827932432336,188.1514439268153,182.4269386690975,182.67325055721122,167.65240580952064,169.42361026244805,170.53030372938338,162.84458757908223,166.25834264128727,175.15633699469697,176.2335524000331,174.8831684465771,164.47540312842582
38,1990-03-13 14:31:33+00:00,186.25497817363276,188.25748439364997,171.83678876617472,178.7064816011939,181.04936482701544,184.69386439001715,175.88064836911238,172.99764656486917,169.5080418263126,174.9223330118042,155.50517990194393,,,148.15373678330397,168.93304986589047,153.1755621563049,160.56294836339836,152.81780554314315,154.27931569933426,153.3780864549407,151.06357448464647
