dates,nzd0491-0000,nzd0491-0001,nzd0491-0002,nzd0491-0003,nzd0491-0004,nzd0491-0005,nzd0491-0006,nzd0491-0007,nzd0491-0008,nzd0491-0009,nzd0491-0010,nzd0491-0011,nzd0491-0012,nzd0491-0013,nzd0491-0014,satname
1999-11-03 22:26:00+00:00,369.82,372.47,388.91,400.82,387.88,379.50,374.99,375.79,372.78,372.62,376.22,395.49,405.36,414.65,418.48,L7
1999-11-19 22:25:59+00:00,371.77,374.99,390.91,398.43,387.53,379.07,376.77,378.14,376.17,373.68,385.25,395.51,405.76,415.44,419.45,L7
1999-11-28 22:19:44+00:00,371.77,374.99,390.91,398.43,387.53,379.07,376.77,367.82,385.91,373.68,385.25,395.51,405.76,415.44,419.45,L7
2000-01-06 22:25:59+00:00,376.26,379.74,393.24,396.14,386.36,378.55,377.13,369.92,388.28,373.68,385.25,395.51,405.76,415.44,419.45,L7
2000-01-15 22:19:46+00:00,376.26,379.74,393.24,396.14,386.36,378.55,377.13,369.92,388.28,373.68,380.10,395.77,405.76,415.44,419.45,L7
2000-04-27 22:25:27+00:00,376.26,379.74,393.24,402.50,393.74,386.08,381.23,368.39,382.41,373.64,382.66,395.32,404.03,412.30,412.87,L7
2000-06-30 22:24:48+00:00,381.94,388.58,398.69,402.59,392.58,386.03,385.34,363.41,377.17,373.57,380.07,395.12,400.56,406.01,399.73,L7
2000-07-16 22:24:35+00:00,380.12,386.90,398.14,402.77,389.08,385.64,386.91,363.00,363.92,361.00,390.32,393.96,400.56,406.01,399.73,L7
2000-08-01 22:24:18+00:00,382.68,389.15,401.82,399.60,387.40,383.84,386.14,366.88,367.99,367.06,388.10,386.06,391.05,406.01,399.73,L7
2000-12-16 22:17:23+00:00,385.50,388.94,397.12,392.07,384.12,380.21,380.88,366.46,383.47,371.56,384.35,382.52,385.77,418.68,421.84,L7
2001-02-18 22:17:22+00:00,386.37,385.42,387.18,392.62,395.81,392.19,384.87,375.83,397.64,387.64,381.02,378.48,381.76,402.53,412.61,L7
