dates,nzd0491-0000,nzd0491-0001,nzd0491-0002,nzd0491-0003,nzd0491-0004,nzd0491-0005,nzd0491-0006,nzd0491-0007,nzd0491-0008,nzd0491-0009,nzd0491-0010,nzd0491-0011,nzd0491-0012,nzd0491-0013,nzd0491-0014,satname
1999-11-03 22:26:00+00:00,369.82,372.47,388.91,400.82,387.88,379.50,374.99,375.79,372.78,372.62,376.22,395.49,405.36,414.65,418.48,L7
1999-11-19 22:25:59+00:00,373.73,377.51,392.91,396.04,387.19,378.65,378.55,380.50,379.57,374.73,394.27,395.53,406.17,416.24,420.41,L7
1999-11-28 22:19:44+00:00,,,,,,,,347.17,405.37,,,,,,,L7
2000-01-06 22:25:59+00:00,385.24,389.25,397.91,391.55,384.01,377.49,377.84,376.23,395.42,,,,,,,L7
2000-01-15 22:19:46+00:00,,,,,,,,,,,369.82,396.29,,,,L7
2000-04-27 22:25:27+00:00,,,,421.58,415.89,408.68,393.54,362.24,358.93,373.57,390.32,393.96,400.56,406.01,399.73,L7
2000-06-30 22:24:48+00:00,378.64,387.91,399.47,394.65,377.83,371.91,384.64,351.75,,,,,,,,L7
2000-07-16 22:24:35+00:00,381.61,385.90,396.82,392.09,373.53,376.33,382.54,375.02,368.91,348.42,,,,,,L7
2000-08-01 22:24:18+00:00,387.80,393.63,409.17,390.07,382.37,378.42,383.86,378.49,376.14,379.19,385.88,378.16,381.54,,,L7
2000-12-16 22:17:23+00:00,393.93,388.32,383.04,391.47,402.74,394.19,372.48,360.58,405.37,387.06,382.81,386.89,390.00,418.68,421.84,L7
2001-02-18 22:17:22+00:00,378.81,382.53,391.32,393.76,388.87,390.20,397.25,391.09,389.92,388.23,379.23,370.06,373.52,386.38,403.37,L7
2001-02-25 22:23:29+00:00,373.10,381.23,397.86,385.64,389.05,387.41,387.30,375.29,377.04,377.71,370.13,369.96,378.16,393.14,404.58,L7
2001-06-17 22:22:41+00:00,391.81,387.56,399.27,397.79,395.89,385.28,,337.94,,,,,,,,L7
2001-07-19 22:22:27+00:00,,,,,,,,,,374.30,401.01,367.68,372.02,389.70,371.57,L7
2001-09-05 22:21:44+00:00,385.70,386.04,388.97,394.43,389.83,377.60,379.74,383.25,387.35,380.19,365.23,389.20,387.02,385.83,383.76,L7
2001-10-23 22:21:25+00:00,391.51,393.65,392.31,388.67,399.28,408.31,404.41,381.42,376.57,391.81,399.96,392.47,392.85,411.78,422.05,L7
2001-12-19 22:15:37+00:00,397.18,390.48,391.70,387.82,391.08,392.89,383.77,374.13,371.42,394.75,390.80,389.45,398.83,405.56,419.95,L7
2002-01-11 22:21:55+00:00,393.74,394.69,392.69,385.44,376.64,386.41,389.26,384.58,392.46,389.63,384.11,392.14,400.97,402.59,405.73,L7
2002-01-27 22:21:58+00:00,401.36,403.33,401.87,394.30,390.79,391.73,399.09,396.90,399.28,401.82,391.39,383.93,404.57,407.91,419.42,L7
2002-02-12 22:22:03+00:00,392.15,390.01,387.97,387.00,382.74,383.26,393.80,388.91,390.84,384.80,391.56,389.16,404.15,401.20,408.86,L7
2002-03-09 22:15:53+00:00,390.97,391.88,388.38,390.99,380.14,384.67,396.73,387.67,383.34,387.22,384.85,383.31,382.00,390.82,406.07,L7
2002-04-01 22:21:54+00:00,395.80,393.30,398.09,390.33,383.52,410.32,401.10,398.61,384.89,389.17,402.66,400.44,393.34,390.49,416.32,L7
2002-07-06 22:21:34+00:00,,,,,,,,,,,,,,361.94,,L7
2002-07-31 22:15:11+00:00,,,,,,,,,,,,,385.01,,,L7
2002-08-16 22:15:07+00:00,391.88,394.23,393.45,388.33,394.44,385.68,369.69,367.56,360.93,382.60,377.16,372.78,368.78,378.64,376.46,L7
2002-09-01 22:14:57+00:00,410.51,,402.13,405.05,,,,,,,388.12,,,,,L7
2002-09-24 22:20:55+00:00,378.52,379.47,380.91,385.78,388.97,387.53,386.52,374.79,366.01,369.80,371.81,372.77,369.25,370.29,380.36,L7
2003-01-14 22:21:34+00:00,380.86,385.21,386.77,388.47,386.13,387.37,405.47,403.08,381.23,373.06,371.77,376.75,368.26,369.42,380.91,L7
2003-02-24 22:15:37+00:00,365.49,385.05,394.32,390.25,389.16,389.15,395.98,,,,,,,,,L7
2003-03-19 22:21:50+00:00,370.08,379.36,387.94,386.61,381.15,386.66,390.52,376.57,365.40,366.67,366.00,372.83,363.11,365.12,378.32,L7
2003-05-15 22:15:40+00:00,,,392.67,381.96,391.36,,,428.29,,,,,,,,L7
2003-05-22 22:21:49+00:00,366.96,381.55,383.90,386.25,390.16,403.11,405.52,392.18,376.09,380.12,381.53,357.10,,,,L7
2003-08-10 22:21:32+00:00,372.20,374.53,380.13,378.71,374.36,370.88,384.76,,,359.96,355.85,354.12,367.12,387.53,387.01,L7
2003-08-11 22:03:51+00:00,374.83,385.40,384.73,386.55,383.68,381.91,396.66,392.55,386.62,376.82,375.02,379.46,372.26,373.69,,L5
2003-09-20 22:15:10+00:00,,,,,,,,,,,,,,,365.70,L7
2003-11-14 22:21:43+00:00,,,,364.67,366.38,368.01,377.97,369.91,367.63,376.94,375.28,375.23,386.63,398.13,412.32,L7
