dates,satname,sar2108-0000,sar2108-0001,sar2108-0002,sar2108-0003
1984-06-07 09:34:18+00:00,L5,,,,290.36
1984-10-13 09:36:13+00:00,L5,,,,286.50
1985-07-28 09:35:58+00:00,L5,,,31.51,194.05
1985-08-13 09:35:48+00:00,L5,,,,237.13
1985-08-29 09:35:38+00:00,L5,,,,
1985-12-03 09:34:19+00:00,L5,,,,236.26
1986-01-04 09:33:44+00:00,L5,,,,
1986-01-20 09:33:24+00:00,L5,,,,
1986-05-12 09:30:53+00:00,L5,,,,223.40
1986-07-15 09:28:53+00:00,L5,,,,
1986-09-17 09:26:37+00:00,L5,,,,
1987-01-23 09:26:04+00:00,L5,,,,267.35
1987-02-08 09:26:31+00:00,L5,,301.17,302.73,76.08
1987-03-28 09:28:28+00:00,L5,,,,
1987-04-29 09:29:30+00:00,L5,,,,284.76
1987-06-16 09:30:43+00:00,L5,,,,
1987-07-18 09:31:20+00:00,L5,,,,
1987-08-03 09:31:49+00:00,L5,,,,
1987-09-04 09:32:43+00:00,L5,,,,268.45
1987-11-07 09:34:02+00:00,L5,,,,
1988-01-10 09:35:05+00:00,L5,,,,
1988-02-11 09:35:41+00:00,L5,,,,
1988-03-14 09:36:03+00:00,L5,,,,
1988-04-15 09:36:14+00:00,L5,,,,268.47
1988-05-17 09:36:32+00:00,L5,,,,
1988-06-02 09:36:38+00:00,L5,,,,
1988-09-22 09:36:50+00:00,L5,,,,
1988-10-08 09:36:45+00:00,L5,,,,
1988-10-24 09:36:41+00:00,L5,,,,270.47
1988-12-11 09:36:33+00:00,L5,,,,
1988-12-27 09:36:27+00:00,L5,,,,
1989-01-12 09:36:20+00:00,L5,,,,
1989-01-28 09:36:07+00:00,L5,,,,
1989-03-17 09:35:16+00:00,L5,,,,
1989-04-02 09:35:12+00:00,L5,,,,
1989-04-18 09:35:07+00:00,L5,,,,
1989-05-20 09:34:32+00:00,L5,,,,267.48
1989-06-21 09:33:55+00:00,L5,,,,
1989-09-09 09:32:15+00:00,L5,,,,
1989-09-25 09:31:52+00:00,L5,,,,229.86
1989-10-11 09:31:29+00:00,L5,,,,
1989-10-27 09:30:51+00:00,L5,,,,266.75
1989-11-12 09:30:31+00:00,L5,,,,270.45
1989-11-28 09:30:04+00:00,L5,,,,
1989-12-30 09:29:08+00:00,L5,,,,
1990-01-15 09:28:33+00:00,L5,,,,270.95
1990-01-31 09:28:06+00:00,L5,,,,
1990-03-04 09:27:02+00:00,L5,,,,272.94
1990-04-21 09:26:22+00:00,L5,,,,269.86
1990-05-07 09:26:19+00:00,L5,,,,269.99
1990-05-23 09:26:20+00:00,L5,,,,289.42
1990-08-27 09:26:01+00:00,L5,,,,
1990-09-12 09:25:59+00:00,L5,,,,239.97
1990-09-28 09:25:50+00:00,L5,,426.39,325.14,269.20
1990-10-14 09:25:44+00:00,L5,,,,
1991-03-23 09:27:43+00:00,L5,,,,
1991-04-08 09:27:54+00:00,L5,,,,
1991-04-24 09:28:10+00:00,L5,,,,
1991-05-26 09:28:46+00:00,L5,,,,230.27
1991-07-13 09:29:21+00:00,L5,,,,250.21
1991-08-14 09:29:39+00:00,L5,,,,
1991-08-30 09:29:49+00:00,L5,,,,231.37
1991-10-17 09:30:18+00:00,L5,,,,284.56
1991-11-02 09:30:16+00:00,L5,,,,266.14
1992-01-05 09:30:23+00:00,L5,,,,
1992-01-21 09:30:24+00:00,L5,,,,
1992-02-22 09:30:17+00:00,L5,,,,268.24
