,dates,nzd0423-0000,nzd0423-0001,nzd0423-0002,nzd0423-0003,nzd0423-0004,nzd0423-0005,nzd0423-0006,nzd0423-0007,nzd0423-0008,nzd0423-0009,nzd0423-0010,nzd0423-0011,nzd0423-0012,nzd0423-0013,nzd0423-0014,nzd0423-0015,nzd0423-0016,nzd0423-0017,nzd0423-0018,nzd0423-0019,nzd0423-0020,nzd0423-0021,nzd0423-0022,nzd0423-0023,nzd0423-0024,nzd0423-0025,nzd0423-0026,nzd0423-0027,nzd0423-0028,nzd0423-0029,nzd0423-0030,nzd0423-0031,nzd0423-0032,nzd0423-0033,nzd0423-0034,nzd0423-0035,nzd0423-0036,nzd0423-0037,nzd0423-0038,nzd0423-0039,nzd0423-0040,nzd0423-0041,nzd0423-0042,nzd0423-0043,nzd0423-0044,nzd0423-0045,nzd0423-0046,nzd0423-0047,nzd0423-0048,nzd0423-0049,nzd0423-0050,nzd0423-0051,nzd0423-0052,nzd0423-0053,nzd0423-0054,nzd0423-0055,nzd0423-0056,nzd0423-0057,nzd0423-0058,nzd0423-0059,nzd0423-0060,nzd0423-0061,nzd0423-0062,nzd0423-0063,nzd0423-0064,nzd0423-0065,nzd0423-0066,nzd0423-0067,nzd0423-0068,nzd0423-0069,nzd0423-0070,nzd0423-0071,nzd0423-0072,nzd0423-0073,nzd0423-0074,nzd0423-0075,nzd0423-0076,nzd0423-0077,nzd0423-0078,nzd0423-0079,nzd0423-0080,nzd0423-0081,nzd0423-0082,nzd0423-0083,nzd0423-0084,nzd0423-0085,nzd0423-0086,nzd0423-0087,nzd0423-0088,nzd0423-0089,nzd0423-0090,nzd0423-0091,nzd0423-0092,nzd0423-0093,nzd0423-0094,nzd0423-0095,nzd0423-0096,nzd0423-0097,nzd0423-0098,nzd0423-0099,nzd0423-0100,nzd0423-0101,nzd0423-0102,nzd0423-0103,nzd0423-0104,nzd0423-0105,nzd0423-0106,nzd0423-0107,nzd0423-0108,nzd0423-0109,nzd0423-0110,nzd0423-0111,nzd0423-0112,nzd0423-0113,nzd0423-0114,nzd0423-0115,nzd0423-0116,nzd0423-0117,nzd0423-0118,nzd0423-0119,nzd0423-0120,nzd0423-0121,nzd0423-0122
0,1999-11-05 22:12:52+00:00,122.15282357479353,116.19403882854517,118.51198184750072,114.35901994948742,104.9876747162692,105.86877630107674,108.30743531493928,109.62119339518752,115.55801945637992,117.03826897558466,122.52168214436911,121.23963804785637,107.15789200809513,113.68714529879945,109.05822728479548,108.04826661188038,111.6585387009159,111.5209051653224,104.99907764035963,106.51496128665845,100.03919812216958,92.79933798182842,,88.32812006815286,99.79113891877545,103.31079876272183,100.55986694874886,93.07956079730533,88.65204545093587,99.98912957106982,110.76612147747566,110.50646022023356,115.23389908690429,120.1305242779275,115.90865459255693,117.32119504764917,116.44361059777948,117.82097396427137,117.97577488686893,126.4822057325539,133.04674214007923,135.55752417058108,140.23355857203103,146.19665091717607,151.08139160875456,147.76479569586917,152.83510562411888,155.03344788768325,160.4595166687914,163.6499629167196,165.35877008213367,166.97814157940812,166.8357338166729,170.77649025150285,170.39319747832388,163.33840462720045,172.35544932067606,174.51317341041715,176.64030306724882,170.34897389725052,182.99392735361846,195.93730692414863,197.52406859969267,200.04608476442226,201.89062053496423,196.16149013182763,194.93742725913467,184.87347308226717,,179.77550326454164,184.48687489965533,180.64411176286634,180.34295145145663,180.04462246324417,179.58331950076234,186.29753469471882,189.41862888789814,191.44522941627335,199.5620980142172,199.89374953592363,204.21710151168838,199.53532119814653,203.39302480952483,202.73550805772052,200.968078774692,200.21260499585935,204.32343160716184,206.2137021258188,218.20228442865266,225.9038415213658,224.96958913749006,224.28792913267273,209.50640560455872,212.2521480017456,210.2952139663822,196.30176538380286,198.49277697563568,188.78783363553381,193.20432899660256,185.58603107327286,182.9955164756049,181.96849572206253,180.73175732133353,181.05965373588322,182.0169209215783,171.89994057228435,166.8034944466765,174.32448924884244,178.5939703166062,189.35635841710706,187.96384716099,173.84803481090327,166.21371694786308,156.68904832855918,141.87258464608226,140.99313111645577,138.92660142882022,129.11829134293455,138.36202432467263,149.6844693261687,156.67188409711974,156.01708149429155,153.46702697278224
1,1999-11-21 22:12:47+00:00,131.10466436801553,132.1616764185544,126.94007050175856,121.83189056511699,117.11685954426864,115.35083037978593,116.22706795083636,118.64074048485287,128.26413887773805,129.92452813476785,129.64132685849017,130.70128810749873,123.36038559935506,129.61310253980233,130.4418969642595,129.56797587799397,123.14854072198273,125.05596756778958,122.20379956615304,121.67209722477753,104.17160536517316,102.4916469011122,99.06927880097203,99.65056147038064,100.21470483075335,110.86249158999229,114.2143308204696,112.96370294234798,123.59396935974351,127.86060203936721,131.11616299065926,132.30865913382107,131.53207917249415,129.51462124328353,122.38125522378334,132.8132775800805,132.62780391382688,133.43576455210393,135.4947316103836,139.40602118243632,140.38539460561714,146.7724915376412,150.77362285006015,152.07822578062127,158.1975978795038,158.95327181684956,167.8629442589196,159.9666829991665,169.54771353921188,171.94221278999024,187.3236421785716,192.89843451460757,192.27681373417647,194.0496284890932,194.49227389962493,195.4711841365065,196.8735179445926,202.02091049586846,207.12106168201677,212.01971344112422,208.10038592773793,214.69761608683513,214.06579452156666,209.90589692285653,206.25209329483846,205.1973546743751,203.74832624043762,197.84651672761873,192.14222996116888,197.22600501589045,194.01930972776788,193.2124811731414,186.164017132379,,,,202.21467532220169,206.5048526891576,210.4049638963947,210.80420629504528,215.0826941313768,210.24821275513983,217.74285711527443,216.0388727169148,218.88421488762023,223.38147211078257,230.51306690703152,231.408465920708,229.1916194223082,,235.64284816126977,218.4034726957118,213.6065082503658,206.68613022909886,205.51478569377127,197.87474685074812,195.04105799150273,200.9976045170286,204.0043351910961,195.96566293257166,192.27407631515564,194.2027294834628,190.86725745520351,191.6917097575581,186.465288698822,195.6051212618633,196.35394601576917,199.60030302708861,205.2277362648489,199.20600172183796,203.8144146350307,193.1833972101054,180.68098656164278,178.24026726708195,171.1526417785568,159.2338023244958,147.9458479652375,146.5783264622308,143.7282488411754,159.35494905859883,160.56662534381258,169.05615631351895,178.17694558102767
2,1999-12-07 22:12:53+00:00,128.704436116036,119.77900607983688,116.55608286527021,112.43907142275742,108.73086428424229,101.2355013203271,94.28011101760403,96.6156341915089,103.1462883806141,116.284519913981,134.65562865432167,125.39184253440898,120.70488785663754,120.61786430498046,113.49506098788534,103.30667842593726,100.18326781010734,90.79170034981642,100.48957773396363,105.7811424957851,111.95564846689774,98.44641158541437,101.86862209317849,86.73582887948159,81.22863870826296,96.23484703255804,105.28805457131205,103.67445729853289,114.6893278622192,123.60187690107985,119.57286116723586,110.91755116840072,109.63794373877208,107.10710465392414,118.23767030261453,117.05305451257567,118.5483393577451,129.16440845090986,128.40790141250818,128.14068836899324,138.68702644688764,149.63211878311458,153.05894656591144,152.83873176228002,159.10722067614626,152.8106526345285,149.978751457397,144.23072842045585,151.43995224616896,157.87294467727318,163.94236448746935,164.5405268362936,166.51734540704553,163.919345957708,159.52153240574413,162.48479864740287,172.72898547907863,188.54790224249868,197.0991856722362,191.38169128200568,186.03727506216285,183.9044942326571,187.10024831857098,189.24891340704707,186.5231387714265,189.77489641990135,180.14273021493693,181.35056059705377,172.3612121731058,174.7862328652691,171.04272241237177,169.8794175227499,171.62536502316254,171.6469498608838,177.9013660237761,181.3146179197303,182.670555103343,183.7711107803902,189.88586346519912,191.96695632446915,197.14466090365997,193.52900734067734,197.11636089857527,204.58121078354876,207.29117697867295,216.53227930598476,219.82396799748201,221.8016417226287,222.78495353425546,220.560185691274,226.4820324374481,222.4467494293925,219.1589240400591,220.93040572585758,212.69738731581103,213.45839367095425,199.5556207540563,197.81625245556245,195.5025028456476,,200.696736740168,193.91796679323775,189.20546163905885,184.30473336499784,188.45987266760193,184.10968705227646,184.06719410315804,184.19564699860933,186.0196463790889,186.09348492371853,174.11539438982928,167.47959318268633,155.3816901562377,149.71193969244945,138.35654638585322,137.5255299694514,131.67560798070275,132.36220428936622,137.49041416139735,152.25134322366367,158.25695690542037,165.41345528503047,167.28963818192375
3,2000-01-08 22:12:49+00:00,153.84532923772682,143.91822509477242,121.57728224221935,119.59788784546548,121.73444537793365,124.371590475878,121.97026542177674,128.575220066759,120.99066799644304,123.28767537817043,136.23311792587077,142.07266108778478,132.26797722636448,120.51673721707853,120.33967994742439,116.53100573856408,114.16706131162195,104.52304284278179,101.69118117449555,105.39726519056151,105.6954690507479,100.59175083220164,98.0077365847845,99.75928783046002,108.75762967429924,121.52189738629289,123.71882718447098,124.7248347071528,128.08795008395032,128.49577329424756,133.15437292001818,135.89578993046229,130.29549468771282,120.67970249633457,120.69624860612623,123.97374978842308,128.88080505606217,131.64579463424937,133.42126142823454,138.4103413408107,148.05743298068674,160.07011972522017,163.68328003252245,171.00370121593969,177.78276709101547,181.74362371003872,184.18702054581235,176.85641831269007,179.17375620500636,184.34675793343365,190.23288110175224,181.78218141191826,184.530024487468,179.9642044534821,182.91042317193896,182.915517178776,190.7743333042092,194.94545148849065,196.81853673124354,195.55530307644239,197.38573327331028,196.20791976810415,200.5509282288467,199.47972360032733,195.0403742706655,194.05581391257863,187.64814785968377,191.30812126898525,183.44084800114013,186.0904693745199,182.6903766358823,183.37349763245908,189.61221089866635,188.56133132357834,194.63141811546032,193.73899997203327,198.92256488146705,196.14830798739465,197.52385214922984,203.83965763285292,205.007597342689,199.23001379971254,208.5929135126808,209.81261202101976,218.8228232162617,220.2004026209724,222.9340687922827,221.3939772340822,221.7928709864081,224.58655056734875,233.57219836356427,230.295954867058,222.82403850466744,219.62688884207734,219.07400154908987,210.5411485860356,210.52164994954765,204.517355819045,209.2250517102173,205.32905776346652,202.32767548855347,203.7071231989621,202.8208963521903,199.1899400857816,198.95563486702213,202.22874052089065,197.71862308237803,205.56150242680417,197.55410596997046,199.82268649548118,189.4448254444085,177.96375839703734,167.9439868051267,161.11285021554983,142.2463669672965,141.91307441700604,145.38155064414715,147.7813877502968,154.83509795910737,163.4368509287861,167.0188395934013,172.66220442690536,164.311605382286
4,2000-04-13 22:12:18+00:00,154.85895657249893,157.9010129830965,149.53636870634833,136.35957890972475,122.01385382372453,122.24349477651283,118.10570623994236,115.67665506750022,128.04949606183771,130.54974346988092,124.71472107086583,125.19706794401216,118.28112349894297,83.27804027868801,98.84281338551904,105.29107765434343,109.86376295642083,108.48292629165523,97.56871492838494,102.5349427837035,95.43246380376912,105.92508829106914,102.48418847267797,107.95391241529812,109.3735690953606,118.59931081119598,110.53583060896743,118.59421288214001,123.63955578093875,125.47627381319344,,135.52558404853352,121.72868895085907,123.95134768634948,131.57715642559003,139.133558736898,140.39122105094322,137.36769453526992,141.75035845181537,149.89635649685354,142.88683538873866,,151.19144772045374,177.41136570978244,188.1420897774465,192.6696687127981,192.51769321525117,186.28075768633127,180.62966731445294,184.22192971438628,185.8780590732293,181.25204325335065,177.1981374467218,183.94079852529185,182.65748953526446,185.44385093033026,185.27266108354937,192.53023441943535,191.2115870472581,190.72868032378685,183.8325673522649,193.06120692564156,208.29105267614614,209.2376434388942,203.62006481996931,202.30339005408845,192.30287921057572,198.61251984454998,203.67476726323477,195.27917843910032,195.3276592869507,191.68405885567373,190.74412725017854,179.0292689526414,175.90971892152774,180.53774373574427,187.42454931021612,180.1379363438771,185.5583834609983,187.91566669432484,193.3360462125851,197.18474062163168,208.58990788209303,210.840196271271,214.95452232857454,219.1428995147187,222.31576304380457,221.81953685576968,219.65610063413084,223.4062367790873,225.67003553504216,238.15900467814532,247.67752811154634,,,,,207.74263401093467,208.83051435867307,,,,,,204.7580025963657,203.6594861925619,221.60532218052882,189.5412558528749,186.08584590815082,176.59804843246573,188.96883103243712,167.6396335805307,159.1614343596574,154.350239470565,157.00240727382368,142.78788124152786,135.95387043778229,152.31089074665638,159.52575944886425,164.22302858262313,161.99468145256742,168.9708318547452,153.31896800748612
5,2000-08-19 22:11:01+00:00,156.2259200578523,158.45564198059716,162.82922320696332,176.46593176724616,165.06314357297185,124.1069178689278,115.5684069807737,114.71360183315701,118.28064705121837,139.48961635996622,138.48650570223472,126.26011684583771,119.01418580373675,123.23952547794424,114.77393123074532,115.04185753882656,109.08758367354388,108.53106440838603,111.66541790307838,112.27144869560962,118.16902055930106,118.6578163942754,122.91246173282568,119.76910331276297,121.52066123052731,116.44919591762965,115.80184411124822,123.90628583399719,122.88703843251268,136.16364728245804,142.87764791485122,144.89973116824888,153.44122947677337,153.8335117387026,156.10743996824274,159.97594822988907,154.41473639279056,156.1162390190214,154.02024051771554,153.30248054921017,160.1591490904996,168.02554409646112,177.2917904240313,184.05096084923625,200.15991108706416,200.98162614191918,201.86559005174857,194.28941374866906,192.15705631550534,194.18192183871426,189.584760435506,187.36818929659765,189.04953660551357,193.3490435789935,192.8699128302985,184.82087647078458,189.41528839584925,187.89862322149125,187.6360906616297,194.60098184197128,189.96167277639975,187.23501643043608,196.9930752876878,205.2847439287261,215.46891885226088,207.27150062697004,198.6051867572693,199.4443721136025,195.77648368491404,185.04247337565877,182.42141886938876,189.0578468626446,189.02408770557196,190.65559396204483,194.43663048325234,196.4991409426772,199.6438647025743,203.06734836122456,200.24884045078716,199.90656034389048,196.36298745668688,206.96454919746677,209.65606667023505,211.11670720757408,214.9554671991687,209.10920210823005,210.03228730535713,214.28395153701737,225.5744529809857,220.5096336601805,233.01970970271174,234.0750773902458,222.79858328361232,211.90153847361404,,206.83102800067635,,203.81129309440297,207.74079889119102,206.59418434587704,197.51997118868704,198.06959391747353,205.71370641441234,195.9216523785626,193.15552434048334,195.46225174006574,194.24159078811132,194.1276579395191,191.09037237349403,177.32315496775365,197.03891442925968,199.1776450181544,187.82421697503838,168.53298788895182,148.86831577629593,145.78944797951354,146.7563607921073,145.86600341573214,149.7787473255855,167.50155549886165,160.78959652288748,154.494768969249,
6,2000-09-20 22:10:27+00:00,149.08786985913574,150.64698971299683,137.94955268343787,138.73635984369668,127.62780399750419,111.9053385457911,101.70133367822729,104.5974946053261,110.48313373909075,127.66890336180916,130.52934153831546,118.81776989541723,105.89509843002892,105.82038701025486,108.0325588165424,96.663684842821,89.87193443039871,88.514609671931,85.31542936665514,88.28871725712423,88.78779972268549,91.84660982114573,102.83493655282089,108.52121958317015,108.02063151370196,109.09993612457892,104.98640178058999,97.37330072758309,103.61577607822953,101.36830474765493,112.66391087251662,130.63040204034013,129.5331017726706,128.06474021473468,134.6401997625441,,130.31010433386726,125.75336232181587,127.0057661565103,135.4603102734952,137.91760251148602,147.82336970517935,156.64157890369194,177.470225218049,177.91573968203662,187.8092501089718,183.2408861739563,179.4740638979516,161.90083042137763,161.0187537292658,171.27477787502744,176.00582542648561,186.146486165306,191.25498629849147,186.82395549415443,175.12163585032354,160.8837769444792,164.07414388050915,169.0384862209356,181.01426129383265,175.26238180293583,184.20460302244814,180.0634855149297,187.04758705137849,188.2683064343577,180.6988475852469,180.27480531750172,179.48707848385703,178.6317690679245,165.86834346530557,160.68689521367276,157.15563441301728,163.99504030289418,171.2413688436889,172.39567490097056,178.51481036136946,179.2729448565953,171.5820622634811,172.0177401886129,174.35351354973903,174.3997851783945,175.67730972906043,181.8559395624767,182.36463426342684,188.77681493885876,191.5807187287729,,192.30917938335128,200.7503607759796,199.78552731956123,205.14336302526044,196.3938462112888,195.83140911929564,181.36330193817722,,178.0826112047066,171.45894104951802,175.50905358601963,176.46283666421158,179.19238628035393,178.44103295978792,178.22107945210232,175.8729513115385,177.12323117516502,171.01335920379535,153.5165011654553,152.64168004402777,169.72055294142493,163.90028800948176,159.4511543458733,170.8719739214371,159.35572058105603,160.0297989861983,147.3584983791333,139.30442140627665,126.1755252366118,132.18326182890289,127.0344975026296,127.18045148919329,130.54906123431405,139.99491646645572,138.0264899466175,137.25714504220701
7,2000-11-07 22:10:17+00:00,147.12153944673386,145.66971907518774,151.32319872383016,153.9226502519509,145.37312564397197,124.10533210098038,115.4592912401982,101.65563299767183,103.71958280473446,102.20723047075947,117.58981589696442,115.0611043952662,107.3663547091383,117.12242485162609,119.69343337566838,103.96057494577524,102.44833888858793,98.90959775022814,100.67195739654012,107.57337292140078,109.64881761848407,99.58158243073773,100.84820201724426,95.10448512583486,95.02580481436429,106.04618608645,113.25217657036876,,115.65821135949069,118.08738483598006,127.32904733469664,123.89464071334476,124.74902144314953,120.79959997025246,128.9440225336156,134.93068989929154,140.879519129437,140.20123700596815,153.08560609984676,153.01422844025515,150.55850296697176,156.06889263168605,171.9518843620468,179.70090649509177,189.29164464839934,188.17780607876543,183.08867071635004,187.38325171211662,180.71441145650365,176.4329095132069,175.05876013388436,170.42443539388375,168.25757848089495,170.5712206964383,173.71413340328766,177.8423040059497,181.05697896792466,182.67628042931696,184.51919400553714,178.45310632733603,180.190020077653,191.63935813784616,199.72651777457546,197.53137301847832,200.53990626370634,188.7567645053889,192.11043044069615,191.62545507902098,194.2232249017638,198.17944778641035,198.05970302514763,198.00478161444235,198.01698828880726,194.15228314147856,190.5103831253892,194.12053805547936,199.60792112179578,206.23900706638253,205.44066193165384,202.1945930076126,193.86301163499962,197.44533137877556,206.61643791227388,208.95410773257044,209.8742731237206,212.58245694767177,211.4418583089824,212.1598081401048,219.6614198853387,224.75367240200606,233.97161490063618,229.76445395344783,220.07116264098676,212.43202526036137,201.91561674873137,200.50379699991893,206.50821795537934,201.47924320631552,198.43020008235075,200.86964944094484,199.01466432291645,190.49854832165946,197.91274502195256,,205.6209458226663,185.6202181892923,181.52594219783018,188.26170549444257,199.08655111323355,195.9912463803194,191.01244140513228,173.93926980111513,172.23848491055253,165.51543194321457,160.9189039465845,146.50692736277503,157.73538950862948,156.0329399320209,153.36538807047822,146.50469077229772,,164.8569934431216,173.24798209532315
8,2001-01-10 22:10:27+00:00,191.9060773805339,175.67118836833743,169.3487705734933,155.88238198023495,138.33349239423677,125.03360654917667,121.79540064548677,118.75944834076112,116.90045722190978,120.73239911864053,127.08054530514698,125.33376328339341,114.30852502336121,117.5661649809463,113.6849715057163,114.51409010852132,115.8401388898879,114.37198577216998,111.68053131095127,112.49398298086672,109.30663665435031,104.11657108167711,112.0752012716857,110.49248917118723,114.88777048180414,113.83295072109709,126.24009899716849,127.51781976643115,132.09193407873025,138.2167376695679,145.43992457846576,143.58082629402634,146.0656183514274,153.0927983037107,152.07893218917462,151.00686631857903,158.69197545451013,158.3887463076645,158.1163524377337,159.0469430270904,174.85386483545506,186.427994093357,196.4256224449229,202.59333987378326,202.940637705197,208.45475803325138,213.86337833373517,208.82737980833286,208.95850718762625,204.866553392351,199.0802199849558,198.77593835272833,,196.0424077622646,193.964529260427,188.20449250617037,185.04080381442836,184.48110351724407,188.66476852300633,188.94054272138382,182.41765180069658,189.94933739257758,192.99854582167163,198.5033176639655,194.55575384450475,191.68889805450698,191.3374821754108,192.14998858842844,191.29879058881815,191.54062842709,201.7656084383647,203.02569612364414,202.09479151677093,201.10000938760328,203.7016441467154,199.87147621128236,204.3888929414944,206.60751102689014,207.54674273657668,209.85469255884178,207.7891602914309,209.04664816685087,214.33625908302068,218.07043871790228,221.37713591480872,221.32735967236917,222.62047954509546,231.55589413182494,225.46255568915342,229.37095657517736,236.5111640935969,227.57157698638184,230.12262978384044,222.2490514261136,217.63915081928928,216.13309718846693,210.94755987011382,217.24111659774928,212.4091067173348,214.19736952237884,211.02158677288904,205.98859617233242,198.95010995900566,,207.84689724420744,206.28040895329386,204.59985157037733,202.50083544311758,205.86250954051474,208.45802764424695,198.59495278341433,189.02255556150143,,186.9945006429946,172.31998034915395,162.5831090201217,148.92236224970728,155.6139276740471,177.01624360009458,180.21532447997095,182.88435408465742,196.39548943913465,187.71408964896446
9,2001-01-26 22:10:30+00:00,146.20229279901582,151.05904817453765,141.55063841491275,125.95593340568742,111.06942432165302,95.5537046711726,84.94091059963866,91.74633265888622,93.64331786595382,96.82908803017915,99.00393872717122,98.2960434770636,96.9875565998301,95.2449662127744,93.19955632585037,92.38436319427508,90.73448845493962,92.70907494372463,85.2505214300514,89.70691281845522,82.56616116723045,82.20935521818872,,83.63271182319599,91.56958569108942,90.58073810351753,99.002325710964,105.36058726155194,111.94697046773845,113.65457075174173,117.25758211635674,118.45421332451068,119.64930586068752,120.63932532675425,117.70604576048981,131.10439489959285,133.0855341131682,134.4291065137217,140.1813245850283,140.74115869059403,148.44620760266255,157.12762929715765,158.06325423885772,170.00436138070089,173.10668376674957,170.75444317758493,165.6524765425508,167.5630307445986,175.27369184056195,177.59165259737244,180.03510542657614,178.00763096276927,180.37721200500127,172.84885893540374,167.3302272980345,159.26956930200058,161.0975028750398,161.5815106443698,167.71264499562076,165.94331766957438,162.6373809493887,162.20905129257432,160.214309228453,163.72757225177924,160.63665837593024,170.12638152834302,165.43501409274558,160.22807631213874,153.87280486104237,156.22935776648723,159.8613215615428,164.29821736627144,169.56606168017873,170.3302146683661,164.68323854314232,169.54601181234875,172.79767655021442,178.4457536120844,176.602905961452,178.47613844812477,182.03793615241437,179.49673112323384,176.27232755262295,181.68748114435817,181.88161351074427,183.9052650227382,190.58638654047124,198.59542583352209,209.40426149714344,207.72177261769735,208.0330612863947,202.17102829325688,196.66330655755343,193.2820261242652,183.91703997231625,180.25265972301327,175.75759794431238,181.40616807383438,180.3142620194692,179.8946888446341,176.14189698469286,170.14816113803678,166.90199159088888,170.6811275865312,171.20578303920806,174.2085512481605,170.40624265525366,173.7098928396303,175.17159536091845,168.00707414145228,159.75355346137223,160.09338182728737,154.23333631817795,153.87366186149927,139.58844692207825,133.52171435322273,133.7157984950339,127.22918393544799,140.39748110297387,151.87542567540854,148.61004738112365,153.07931153283428,140.82642500026978
